#: table_doi: 10.17182/hepdata.90835.v1/t73
#: name: T1tttt significance
#: description: The observed significance of the SMS models for T1tttt as function of the gluino and LSP masses. 
#: data_file: t1tttt_significance.yaml
#: keyword observables: SIGNIF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> GLUINO GLUINO | GLUINO --> TQ TQBAR NEUTRALINO1
#: Significance,
M(GLUINO) [GeV],M(NEUTRALINO1) [GeV],Significance [s.d.]
880.27,105.93,0.46652
880.27,115.93,0.46855
880.27,125.92,0.45818
880.27,135.92,0.4402
880.27,145.91,0.42222
880.27,155.9,0.40425
880.27,165.9,0.38627
880.27,175.89,0.36829
880.27,185.88,0.35031
880.27,195.88,0.33233
880.27,205.87,0.32977
880.27,215.87,0.33803
880.27,225.86,0.34628
880.27,235.85,0.35454
880.27,245.85,0.35921
880.27,255.84,0.36185
880.27,265.83,0.36449
880.27,275.83,0.36714
880.27,285.82,0.36978
880.27,295.82,0.37242
880.27,305.81,0.39958
880.27,315.8,0.44441
880.27,325.8,0.46875
880.27,335.79,0.47986
880.27,345.78,0.49097
880.27,355.78,0.52033
880.27,365.77,0.563
880.27,375.77,0.60567
880.27,385.76,0.65835
880.27,395.75,0.71927
880.27,405.75,0.77881
880.27,415.74,0.83732
880.27,425.73,0.89584
880.27,435.73,0.94466
880.27,445.72,0.98541
880.27,455.72,1.0267
880.27,465.71,1.0684
880.27,475.7,1.1101
880.27,485.7,1.1266
880.27,495.69,1.1219
880.27,505.68,1.0162
880.27,515.68,0.83411
880.27,525.67,0.76785
880.27,535.67,0.78047
880.27,545.66,0.79309
880.27,555.65,0.70965
880.27,565.65,0.55245
880.27,575.64,0.38396
880.27,585.63,0.20767
880.27,595.63,0.031389
880.27,605.62,-0.18545
880.27,615.62,-0.41625
880.27,625.61,-0.63408
880.27,635.6,-0.85192
880.27,645.6,-1.0317
880.27,655.59,0.0
880.27,665.58,0.0
880.27,675.58,0.0
880.27,685.57,0.0
880.27,695.57,0.0
880.27,705.56,0.0
880.27,715.55,0.0
880.27,725.55,0.0
880.27,735.54,0.0
880.27,745.53,0.0
880.27,755.53,0.0
880.27,765.52,0.0
880.27,775.52,0.0
880.27,785.51,0.0
880.27,795.5,0.0
880.27,805.5,0.0
880.27,815.49,0.0
880.27,825.48,0.0
880.27,835.48,0.0
880.27,845.47,0.0
880.27,855.47,0.0
880.27,865.46,0.0
880.27,875.45,0.0
880.27,885.45,0.0
880.27,895.44,0.0
880.27,905.43,0.0
880.27,915.43,0.0
880.27,925.42,0.0
880.27,935.42,0.0
880.27,945.41,0.0
880.27,955.4,0.0
880.27,965.4,0.0
880.27,975.39,0.0
880.27,985.38,0.0
880.27,995.38,0.0
880.27,1005.4,0.0
880.27,1015.4,0.0
880.27,1025.4,0.0
880.27,1035.4,0.0
880.27,1045.3,0.0
880.27,1055.3,0.0
880.27,1065.3,0.0
880.27,1075.3,0.0
880.27,1085.3,0.0
880.27,1095.3,0.0
880.27,1105.3,0.0
880.27,1115.3,0.0
880.27,1125.3,0.0
880.27,1135.3,0.0
880.27,1145.3,0.0
880.27,1155.3,0.0
880.27,1165.3,0.0
880.27,1175.3,0.0
880.27,1185.3,0.0
880.27,1195.3,0.0
880.27,1205.2,0.0
880.27,1215.2,0.0
880.27,1225.2,0.0
880.27,1235.2,0.0
880.27,1245.2,0.0
880.27,1255.2,0.0
880.27,1265.2,0.0
880.27,1275.2,0.0
880.27,1285.2,0.0
880.27,1295.2,0.0
880.27,1305.2,0.0
880.27,1315.2,0.0
880.27,1325.2,0.0
880.27,1335.2,0.0
880.27,1345.2,0.0
880.27,1355.2,0.0
880.27,1365.1,0.0
880.27,1375.1,0.0
880.27,1385.1,0.0
880.27,1395.1,0.0
880.27,1405.1,0.0
880.27,1415.1,0.0
880.27,1425.1,0.0
880.27,1435.1,0.0
880.27,1445.1,0.0
880.27,1455.1,0.0
880.27,1465.1,0.0
880.27,1475.1,0.0
880.27,1485.1,0.0
880.27,1495.1,0.0
880.27,1505.1,0.0
880.27,1515.1,0.0
880.27,1525.0,0.0
880.27,1535.0,0.0
880.27,1545.0,0.0
880.27,1555.0,0.0
880.27,1565.0,0.0
880.27,1575.0,0.0
880.27,1585.0,0.0
880.27,1595.0,0.0
896.29,5.9969,0.5709
896.29,15.991,0.56211
896.29,25.984,0.55333
896.29,35.978,0.54454
896.29,45.972,0.53576
896.29,55.966,0.52697
896.29,65.959,0.51819
896.29,75.953,0.5094
896.29,85.947,0.50062
896.29,95.941,0.49183
896.29,105.93,0.48502
896.29,115.93,0.46704
896.29,125.92,0.44906
896.29,135.92,0.43108
896.29,145.91,0.4131
896.29,155.9,0.39512
896.29,165.9,0.37715
896.29,175.89,0.35917
896.29,185.88,0.34119
896.29,195.88,0.32321
896.29,205.87,0.32065
896.29,215.87,0.32416
896.29,225.86,0.32681
896.29,235.85,0.32945
896.29,245.85,0.33209
896.29,255.84,0.33473
896.29,265.83,0.33738
896.29,275.83,0.34002
896.29,285.82,0.34266
896.29,295.82,0.3453
896.29,305.81,0.36539
896.29,315.8,0.3765
896.29,325.8,0.38761
896.29,335.79,0.39872
896.29,345.78,0.40983
896.29,355.78,0.43919
896.29,365.77,0.48185
896.29,375.77,0.52452
896.29,385.76,0.56719
896.29,395.75,0.60986
896.29,405.75,0.66842
896.29,415.74,0.72693
896.29,425.73,0.78545
896.29,435.73,0.84396
896.29,445.72,0.90248
896.29,455.72,0.94478
896.29,465.71,0.98649
896.29,475.7,1.0282
896.29,485.7,1.0699
896.29,495.69,1.1116
896.29,505.68,1.0472
896.29,515.68,1.0598
896.29,525.67,1.0725
896.29,535.67,1.0851
896.29,545.66,1.0977
896.29,555.65,1.0105
896.29,565.65,0.83426
896.29,575.64,0.65798
896.29,585.63,0.48169
896.29,595.63,0.30541
896.29,605.62,0.10008
896.29,615.62,-0.11775
896.29,625.61,-0.33559
896.29,635.6,-0.55342
896.29,645.6,-0.77125
896.29,655.59,-0.93726
896.29,665.58,-1.0855
896.29,675.58,0.0
896.29,685.57,0.0
896.29,695.57,0.0
896.29,705.56,0.0
896.29,715.55,0.0
896.29,725.55,0.0
896.29,735.54,0.0
896.29,745.53,0.0
896.29,755.53,0.0
896.29,765.52,0.0
896.29,775.52,0.0
896.29,785.51,0.0
896.29,795.5,0.0
896.29,805.5,0.0
896.29,815.49,0.0
896.29,825.48,0.0
896.29,835.48,0.0
896.29,845.47,0.0
896.29,855.47,0.0
896.29,865.46,0.0
896.29,875.45,0.0
896.29,885.45,0.0
896.29,895.44,0.0
896.29,905.43,0.0
896.29,915.43,0.0
896.29,925.42,0.0
896.29,935.42,0.0
896.29,945.41,0.0
896.29,955.4,0.0
896.29,965.4,0.0
896.29,975.39,0.0
896.29,985.38,0.0
896.29,995.38,0.0
896.29,1005.4,0.0
896.29,1015.4,0.0
896.29,1025.4,0.0
896.29,1035.4,0.0
896.29,1045.3,0.0
896.29,1055.3,0.0
896.29,1065.3,0.0
896.29,1075.3,0.0
896.29,1085.3,0.0
896.29,1095.3,0.0
896.29,1105.3,0.0
896.29,1115.3,0.0
896.29,1125.3,0.0
896.29,1135.3,0.0
896.29,1145.3,0.0
896.29,1155.3,0.0
896.29,1165.3,0.0
896.29,1175.3,0.0
896.29,1185.3,0.0
896.29,1195.3,0.0
896.29,1205.2,0.0
896.29,1215.2,0.0
896.29,1225.2,0.0
896.29,1235.2,0.0
896.29,1245.2,0.0
896.29,1255.2,0.0
896.29,1265.2,0.0
896.29,1275.2,0.0
896.29,1285.2,0.0
896.29,1295.2,0.0
896.29,1305.2,0.0
896.29,1315.2,0.0
896.29,1325.2,0.0
896.29,1335.2,0.0
896.29,1345.2,0.0
896.29,1355.2,0.0
896.29,1365.1,0.0
896.29,1375.1,0.0
896.29,1385.1,0.0
896.29,1395.1,0.0
896.29,1405.1,0.0
896.29,1415.1,0.0
896.29,1425.1,0.0
896.29,1435.1,0.0
896.29,1445.1,0.0
896.29,1455.1,0.0
896.29,1465.1,0.0
896.29,1475.1,0.0
896.29,1485.1,0.0
896.29,1495.1,0.0
896.29,1505.1,0.0
896.29,1515.1,0.0
896.29,1525.0,0.0
896.29,1535.0,0.0
896.29,1545.0,0.0
896.29,1555.0,0.0
896.29,1565.0,0.0
896.29,1575.0,0.0
896.29,1585.0,0.0
896.29,1595.0,0.0
912.3,5.9969,0.60028
912.3,15.991,0.59149
912.3,25.984,0.5827
912.3,35.978,0.57392
912.3,45.972,0.56513
912.3,55.966,0.55635
912.3,65.959,0.54756
912.3,75.953,0.53878
912.3,85.947,0.52999
912.3,95.941,0.51973
912.3,105.93,0.50475
912.3,115.93,0.48677
912.3,125.92,0.46879
912.3,135.92,0.45081
912.3,145.91,0.43283
912.3,155.9,0.41486
912.3,165.9,0.39688
912.3,175.89,0.3789
912.3,185.88,0.36092
912.3,195.88,0.3524
912.3,205.87,0.34298
912.3,215.87,0.33146
912.3,225.86,0.3217
912.3,235.85,0.32435
912.3,245.85,0.32699
912.3,255.84,0.32963
912.3,265.83,0.33228
912.3,275.83,0.33492
912.3,285.82,0.33756
912.3,295.82,0.3402
912.3,305.81,0.34777
912.3,315.8,0.35888
912.3,325.8,0.36999
912.3,335.79,0.3811
912.3,345.78,0.37841
912.3,355.78,0.37943
912.3,365.77,0.3982
912.3,375.77,0.44087
912.3,385.76,0.48354
912.3,395.75,0.52621
912.3,405.75,0.57799
912.3,415.74,0.6365
912.3,425.73,0.69502
912.3,435.73,0.75353
912.3,445.72,0.79117
912.3,455.72,0.82895
912.3,465.71,0.87065
912.3,475.7,0.91236
912.3,485.7,0.95407
912.3,495.69,1.0203
912.3,505.68,1.0587
912.3,515.68,1.0713
912.3,525.67,1.084
912.3,535.67,1.0966
912.3,545.66,1.1278
912.3,555.65,1.0437
912.3,565.65,0.86744
912.3,575.64,0.69116
912.3,585.63,0.51488
912.3,595.63,0.48397
912.3,605.62,0.37407
912.3,615.62,0.1677
912.3,625.61,-0.050134
912.3,635.6,-0.26797
912.3,645.6,-0.4858
912.3,655.59,-0.66472
912.3,665.58,-0.813
912.3,675.58,-1.0153
912.3,685.57,-1.1847
912.3,695.57,0.0
912.3,705.56,0.0
912.3,715.55,0.0
912.3,725.55,0.0
912.3,735.54,0.0
912.3,745.53,0.0
912.3,755.53,0.0
912.3,765.52,0.0
912.3,775.52,0.0
912.3,785.51,0.0
912.3,795.5,0.0
912.3,805.5,0.0
912.3,815.49,0.0
912.3,825.48,0.0
912.3,835.48,0.0
912.3,845.47,0.0
912.3,855.47,0.0
912.3,865.46,0.0
912.3,875.45,0.0
912.3,885.45,0.0
912.3,895.44,0.0
912.3,905.43,0.0
912.3,915.43,0.0
912.3,925.42,0.0
912.3,935.42,0.0
912.3,945.41,0.0
912.3,955.4,0.0
912.3,965.4,0.0
912.3,975.39,0.0
912.3,985.38,0.0
912.3,995.38,0.0
912.3,1005.4,0.0
912.3,1015.4,0.0
912.3,1025.4,0.0
912.3,1035.4,0.0
912.3,1045.3,0.0
912.3,1055.3,0.0
912.3,1065.3,0.0
912.3,1075.3,0.0
912.3,1085.3,0.0
912.3,1095.3,0.0
912.3,1105.3,0.0
912.3,1115.3,0.0
912.3,1125.3,0.0
912.3,1135.3,0.0
912.3,1145.3,0.0
912.3,1155.3,0.0
912.3,1165.3,0.0
912.3,1175.3,0.0
912.3,1185.3,0.0
912.3,1195.3,0.0
912.3,1205.2,0.0
912.3,1215.2,0.0
912.3,1225.2,0.0
912.3,1235.2,0.0
912.3,1245.2,0.0
912.3,1255.2,0.0
912.3,1265.2,0.0
912.3,1275.2,0.0
912.3,1285.2,0.0
912.3,1295.2,0.0
912.3,1305.2,0.0
912.3,1315.2,0.0
912.3,1325.2,0.0
912.3,1335.2,0.0
912.3,1345.2,0.0
912.3,1355.2,0.0
912.3,1365.1,0.0
912.3,1375.1,0.0
912.3,1385.1,0.0
912.3,1395.1,0.0
912.3,1405.1,0.0
912.3,1415.1,0.0
912.3,1425.1,0.0
912.3,1435.1,0.0
912.3,1445.1,0.0
912.3,1455.1,0.0
912.3,1465.1,0.0
912.3,1475.1,0.0
912.3,1485.1,0.0
912.3,1495.1,0.0
912.3,1505.1,0.0
912.3,1515.1,0.0
912.3,1525.0,0.0
912.3,1535.0,0.0
912.3,1545.0,0.0
912.3,1555.0,0.0
912.3,1565.0,0.0
912.3,1575.0,0.0
912.3,1585.0,0.0
912.3,1595.0,0.0
928.32,5.9969,0.63159
928.32,15.991,0.62281
928.32,25.984,0.61402
928.32,35.978,0.60524
928.32,45.972,0.59645
928.32,55.966,0.58766
928.32,65.959,0.57888
928.32,75.953,0.56937
928.32,85.947,0.55877
928.32,95.941,0.54816
928.32,105.93,0.53318
928.32,115.93,0.5152
928.32,125.92,0.49722
928.32,135.92,0.47924
928.32,145.91,0.46127
928.32,155.9,0.44329
928.32,165.9,0.42531
928.32,175.89,0.4122
928.32,185.88,0.40578
928.32,195.88,0.39936
928.32,205.87,0.38994
928.32,215.87,0.37841
928.32,225.86,0.36688
928.32,235.85,0.35536
928.32,245.85,0.34383
928.32,255.84,0.33231
928.32,265.83,0.33381
928.32,275.83,0.33646
928.32,285.82,0.3391
928.32,295.82,0.34174
928.32,305.81,0.34931
928.32,315.8,0.36042
928.32,325.8,0.36451
928.32,335.79,0.35857
928.32,345.78,0.35263
928.32,355.78,0.35365
928.32,365.77,0.35973
928.32,375.77,0.36581
928.32,385.76,0.39913
928.32,395.75,0.4418
928.32,405.75,0.49358
928.32,415.74,0.55209
928.32,425.73,0.60006
928.32,435.73,0.63258
928.32,445.72,0.66511
928.32,455.72,0.70288
928.32,465.71,0.74459
928.32,475.7,0.79865
928.32,485.7,0.87105
928.32,495.69,0.94345
928.32,505.68,0.98185
928.32,515.68,0.99447
928.32,525.67,1.0164
928.32,535.67,1.0524
928.32,545.66,1.0884
928.32,555.65,1.0043
928.32,565.65,0.82799
928.32,575.64,0.7243
928.32,585.63,0.73116
928.32,595.63,0.73802
928.32,605.62,0.62812
928.32,615.62,0.42743
928.32,625.61,0.22673
928.32,635.6,0.01355
928.32,645.6,-0.20428
928.32,655.59,-0.38321
928.32,665.58,-0.56956
928.32,675.58,-0.79803
928.32,685.57,-1.0265
928.32,695.57,-1.1694
928.32,705.56,0.0
928.32,715.55,0.0
928.32,725.55,0.0
928.32,735.54,0.0
928.32,745.53,0.0
928.32,755.53,0.0
928.32,765.52,0.0
928.32,775.52,0.0
928.32,785.51,0.0
928.32,795.5,0.0
928.32,805.5,0.0
928.32,815.49,0.0
928.32,825.48,0.0
928.32,835.48,0.0
928.32,845.47,0.0
928.32,855.47,0.0
928.32,865.46,0.0
928.32,875.45,0.0
928.32,885.45,0.0
928.32,895.44,0.0
928.32,905.43,0.0
928.32,915.43,0.0
928.32,925.42,0.0
928.32,935.42,0.0
928.32,945.41,0.0
928.32,955.4,0.0
928.32,965.4,0.0
928.32,975.39,0.0
928.32,985.38,0.0
928.32,995.38,0.0
928.32,1005.4,0.0
928.32,1015.4,0.0
928.32,1025.4,0.0
928.32,1035.4,0.0
928.32,1045.3,0.0
928.32,1055.3,0.0
928.32,1065.3,0.0
928.32,1075.3,0.0
928.32,1085.3,0.0
928.32,1095.3,0.0
928.32,1105.3,0.0
928.32,1115.3,0.0
928.32,1125.3,0.0
928.32,1135.3,0.0
928.32,1145.3,0.0
928.32,1155.3,0.0
928.32,1165.3,0.0
928.32,1175.3,0.0
928.32,1185.3,0.0
928.32,1195.3,0.0
928.32,1205.2,0.0
928.32,1215.2,0.0
928.32,1225.2,0.0
928.32,1235.2,0.0
928.32,1245.2,0.0
928.32,1255.2,0.0
928.32,1265.2,0.0
928.32,1275.2,0.0
928.32,1285.2,0.0
928.32,1295.2,0.0
928.32,1305.2,0.0
928.32,1315.2,0.0
928.32,1325.2,0.0
928.32,1335.2,0.0
928.32,1345.2,0.0
928.32,1355.2,0.0
928.32,1365.1,0.0
928.32,1375.1,0.0
928.32,1385.1,0.0
928.32,1395.1,0.0
928.32,1405.1,0.0
928.32,1415.1,0.0
928.32,1425.1,0.0
928.32,1435.1,0.0
928.32,1445.1,0.0
928.32,1455.1,0.0
928.32,1465.1,0.0
928.32,1475.1,0.0
928.32,1485.1,0.0
928.32,1495.1,0.0
928.32,1505.1,0.0
928.32,1515.1,0.0
928.32,1525.0,0.0
928.32,1535.0,0.0
928.32,1545.0,0.0
928.32,1555.0,0.0
928.32,1565.0,0.0
928.32,1575.0,0.0
928.32,1585.0,0.0
928.32,1595.0,0.0
944.34,5.9969,0.66291
944.34,15.991,0.65412
944.34,25.984,0.64534
944.34,35.978,0.63655
944.34,45.972,0.62777
944.34,55.966,0.61898
944.34,65.959,0.6084
944.34,75.953,0.5978
944.34,85.947,0.5872
944.34,95.941,0.57659
944.34,105.93,0.56161
944.34,115.93,0.54363
944.34,125.92,0.52566
944.34,135.92,0.50768
944.34,145.91,0.4897
944.34,155.9,0.472
944.34,165.9,0.46557
944.34,175.89,0.45915
944.34,185.88,0.45273
944.34,195.88,0.44631
944.34,205.87,0.43689
944.34,215.87,0.42536
944.34,225.86,0.41384
944.34,235.85,0.40231
944.34,245.85,0.39078
944.34,255.84,0.37926
944.34,265.83,0.36773
944.34,275.83,0.35621
944.34,285.82,0.34468
944.34,295.82,0.34328
944.34,305.81,0.3506
944.34,315.8,0.34466
944.34,325.8,0.33873
944.34,335.79,0.33279
944.34,345.78,0.32686
944.34,355.78,0.32787
944.34,365.77,0.33395
944.34,375.77,0.34003
944.34,385.76,0.34612
944.34,395.75,0.35739
944.34,405.75,0.40895
944.34,415.74,0.44147
944.34,425.73,0.474
944.34,435.73,0.50652
944.34,445.72,0.53904
944.34,455.72,0.57697
944.34,465.71,0.64937
944.34,475.7,0.72178
944.34,485.7,0.79418
944.34,495.69,0.86658
944.34,505.68,0.90502
944.34,515.68,0.941
944.34,525.67,0.97697
944.34,535.67,1.0129
944.34,545.66,1.0489
944.34,555.65,0.96483
944.34,565.65,0.97149
944.34,575.64,0.97835
944.34,585.63,0.98521
944.34,595.63,0.99207
944.34,605.62,0.88217
944.34,615.62,0.68148
944.34,625.61,0.48079
944.34,635.6,0.28009
944.34,645.6,0.077235
944.34,655.59,-0.12383
944.34,665.58,-0.3523
944.34,675.58,-0.58078
944.34,685.57,-0.80925
944.34,695.57,-1.0377
944.34,705.56,-1.154
944.34,715.55,-1.2489
944.34,725.55,0.0
944.34,735.54,0.0
944.34,745.53,0.0
944.34,755.53,0.0
944.34,765.52,0.0
944.34,775.52,0.0
944.34,785.51,0.0
944.34,795.5,0.0
944.34,805.5,0.0
944.34,815.49,0.0
944.34,825.48,0.0
944.34,835.48,0.0
944.34,845.47,0.0
944.34,855.47,0.0
944.34,865.46,0.0
944.34,875.45,0.0
944.34,885.45,0.0
944.34,895.44,0.0
944.34,905.43,0.0
944.34,915.43,0.0
944.34,925.42,0.0
944.34,935.42,0.0
944.34,945.41,0.0
944.34,955.4,0.0
944.34,965.4,0.0
944.34,975.39,0.0
944.34,985.38,0.0
944.34,995.38,0.0
944.34,1005.4,0.0
944.34,1015.4,0.0
944.34,1025.4,0.0
944.34,1035.4,0.0
944.34,1045.3,0.0
944.34,1055.3,0.0
944.34,1065.3,0.0
944.34,1075.3,0.0
944.34,1085.3,0.0
944.34,1095.3,0.0
944.34,1105.3,0.0
944.34,1115.3,0.0
944.34,1125.3,0.0
944.34,1135.3,0.0
944.34,1145.3,0.0
944.34,1155.3,0.0
944.34,1165.3,0.0
944.34,1175.3,0.0
944.34,1185.3,0.0
944.34,1195.3,0.0
944.34,1205.2,0.0
944.34,1215.2,0.0
944.34,1225.2,0.0
944.34,1235.2,0.0
944.34,1245.2,0.0
944.34,1255.2,0.0
944.34,1265.2,0.0
944.34,1275.2,0.0
944.34,1285.2,0.0
944.34,1295.2,0.0
944.34,1305.2,0.0
944.34,1315.2,0.0
944.34,1325.2,0.0
944.34,1335.2,0.0
944.34,1345.2,0.0
944.34,1355.2,0.0
944.34,1365.1,0.0
944.34,1375.1,0.0
944.34,1385.1,0.0
944.34,1395.1,0.0
944.34,1405.1,0.0
944.34,1415.1,0.0
944.34,1425.1,0.0
944.34,1435.1,0.0
944.34,1445.1,0.0
944.34,1455.1,0.0
944.34,1465.1,0.0
944.34,1475.1,0.0
944.34,1485.1,0.0
944.34,1495.1,0.0
944.34,1505.1,0.0
944.34,1515.1,0.0
944.34,1525.0,0.0
944.34,1535.0,0.0
944.34,1545.0,0.0
944.34,1555.0,0.0
944.34,1565.0,0.0
944.34,1575.0,0.0
944.34,1585.0,0.0
944.34,1595.0,0.0
960.35,5.9969,0.69422
960.35,15.991,0.68544
960.35,25.984,0.67665
960.35,35.978,0.66787
960.35,45.972,0.65804
960.35,55.966,0.64744
960.35,65.959,0.63684
960.35,75.953,0.62623
960.35,85.947,0.61563
960.35,95.941,0.60503
960.35,105.93,0.59004
960.35,115.93,0.57207
960.35,125.92,0.55409
960.35,135.92,0.53611
960.35,145.91,0.52537
960.35,155.9,0.51895
960.35,165.9,0.51253
960.35,175.89,0.5061
960.35,185.88,0.49968
960.35,195.88,0.49326
960.35,205.87,0.48384
960.35,215.87,0.47231
960.35,225.86,0.46079
960.35,235.85,0.44926
960.35,245.85,0.43773
960.35,255.84,0.42621
960.35,265.83,0.41468
960.35,275.83,0.40316
960.35,285.82,0.38574
960.35,295.82,0.36519
960.35,305.81,0.34909
960.35,315.8,0.34
960.35,325.8,0.33406
960.35,335.79,0.32813
960.35,345.78,0.32219
960.35,355.78,0.31167
960.35,365.77,0.30863
960.35,375.77,0.31471
960.35,385.76,0.32079
960.35,395.75,0.32687
960.35,405.75,0.34816
960.35,415.74,0.38068
960.35,425.73,0.4132
960.35,435.73,0.44573
960.35,445.72,0.46549
960.35,455.72,0.51182
960.35,465.71,0.58423
960.35,475.7,0.65663
960.35,485.7,0.72903
960.35,495.69,0.78383
960.35,505.68,0.84132
960.35,515.68,0.89238
960.35,525.67,0.92835
960.35,535.67,0.96433
960.35,545.66,1.0003
960.35,555.65,1.0282
960.35,565.65,1.042
960.35,575.64,1.0488
960.35,585.63,1.0557
960.35,595.63,1.0626
960.35,605.62,1.0767
960.35,615.62,0.98032
960.35,625.61,0.77963
960.35,635.6,0.57893
960.35,645.6,0.37824
960.35,655.59,0.162
960.35,665.58,-0.066474
960.35,675.58,-0.29495
960.35,685.57,-0.52343
960.35,695.57,-0.73283
960.35,705.56,-0.8727
960.35,715.55,-0.96758
960.35,725.55,-1.1327
960.35,735.54,-1.281
960.35,745.53,0.0
960.35,755.53,0.0
960.35,765.52,0.0
960.35,775.52,0.0
960.35,785.51,0.0
960.35,795.5,0.0
960.35,805.5,0.0
960.35,815.49,0.0
960.35,825.48,0.0
960.35,835.48,0.0
960.35,845.47,0.0
960.35,855.47,0.0
960.35,865.46,0.0
960.35,875.45,0.0
960.35,885.45,0.0
960.35,895.44,0.0
960.35,905.43,0.0
960.35,915.43,0.0
960.35,925.42,0.0
960.35,935.42,0.0
960.35,945.41,0.0
960.35,955.4,0.0
960.35,965.4,0.0
960.35,975.39,0.0
960.35,985.38,0.0
960.35,995.38,0.0
960.35,1005.4,0.0
960.35,1015.4,0.0
960.35,1025.4,0.0
960.35,1035.4,0.0
960.35,1045.3,0.0
960.35,1055.3,0.0
960.35,1065.3,0.0
960.35,1075.3,0.0
960.35,1085.3,0.0
960.35,1095.3,0.0
960.35,1105.3,0.0
960.35,1115.3,0.0
960.35,1125.3,0.0
960.35,1135.3,0.0
960.35,1145.3,0.0
960.35,1155.3,0.0
960.35,1165.3,0.0
960.35,1175.3,0.0
960.35,1185.3,0.0
960.35,1195.3,0.0
960.35,1205.2,0.0
960.35,1215.2,0.0
960.35,1225.2,0.0
960.35,1235.2,0.0
960.35,1245.2,0.0
960.35,1255.2,0.0
960.35,1265.2,0.0
960.35,1275.2,0.0
960.35,1285.2,0.0
960.35,1295.2,0.0
960.35,1305.2,0.0
960.35,1315.2,0.0
960.35,1325.2,0.0
960.35,1335.2,0.0
960.35,1345.2,0.0
960.35,1355.2,0.0
960.35,1365.1,0.0
960.35,1375.1,0.0
960.35,1385.1,0.0
960.35,1395.1,0.0
960.35,1405.1,0.0
960.35,1415.1,0.0
960.35,1425.1,0.0
960.35,1435.1,0.0
960.35,1445.1,0.0
960.35,1455.1,0.0
960.35,1465.1,0.0
960.35,1475.1,0.0
960.35,1485.1,0.0
960.35,1495.1,0.0
960.35,1505.1,0.0
960.35,1515.1,0.0
960.35,1525.0,0.0
960.35,1535.0,0.0
960.35,1545.0,0.0
960.35,1555.0,0.0
960.35,1565.0,0.0
960.35,1575.0,0.0
960.35,1585.0,0.0
960.35,1595.0,0.0
976.37,5.9969,0.72554
976.37,15.991,0.71675
976.37,25.984,0.70768
976.37,35.978,0.69708
976.37,45.972,0.68647
976.37,55.966,0.67587
976.37,65.959,0.66527
976.37,75.953,0.65466
976.37,85.947,0.64406
976.37,95.941,0.63346
976.37,105.93,0.61848
976.37,115.93,0.6005
976.37,125.92,0.58517
976.37,135.92,0.57874
976.37,145.91,0.57232
976.37,155.9,0.5659
976.37,165.9,0.55948
976.37,175.89,0.55306
976.37,185.88,0.54663
976.37,195.88,0.54021
976.37,205.87,0.53079
976.37,215.87,0.51926
976.37,225.86,0.50774
976.37,235.85,0.49621
976.37,245.85,0.48469
976.37,255.84,0.46542
976.37,265.83,0.44486
976.37,275.83,0.42431
976.37,285.82,0.40376
976.37,295.82,0.38321
976.37,305.81,0.36711
976.37,315.8,0.35423
976.37,325.8,0.34134
976.37,335.79,0.33501
976.37,345.78,0.32908
976.37,355.78,0.31856
976.37,365.77,0.30469
976.37,375.77,0.29083
976.37,385.76,0.29571
976.37,395.75,0.3018
976.37,405.75,0.32308
976.37,415.74,0.3556
976.37,425.73,0.38371
976.37,435.73,0.39523
976.37,445.72,0.40675
976.37,455.72,0.45309
976.37,465.71,0.52549
976.37,475.7,0.59186
976.37,485.7,0.63515
976.37,495.69,0.67844
976.37,505.68,0.73594
976.37,515.68,0.80421
976.37,525.67,0.87247
976.37,535.67,0.9107
976.37,545.66,0.94667
976.37,555.65,0.97454
976.37,565.65,0.99618
976.37,575.64,1.0178
976.37,585.63,1.0258
976.37,595.63,1.0326
976.37,605.62,1.0467
976.37,615.62,1.0665
976.37,625.61,1.0863
976.37,635.6,0.90228
976.37,645.6,0.70158
976.37,655.59,0.48535
976.37,665.58,0.25687
976.37,675.58,0.034667
976.37,685.57,-0.1616
976.37,695.57,-0.35787
976.37,705.56,-0.49774
976.37,715.55,-0.63846
976.37,725.55,-0.85593
976.37,735.54,-1.0734
976.37,745.53,-1.1993
976.37,755.53,0.0
976.37,765.52,0.0
976.37,775.52,0.0
976.37,785.51,0.0
976.37,795.5,0.0
976.37,805.5,0.0
976.37,815.49,0.0
976.37,825.48,0.0
976.37,835.48,0.0
976.37,845.47,0.0
976.37,855.47,0.0
976.37,865.46,0.0
976.37,875.45,0.0
976.37,885.45,0.0
976.37,895.44,0.0
976.37,905.43,0.0
976.37,915.43,0.0
976.37,925.42,0.0
976.37,935.42,0.0
976.37,945.41,0.0
976.37,955.4,0.0
976.37,965.4,0.0
976.37,975.39,0.0
976.37,985.38,0.0
976.37,995.38,0.0
976.37,1005.4,0.0
976.37,1015.4,0.0
976.37,1025.4,0.0
976.37,1035.4,0.0
976.37,1045.3,0.0
976.37,1055.3,0.0
976.37,1065.3,0.0
976.37,1075.3,0.0
976.37,1085.3,0.0
976.37,1095.3,0.0
976.37,1105.3,0.0
976.37,1115.3,0.0
976.37,1125.3,0.0
976.37,1135.3,0.0
976.37,1145.3,0.0
976.37,1155.3,0.0
976.37,1165.3,0.0
976.37,1175.3,0.0
976.37,1185.3,0.0
976.37,1195.3,0.0
976.37,1205.2,0.0
