#: table_doi: 10.17182/hepdata.90835.v1/t46
#: name: T2tt cross section upper limits
#: description: The 95% CL observed and expected upper limits on the production cross sections of the T2tt signal model as a function of the top squark and LSP masses.
#: data_file: t2tt_cross_section_upper_limits.yaml
#: keyword observables: SIG | CLS
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> STOP STOP | STOP --> TQ NEUTRALINO1
#: Upper Limit,Expected
#: LUMINOSITY [fb$^{-1}$],137
M(STOP) [GeV],M(NEUTRALINO1) [GeV],Cross section upper limit at 95% CL [pb]
634.18,988.42,0.0
634.18,995.6,0.0
634.18,1002.8,0.0
634.18,1010.0,0.0
634.18,1017.1,0.0
634.18,1024.3,0.0
634.18,1031.5,0.0
634.18,1038.7,0.0
634.18,1045.9,0.0
634.18,1053.1,0.0
634.18,1060.2,0.0
634.18,1067.4,0.0
634.18,1074.6,0.0
634.18,1081.8,0.0
634.18,1089.0,0.0
634.18,1096.1,0.0
634.18,1103.3,0.0
634.18,1110.5,0.0
634.18,1117.7,0.0
634.18,1124.9,0.0
634.18,1132.0,0.0
634.18,1139.2,0.0
634.18,1146.4,0.0
648.63,4.5906,0.015954
648.63,11.772,0.015989
648.63,18.953,0.016025
648.63,26.134,0.016061
648.63,33.316,0.016097
648.63,40.497,0.016133
648.63,47.678,0.016168
648.63,54.859,0.016268
648.63,62.041,0.016364
648.63,69.222,0.016461
648.63,76.403,0.016557
648.63,83.584,0.016654
648.63,90.766,0.01675
648.63,97.947,0.016846
648.63,105.13,0.017077
648.63,112.31,0.01734
648.63,119.49,0.017603
648.63,126.67,0.017866
648.63,133.85,0.018129
648.63,141.03,0.018392
648.63,148.22,0.018655
648.63,155.4,0.019031
648.63,162.58,0.019399
648.63,169.76,0.019768
648.63,176.94,0.020136
648.63,184.12,0.020504
648.63,191.3,0.020872
648.63,198.48,0.02124
648.63,205.67,0.02183
648.63,212.85,0.022479
648.63,220.03,0.023127
648.63,227.21,0.023776
648.63,234.39,0.024425
648.63,241.57,0.025073
648.63,248.75,0.025733
648.63,255.93,0.027091
648.63,263.12,0.028055
648.63,270.3,0.029019
648.63,277.48,0.029984
648.63,284.66,0.030948
648.63,291.84,0.031912
648.63,299.02,0.032876
648.63,306.2,0.034702
648.63,313.38,0.036788
648.63,320.57,0.038875
648.63,327.75,0.040961
648.63,334.93,0.043047
648.63,342.11,0.045134
648.63,349.29,0.047481
648.63,356.47,0.051318
648.63,363.65,0.055035
648.63,370.83,0.058752
648.63,378.02,0.063499
648.63,385.2,0.068338
648.63,392.38,0.073177
648.63,399.56,0.078016
648.63,406.74,0.08393
648.63,413.92,0.089611
648.63,421.1,0.095291
648.63,428.28,0.10116
648.63,435.47,0.10838
648.63,442.65,0.1156
648.63,449.83,0.12283
648.63,457.01,0.13021
648.63,464.19,0.13708
648.63,471.37,0.14396
648.63,478.55,0.15572
648.63,485.73,0.16329
648.63,492.92,0.17086
648.63,500.1,0.17864
648.63,507.28,0.20108
648.63,514.46,0.22352
648.63,521.64,0.24596
648.63,528.82,0.26233
648.63,536.0,0.27945
648.63,543.18,0.29656
648.63,550.37,0.31139
648.63,557.55,0.31247
648.63,564.73,0.0
648.63,571.91,0.0
648.63,579.09,0.0
648.63,586.27,0.0
648.63,593.45,0.0
648.63,600.63,0.0
648.63,607.82,0.0
648.63,615.0,0.0
648.63,622.18,0.0
648.63,629.36,0.0
648.63,636.54,0.0
648.63,643.72,0.0
648.63,650.9,0.0
648.63,658.08,0.0
648.63,665.27,0.0
648.63,672.45,0.0
648.63,679.63,0.0
648.63,686.81,0.0
648.63,693.99,0.0
648.63,701.17,0.0
648.63,708.35,0.0
648.63,715.53,0.0
648.63,722.72,0.0
648.63,729.9,0.0
648.63,737.08,0.0
648.63,744.26,0.0
648.63,751.44,0.0
648.63,758.62,0.0
648.63,765.8,0.0
648.63,772.98,0.0
648.63,780.17,0.0
648.63,787.35,0.0
648.63,794.53,0.0
648.63,801.71,0.0
648.63,808.89,0.0
648.63,816.07,0.0
648.63,823.25,0.0
648.63,830.43,0.0
648.63,837.62,0.0
648.63,844.8,0.0
648.63,851.98,0.0
648.63,859.16,0.0
648.63,866.34,0.0
648.63,873.52,0.0
648.63,880.7,0.0
648.63,887.88,0.0
648.63,895.07,0.0
648.63,902.25,0.0
648.63,909.43,0.0
648.63,916.61,0.0
648.63,923.79,0.0
648.63,930.97,0.0
648.63,938.15,0.0
648.63,945.33,0.0
648.63,952.52,0.0
648.63,959.7,0.0
648.63,966.88,0.0
648.63,974.06,0.0
648.63,981.24,0.0
648.63,988.42,0.0
648.63,995.6,0.0
648.63,1002.8,0.0
648.63,1010.0,0.0
648.63,1017.1,0.0
648.63,1024.3,0.0
648.63,1031.5,0.0
648.63,1038.7,0.0
648.63,1045.9,0.0
648.63,1053.1,0.0
648.63,1060.2,0.0
648.63,1067.4,0.0
648.63,1074.6,0.0
648.63,1081.8,0.0
648.63,1089.0,0.0
648.63,1096.1,0.0
648.63,1103.3,0.0
648.63,1110.5,0.0
648.63,1117.7,0.0
648.63,1124.9,0.0
648.63,1132.0,0.0
648.63,1139.2,0.0
648.63,1146.4,0.0
663.09,4.5906,0.014664
663.09,11.772,0.014647
663.09,18.953,0.014668
663.09,26.134,0.014704
663.09,33.316,0.01474
663.09,40.497,0.014776
663.09,47.678,0.014811
663.09,54.859,0.014927
663.09,62.041,0.015081
663.09,69.222,0.015185
663.09,76.403,0.015282
663.09,83.584,0.015378
663.09,90.766,0.015475
663.09,97.947,0.015571
663.09,105.13,0.015787
663.09,112.31,0.01605
663.09,119.49,0.016313
663.09,126.67,0.016575
663.09,133.85,0.016838
663.09,141.03,0.017064
663.09,148.22,0.017262
663.09,155.4,0.017521
663.09,162.58,0.017801
663.09,169.76,0.018163
663.09,176.94,0.018531
663.09,184.12,0.0189
663.09,191.3,0.019268
663.09,198.48,0.019636
663.09,205.67,0.020034
663.09,212.85,0.020441
663.09,220.03,0.021081
663.09,227.21,0.02173
663.09,234.39,0.022379
663.09,241.57,0.023027
663.09,248.75,0.023676
663.09,255.93,0.024261
663.09,263.12,0.024833
663.09,270.3,0.025798
663.09,277.48,0.026762
663.09,284.66,0.027726
663.09,291.84,0.02869
663.09,299.02,0.029655
663.09,306.2,0.030441
663.09,313.38,0.031254
663.09,320.57,0.03334
663.09,327.75,0.035426
663.09,334.93,0.037513
663.09,342.11,0.039599
663.09,349.29,0.041685
663.09,356.47,0.0434
663.09,363.65,0.045235
663.09,370.83,0.048952
663.09,378.02,0.05314
663.09,385.2,0.057979
663.09,392.38,0.062085
663.09,399.56,0.065962
663.09,406.74,0.071531
663.09,413.92,0.076986
663.09,421.1,0.081859
663.09,428.28,0.087807
663.09,435.47,0.09503
663.09,442.65,0.10197
663.09,449.83,0.10883
663.09,457.01,0.11246
663.09,464.19,0.11651
663.09,471.37,0.12339
663.09,478.55,0.13113
663.09,485.73,0.13977
663.09,492.92,0.14769
663.09,500.1,0.15524
663.09,507.28,0.16044
663.09,514.46,0.16894
663.09,521.64,0.19138
663.09,528.82,0.21099
663.09,536.0,0.2281
663.09,543.18,0.24458
663.09,550.37,0.26019
663.09,557.55,0.26586
663.09,564.73,0.29134
663.09,571.91,0.30265
663.09,579.09,0.0
663.09,586.27,0.0
663.09,593.45,0.0
663.09,600.63,0.0
663.09,607.82,0.0
663.09,615.0,0.0
663.09,622.18,0.0
663.09,629.36,0.0
663.09,636.54,0.0
663.09,643.72,0.0
663.09,650.9,0.0
663.09,658.08,0.0
663.09,665.27,0.0
663.09,672.45,0.0
663.09,679.63,0.0
663.09,686.81,0.0
663.09,693.99,0.0
663.09,701.17,0.0
663.09,708.35,0.0
663.09,715.53,0.0
663.09,722.72,0.0
663.09,729.9,0.0
663.09,737.08,0.0
663.09,744.26,0.0
663.09,751.44,0.0
663.09,758.62,0.0
663.09,765.8,0.0
663.09,772.98,0.0
663.09,780.17,0.0
663.09,787.35,0.0
663.09,794.53,0.0
663.09,801.71,0.0
663.09,808.89,0.0
663.09,816.07,0.0
663.09,823.25,0.0
663.09,830.43,0.0
663.09,837.62,0.0
663.09,844.8,0.0
663.09,851.98,0.0
663.09,859.16,0.0
663.09,866.34,0.0
663.09,873.52,0.0
663.09,880.7,0.0
663.09,887.88,0.0
663.09,895.07,0.0
663.09,902.25,0.0
663.09,909.43,0.0
663.09,916.61,0.0
663.09,923.79,0.0
663.09,930.97,0.0
663.09,938.15,0.0
663.09,945.33,0.0
663.09,952.52,0.0
663.09,959.7,0.0
663.09,966.88,0.0
663.09,974.06,0.0
663.09,981.24,0.0
663.09,988.42,0.0
663.09,995.6,0.0
663.09,1002.8,0.0
663.09,1010.0,0.0
663.09,1017.1,0.0
663.09,1024.3,0.0
663.09,1031.5,0.0
663.09,1038.7,0.0
663.09,1045.9,0.0
663.09,1053.1,0.0
663.09,1060.2,0.0
663.09,1067.4,0.0
663.09,1074.6,0.0
663.09,1081.8,0.0
663.09,1089.0,0.0
663.09,1096.1,0.0
663.09,1103.3,0.0
663.09,1110.5,0.0
663.09,1117.7,0.0
663.09,1124.9,0.0
663.09,1132.0,0.0
663.09,1139.2,0.0
663.09,1146.4,0.0
677.54,4.5906,0.01341
677.54,11.772,0.013393
677.54,18.953,0.013377
677.54,26.134,0.01336
677.54,33.316,0.013382
677.54,40.497,0.013418
677.54,47.678,0.013454
677.54,54.859,0.013569
677.54,62.041,0.013723
677.54,69.222,0.013877
677.54,76.403,0.01403
677.54,83.584,0.014136
677.54,90.766,0.014232
677.54,97.947,0.014329
677.54,105.13,0.014544
677.54,112.31,0.014807
677.54,119.49,0.01507
677.54,126.67,0.015295
677.54,133.85,0.015492
677.54,141.03,0.01569
677.54,148.22,0.015888
677.54,155.4,0.016147
677.54,162.58,0.016427
677.54,169.76,0.016708
677.54,176.94,0.016988
677.54,184.12,0.017348
677.54,191.3,0.017717
677.54,198.48,0.018085
677.54,205.67,0.018483
677.54,212.85,0.018889
677.54,220.03,0.019296
677.54,227.21,0.019702
677.54,234.39,0.02034
677.54,241.57,0.020988
677.54,248.75,0.021637
677.54,255.93,0.022222
677.54,263.12,0.022793
677.54,270.3,0.023364
677.54,277.48,0.023935
677.54,284.66,0.024896
677.54,291.84,0.02586
677.54,299.02,0.026824
677.54,306.2,0.02761
677.54,313.38,0.028368
677.54,320.57,0.029126
677.54,327.75,0.029922
677.54,334.93,0.032008
677.54,342.11,0.034095
677.54,349.29,0.036181
677.54,356.47,0.037896
677.54,363.65,0.039569
677.54,370.83,0.041243
677.54,378.02,0.043184
677.54,385.2,0.047061
677.54,392.38,0.050937
677.54,399.56,0.054813
677.54,406.74,0.059625
677.54,413.92,0.064498
677.54,421.1,0.069371
677.54,428.28,0.07483
677.54,435.47,0.081697
677.54,442.65,0.088563
677.54,449.83,0.094382
677.54,457.01,0.098603
677.54,464.19,0.10215
677.54,471.37,0.10569
677.54,478.55,0.11066
677.54,485.73,0.1193
677.54,492.92,0.12793
677.54,500.1,0.13649
677.54,507.28,0.1407
677.54,514.46,0.1459
677.54,521.64,0.15111
677.54,528.82,0.16227
677.54,536.0,0.17866
677.54,543.18,0.19505
677.54,550.37,0.20881
677.54,557.55,0.23136
677.54,564.73,0.25684
677.54,571.91,0.28231
677.54,579.09,0.28575
677.54,586.27,0.27254
677.54,593.45,0.0
677.54,600.63,0.0
677.54,607.82,0.0
677.54,615.0,0.0
677.54,622.18,0.0
677.54,629.36,0.0
677.54,636.54,0.0
677.54,643.72,0.0
677.54,650.9,0.0
677.54,658.08,0.0
677.54,665.27,0.0
677.54,672.45,0.0
677.54,679.63,0.0
677.54,686.81,0.0
677.54,693.99,0.0
677.54,701.17,0.0
677.54,708.35,0.0
677.54,715.53,0.0
677.54,722.72,0.0
677.54,729.9,0.0
677.54,737.08,0.0
677.54,744.26,0.0
677.54,751.44,0.0
677.54,758.62,0.0
677.54,765.8,0.0
677.54,772.98,0.0
677.54,780.17,0.0
677.54,787.35,0.0
677.54,794.53,0.0
677.54,801.71,0.0
677.54,808.89,0.0
677.54,816.07,0.0
677.54,823.25,0.0
677.54,830.43,0.0
677.54,837.62,0.0
677.54,844.8,0.0
677.54,851.98,0.0
677.54,859.16,0.0
677.54,866.34,0.0
677.54,873.52,0.0
677.54,880.7,0.0
677.54,887.88,0.0
677.54,895.07,0.0
677.54,902.25,0.0
677.54,909.43,0.0
677.54,916.61,0.0
677.54,923.79,0.0
677.54,930.97,0.0
677.54,938.15,0.0
677.54,945.33,0.0
677.54,952.52,0.0
677.54,959.7,0.0
677.54,966.88,0.0
677.54,974.06,0.0
677.54,981.24,0.0
677.54,988.42,0.0
677.54,995.6,0.0
677.54,1002.8,0.0
677.54,1010.0,0.0
677.54,1017.1,0.0
677.54,1024.3,0.0
677.54,1031.5,0.0
677.54,1038.7,0.0
677.54,1045.9,0.0
677.54,1053.1,0.0
677.54,1060.2,0.0
677.54,1067.4,0.0
677.54,1074.6,0.0
677.54,1081.8,0.0
677.54,1089.0,0.0
677.54,1096.1,0.0
677.54,1103.3,0.0
677.54,1110.5,0.0
677.54,1117.7,0.0
677.54,1124.9,0.0
677.54,1132.0,0.0
677.54,1139.2,0.0
677.54,1146.4,0.0
691.99,4.5906,0.012156
691.99,11.772,0.012139
691.99,18.953,0.012123
691.99,26.134,0.012106
691.99,33.316,0.012089
691.99,40.497,0.012072
691.99,47.678,0.012096
691.99,54.859,0.012211
691.99,62.041,0.012365
691.99,69.222,0.012519
691.99,76.403,0.012673
691.99,83.584,0.012826
691.99,90.766,0.01298
691.99,97.947,0.013086
691.99,105.13,0.013302
691.99,112.31,0.013526
691.99,119.49,0.013723
691.99,126.67,0.013921
691.99,133.85,0.014119
691.99,141.03,0.014316
691.99,148.22,0.014514
691.99,155.4,0.014774
691.99,162.58,0.015054
691.99,169.76,0.015334
691.99,176.94,0.015614
691.99,184.12,0.015894
691.99,191.3,0.016174
691.99,198.48,0.016534
691.99,205.67,0.016932
691.99,212.85,0.017338
691.99,220.03,0.017744
691.99,227.21,0.018151
691.99,234.39,0.018557
691.99,241.57,0.018964
691.99,248.75,0.019598
691.99,255.93,0.020183
691.99,263.12,0.020754
691.99,270.3,0.021325
691.99,277.48,0.021896
691.99,284.66,0.022467
691.99,291.84,0.023038
691.99,299.02,0.023994
691.99,306.2,0.02478
691.99,313.38,0.025538
691.99,320.57,0.026295
691.99,327.75,0.027053
691.99,334.93,0.027811
691.99,342.11,0.02859
691.99,349.29,0.030677
691.99,356.47,0.032391
691.99,363.65,0.0342
691.99,370.83,0.036045
691.99,378.02,0.03789
691.99,385.2,0.039735
691.99,392.38,0.041689
691.99,399.56,0.045565
691.99,406.74,0.050377
691.99,413.92,0.054493
691.99,421.1,0.058446
691.99,428.28,0.063732
691.99,435.47,0.069511
691.99,442.65,0.073202
691.99,449.83,0.076892
691.99,457.01,0.082297
691.99,464.19,0.087744
691.99,471.37,0.09203
691.99,478.55,0.096559
691.99,485.73,0.10209
691.99,492.92,0.10803
691.99,500.1,0.11658
691.99,507.28,0.11887
691.99,514.46,0.12115
691.99,521.64,0.12532
691.99,528.82,0.13648
691.99,536.0,0.14981
691.99,543.18,0.15886
691.99,550.37,0.16825
691.99,557.55,0.18407
691.99,564.73,0.19988
691.99,571.91,0.22231
691.99,579.09,0.22575
691.99,586.27,0.24284
691.99,593.45,0.26023
691.99,600.63,0.27563
691.99,607.82,0.0
691.99,615.0,0.0
691.99,622.18,0.0
691.99,629.36,0.0
691.99,636.54,0.0
691.99,643.72,0.0
691.99,650.9,0.0
691.99,658.08,0.0
691.99,665.27,0.0
691.99,672.45,0.0
691.99,679.63,0.0
691.99,686.81,0.0
691.99,693.99,0.0
691.99,701.17,0.0
691.99,708.35,0.0
691.99,715.53,0.0
691.99,722.72,0.0
691.99,729.9,0.0
691.99,737.08,0.0
691.99,744.26,0.0
691.99,751.44,0.0
691.99,758.62,0.0
691.99,765.8,0.0
691.99,772.98,0.0
691.99,780.17,0.0
691.99,787.35,0.0
691.99,794.53,0.0
691.99,801.71,0.0
691.99,808.89,0.0
691.99,816.07,0.0
691.99,823.25,0.0
691.99,830.43,0.0
691.99,837.62,0.0
691.99,844.8,0.0
691.99,851.98,0.0
691.99,859.16,0.0
691.99,866.34,0.0
691.99,873.52,0.0
691.99,880.7,0.0
691.99,887.88,0.0
691.99,895.07,0.0
691.99,902.25,0.0
691.99,909.43,0.0
691.99,916.61,0.0
691.99,923.79,0.0
691.99,930.97,0.0
691.99,938.15,0.0
691.99,945.33,0.0
691.99,952.52,0.0
691.99,959.7,0.0
691.99,966.88,0.0
691.99,974.06,0.0
691.99,981.24,0.0
691.99,988.42,0.0
691.99,995.6,0.0
691.99,1002.8,0.0
691.99,1010.0,0.0
691.99,1017.1,0.0
691.99,1024.3,0.0
691.99,1031.5,0.0
691.99,1038.7,0.0
691.99,1045.9,0.0
691.99,1053.1,0.0
691.99,1060.2,0.0
691.99,1067.4,0.0
691.99,1074.6,0.0
691.99,1081.8,0.0
691.99,1089.0,0.0
691.99,1096.1,0.0
691.99,1103.3,0.0
691.99,1110.5,0.0
691.99,1117.7,0.0
691.99,1124.9,0.0
691.99,1132.0,0.0
691.99,1139.2,0.0
691.99,1146.4,0.0
706.45,4.5906,0.011071
706.45,11.772,0.01106
706.45,18.953,0.011043
706.45,26.134,0.011027
706.45,33.316,0.01101
706.45,40.497,0.010993
706.45,47.678,0.010976
706.45,54.859,0.011018
706.45,62.041,0.011153
706.45,69.222,0.011307
706.45,76.403,0.011461
706.45,83.584,0.011615
706.45,90.766,0.011769
706.45,97.947,0.011922
706.45,105.13,0.012107
706.45,112.31,0.012305
706.45,119.49,0.012503
706.45,126.67,0.0127
706.45,133.85,0.012898
706.45,141.03,0.013096
706.45,148.22,0.013268
706.45,155.4,0.013517
706.45,162.58,0.013797
706.45,169.76,0.014077
706.45,176.94,0.014357
706.45,184.12,0.014637
706.45,191.3,0.014917
706.45,198.48,0.015155
706.45,205.67,0.015499
706.45,212.85,0.015903
706.45,220.03,0.016309
706.45,227.21,0.016715
706.45,234.39,0.017122
706.45,241.57,0.017528
706.45,248.75,0.017934
706.45,255.93,0.018329
706.45,263.12,0.018888
706.45,270.3,0.019459
706.45,277.48,0.02003
706.45,284.66,0.020601
706.45,291.84,0.021172
706.45,299.02,0.021743
706.45,306.2,0.022227
706.45,313.38,0.022975
706.45,320.57,0.023733
706.45,327.75,0.02449
706.45,334.93,0.025248
706.45,342.11,0.026006
706.45,349.29,0.026764
706.45,356.47,0.027638
706.45,363.65,0.029483
706.45,370.83,0.031329
706.45,378.02,0.033174
706.45,385.2,0.035019
706.45,392.38,0.036864
706.45,399.56,0.038709
706.45,406.74,0.040535
706.45,413.92,0.044488
706.45,421.1,0.048442
706.45,428.28,0.052275
706.45,435.47,0.055965
706.45,442.65,0.059655
706.45,449.83,0.062568
706.45,457.01,0.067952
706.45,464.19,0.073399
706.45,471.37,0.07844
706.45,478.55,0.083407
706.45,485.73,0.088942
706.45,492.92,0.094477
706.45,500.1,0.096707
706.45,507.28,0.10372
706.45,514.46,0.106
706.45,521.64,0.10829
706.45,528.82,0.11137
706.45,536.0,0.11849
706.45,543.18,0.12754
706.45,550.37,0.13648
706.45,557.55,0.14471
706.45,564.73,0.16053
706.45,571.91,0.17634
706.45,579.09,0.19306
706.45,586.27,0.21046
706.45,593.45,0.22785
706.45,600.63,0.24443
706.45,607.82,0.25863
706.45,615.0,0.27184
706.45,622.18,0.0
706.45,629.36,0.0
706.45,636.54,0.0
706.45,643.72,0.0
706.45,650.9,0.0
706.45,658.08,0.0
706.45,665.27,0.0
706.45,672.45,0.0
706.45,679.63,0.0
706.45,686.81,0.0
706.45,693.99,0.0
706.45,701.17,0.0
706.45,708.35,0.0
706.45,715.53,0.0
706.45,722.72,0.0
706.45,729.9,0.0
706.45,737.08,0.0
706.45,744.26,0.0
706.45,751.44,0.0
706.45,758.62,0.0
706.45,765.8,0.0
706.45,772.98,0.0
706.45,780.17,0.0
706.45,787.35,0.0
706.45,794.53,0.0
706.45,801.71,0.0
706.45,808.89,0.0
706.45,816.07,0.0
706.45,823.25,0.0
706.45,830.43,0.0
706.45,837.62,0.0
706.45,844.8,0.0
706.45,851.98,0.0
706.45,859.16,0.0
706.45,866.34,0.0
706.45,873.52,0.0
706.45,880.7,0.0
706.45,887.88,0.0
706.45,895.07,0.0
706.45,902.25,0.0
706.45,909.43,0.0
706.45,916.61,0.0
706.45,923.79,0.0
706.45,930.97,0.0
706.45,938.15,0.0
706.45,945.33,0.0
706.45,952.52,0.0
706.45,959.7,0.0
706.45,966.88,0.0
706.45,974.06,0.0
706.45,981.24,0.0
706.45,988.42,0.0
706.45,995.6,0.0
706.45,1002.8,0.0
706.45,1010.0,0.0
706.45,1017.1,0.0
706.45,1024.3,0.0
706.45,1031.5,0.0
706.45,1038.7,0.0
706.45,1045.9,0.0
706.45,1053.1,0.0
706.45,1060.2,0.0
706.45,1067.4,0.0
706.45,1074.6,0.0
706.45,1081.8,0.0
706.45,1089.0,0.0
706.45,1096.1,0.0
706.45,1103.3,0.0
706.45,1110.5,0.0
706.45,1117.7,0.0
706.45,1124.9,0.0
706.45,1132.0,0.0
706.45,1139.2,0.0
706.45,1146.4,0.0
720.9,4.5906,0.010176
720.9,11.772,0.010176
720.9,18.953,0.010176
720.9,26.134,0.010165
720.9,33.316,0.010148
720.9,40.497,0.010131
720.9,47.678,0.010114
720.9,54.859,0.010157
720.9,62.041,0.010227
720.9,69.222,0.010297
720.9,76.403,0.010431
720.9,83.584,0.010585
720.9,90.766,0.010739
720.9,97.947,0.010892
720.9,105.13,0.011077
720.9,112.31,0.011275
720.9,119.49,0.011473
720.9,126.67,0.01167
720.9,133.85,0.011842
720.9,141.03,0.012
720.9,148.22,0.012157
720.9,155.4,0.012407
720.9,162.58,0.012687
720.9,169.76,0.012967
720.9,176.94,0.013247
720.9,184.12,0.013483
720.9,191.3,0.013701
720.9,198.48,0.013918
720.9,205.67,0.014263
720.9,212.85,0.014642
720.9,220.03,0.01502
720.9,227.21,0.015423
720.9,234.39,0.01583
720.9,241.57,0.016236
720.9,248.75,0.016642
720.9,255.93,0.017037
720.9,263.12,0.01743
720.9,270.3,0.017823
720.9,277.48,0.018379
720.9,284.66,0.01895
720.9,291.84,0.019521
720.9,299.02,0.020092
720.9,306.2,0.020576
720.9,313.38,0.021046
720.9,320.57,0.021516
720.9,327.75,0.02226
720.9,334.93,0.023018
720.9,342.11,0.023776
720.9,349.29,0.024533
720.9,356.47,0.025404
720.9,363.65,0.026288
720.9,370.83,0.027172
720.9,378.02,0.029008
720.9,385.2,0.030853
720.9,392.38,0.032698
720.9,399.56,0.034543
720.9,406.74,0.036278
720.9,413.92,0.038005
720.9,421.1,0.039796
720.9,428.28,0.043629
720.9,435.47,0.046531
720.9,442.65,0.049331
720.9,449.83,0.052132
720.9,457.01,0.057096
720.9,464.19,0.061507
720.9,471.37,0.065919
720.9,478.55,0.070886
720.9,485.73,0.07299
720.9,492.92,0.07481
720.9,500.1,0.076709
720.9,507.28,0.084341
720.9,514.46,0.091973
720.9,521.64,0.099052
720.9,528.82,0.10213
720.9,536.0,0.10591
720.9,543.18,0.10969
720.9,550.37,0.11664
720.9,557.55,0.1235
720.9,564.73,0.13037
720.9,571.91,0.13849
720.9,579.09,0.1552
720.9,586.27,0.17201
720.9,593.45,0.18881
720.9,600.63,0.20538
720.9,607.82,0.21854
720.9,615.0,0.23142
720.9,622.18,0.24431
720.9,629.36,0.26103
720.9,636.54,0.0
720.9,643.72,0.0
720.9,650.9,0.0
720.9,658.08,0.0
720.9,665.27,0.0
720.9,672.45,0.0
720.9,679.63,0.0
720.9,686.81,0.0
720.9,693.99,0.0
720.9,701.17,0.0
720.9,708.35,0.0
720.9,715.53,0.0
720.9,722.72,0.0
720.9,729.9,0.0
720.9,737.08,0.0
720.9,744.26,0.0
720.9,751.44,0.0
720.9,758.62,0.0
720.9,765.8,0.0
720.9,772.98,0.0
720.9,780.17,0.0
720.9,787.35,0.0
720.9,794.53,0.0
720.9,801.71,0.0
720.9,808.89,0.0
720.9,816.07,0.0
720.9,823.25,0.0
720.9,830.43,0.0
720.9,837.62,0.0
720.9,844.8,0.0
720.9,851.98,0.0
720.9,859.16,0.0
720.9,866.34,0.0
720.9,873.52,0.0
720.9,880.7,0.0
720.9,887.88,0.0
720.9,895.07,0.0
720.9,902.25,0.0
720.9,909.43,0.0
720.9,916.61,0.0
720.9,923.79,0.0
720.9,930.97,0.0
720.9,938.15,0.0
720.9,945.33,0.0
720.9,952.52,0.0
720.9,959.7,0.0
720.9,966.88,0.0
720.9,974.06,0.0
720.9,981.24,0.0
720.9,988.42,0.0
720.9,995.6,0.0
720.9,1002.8,0.0
720.9,1010.0,0.0
720.9,1017.1,0.0
720.9,1024.3,0.0
720.9,1031.5,0.0
720.9,1038.7,0.0
720.9,1045.9,0.0
720.9,1053.1,0.0
720.9,1060.2,0.0
720.9,1067.4,0.0
720.9,1074.6,0.0
720.9,1081.8,0.0
720.9,1089.0,0.0
720.9,1096.1,0.0
720.9,1103.3,0.0
720.9,1110.5,0.0
720.9,1117.7,0.0
720.9,1124.9,0.0
720.9,1132.0,0.0
720.9,1139.2,0.0
720.9,1146.4,0.0
735.35,4.5906,0.009281
735.35,11.772,0.009281
735.35,18.953,0.009281
735.35,26.134,0.009281
735.35,33.316,0.009281
735.35,40.497,0.0092696
735.35,47.678,0.0092528
735.35,54.859,0.0092948
735.35,62.041,0.0093649
735.35,69.222,0.0094351
735.35,76.403,0.0095052
735.35,83.584,0.0095753
735.35,90.766,0.0097085
735.35,97.947,0.0098623
735.35,105.13,0.010047
735.35,112.31,0.010245
735.35,119.49,0.010416
735.35,126.67,0.010574
735.35,133.85,0.010731
735.35,141.03,0.010889
735.35,148.22,0.011047
735.35,155.4,0.011297
735.35,162.58,0.011577
735.35,169.76,0.011812
735.35,176.94,0.01203
735.35,184.12,0.012247
735.35,191.3,0.012464
735.35,198.48,0.012682
735.35,205.67,0.013026
735.35,212.85,0.013405
735.35,220.03,0.013784
735.35,227.21,0.014163
735.35,234.39,0.014541
735.35,241.57,0.014944
735.35,248.75,0.01535
735.35,255.93,0.015745
735.35,263.12,0.016138
735.35,270.3,0.016531
735.35,277.48,0.016923
735.35,284.66,0.017316
735.35,291.84,0.01787
735.35,299.02,0.018441
735.35,306.2,0.018925
735.35,313.38,0.019395
735.35,320.57,0.019865
735.35,327.75,0.020334
735.35,334.93,0.020804
735.35,342.11,0.021545
735.35,349.29,0.022303
735.35,356.47,0.023174
735.35,363.65,0.024058
735.35,370.83,0.024941
735.35,378.02,0.025825
735.35,385.2,0.026709
735.35,392.38,0.028533
735.35,399.56,0.030378
735.35,406.74,0.032112
735.35,413.92,0.03384
735.35,421.1,0.035552
735.35,428.28,0.037264
735.35,435.47,0.038992
735.35,442.65,0.041793
735.35,449.83,0.044593
735.35,457.01,0.046385
735.35,464.19,0.049566
735.35,471.37,0.053977
735.35,478.55,0.057106
735.35,485.73,0.058927
735.35,492.92,0.061578
735.35,500.1,0.065279
735.35,507.28,0.072911
735.35,514.46,0.080542
735.35,521.64,0.085223
735.35,528.82,0.089387
735.35,536.0,0.093168
735.35,543.18,0.096303
735.35,550.37,0.099
735.35,557.55,0.10596
735.35,564.73,0.11286
735.35,571.91,0.11972
735.35,579.09,0.13224
735.35,586.27,0.14905
735.35,593.45,0.15647
735.35,600.63,0.15679
735.35,607.82,0.16967
735.35,615.0,0.18297
735.35,622.18,0.2044
735.35,629.36,0.22329
735.35,636.54,0.23589
735.35,643.72,0.24431
735.35,650.9,0.0
735.35,658.08,0.0
735.35,665.27,0.0
735.35,672.45,0.0
735.35,679.63,0.0
735.35,686.81,0.0
