#: table_doi: 10.17182/hepdata.90835.v1/t75
#: name: T1qqqq significance
#: description: The observed significance of the SMS models for T1qqqq as function of the gluino and LSP masses. 
#: data_file: t1qqqq_significance.yaml
#: keyword observables: SIGNIF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> GLUINO GLUINO | GLUINO --> Q QBAR NEUTRALINO1
#: Significance,
M(GLUINO) [GeV],M(NEUTRALINO1) [GeV],Significance [s.d.]
889.45,671.58,0.085227
889.45,683.45,0.075668
889.45,695.32,0.06611
889.45,707.19,0.052952
889.45,719.06,0.051498
889.45,730.93,0.055581
889.45,742.8,0.059664
889.45,754.67,0.063526
889.45,766.53,0.067046
889.45,778.4,0.070566
889.45,790.27,0.067147
889.45,802.14,-0.038459
889.45,814.01,-0.16407
889.45,825.88,-0.28296
889.45,837.75,-0.40185
889.45,849.62,-0.53959
889.45,861.48,-0.70422
889.45,873.35,0.0
889.45,885.22,0.0
889.45,897.09,0.0
889.45,908.96,0.0
889.45,920.83,0.0
889.45,932.7,0.0
889.45,944.57,0.0
889.45,956.43,0.0
889.45,968.3,0.0
889.45,980.17,0.0
889.45,992.04,0.0
889.45,1003.9,0.0
889.45,1015.8,0.0
889.45,1027.6,0.0
889.45,1039.5,0.0
889.45,1051.4,0.0
889.45,1063.3,0.0
889.45,1075.1,0.0
889.45,1087.0,0.0
889.45,1098.9,0.0
889.45,1110.7,0.0
889.45,1122.6,0.0
889.45,1134.5,0.0
889.45,1146.3,0.0
889.45,1158.2,0.0
889.45,1170.1,0.0
889.45,1181.9,0.0
889.45,1193.8,0.0
889.45,1205.7,0.0
889.45,1217.5,0.0
889.45,1229.4,0.0
889.45,1241.3,0.0
889.45,1253.2,0.0
889.45,1265.0,0.0
889.45,1276.9,0.0
889.45,1288.8,0.0
889.45,1300.6,0.0
889.45,1312.5,0.0
889.45,1324.4,0.0
889.45,1336.2,0.0
889.45,1348.1,0.0
889.45,1360.0,0.0
889.45,1371.8,0.0
889.45,1383.7,0.0
889.45,1395.6,0.0
889.45,1407.4,0.0
889.45,1419.3,0.0
889.45,1431.2,0.0
889.45,1443.1,0.0
889.45,1454.9,0.0
889.45,1466.8,0.0
889.45,1478.7,0.0
889.45,1490.5,0.0
889.45,1502.4,0.0
889.45,1514.3,0.0
889.45,1526.1,0.0
889.45,1538.0,0.0
889.45,1549.9,0.0
889.45,1561.7,0.0
889.45,1573.6,0.0
889.45,1585.5,0.0
889.45,1597.3,0.0
889.45,1609.2,0.0
889.45,1621.1,0.0
889.45,1633.0,0.0
889.45,1644.8,0.0
889.45,1656.7,0.0
889.45,1668.6,0.0
889.45,1680.4,0.0
889.45,1692.3,0.0
889.45,1704.2,0.0
889.45,1716.0,0.0
889.45,1727.9,0.0
889.45,1739.8,0.0
889.45,1751.6,0.0
889.45,1763.5,0.0
889.45,1775.4,0.0
889.45,1787.2,0.0
889.45,1799.1,0.0
889.45,1811.0,0.0
889.45,1822.9,0.0
889.45,1834.7,0.0
889.45,1846.6,0.0
889.45,1858.5,0.0
889.45,1870.3,0.0
889.45,1882.2,0.0
889.45,1894.1,0.0
904.3,6.9344,0.60132
904.3,18.803,0.60888
904.3,30.672,0.61644
904.3,42.541,0.62399
904.3,54.409,0.63155
904.3,66.278,0.63911
904.3,78.147,0.64666
904.3,90.016,0.65422
904.3,101.88,0.65845
904.3,113.75,0.65024
904.3,125.62,0.64067
904.3,137.49,0.6311
904.3,149.36,0.62153
904.3,161.23,0.61196
904.3,173.1,0.60239
904.3,184.97,0.59282
904.3,196.83,0.58324
904.3,208.7,0.57625
904.3,220.57,0.57019
904.3,232.44,0.56412
904.3,244.31,0.55806
904.3,256.18,0.552
904.3,268.05,0.54594
904.3,279.92,0.53988
904.3,291.78,0.53382
904.3,303.65,0.52412
904.3,315.52,0.5023
904.3,327.39,0.48012
904.3,339.26,0.45794
904.3,351.13,0.43576
904.3,363.0,0.41358
904.3,374.87,0.3914
904.3,386.73,0.36922
904.3,398.6,0.34704
904.3,410.47,0.32825
904.3,422.34,0.30574
904.3,434.21,0.28322
904.3,446.08,0.26071
904.3,457.95,0.2382
904.3,469.82,0.21568
904.3,481.68,0.19317
904.3,493.55,0.17065
904.3,505.42,0.15004
904.3,517.29,0.14159
904.3,529.16,0.13313
904.3,541.03,0.12468
904.3,552.9,0.10418
904.3,564.77,0.046374
904.3,576.63,-0.01143
904.3,588.5,-0.069234
904.3,600.37,-0.10844
904.3,612.24,-0.053362
904.3,624.11,0.0017189
904.3,635.98,0.0568
904.3,647.85,0.090103
904.3,659.72,0.070398
904.3,671.58,0.060839
904.3,683.45,0.051281
904.3,695.32,0.041722
904.3,707.19,0.070184
904.3,719.06,0.074267
904.3,730.93,0.07835
904.3,742.8,0.082433
904.3,754.67,0.080754
904.3,766.53,0.084275
904.3,778.4,0.087795
904.3,790.27,0.091315
904.3,802.14,0.072757
904.3,814.01,-0.046135
904.3,825.88,-0.16503
904.3,837.75,-0.28392
904.3,849.62,-0.38311
904.3,861.48,-0.54433
904.3,873.35,-0.70452
904.3,885.22,0.0
904.3,897.09,0.0
904.3,908.96,0.0
904.3,920.83,0.0
904.3,932.7,0.0
904.3,944.57,0.0
904.3,956.43,0.0
904.3,968.3,0.0
904.3,980.17,0.0
904.3,992.04,0.0
904.3,1003.9,0.0
904.3,1015.8,0.0
904.3,1027.6,0.0
904.3,1039.5,0.0
904.3,1051.4,0.0
904.3,1063.3,0.0
904.3,1075.1,0.0
904.3,1087.0,0.0
904.3,1098.9,0.0
904.3,1110.7,0.0
904.3,1122.6,0.0
904.3,1134.5,0.0
904.3,1146.3,0.0
904.3,1158.2,0.0
904.3,1170.1,0.0
904.3,1181.9,0.0
904.3,1193.8,0.0
904.3,1205.7,0.0
904.3,1217.5,0.0
904.3,1229.4,0.0
904.3,1241.3,0.0
904.3,1253.2,0.0
904.3,1265.0,0.0
904.3,1276.9,0.0
904.3,1288.8,0.0
904.3,1300.6,0.0
904.3,1312.5,0.0
904.3,1324.4,0.0
904.3,1336.2,0.0
904.3,1348.1,0.0
904.3,1360.0,0.0
904.3,1371.8,0.0
904.3,1383.7,0.0
904.3,1395.6,0.0
904.3,1407.4,0.0
904.3,1419.3,0.0
904.3,1431.2,0.0
904.3,1443.1,0.0
904.3,1454.9,0.0
904.3,1466.8,0.0
904.3,1478.7,0.0
904.3,1490.5,0.0
904.3,1502.4,0.0
904.3,1514.3,0.0
904.3,1526.1,0.0
904.3,1538.0,0.0
904.3,1549.9,0.0
904.3,1561.7,0.0
904.3,1573.6,0.0
904.3,1585.5,0.0
904.3,1597.3,0.0
904.3,1609.2,0.0
904.3,1621.1,0.0
904.3,1633.0,0.0
904.3,1644.8,0.0
904.3,1656.7,0.0
904.3,1668.6,0.0
904.3,1680.4,0.0
904.3,1692.3,0.0
904.3,1704.2,0.0
904.3,1716.0,0.0
904.3,1727.9,0.0
904.3,1739.8,0.0
904.3,1751.6,0.0
904.3,1763.5,0.0
904.3,1775.4,0.0
904.3,1787.2,0.0
904.3,1799.1,0.0
904.3,1811.0,0.0
904.3,1822.9,0.0
904.3,1834.7,0.0
904.3,1846.6,0.0
904.3,1858.5,0.0
904.3,1870.3,0.0
904.3,1882.2,0.0
904.3,1894.1,0.0
919.14,6.9344,0.6306
919.14,18.803,0.63815
919.14,30.672,0.64571
919.14,42.541,0.65327
919.14,54.409,0.66082
919.14,66.278,0.66838
919.14,78.147,0.67593
919.14,90.016,0.67995
919.14,101.88,0.68192
919.14,113.75,0.67909
919.14,125.62,0.67257
919.14,137.49,0.663
919.14,149.36,0.65343
919.14,161.23,0.64386
919.14,173.1,0.63429
919.14,184.97,0.62471
919.14,196.83,0.61514
919.14,208.7,0.60815
919.14,220.57,0.60208
919.14,232.44,0.59602
919.14,244.31,0.58996
919.14,256.18,0.5839
919.14,268.05,0.57784
919.14,279.92,0.57178
919.14,291.78,0.56393
919.14,303.65,0.55359
919.14,315.52,0.53801
919.14,327.39,0.51784
919.14,339.26,0.49566
919.14,351.13,0.47348
919.14,363.0,0.4513
919.14,374.87,0.42912
919.14,386.73,0.40694
919.14,398.6,0.38476
919.14,410.47,0.36678
919.14,422.34,0.34936
919.14,434.21,0.33194
919.14,446.08,0.31117
919.14,457.95,0.28866
919.14,469.82,0.26614
919.14,481.68,0.24363
919.14,493.55,0.22111
919.14,505.42,0.19932
919.14,517.29,0.17837
919.14,529.16,0.16797
919.14,541.03,0.15951
919.14,552.9,0.13901
919.14,564.77,0.081211
919.14,576.63,0.023407
919.14,588.5,-0.0076098
919.14,600.37,-0.021587
919.14,612.24,0.033494
919.14,624.11,0.088574
919.14,635.98,0.091656
919.14,647.85,0.026167
919.14,659.72,0.0064618
919.14,671.58,-0.0030969
919.14,683.45,0.0053062
919.14,695.32,0.077938
919.14,707.19,0.10904
919.14,719.06,0.11312
919.14,730.93,0.11707
919.14,742.8,0.098174
919.14,754.67,0.091107
919.14,766.53,0.10231
919.14,778.4,0.10751
919.14,790.27,0.11103
919.14,802.14,0.092475
919.14,814.01,-0.026418
919.14,825.88,-0.14531
919.14,837.75,-0.22952
919.14,849.62,-0.28864
919.14,861.48,-0.44986
919.14,873.35,-0.54428
919.14,885.22,-0.6126
919.14,897.09,0.0
919.14,908.96,0.0
919.14,920.83,0.0
919.14,932.7,0.0
919.14,944.57,0.0
919.14,956.43,0.0
919.14,968.3,0.0
919.14,980.17,0.0
919.14,992.04,0.0
919.14,1003.9,0.0
919.14,1015.8,0.0
919.14,1027.6,0.0
919.14,1039.5,0.0
919.14,1051.4,0.0
919.14,1063.3,0.0
919.14,1075.1,0.0
919.14,1087.0,0.0
919.14,1098.9,0.0
919.14,1110.7,0.0
919.14,1122.6,0.0
919.14,1134.5,0.0
919.14,1146.3,0.0
919.14,1158.2,0.0
919.14,1170.1,0.0
919.14,1181.9,0.0
919.14,1193.8,0.0
919.14,1205.7,0.0
919.14,1217.5,0.0
919.14,1229.4,0.0
919.14,1241.3,0.0
919.14,1253.2,0.0
919.14,1265.0,0.0
919.14,1276.9,0.0
919.14,1288.8,0.0
919.14,1300.6,0.0
919.14,1312.5,0.0
919.14,1324.4,0.0
919.14,1336.2,0.0
919.14,1348.1,0.0
919.14,1360.0,0.0
919.14,1371.8,0.0
919.14,1383.7,0.0
919.14,1395.6,0.0
919.14,1407.4,0.0
919.14,1419.3,0.0
919.14,1431.2,0.0
919.14,1443.1,0.0
919.14,1454.9,0.0
919.14,1466.8,0.0
919.14,1478.7,0.0
919.14,1490.5,0.0
919.14,1502.4,0.0
919.14,1514.3,0.0
919.14,1526.1,0.0
919.14,1538.0,0.0
919.14,1549.9,0.0
919.14,1561.7,0.0
919.14,1573.6,0.0
919.14,1585.5,0.0
919.14,1597.3,0.0
919.14,1609.2,0.0
919.14,1621.1,0.0
919.14,1633.0,0.0
919.14,1644.8,0.0
919.14,1656.7,0.0
919.14,1668.6,0.0
919.14,1680.4,0.0
919.14,1692.3,0.0
919.14,1704.2,0.0
919.14,1716.0,0.0
919.14,1727.9,0.0
919.14,1739.8,0.0
919.14,1751.6,0.0
919.14,1763.5,0.0
919.14,1775.4,0.0
919.14,1787.2,0.0
919.14,1799.1,0.0
919.14,1811.0,0.0
919.14,1822.9,0.0
919.14,1834.7,0.0
919.14,1846.6,0.0
919.14,1858.5,0.0
919.14,1870.3,0.0
919.14,1882.2,0.0
919.14,1894.1,0.0
933.98,6.9344,0.65987
933.98,18.803,0.66743
933.98,30.672,0.67498
933.98,42.541,0.68254
933.98,54.409,0.6901
933.98,66.278,0.69765
933.98,78.147,0.70056
933.98,90.016,0.70343
933.98,101.88,0.7054
933.98,113.75,0.70256
933.98,125.62,0.69972
933.98,137.49,0.6949
933.98,149.36,0.68533
933.98,161.23,0.67576
933.98,173.1,0.66618
933.98,184.97,0.65661
933.98,196.83,0.64704
933.98,208.7,0.64004
933.98,220.57,0.63398
933.98,232.44,0.62792
933.98,244.31,0.62186
933.98,256.18,0.6158
933.98,268.05,0.60941
933.98,279.92,0.6014
933.98,291.78,0.5934
933.98,303.65,0.58306
933.98,315.52,0.56748
933.98,327.39,0.5519
933.98,339.26,0.53339
933.98,351.13,0.51121
933.98,363.0,0.48902
933.98,374.87,0.46684
933.98,386.73,0.44466
933.98,398.6,0.42248
933.98,410.47,0.4045
933.98,422.34,0.38708
933.98,434.21,0.36966
933.98,446.08,0.35224
933.98,457.95,0.33482
933.98,469.82,0.3166
933.98,481.68,0.29409
933.98,493.55,0.27157
933.98,505.42,0.24978
933.98,517.29,0.22883
933.98,529.16,0.20788
933.98,541.03,0.19435
933.98,552.9,0.17385
933.98,564.77,0.11605
933.98,576.63,0.095457
933.98,588.5,0.079246
933.98,600.37,0.065268
933.98,612.24,0.12035
933.98,624.11,0.093209
933.98,635.98,0.02772
933.98,647.85,-0.037769
933.98,659.72,-0.057474
933.98,671.58,-0.028469
933.98,683.45,0.044163
933.98,695.32,0.1168
933.98,707.19,0.1479
933.98,719.06,0.14609
933.98,730.93,0.12719
933.98,742.8,0.10829
933.98,754.67,0.10122
933.98,766.53,0.11242
933.98,778.4,0.12362
933.98,790.27,0.13075
933.98,802.14,0.11219
933.98,814.01,-0.0066999
933.98,825.88,-0.075926
933.98,837.75,-0.13505
933.98,849.62,-0.19417
933.98,861.48,-0.32458
933.98,873.35,-0.38405
933.98,885.22,-0.44352
933.98,897.09,-0.57219
933.98,908.96,-0.79277
933.98,920.83,0.0
933.98,932.7,0.0
933.98,944.57,0.0
933.98,956.43,0.0
933.98,968.3,0.0
933.98,980.17,0.0
933.98,992.04,0.0
933.98,1003.9,0.0
933.98,1015.8,0.0
933.98,1027.6,0.0
933.98,1039.5,0.0
933.98,1051.4,0.0
933.98,1063.3,0.0
933.98,1075.1,0.0
933.98,1087.0,0.0
933.98,1098.9,0.0
933.98,1110.7,0.0
933.98,1122.6,0.0
933.98,1134.5,0.0
933.98,1146.3,0.0
933.98,1158.2,0.0
933.98,1170.1,0.0
933.98,1181.9,0.0
933.98,1193.8,0.0
933.98,1205.7,0.0
933.98,1217.5,0.0
933.98,1229.4,0.0
933.98,1241.3,0.0
933.98,1253.2,0.0
933.98,1265.0,0.0
933.98,1276.9,0.0
933.98,1288.8,0.0
933.98,1300.6,0.0
933.98,1312.5,0.0
933.98,1324.4,0.0
933.98,1336.2,0.0
933.98,1348.1,0.0
933.98,1360.0,0.0
933.98,1371.8,0.0
933.98,1383.7,0.0
933.98,1395.6,0.0
933.98,1407.4,0.0
933.98,1419.3,0.0
933.98,1431.2,0.0
933.98,1443.1,0.0
933.98,1454.9,0.0
933.98,1466.8,0.0
933.98,1478.7,0.0
933.98,1490.5,0.0
933.98,1502.4,0.0
933.98,1514.3,0.0
933.98,1526.1,0.0
933.98,1538.0,0.0
933.98,1549.9,0.0
933.98,1561.7,0.0
933.98,1573.6,0.0
933.98,1585.5,0.0
933.98,1597.3,0.0
933.98,1609.2,0.0
933.98,1621.1,0.0
933.98,1633.0,0.0
933.98,1644.8,0.0
933.98,1656.7,0.0
933.98,1668.6,0.0
933.98,1680.4,0.0
933.98,1692.3,0.0
933.98,1704.2,0.0
933.98,1716.0,0.0
933.98,1727.9,0.0
933.98,1739.8,0.0
933.98,1751.6,0.0
933.98,1763.5,0.0
933.98,1775.4,0.0
933.98,1787.2,0.0
933.98,1799.1,0.0
933.98,1811.0,0.0
933.98,1822.9,0.0
933.98,1834.7,0.0
933.98,1846.6,0.0
933.98,1858.5,0.0
933.98,1870.3,0.0
933.98,1882.2,0.0
933.98,1894.1,0.0
948.83,6.9344,0.68914
948.83,18.803,0.6967
948.83,30.672,0.70426
948.83,42.541,0.71181
948.83,54.409,0.71828
948.83,66.278,0.72116
948.83,78.147,0.72403
948.83,90.016,0.72691
948.83,101.88,0.72887
948.83,113.75,0.72604
948.83,125.62,0.7232
948.83,137.49,0.72036
948.83,149.36,0.71723
948.83,161.23,0.70765
948.83,173.1,0.69808
948.83,184.97,0.68851
948.83,196.83,0.67894
948.83,208.7,0.67194
948.83,220.57,0.66588
948.83,232.44,0.65982
948.83,244.31,0.65376
948.83,256.18,0.64688
948.83,268.05,0.63888
948.83,279.92,0.63087
948.83,291.78,0.62287
948.83,303.65,0.61253
948.83,315.52,0.59695
948.83,327.39,0.58137
948.83,339.26,0.56579
948.83,351.13,0.54893
948.83,363.0,0.52675
948.83,374.87,0.50457
948.83,386.73,0.48239
948.83,398.6,0.4602
948.83,410.47,0.44222
948.83,422.34,0.4248
948.83,434.21,0.40738
948.83,446.08,0.38996
948.83,457.95,0.37254
948.83,469.82,0.35512
948.83,481.68,0.33769
948.83,493.55,0.32027
948.83,505.42,0.30024
948.83,517.29,0.27929
948.83,529.16,0.25834
948.83,541.03,0.2374
948.83,552.9,0.21473
948.83,564.77,0.19852
948.83,576.63,0.18231
948.83,588.5,0.1661
948.83,600.37,0.15212
948.83,612.24,0.094762
948.83,624.11,0.029273
948.83,635.98,-0.036216
948.83,647.85,-0.10171
948.83,659.72,-0.062245
948.83,671.58,0.010387
948.83,683.45,0.08302
948.83,695.32,0.15565
948.83,707.19,0.1751
948.83,719.06,0.1562
948.83,730.93,0.1373
948.83,742.8,0.1184
948.83,754.67,0.11134
948.83,766.53,0.12253
948.83,778.4,0.13373
948.83,790.27,0.14493
948.83,802.14,0.13679
948.83,814.01,0.077667
948.83,825.88,0.018544
948.83,837.75,-0.040579
948.83,849.62,-0.099701
948.83,861.48,-0.16435
948.83,873.35,-0.22382
948.83,885.22,-0.28328
948.83,897.09,-0.34275
948.83,908.96,-0.53179
948.83,920.83,-0.75237
948.83,932.7,0.0
948.83,944.57,0.0
948.83,956.43,0.0
948.83,968.3,0.0
948.83,980.17,0.0
948.83,992.04,0.0
948.83,1003.9,0.0
948.83,1015.8,0.0
948.83,1027.6,0.0
948.83,1039.5,0.0
948.83,1051.4,0.0
948.83,1063.3,0.0
948.83,1075.1,0.0
948.83,1087.0,0.0
948.83,1098.9,0.0
948.83,1110.7,0.0
948.83,1122.6,0.0
948.83,1134.5,0.0
948.83,1146.3,0.0
948.83,1158.2,0.0
948.83,1170.1,0.0
948.83,1181.9,0.0
948.83,1193.8,0.0
948.83,1205.7,0.0
948.83,1217.5,0.0
948.83,1229.4,0.0
948.83,1241.3,0.0
948.83,1253.2,0.0
948.83,1265.0,0.0
948.83,1276.9,0.0
948.83,1288.8,0.0
948.83,1300.6,0.0
948.83,1312.5,0.0
948.83,1324.4,0.0
948.83,1336.2,0.0
948.83,1348.1,0.0
948.83,1360.0,0.0
948.83,1371.8,0.0
948.83,1383.7,0.0
948.83,1395.6,0.0
948.83,1407.4,0.0
948.83,1419.3,0.0
948.83,1431.2,0.0
948.83,1443.1,0.0
948.83,1454.9,0.0
948.83,1466.8,0.0
948.83,1478.7,0.0
948.83,1490.5,0.0
948.83,1502.4,0.0
948.83,1514.3,0.0
948.83,1526.1,0.0
948.83,1538.0,0.0
948.83,1549.9,0.0
948.83,1561.7,0.0
948.83,1573.6,0.0
948.83,1585.5,0.0
948.83,1597.3,0.0
948.83,1609.2,0.0
948.83,1621.1,0.0
948.83,1633.0,0.0
948.83,1644.8,0.0
948.83,1656.7,0.0
948.83,1668.6,0.0
948.83,1680.4,0.0
948.83,1692.3,0.0
948.83,1704.2,0.0
948.83,1716.0,0.0
948.83,1727.9,0.0
948.83,1739.8,0.0
948.83,1751.6,0.0
948.83,1763.5,0.0
948.83,1775.4,0.0
948.83,1787.2,0.0
948.83,1799.1,0.0
948.83,1811.0,0.0
948.83,1822.9,0.0
948.83,1834.7,0.0
948.83,1846.6,0.0
948.83,1858.5,0.0
948.83,1870.3,0.0
948.83,1882.2,0.0
948.83,1894.1,0.0
963.67,6.9344,0.71842
963.67,18.803,0.72597
963.67,30.672,0.73353
963.67,42.541,0.73889
963.67,54.409,0.74176
963.67,66.278,0.74463
963.67,78.147,0.74751
963.67,90.016,0.75038
963.67,101.88,0.75235
963.67,113.75,0.74951
963.67,125.62,0.74668
963.67,137.49,0.74384
963.67,149.36,0.741
963.67,161.23,0.73817
963.67,173.1,0.72998
963.67,184.97,0.72041
963.67,196.83,0.71084
963.67,208.7,0.70384
963.67,220.57,0.69778
963.67,232.44,0.69172
963.67,244.31,0.68435
963.67,256.18,0.67635
963.67,268.05,0.66835
963.67,279.92,0.66034
963.67,291.78,0.65234
963.67,303.65,0.642
963.67,315.52,0.62642
963.67,327.39,0.61084
963.67,339.26,0.59526
963.67,351.13,0.57968
963.67,363.0,0.56409
963.67,374.87,0.54229
963.67,386.73,0.52011
963.67,398.6,0.49793
963.67,410.47,0.47995
963.67,422.34,0.46252
963.67,434.21,0.4451
963.67,446.08,0.42768
963.67,457.95,0.41026
963.67,469.82,0.39284
963.67,481.68,0.37105
963.67,493.55,0.3479
963.67,505.42,0.33171
963.67,517.29,0.31984
963.67,529.16,0.2989
963.67,541.03,0.27795
963.67,552.9,0.25816
963.67,564.77,0.24195
963.67,576.63,0.22574
963.67,588.5,0.20922
963.67,600.37,0.18983
963.67,612.24,0.12434
963.67,624.11,0.058853
963.67,635.98,-0.0066363
963.67,647.85,-0.022496
963.67,659.72,-0.044976
963.67,671.58,-0.0046485
963.67,683.45,0.067984
963.67,695.32,0.14062
963.67,707.19,0.17238
963.67,719.06,0.16663
963.67,730.93,0.14773
963.67,742.8,0.12883
963.67,754.67,0.11621
963.67,766.53,0.11668
963.67,778.4,0.12788
963.67,790.27,0.13907
963.67,802.14,0.13759
963.67,814.01,0.078468
963.67,825.88,0.019346
963.67,837.75,-0.034678
963.67,849.62,-0.051143
963.67,861.48,-0.058273
963.67,873.35,-0.10804
963.67,885.22,-0.1675
963.67,897.09,-0.22697
963.67,908.96,-0.40806
963.67,920.83,-0.58948
963.67,932.7,-0.65752
963.67,944.57,0.0
963.67,956.43,0.0
963.67,968.3,0.0
963.67,980.17,0.0
963.67,992.04,0.0
963.67,1003.9,0.0
963.67,1015.8,0.0
963.67,1027.6,0.0
963.67,1039.5,0.0
963.67,1051.4,0.0
963.67,1063.3,0.0
963.67,1075.1,0.0
963.67,1087.0,0.0
963.67,1098.9,0.0
963.67,1110.7,0.0
963.67,1122.6,0.0
963.67,1134.5,0.0
963.67,1146.3,0.0
963.67,1158.2,0.0
963.67,1170.1,0.0
963.67,1181.9,0.0
963.67,1193.8,0.0
963.67,1205.7,0.0
963.67,1217.5,0.0
963.67,1229.4,0.0
963.67,1241.3,0.0
963.67,1253.2,0.0
963.67,1265.0,0.0
963.67,1276.9,0.0
963.67,1288.8,0.0
963.67,1300.6,0.0
963.67,1312.5,0.0
963.67,1324.4,0.0
963.67,1336.2,0.0
963.67,1348.1,0.0
963.67,1360.0,0.0
963.67,1371.8,0.0
963.67,1383.7,0.0
963.67,1395.6,0.0
963.67,1407.4,0.0
963.67,1419.3,0.0
963.67,1431.2,0.0
963.67,1443.1,0.0
963.67,1454.9,0.0
963.67,1466.8,0.0
963.67,1478.7,0.0
963.67,1490.5,0.0
963.67,1502.4,0.0
963.67,1514.3,0.0
963.67,1526.1,0.0
963.67,1538.0,0.0
963.67,1549.9,0.0
963.67,1561.7,0.0
963.67,1573.6,0.0
963.67,1585.5,0.0
963.67,1597.3,0.0
963.67,1609.2,0.0
963.67,1621.1,0.0
963.67,1633.0,0.0
963.67,1644.8,0.0
963.67,1656.7,0.0
963.67,1668.6,0.0
963.67,1680.4,0.0
963.67,1692.3,0.0
963.67,1704.2,0.0
963.67,1716.0,0.0
963.67,1727.9,0.0
963.67,1739.8,0.0
963.67,1751.6,0.0
963.67,1763.5,0.0
963.67,1775.4,0.0
963.67,1787.2,0.0
963.67,1799.1,0.0
963.67,1811.0,0.0
963.67,1822.9,0.0
963.67,1834.7,0.0
963.67,1846.6,0.0
963.67,1858.5,0.0
963.67,1870.3,0.0
963.67,1882.2,0.0
963.67,1894.1,0.0
978.52,6.9344,0.74769
978.52,18.803,0.75525
978.52,30.672,0.75949
978.52,42.541,0.76236
978.52,54.409,0.76524
978.52,66.278,0.76811
978.52,78.147,0.77098
978.52,90.016,0.77386
978.52,101.88,0.77582
978.52,113.75,0.77299
978.52,125.62,0.77015
978.52,137.49,0.76732
978.52,149.36,0.76448
978.52,161.23,0.76164
978.52,173.1,0.75881
978.52,184.97,0.75231
978.52,196.83,0.74274
978.52,208.7,0.73574
978.52,220.57,0.72968
978.52,232.44,0.72183
978.52,244.31,0.71382
978.52,256.18,0.70582
978.52,268.05,0.69782
978.52,279.92,0.68981
978.52,291.78,0.68181
978.52,303.65,0.67147
978.52,315.52,0.65589
978.52,327.39,0.64031
978.52,339.26,0.62473
978.52,351.13,0.60915
978.52,363.0,0.59356
978.52,374.87,0.57798
978.52,386.73,0.55783
978.52,398.6,0.53565
978.52,410.47,0.51767
978.52,422.34,0.50025
978.52,434.21,0.48283
978.52,446.08,0.4639
978.52,457.95,0.44074
978.52,469.82,0.41759
978.52,481.68,0.39443
978.52,493.55,0.37127
978.52,505.42,0.35509
978.52,517.29,0.3472
978.52,529.16,0.3386
978.52,541.03,0.31765
978.52,552.9,0.29786
978.52,564.77,0.28165
978.52,576.63,0.26471
978.52,588.5,0.24681
978.52,600.37,0.22743
978.52,612.24,0.16194
978.52,624.11,0.10776
978.52,635.98,0.093406
978.52,647.85,0.079055
978.52,659.72,0.056575
978.52,671.58,0.032293
978.52,683.45,0.048329
978.52,695.32,0.12096
978.52,707.19,0.15273
978.52,719.06,0.1579
978.52,730.93,0.15818
978.52,742.8,0.13928
978.52,754.67,0.12666
978.52,766.53,0.12372
978.52,778.4,0.12078
978.52,790.27,0.13185
978.52,802.14,0.13036
978.52,814.01,0.071241
978.52,825.88,0.02791
978.52,837.75,0.011445
978.52,849.62,-0.0050209
978.52,861.48,-0.01215
978.52,873.35,-0.018967
978.52,885.22,-0.055534
978.52,897.09,-0.115
978.52,908.96,-0.29609
978.52,920.83,-0.36844
978.52,932.7,-0.41459
978.52,944.57,-0.59566
978.52,956.43,0.0
978.52,968.3,0.0
978.52,980.17,0.0
978.52,992.04,0.0
978.52,1003.9,0.0
978.52,1015.8,0.0
978.52,1027.6,0.0
978.52,1039.5,0.0
978.52,1051.4,0.0
978.52,1063.3,0.0
978.52,1075.1,0.0
978.52,1087.0,0.0
978.52,1098.9,0.0
978.52,1110.7,0.0
978.52,1122.6,0.0
978.52,1134.5,0.0
978.52,1146.3,0.0
978.52,1158.2,0.0
978.52,1170.1,0.0
978.52,1181.9,0.0
978.52,1193.8,0.0
978.52,1205.7,0.0
978.52,1217.5,0.0
978.52,1229.4,0.0
978.52,1241.3,0.0
978.52,1253.2,0.0
978.52,1265.0,0.0
978.52,1276.9,0.0
978.52,1288.8,0.0
978.52,1300.6,0.0
978.52,1312.5,0.0
978.52,1324.4,0.0
978.52,1336.2,0.0
978.52,1348.1,0.0
978.52,1360.0,0.0
978.52,1371.8,0.0
978.52,1383.7,0.0
978.52,1395.6,0.0
978.52,1407.4,0.0
978.52,1419.3,0.0
978.52,1431.2,0.0
978.52,1443.1,0.0
978.52,1454.9,0.0
978.52,1466.8,0.0
978.52,1478.7,0.0
978.52,1490.5,0.0
978.52,1502.4,0.0
978.52,1514.3,0.0
978.52,1526.1,0.0
978.52,1538.0,0.0
978.52,1549.9,0.0
978.52,1561.7,0.0
978.52,1573.6,0.0
978.52,1585.5,0.0
978.52,1597.3,0.0
978.52,1609.2,0.0
978.52,1621.1,0.0
978.52,1633.0,0.0
978.52,1644.8,0.0
978.52,1656.7,0.0
978.52,1668.6,0.0
978.52,1680.4,0.0
978.52,1692.3,0.0
978.52,1704.2,0.0
978.52,1716.0,0.0
978.52,1727.9,0.0
978.52,1739.8,0.0
978.52,1751.6,0.0
978.52,1763.5,0.0
978.52,1775.4,0.0
978.52,1787.2,0.0
