#: table_doi: 10.17182/hepdata.90835.v1/t85
#: name: T2bb efficiency
#: description: The efficiency times acceptance of the SMS models for T2bb as function of the bottom squark and LSP masses. The efficiency times acceptance is given for the total signal across the set of 174 search regions.
#: data_file: t2bb_efficiency.yaml
#: keyword observables: EFF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> SBOTTOM SBOTTOM | SBOTTOM --> BQ NEUTRALINO1
#: Efficiency,
M(SBOTTOM) [GeV],M(NEUTRALINO1) [GeV],Efficiency $\times$ Acceptance
1276.0,1201.4,0.096626
1276.0,1214.5,0.093638
1276.0,1227.6,0.090742
1276.0,1240.7,0.088214
1276.0,1253.8,0.0
1276.0,1267.0,0.0
1276.0,1280.1,0.0
1276.0,1293.2,0.0
1276.0,1306.3,0.0
1276.0,1319.4,0.0
1276.0,1332.6,0.0
1276.0,1345.7,0.0
1276.0,1358.8,0.0
1276.0,1371.9,0.0
1276.0,1385.0,0.0
1276.0,1398.1,0.0
1276.0,1411.3,0.0
1276.0,1424.4,0.0
1276.0,1437.5,0.0
1276.0,1450.6,0.0
1276.0,1463.7,0.0
1276.0,1476.9,0.0
1276.0,1490.0,0.0
1276.0,1503.1,0.0
1276.0,1516.2,0.0
1276.0,1529.3,0.0
1276.0,1542.5,0.0
1276.0,1555.6,0.0
1276.0,1568.7,0.0
1276.0,1581.8,0.0
1276.0,1594.9,0.0
1276.0,1608.0,0.0
1276.0,1621.2,0.0
1276.0,1634.3,0.0
1276.0,1647.4,0.0
1276.0,1660.5,0.0
1276.0,1673.6,0.0
1276.0,1686.8,0.0
1276.0,1699.9,0.0
1276.0,1713.0,0.0
1276.0,1726.1,0.0
1276.0,1739.2,0.0
1276.0,1752.4,0.0
1276.0,1765.5,0.0
1276.0,1778.6,0.0
1276.0,1791.7,0.0
1276.0,1804.8,0.0
1276.0,1817.9,0.0
1276.0,1831.1,0.0
1276.0,1844.2,0.0
1276.0,1857.3,0.0
1276.0,1870.4,0.0
1276.0,1883.5,0.0
1276.0,1896.7,0.0
1276.0,1909.8,0.0
1276.0,1922.9,0.0
1276.0,1936.0,0.0
1276.0,1949.1,0.0
1276.0,1962.3,0.0
1276.0,1975.4,0.0
1276.0,1988.5,0.0
1276.0,2001.6,0.0
1276.0,2014.7,0.0
1276.0,2027.8,0.0
1276.0,2041.0,0.0
1276.0,2054.1,0.0
1276.0,2067.2,0.0
1276.0,2080.3,0.0
1276.0,2093.4,0.0
1291.1,7.5594,0.64527
1291.1,20.678,0.64512
1291.1,33.797,0.64496
1291.1,46.916,0.64481
1291.1,60.034,0.64465
1291.1,73.153,0.6445
1291.1,86.272,0.64452
1291.1,99.391,0.645
1291.1,112.51,0.64408
1291.1,125.63,0.64309
1291.1,138.75,0.6421
1291.1,151.87,0.64111
1291.1,164.98,0.64012
1291.1,178.1,0.63914
1291.1,191.22,0.63864
1291.1,204.34,0.6385
1291.1,217.46,0.63862
1291.1,230.58,0.63873
1291.1,243.7,0.63885
1291.1,256.82,0.63896
1291.1,269.93,0.63908
1291.1,283.05,0.63912
1291.1,296.17,0.63809
1291.1,309.29,0.63731
1291.1,322.41,0.63663
1291.1,335.53,0.63595
1291.1,348.65,0.63528
1291.1,361.77,0.6346
1291.1,374.88,0.63393
1291.1,388.0,0.63303
1291.1,401.12,0.63176
1291.1,414.24,0.62948
1291.1,427.36,0.62721
1291.1,440.48,0.62493
1291.1,453.6,0.62266
1291.1,466.72,0.62039
1291.1,479.83,0.61811
1291.1,492.95,0.61595
1291.1,506.07,0.61431
1291.1,519.19,0.61267
1291.1,532.31,0.61086
1291.1,545.43,0.60905
1291.1,558.55,0.60725
1291.1,571.67,0.60544
1291.1,584.78,0.60363
1291.1,597.9,0.60057
1291.1,611.02,0.59808
1291.1,624.14,0.59604
1291.1,637.26,0.594
1291.1,650.38,0.59194
1291.1,663.5,0.58905
1291.1,676.62,0.58616
1291.1,689.73,0.58327
1291.1,702.85,0.57924
1291.1,715.97,0.57445
1291.1,729.09,0.57069
1291.1,742.21,0.56692
1291.1,755.33,0.56212
1291.1,768.45,0.55582
1291.1,781.57,0.54952
1291.1,794.68,0.54323
1291.1,807.8,0.53562
1291.1,820.92,0.52975
1291.1,834.04,0.52413
1291.1,847.16,0.5185
1291.1,860.28,0.50846
1291.1,873.4,0.50041
1291.1,886.52,0.49236
1291.1,899.63,0.48431
1291.1,912.75,0.46957
1291.1,925.87,0.45553
1291.1,938.99,0.44148
1291.1,952.11,0.42644
1291.1,965.23,0.40903
1291.1,978.35,0.39461
1291.1,991.47,0.38019
1291.1,1004.6,0.36249
1291.1,1017.7,0.34187
1291.1,1030.8,0.32281
1291.1,1043.9,0.30374
1291.1,1057.1,0.28384
1291.1,1070.2,0.25907
1291.1,1083.3,0.23363
1291.1,1096.4,0.20819
1291.1,1109.5,0.18588
1291.1,1122.7,0.16518
1291.1,1135.8,0.14448
1291.1,1148.9,0.12934
1291.1,1162.0,0.12229
1291.1,1175.1,0.11243
1291.1,1188.2,0.10781
1291.1,1201.4,0.10128
1291.1,1214.5,0.097271
1291.1,1227.6,0.094247
1291.1,1240.7,0.091381
1291.1,1253.8,0.088243
1291.1,1267.0,0.0
1291.1,1280.1,0.0
1291.1,1293.2,0.0
1291.1,1306.3,0.0
1291.1,1319.4,0.0
1291.1,1332.6,0.0
1291.1,1345.7,0.0
1291.1,1358.8,0.0
1291.1,1371.9,0.0
1291.1,1385.0,0.0
1291.1,1398.1,0.0
1291.1,1411.3,0.0
1291.1,1424.4,0.0
1291.1,1437.5,0.0
1291.1,1450.6,0.0
1291.1,1463.7,0.0
1291.1,1476.9,0.0
1291.1,1490.0,0.0
1291.1,1503.1,0.0
1291.1,1516.2,0.0
1291.1,1529.3,0.0
1291.1,1542.5,0.0
1291.1,1555.6,0.0
1291.1,1568.7,0.0
1291.1,1581.8,0.0
1291.1,1594.9,0.0
1291.1,1608.0,0.0
1291.1,1621.2,0.0
1291.1,1634.3,0.0
1291.1,1647.4,0.0
1291.1,1660.5,0.0
1291.1,1673.6,0.0
1291.1,1686.8,0.0
1291.1,1699.9,0.0
1291.1,1713.0,0.0
1291.1,1726.1,0.0
1291.1,1739.2,0.0
1291.1,1752.4,0.0
1291.1,1765.5,0.0
1291.1,1778.6,0.0
1291.1,1791.7,0.0
1291.1,1804.8,0.0
1291.1,1817.9,0.0
1291.1,1831.1,0.0
1291.1,1844.2,0.0
1291.1,1857.3,0.0
1291.1,1870.4,0.0
1291.1,1883.5,0.0
1291.1,1896.7,0.0
1291.1,1909.8,0.0
1291.1,1922.9,0.0
1291.1,1936.0,0.0
1291.1,1949.1,0.0
1291.1,1962.3,0.0
1291.1,1975.4,0.0
1291.1,1988.5,0.0
1291.1,2001.6,0.0
1291.1,2014.7,0.0
1291.1,2027.8,0.0
1291.1,2041.0,0.0
1291.1,2054.1,0.0
1291.1,2067.2,0.0
1291.1,2080.3,0.0
1291.1,2093.4,0.0
1306.3,7.5594,0.64711
1306.3,20.678,0.64717
1306.3,33.797,0.64702
1306.3,46.916,0.64686
1306.3,60.034,0.64671
1306.3,73.153,0.64655
1306.3,86.272,0.6464
1306.3,99.391,0.64624
1306.3,112.51,0.64537
1306.3,125.63,0.64438
1306.3,138.75,0.64339
1306.3,151.87,0.6424
1306.3,164.98,0.64142
1306.3,178.1,0.64043
1306.3,191.22,0.63944
1306.3,204.34,0.63879
1306.3,217.46,0.63887
1306.3,230.58,0.63898
1306.3,243.7,0.6391
1306.3,256.82,0.63921
1306.3,269.93,0.63933
1306.3,283.05,0.63944
1306.3,296.17,0.63956
1306.3,309.29,0.63898
1306.3,322.41,0.63826
1306.3,335.53,0.63758
1306.3,348.65,0.6369
1306.3,361.77,0.63623
1306.3,374.88,0.63555
1306.3,388.0,0.63488
1306.3,401.12,0.63406
1306.3,414.24,0.63179
1306.3,427.36,0.62952
1306.3,440.48,0.62724
1306.3,453.6,0.62497
1306.3,466.72,0.62269
1306.3,479.83,0.62042
1306.3,492.95,0.61911
1306.3,506.07,0.61782
1306.3,519.19,0.6155
1306.3,532.31,0.61369
1306.3,545.43,0.61188
1306.3,558.55,0.61007
1306.3,571.67,0.60827
1306.3,584.78,0.60646
1306.3,597.9,0.60465
1306.3,611.02,0.60226
1306.3,624.14,0.60022
1306.3,637.26,0.59818
1306.3,650.38,0.59614
1306.3,663.5,0.59369
1306.3,676.62,0.5908
1306.3,689.73,0.58791
1306.3,702.85,0.58483
1306.3,715.97,0.58106
1306.3,729.09,0.5773
1306.3,742.21,0.57353
1306.3,755.33,0.56938
1306.3,768.45,0.56308
1306.3,781.57,0.55679
1306.3,794.68,0.55057
1306.3,807.8,0.5451
1306.3,820.92,0.53948
1306.3,834.04,0.53385
1306.3,847.16,0.52834
1306.3,860.28,0.52092
1306.3,873.4,0.51287
1306.3,886.52,0.50482
1306.3,899.63,0.49732
1306.3,912.75,0.48347
1306.3,925.87,0.46942
1306.3,938.99,0.45537
1306.3,952.11,0.4448
1306.3,965.23,0.43038
1306.3,978.35,0.41596
1306.3,991.47,0.40153
1306.3,1004.6,0.38644
1306.3,1017.7,0.36737
1306.3,1030.8,0.3483
1306.3,1043.9,0.32928
1306.3,1057.1,0.30823
1306.3,1070.2,0.28279
1306.3,1083.3,0.25735
1306.3,1096.4,0.23305
1306.3,1109.5,0.21259
1306.3,1122.7,0.19189
1306.3,1135.8,0.17119
1306.3,1148.9,0.14917
1306.3,1162.0,0.13274
1306.3,1175.1,0.12285
1306.3,1188.2,0.11603
1306.3,1201.4,0.10786
1306.3,1214.5,0.10164
1306.3,1227.6,0.097992
1306.3,1240.7,0.095095
1306.3,1253.8,0.091957
1306.3,1267.0,0.088912
1306.3,1280.1,0.085242
1306.3,1293.2,0.0
1306.3,1306.3,0.0
1306.3,1319.4,0.0
1306.3,1332.6,0.0
1306.3,1345.7,0.0
1306.3,1358.8,0.0
1306.3,1371.9,0.0
1306.3,1385.0,0.0
1306.3,1398.1,0.0
1306.3,1411.3,0.0
1306.3,1424.4,0.0
1306.3,1437.5,0.0
1306.3,1450.6,0.0
1306.3,1463.7,0.0
1306.3,1476.9,0.0
1306.3,1490.0,0.0
1306.3,1503.1,0.0
1306.3,1516.2,0.0
1306.3,1529.3,0.0
1306.3,1542.5,0.0
1306.3,1555.6,0.0
1306.3,1568.7,0.0
1306.3,1581.8,0.0
1306.3,1594.9,0.0
1306.3,1608.0,0.0
1306.3,1621.2,0.0
1306.3,1634.3,0.0
1306.3,1647.4,0.0
1306.3,1660.5,0.0
1306.3,1673.6,0.0
1306.3,1686.8,0.0
1306.3,1699.9,0.0
1306.3,1713.0,0.0
1306.3,1726.1,0.0
1306.3,1739.2,0.0
1306.3,1752.4,0.0
1306.3,1765.5,0.0
1306.3,1778.6,0.0
1306.3,1791.7,0.0
1306.3,1804.8,0.0
1306.3,1817.9,0.0
1306.3,1831.1,0.0
1306.3,1844.2,0.0
1306.3,1857.3,0.0
1306.3,1870.4,0.0
1306.3,1883.5,0.0
1306.3,1896.7,0.0
1306.3,1909.8,0.0
1306.3,1922.9,0.0
1306.3,1936.0,0.0
1306.3,1949.1,0.0
1306.3,1962.3,0.0
1306.3,1975.4,0.0
1306.3,1988.5,0.0
1306.3,2001.6,0.0
1306.3,2014.7,0.0
1306.3,2027.8,0.0
1306.3,2041.0,0.0
1306.3,2054.1,0.0
1306.3,2067.2,0.0
1306.3,2080.3,0.0
1306.3,2093.4,0.0
1321.4,7.5594,0.64758
1321.4,20.678,0.64791
1321.4,33.797,0.64824
1321.4,46.916,0.64843
1321.4,60.034,0.64828
1321.4,73.153,0.64812
1321.4,86.272,0.64797
1321.4,99.391,0.64781
1321.4,112.51,0.64694
1321.4,125.63,0.64603
1321.4,138.75,0.64512
1321.4,151.87,0.64415
1321.4,164.98,0.64316
1321.4,178.1,0.64218
1321.4,191.22,0.64119
1321.4,204.34,0.64054
1321.4,217.46,0.64059
1321.4,230.58,0.64063
1321.4,243.7,0.64069
1321.4,256.82,0.6408
1321.4,269.93,0.64092
1321.4,283.05,0.64103
1321.4,296.17,0.64115
1321.4,309.29,0.64057
1321.4,322.41,0.6397
1321.4,335.53,0.63884
1321.4,348.65,0.63806
1321.4,361.77,0.63738
1321.4,374.88,0.6367
1321.4,388.0,0.63603
1321.4,401.12,0.63522
1321.4,414.24,0.63294
1321.4,427.36,0.63067
1321.4,440.48,0.62839
1321.4,453.6,0.62612
1321.4,466.72,0.62552
1321.4,479.83,0.62557
1321.4,492.95,0.62562
1321.4,506.07,0.62433
1321.4,519.19,0.62147
1321.4,532.31,0.61862
1321.4,545.43,0.61598
1321.4,558.55,0.61417
1321.4,571.67,0.61236
1321.4,584.78,0.61055
1321.4,597.9,0.60875
1321.4,611.02,0.60606
1321.4,624.14,0.60337
1321.4,637.26,0.60133
1321.4,650.38,0.59929
1321.4,663.5,0.59737
1321.4,676.62,0.59506
1321.4,689.73,0.59217
1321.4,702.85,0.58909
1321.4,715.97,0.58533
1321.4,729.09,0.58161
1321.4,742.21,0.57919
1321.4,755.33,0.57519
1321.4,768.45,0.5689
1321.4,781.57,0.56284
1321.4,794.68,0.55761
1321.4,807.8,0.55214
1321.4,820.92,0.54651
1321.4,834.04,0.54108
1321.4,847.16,0.53592
1321.4,860.28,0.5285
1321.4,873.4,0.52045
1321.4,886.52,0.51313
1321.4,899.63,0.50629
1321.4,912.75,0.49245
1321.4,925.87,0.4784
1321.4,938.99,0.47023
1321.4,952.11,0.46236
1321.4,965.23,0.44794
1321.4,978.35,0.43351
1321.4,991.47,0.42104
1321.4,1004.6,0.40629
1321.4,1017.7,0.38722
1321.4,1030.8,0.36868
1321.4,1043.9,0.35276
1321.4,1057.1,0.33171
1321.4,1070.2,0.30627
1321.4,1083.3,0.28283
1321.4,1096.4,0.26301
1321.4,1109.5,0.24255
1321.4,1122.7,0.22185
1321.4,1135.8,0.19932
1321.4,1148.9,0.17527
1321.4,1162.0,0.15394
1321.4,1175.1,0.13607
1321.4,1188.2,0.12767
1321.4,1201.4,0.1186
1321.4,1214.5,0.10867
1321.4,1227.6,0.1019
1321.4,1240.7,0.099736
1321.4,1253.8,0.097012
1321.4,1267.0,0.09279
1321.4,1280.1,0.08896
1321.4,1293.2,0.08575
1321.4,1306.3,0.0
1321.4,1319.4,0.0
1321.4,1332.6,0.0
1321.4,1345.7,0.0
1321.4,1358.8,0.0
1321.4,1371.9,0.0
1321.4,1385.0,0.0
1321.4,1398.1,0.0
1321.4,1411.3,0.0
1321.4,1424.4,0.0
1321.4,1437.5,0.0
1321.4,1450.6,0.0
1321.4,1463.7,0.0
1321.4,1476.9,0.0
1321.4,1490.0,0.0
1321.4,1503.1,0.0
1321.4,1516.2,0.0
1321.4,1529.3,0.0
1321.4,1542.5,0.0
1321.4,1555.6,0.0
1321.4,1568.7,0.0
1321.4,1581.8,0.0
1321.4,1594.9,0.0
1321.4,1608.0,0.0
1321.4,1621.2,0.0
1321.4,1634.3,0.0
1321.4,1647.4,0.0
1321.4,1660.5,0.0
1321.4,1673.6,0.0
1321.4,1686.8,0.0
1321.4,1699.9,0.0
1321.4,1713.0,0.0
1321.4,1726.1,0.0
1321.4,1739.2,0.0
1321.4,1752.4,0.0
1321.4,1765.5,0.0
1321.4,1778.6,0.0
1321.4,1791.7,0.0
1321.4,1804.8,0.0
1321.4,1817.9,0.0
1321.4,1831.1,0.0
1321.4,1844.2,0.0
1321.4,1857.3,0.0
1321.4,1870.4,0.0
1321.4,1883.5,0.0
1321.4,1896.7,0.0
1321.4,1909.8,0.0
1321.4,1922.9,0.0
1321.4,1936.0,0.0
1321.4,1949.1,0.0
1321.4,1962.3,0.0
1321.4,1975.4,0.0
1321.4,1988.5,0.0
1321.4,2001.6,0.0
1321.4,2014.7,0.0
1321.4,2027.8,0.0
1321.4,2041.0,0.0
1321.4,2054.1,0.0
1321.4,2067.2,0.0
1321.4,2080.3,0.0
1321.4,2093.4,0.0
1336.5,7.5594,0.64805
1336.5,20.678,0.64837
1336.5,33.797,0.6487
1336.5,46.916,0.64903
1336.5,60.034,0.64936
1336.5,73.153,0.64969
1336.5,86.272,0.64954
1336.5,99.391,0.64938
1336.5,112.51,0.64851
1336.5,125.63,0.6476
1336.5,138.75,0.64669
1336.5,151.87,0.64578
1336.5,164.98,0.64487
1336.5,178.1,0.64393
1336.5,191.22,0.64294
1336.5,204.34,0.64229
1336.5,217.46,0.64234
1336.5,230.58,0.64238
1336.5,243.7,0.64243
1336.5,256.82,0.64248
1336.5,269.93,0.64252
1336.5,283.05,0.64262
1336.5,296.17,0.64274
1336.5,309.29,0.64216
1336.5,322.41,0.64129
1336.5,335.53,0.64043
1336.5,348.65,0.63956
1336.5,361.77,0.6387
1336.5,374.88,0.63786
1336.5,388.0,0.63718
1336.5,401.12,0.63637
1336.5,414.24,0.6341
1336.5,427.36,0.63189
1336.5,440.48,0.63194
1336.5,453.6,0.63199
1336.5,466.72,0.63203
1336.5,479.83,0.63208
1336.5,492.95,0.63213
1336.5,506.07,0.63084
1336.5,519.19,0.62798
1336.5,532.31,0.62513
1336.5,545.43,0.62227
1336.5,558.55,0.61942
1336.5,571.67,0.61656
1336.5,584.78,0.61465
1336.5,597.9,0.61284
1336.5,611.02,0.61015
1336.5,624.14,0.60729
1336.5,637.26,0.60448
1336.5,650.38,0.60244
1336.5,663.5,0.60052
1336.5,676.62,0.5986
1336.5,689.73,0.59644
1336.5,702.85,0.59336
1336.5,715.97,0.58985
1336.5,729.09,0.58743
1336.5,742.21,0.585
1336.5,755.33,0.58101
1336.5,768.45,0.57511
1336.5,781.57,0.56988
1336.5,794.68,0.56464
1336.5,807.8,0.55918
1336.5,820.92,0.55382
1336.5,834.04,0.54866
1336.5,847.16,0.54351
1336.5,860.28,0.53608
1336.5,873.4,0.52895
1336.5,886.52,0.52211
1336.5,899.63,0.51527
1336.5,912.75,0.50142
1336.5,925.87,0.4944
1336.5,938.99,0.48778
1336.5,952.11,0.47992
1336.5,965.23,0.46576
1336.5,978.35,0.45333
1336.5,991.47,0.4409
1336.5,1004.6,0.42615
1336.5,1017.7,0.40809
1336.5,1030.8,0.39216
1336.5,1043.9,0.37624
1336.5,1057.1,0.35519
1336.5,1070.2,0.33262
1336.5,1083.3,0.3128
1336.5,1096.4,0.29298
1336.5,1109.5,0.27252
1336.5,1122.7,0.24948
1336.5,1135.8,0.22542
1336.5,1148.9,0.20136
1336.5,1162.0,0.18003
1336.5,1175.1,0.15832
1336.5,1188.2,0.13821
1336.5,1201.4,0.12908
1336.5,1214.5,0.11869
1336.5,1227.6,0.11029
1336.5,1240.7,0.10723
1336.5,1253.8,0.10075
1336.5,1267.0,0.096368
1336.5,1280.1,0.092176
1336.5,1293.2,0.089976
1336.5,1306.3,0.087297
1336.5,1319.4,0.0
1336.5,1332.6,0.0
1336.5,1345.7,0.0
1336.5,1358.8,0.0
1336.5,1371.9,0.0
1336.5,1385.0,0.0
1336.5,1398.1,0.0
1336.5,1411.3,0.0
1336.5,1424.4,0.0
1336.5,1437.5,0.0
1336.5,1450.6,0.0
1336.5,1463.7,0.0
1336.5,1476.9,0.0
1336.5,1490.0,0.0
1336.5,1503.1,0.0
1336.5,1516.2,0.0
1336.5,1529.3,0.0
1336.5,1542.5,0.0
1336.5,1555.6,0.0
1336.5,1568.7,0.0
1336.5,1581.8,0.0
1336.5,1594.9,0.0
1336.5,1608.0,0.0
1336.5,1621.2,0.0
1336.5,1634.3,0.0
1336.5,1647.4,0.0
1336.5,1660.5,0.0
1336.5,1673.6,0.0
1336.5,1686.8,0.0
1336.5,1699.9,0.0
1336.5,1713.0,0.0
1336.5,1726.1,0.0
1336.5,1739.2,0.0
1336.5,1752.4,0.0
1336.5,1765.5,0.0
1336.5,1778.6,0.0
1336.5,1791.7,0.0
1336.5,1804.8,0.0
1336.5,1817.9,0.0
1336.5,1831.1,0.0
1336.5,1844.2,0.0
1336.5,1857.3,0.0
1336.5,1870.4,0.0
1336.5,1883.5,0.0
1336.5,1896.7,0.0
1336.5,1909.8,0.0
1336.5,1922.9,0.0
1336.5,1936.0,0.0
1336.5,1949.1,0.0
1336.5,1962.3,0.0
1336.5,1975.4,0.0
1336.5,1988.5,0.0
1336.5,2001.6,0.0
1336.5,2014.7,0.0
1336.5,2027.8,0.0
1336.5,2041.0,0.0
1336.5,2054.1,0.0
1336.5,2067.2,0.0
1336.5,2080.3,0.0
1336.5,2093.4,0.0
1351.6,7.5594,0.64876
1351.6,20.678,0.64908
1351.6,33.797,0.64941
1351.6,46.916,0.64974
1351.6,60.034,0.65007
1351.6,73.153,0.6504
1351.6,86.272,0.65072
1351.6,99.391,0.6509
1351.6,112.51,0.65011
1351.6,125.63,0.6492
1351.6,138.75,0.64829
1351.6,151.87,0.64738
1351.6,164.98,0.64647
1351.6,178.1,0.64556
1351.6,191.22,0.64465
1351.6,204.34,0.64405
1351.6,217.46,0.6441
1351.6,230.58,0.64414
1351.6,243.7,0.64419
1351.6,256.82,0.64424
1351.6,269.93,0.64428
1351.6,283.05,0.64433
1351.6,296.17,0.64437
1351.6,309.29,0.64402
1351.6,322.41,0.64316
1351.6,335.53,0.64229
1351.6,348.65,0.64142
1351.6,361.77,0.64056
1351.6,374.88,0.63969
1351.6,388.0,0.63883
1351.6,401.12,0.63804
1351.6,414.24,0.63809
1351.6,427.36,0.63814
1351.6,440.48,0.63819
1351.6,453.6,0.63823
1351.6,466.72,0.63828
1351.6,479.83,0.63833
1351.6,492.95,0.63838
1351.6,506.07,0.63691
1351.6,519.19,0.63406
1351.6,532.31,0.6312
1351.6,545.43,0.62835
1351.6,558.55,0.62549
1351.6,571.67,0.62264
1351.6,584.78,0.61979
1351.6,597.9,0.61693
1351.6,611.02,0.61407
1351.6,624.14,0.61121
1351.6,637.26,0.60836
1351.6,650.38,0.60561
1351.6,663.5,0.60367
1351.6,676.62,0.60175
1351.6,689.73,0.59983
1351.6,702.85,0.5978
1351.6,715.97,0.59537
1351.6,729.09,0.59295
1351.6,742.21,0.59053
1351.6,755.33,0.58697
1351.6,768.45,0.58173
1351.6,781.57,0.5765
1351.6,794.68,0.57127
1351.6,807.8,0.56637
1351.6,820.92,0.56121
1351.6,834.04,0.55606
1351.6,847.16,0.5509
1351.6,860.28,0.54456
1351.6,873.4,0.53772
1351.6,886.52,0.53089
1351.6,899.63,0.52422
1351.6,912.75,0.51765
1351.6,925.87,0.51104
1351.6,938.99,0.50443
1351.6,952.11,0.49725
1351.6,965.23,0.48482
1351.6,978.35,0.47239
1351.6,991.47,0.45996
1351.6,1004.6,0.4463
1351.6,1017.7,0.43038
1351.6,1030.8,0.41446
1351.6,1043.9,0.39853
1351.6,1057.1,0.38118
1351.6,1070.2,0.36137
1351.6,1083.3,0.34155
1351.6,1096.4,0.32173
1351.6,1109.5,0.29935
1351.6,1122.7,0.27529
1351.6,1135.8,0.25123
1351.6,1148.9,0.22736
1351.6,1162.0,0.20575
1351.6,1175.1,0.18395
1351.6,1188.2,0.16216
1351.6,1201.4,0.14007
1351.6,1214.5,0.12933
1351.6,1227.6,0.11942
1351.6,1240.7,0.11201
1351.6,1253.8,0.10452
1351.6,1267.0,0.099706
1351.6,1280.1,0.096131
1351.6,1293.2,0.095735
1351.6,1306.3,0.093055
1351.6,1319.4,0.087917
1351.6,1332.6,0.0
1351.6,1345.7,0.0
1351.6,1358.8,0.0
1351.6,1371.9,0.0
1351.6,1385.0,0.0
1351.6,1398.1,0.0
1351.6,1411.3,0.0
1351.6,1424.4,0.0
1351.6,1437.5,0.0
1351.6,1450.6,0.0
1351.6,1463.7,0.0
1351.6,1476.9,0.0
1351.6,1490.0,0.0
1351.6,1503.1,0.0
1351.6,1516.2,0.0
1351.6,1529.3,0.0
1351.6,1542.5,0.0
1351.6,1555.6,0.0
1351.6,1568.7,0.0
1351.6,1581.8,0.0
1351.6,1594.9,0.0
1351.6,1608.0,0.0
1351.6,1621.2,0.0
1351.6,1634.3,0.0
1351.6,1647.4,0.0
1351.6,1660.5,0.0
1351.6,1673.6,0.0
1351.6,1686.8,0.0
1351.6,1699.9,0.0
1351.6,1713.0,0.0
1351.6,1726.1,0.0
1351.6,1739.2,0.0
1351.6,1752.4,0.0
1351.6,1765.5,0.0
1351.6,1778.6,0.0
1351.6,1791.7,0.0
1351.6,1804.8,0.0
1351.6,1817.9,0.0
1351.6,1831.1,0.0
1351.6,1844.2,0.0
1351.6,1857.3,0.0
1351.6,1870.4,0.0
1351.6,1883.5,0.0
1351.6,1896.7,0.0
1351.6,1909.8,0.0
1351.6,1922.9,0.0
1351.6,1936.0,0.0
1351.6,1949.1,0.0
1351.6,1962.3,0.0
1351.6,1975.4,0.0
1351.6,1988.5,0.0
1351.6,2001.6,0.0
1351.6,2014.7,0.0
1351.6,2027.8,0.0
1351.6,2041.0,0.0
1351.6,2054.1,0.0
1351.6,2067.2,0.0
1351.6,2080.3,0.0
1351.6,2093.4,0.0
1366.8,7.5594,0.65147
1366.8,20.678,0.6518
1366.8,33.797,0.65212
1366.8,46.916,0.65245
1366.8,60.034,0.65278
1366.8,73.153,0.65274
1366.8,86.272,0.6523
1366.8,99.391,0.65187
1366.8,112.51,0.65134
1366.8,125.63,0.65082
1366.8,138.75,0.65014
1366.8,151.87,0.64923
1366.8,164.98,0.64832
1366.8,178.1,0.64741
1366.8,191.22,0.6465
1366.8,204.34,0.6459
1366.8,217.46,0.64595
1366.8,230.58,0.64599
1366.8,243.7,0.64604
1366.8,256.82,0.64609
1366.8,269.93,0.64616
1366.8,283.05,0.64631
1366.8,296.17,0.64646
1366.8,309.29,0.64651
1366.8,322.41,0.64652
1366.8,335.53,0.6464
1366.8,348.65,0.64553
1366.8,361.77,0.64467
1366.8,374.88,0.6438
1366.8,388.0,0.64294
1366.8,401.12,0.64215
1366.8,414.24,0.6422
1366.8,427.36,0.64225
1366.8,440.48,0.6423
1366.8,453.6,0.64234
1366.8,466.72,0.64235
1366.8,479.83,0.64027
1366.8,492.95,0.6382
1366.8,506.07,0.63643
1366.8,519.19,0.63501
1366.8,532.31,0.63359
1366.8,545.43,0.63087
1366.8,558.55,0.62802
1366.8,571.67,0.62517
1366.8,584.78,0.62231
1366.8,597.9,0.61946
1366.8,611.02,0.6166
1366.8,624.14,0.61374
1366.8,637.26,0.61111
1366.8,650.38,0.60899
1366.8,663.5,0.60687
1366.8,676.62,0.6049
1366.8,689.73,0.60298
1366.8,702.85,0.60095
1366.8,715.97,0.59853
1366.8,729.09,0.59611
1366.8,742.21,0.59372
1366.8,755.33,0.59018
1366.8,768.45,0.58495
1366.8,781.57,0.57972
1366.8,794.68,0.57651
1366.8,807.8,0.57226
1366.8,820.92,0.56711
1366.8,834.04,0.56202
1366.8,847.16,0.55792
1366.8,860.28,0.55168
1366.8,873.4,0.54484
1366.8,886.52,0.53845
1366.8,899.63,0.53339
1366.8,912.75,0.52682
1366.8,925.87,0.52021
1366.8,938.99,0.5135
1366.8,952.11,0.50628
1366.8,965.23,0.49698
1366.8,978.35,0.48492
1366.8,991.47,0.47249
1366.8,1004.6,0.45884
1366.8,1017.7,0.44291
1366.8,1030.8,0.42699
1366.8,1043.9,0.41546
1366.8,1057.1,0.39992
1366.8,1070.2,0.3801
1366.8,1083.3,0.36031
1366.8,1096.4,0.3446
1366.8,1109.5,0.32282
1366.8,1122.7,0.29877
1366.8,1135.8,0.27558
1366.8,1148.9,0.25602
1366.8,1162.0,0.23441
1366.8,1175.1,0.21261
1366.8,1188.2,0.18938
1366.8,1201.4,0.16441
1366.8,1214.5,0.14429
1366.8,1227.6,0.1327
1366.8,1240.7,0.12313
1366.8,1253.8,0.11297
1366.8,1267.0,0.10534
1366.8,1280.1,0.10078
1366.8,1293.2,0.097026
1366.8,1306.3,0.094347
