#: table_doi: 10.17182/hepdata.90835.v1/t57
#: name: T2bb expected mass limit curve
#: description: Exclusion limits assuming the approximate-NNLO+NNLL cross sections
#: data_file: t2bb_expected_mass_limit_curve.yaml
#: keyword observables: CLS
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> SBOTTOM SBOTTOM | SBOTTOM --> BQ NEUTRALINO1
#: LUMINOSITY [fb$^{-1}$],137
#: Limit boundary,Expected
M(SBOTTOM) [GeV],M(NEUTRALINO1) [GeV]
406.61,381.61
406.61,381.61
503.19,478.19
555.84,530.68
563.76,538.39
570.29,544.38
571.0,544.94
575.0,548.04
576.57,549.08
577.08,549.48
600.0,565.38
614.17,574.6
625.0,581.87
646.77,594.71
650.0,596.66
672.34,607.01
675.0,607.46
686.86,610.37
700.0,610.27
714.62,607.98
725.0,604.5
729.49,601.87
731.73,600.69
740.31,594.7
750.0,588.43
769.0,576.14
800.0,571.83
840.82,559.18
850.0,557.38
855.7,555.7
900.0,551.39
920.0,550.0
947.6,547.6
950.0,546.74
980.71,530.71
1000.0,527.5
1020.4,520.37
1050.0,503.85
1052.1,502.11
1054.7,500.0
1100.0,451.25
1100.5,450.54
1101.1,450.0
1113.7,413.71
1124.3,400.0
1139.0,377.91
1150.0,358.14
1172.7,300.0
1179.5,258.9
1192.2,200.0
1193.7,187.3
1200.0,111.11
1200.7,100.0
1202.4,1.0
1202.4,1.0

