#: table_doi: 10.17182/hepdata.90835.v1/t31
#: name: T1bbbb expected - 1 s.d. mass limit curve
#: description: Exclusion limits assuming the approximate-NNLO+NNLL cross sections
#: data_file: t1bbbb_expected_-_1_s.d._mass_limit_curve.yaml
#: keyword observables: CLS
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> GLUINO GLUINO | GLUINO --> BQ BQBAR NEUTRALINO1
#: LUMINOSITY [fb$^{-1}$],137
#: Limit boundary,Expected - 1 s.d.
M(GLUINO) [GeV],M(NEUTRALINO1) [GeV]
707.81,682.81
1006.0,980.69
1011.0,985.69
1018.8,993.39
1024.7,999.13
1028.6,1002.5
1033.1,1006.6
1050.0,1020.5
1055.6,1024.9
1059.2,1027.8
1100.0,1060.2
1120.1,1075.9
1133.2,1086.0
1150.0,1099.3
1180.2,1122.3
1198.8,1136.8
1200.0,1137.5
1237.0,1165.7
1250.0,1175.8
1268.0,1189.5
1273.1,1192.9
1292.7,1207.7
1300.0,1213.5
1329.3,1235.3
1338.4,1242.8
1346.8,1249.5
1350.0,1252.2
1389.9,1284.1
1397.2,1292.3
1399.1,1292.3
1400.0,1294.7
1445.2,1308.6
1450.0,1311.4
1487.3,1320.3
1500.0,1323.5
1522.1,1328.6
1550.0,1332.5
1557.0,1333.5
1600.0,1333.7
1618.3,1333.0
1650.0,1331.9
1673.2,1331.5
1700.0,1331.6
1716.8,1331.8
1750.0,1332.0
1764.4,1331.5
1800.0,1329.0
1824.4,1326.0
1850.0,1322.6
1882.3,1316.5
1900.0,1313.0
1947.0,1302.7
1950.0,1302.0
1955.8,1300.7
2044.3,1250.0
2047.7,1247.7
2050.0,1244.9
2068.3,1218.3
2085.9,1200.0
2100.0,1174.4
2108.6,1150.0
2119.1,1119.1
2125.2,1100.0
2142.5,1015.0
2145.6,1000.0
2150.0,981.21
2163.2,926.42
2168.4,900.0
2175.2,849.65
2181.9,800.0
2189.2,721.67
2191.4,700.0
2192.0,684.01
2200.0,603.72
2200.2,600.5
2200.3,600.0
2200.3,599.46
2200.0,544.79
2199.7,500.59
2199.7,500.0
2199.7,499.43
2198.8,400.0
2192.8,314.49
2192.7,300.0
2190.7,218.62
2189.2,200.0
2182.2,135.68
2181.2,100.0
2179.1,42.422
2176.1,1.0
2176.1,1.0

