#: table_doi: 10.17182/hepdata.90835.v1/t86
#: name: T2qq efficiency
#: description: The efficiency times acceptance of the SMS models for T2qq as function of the LSP and light squark masses. The efficiency times acceptance is given for the total signal across the set of 174 search regions.
#: data_file: t2qq_efficiency.yaml
#: keyword observables: EFF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> SQUARK SQUARK | SQUARK --> Q NEUTRALINO1
#: Efficiency,
M(SQUARK) [GeV],M(NEUTRALINO1) [GeV],Efficiency $\times$ Acceptance
1460.2,2138.2,0.0
1460.2,2151.9,0.0
1460.2,2165.6,0.0
1460.2,2179.4,0.0
1460.2,2193.1,0.0
1474.0,7.8719,0.6668
1474.0,21.616,0.66723
1474.0,35.359,0.66766
1474.0,49.103,0.6681
1474.0,62.847,0.66879
1474.0,76.591,0.66949
1474.0,90.334,0.67018
1474.0,104.08,0.67053
1474.0,117.82,0.67005
1474.0,131.57,0.66958
1474.0,145.31,0.66911
1474.0,159.05,0.6696
1474.0,172.8,0.67031
1474.0,186.54,0.67103
1474.0,200.28,0.67172
1474.0,214.03,0.67109
1474.0,227.77,0.67045
1474.0,241.52,0.66981
1474.0,255.26,0.66915
1474.0,269.0,0.66845
1474.0,282.75,0.66776
1474.0,296.49,0.66707
1474.0,310.23,0.66704
1474.0,323.98,0.66724
1474.0,337.72,0.66745
1474.0,351.47,0.66741
1474.0,365.21,0.66666
1474.0,378.95,0.66592
1474.0,392.7,0.66517
1474.0,406.44,0.66405
1474.0,420.18,0.6625
1474.0,433.93,0.66096
1474.0,447.67,0.65941
1474.0,461.42,0.65767
1474.0,475.16,0.65585
1474.0,488.9,0.65402
1474.0,502.65,0.65235
1474.0,516.39,0.65128
1474.0,530.13,0.65022
1474.0,543.88,0.64916
1474.0,557.62,0.64813
1474.0,571.37,0.64711
1474.0,585.11,0.64609
1474.0,598.85,0.64507
1474.0,612.6,0.64481
1474.0,626.34,0.64463
1474.0,640.08,0.64444
1474.0,653.83,0.64412
1474.0,667.57,0.64362
1474.0,681.32,0.64311
1474.0,695.06,0.64261
1474.0,708.8,0.64027
1474.0,722.55,0.6369
1474.0,736.29,0.63406
1474.0,750.03,0.6314
1474.0,763.78,0.62874
1474.0,777.52,0.62607
1474.0,791.27,0.62333
1474.0,805.01,0.61985
1474.0,818.75,0.61509
1474.0,832.5,0.61165
1474.0,846.24,0.60967
1474.0,859.98,0.60792
1474.0,873.73,0.60626
1474.0,887.47,0.60263
1474.0,901.22,0.59837
1474.0,914.96,0.59169
1474.0,928.7,0.58567
1474.0,942.45,0.58237
1474.0,956.19,0.57829
1474.0,969.93,0.57324
1474.0,983.68,0.56798
1474.0,997.42,0.56263
1474.0,1011.2,0.55499
1474.0,1024.9,0.54682
1474.0,1038.7,0.53978
1474.0,1052.4,0.53203
1474.0,1066.1,0.52038
1474.0,1079.9,0.50966
1474.0,1093.6,0.50127
1474.0,1107.4,0.48858
1474.0,1121.1,0.47216
1474.0,1134.9,0.45883
1474.0,1148.6,0.4472
1474.0,1162.3,0.42979
1474.0,1176.1,0.41175
1474.0,1189.8,0.39617
1474.0,1203.6,0.37707
1474.0,1217.3,0.34796
1474.0,1231.1,0.3225
1474.0,1244.8,0.30326
1474.0,1258.6,0.27998
1474.0,1272.3,0.25424
1474.0,1286.0,0.22684
1474.0,1299.8,0.19883
1474.0,1313.5,0.18762
1474.0,1327.3,0.17522
1474.0,1341.0,0.14875
1474.0,1354.8,0.13018
1474.0,1368.5,0.12656
1474.0,1382.2,0.11948
1474.0,1396.0,0.10827
1474.0,1409.7,0.10265
1474.0,1423.5,0.098316
1474.0,1437.2,0.093756
1474.0,1451.0,0.0
1474.0,1464.7,0.0
1474.0,1478.5,0.0
1474.0,1492.2,0.0
1474.0,1505.9,0.0
1474.0,1519.7,0.0
1474.0,1533.4,0.0
1474.0,1547.2,0.0
1474.0,1560.9,0.0
1474.0,1574.7,0.0
1474.0,1588.4,0.0
1474.0,1602.1,0.0
1474.0,1615.9,0.0
1474.0,1629.6,0.0
1474.0,1643.4,0.0
1474.0,1657.1,0.0
1474.0,1670.9,0.0
1474.0,1684.6,0.0
1474.0,1698.4,0.0
1474.0,1712.1,0.0
1474.0,1725.8,0.0
1474.0,1739.6,0.0
1474.0,1753.3,0.0
1474.0,1767.1,0.0
1474.0,1780.8,0.0
1474.0,1794.6,0.0
1474.0,1808.3,0.0
1474.0,1822.0,0.0
1474.0,1835.8,0.0
1474.0,1849.5,0.0
1474.0,1863.3,0.0
1474.0,1877.0,0.0
1474.0,1890.8,0.0
1474.0,1904.5,0.0
1474.0,1918.3,0.0
1474.0,1932.0,0.0
1474.0,1945.7,0.0
1474.0,1959.5,0.0
1474.0,1973.2,0.0
1474.0,1987.0,0.0
1474.0,2000.7,0.0
1474.0,2014.5,0.0
1474.0,2028.2,0.0
1474.0,2041.9,0.0
1474.0,2055.7,0.0
1474.0,2069.4,0.0
1474.0,2083.2,0.0
1474.0,2096.9,0.0
1474.0,2110.7,0.0
1474.0,2124.4,0.0
1474.0,2138.2,0.0
1474.0,2151.9,0.0
1474.0,2165.6,0.0
1474.0,2179.4,0.0
1474.0,2193.1,0.0
1487.8,7.8719,0.66993
1487.8,21.616,0.67036
1487.8,35.359,0.67079
1487.8,49.103,0.67122
1487.8,62.847,0.67165
1487.8,76.591,0.67209
1487.8,90.334,0.67279
1487.8,104.08,0.67313
1487.8,117.82,0.67266
1487.8,131.57,0.67219
1487.8,145.31,0.67172
1487.8,159.05,0.67125
1487.8,172.8,0.67078
1487.8,186.54,0.67125
1487.8,200.28,0.67194
1487.8,214.03,0.6713
1487.8,227.77,0.67066
1487.8,241.52,0.67003
1487.8,255.26,0.66939
1487.8,269.0,0.66876
1487.8,282.75,0.66809
1487.8,296.49,0.6674
1487.8,310.23,0.66737
1487.8,323.98,0.66757
1487.8,337.72,0.66778
1487.8,351.47,0.66798
1487.8,365.21,0.66818
1487.8,378.95,0.66816
1487.8,392.7,0.66741
1487.8,406.44,0.66629
1487.8,420.18,0.66474
1487.8,433.93,0.663
1487.8,447.67,0.66118
1487.8,461.42,0.65935
1487.8,475.16,0.65753
1487.8,488.9,0.65571
1487.8,502.65,0.65403
1487.8,516.39,0.65297
1487.8,530.13,0.6519
1487.8,543.88,0.65084
1487.8,557.62,0.64978
1487.8,571.37,0.64872
1487.8,585.11,0.64768
1487.8,598.85,0.64666
1487.8,612.6,0.64641
1487.8,626.34,0.64622
1487.8,640.08,0.64604
1487.8,653.83,0.64585
1487.8,667.57,0.64566
1487.8,681.32,0.64535
1487.8,695.06,0.64484
1487.8,708.8,0.6425
1487.8,722.55,0.63967
1487.8,736.29,0.63701
1487.8,750.03,0.63435
1487.8,763.78,0.63169
1487.8,777.52,0.62903
1487.8,791.27,0.62635
1487.8,805.01,0.62288
1487.8,818.75,0.61945
1487.8,832.5,0.61747
1487.8,846.24,0.61549
1487.8,859.98,0.61374
1487.8,873.73,0.6101
1487.8,887.47,0.60608
1487.8,901.22,0.60182
1487.8,914.96,0.59582
1487.8,928.7,0.59253
1487.8,942.45,0.58923
1487.8,956.19,0.58515
1487.8,969.93,0.58011
1487.8,983.68,0.57506
1487.8,997.42,0.5698
1487.8,1011.2,0.56216
1487.8,1024.9,0.55513
1487.8,1038.7,0.54819
1487.8,1052.4,0.54044
1487.8,1066.1,0.52973
1487.8,1079.9,0.52134
1487.8,1093.6,0.51295
1487.8,1107.4,0.50026
1487.8,1121.1,0.48695
1487.8,1134.9,0.47532
1487.8,1148.6,0.46368
1487.8,1162.3,0.44631
1487.8,1176.1,0.43072
1487.8,1189.8,0.41514
1487.8,1203.6,0.39604
1487.8,1217.3,0.37063
1487.8,1231.1,0.35139
1487.8,1244.8,0.33215
1487.8,1258.6,0.30886
1487.8,1272.3,0.28145
1487.8,1286.0,0.25345
1487.8,1299.8,0.22544
1487.8,1313.5,0.21269
1487.8,1327.3,0.18622
1487.8,1341.0,0.15974
1487.8,1354.8,0.14118
1487.8,1368.5,0.13406
1487.8,1382.2,0.12285
1487.8,1396.0,0.11164
1487.8,1409.7,0.10566
1487.8,1423.5,0.10102
1487.8,1437.2,0.096373
1487.8,1451.0,0.09454
1487.8,1464.7,0.0
1487.8,1478.5,0.0
1487.8,1492.2,0.0
1487.8,1505.9,0.0
1487.8,1519.7,0.0
1487.8,1533.4,0.0
1487.8,1547.2,0.0
1487.8,1560.9,0.0
1487.8,1574.7,0.0
1487.8,1588.4,0.0
1487.8,1602.1,0.0
1487.8,1615.9,0.0
1487.8,1629.6,0.0
1487.8,1643.4,0.0
1487.8,1657.1,0.0
1487.8,1670.9,0.0
1487.8,1684.6,0.0
1487.8,1698.4,0.0
1487.8,1712.1,0.0
1487.8,1725.8,0.0
1487.8,1739.6,0.0
1487.8,1753.3,0.0
1487.8,1767.1,0.0
1487.8,1780.8,0.0
1487.8,1794.6,0.0
1487.8,1808.3,0.0
1487.8,1822.0,0.0
1487.8,1835.8,0.0
1487.8,1849.5,0.0
1487.8,1863.3,0.0
1487.8,1877.0,0.0
1487.8,1890.8,0.0
1487.8,1904.5,0.0
1487.8,1918.3,0.0
1487.8,1932.0,0.0
1487.8,1945.7,0.0
1487.8,1959.5,0.0
1487.8,1973.2,0.0
1487.8,1987.0,0.0
1487.8,2000.7,0.0
1487.8,2014.5,0.0
1487.8,2028.2,0.0
1487.8,2041.9,0.0
1487.8,2055.7,0.0
1487.8,2069.4,0.0
1487.8,2083.2,0.0
1487.8,2096.9,0.0
1487.8,2110.7,0.0
1487.8,2124.4,0.0
1487.8,2138.2,0.0
1487.8,2151.9,0.0
1487.8,2165.6,0.0
1487.8,2179.4,0.0
1487.8,2193.1,0.0
1501.6,7.8719,0.67271
1501.6,21.616,0.67314
1501.6,35.359,0.67357
1501.6,49.103,0.674
1501.6,62.847,0.67443
1501.6,76.591,0.67486
1501.6,90.334,0.67529
1501.6,104.08,0.6756
1501.6,117.82,0.67512
1501.6,131.57,0.67465
1501.6,145.31,0.67418
1501.6,159.05,0.67371
1501.6,172.8,0.67324
1501.6,186.54,0.67277
1501.6,200.28,0.6723
1501.6,214.03,0.67176
1501.6,227.77,0.67112
1501.6,241.52,0.67048
1501.6,255.26,0.66985
1501.6,269.0,0.66921
1501.6,282.75,0.66857
1501.6,296.49,0.66794
1501.6,310.23,0.66754
1501.6,323.98,0.66775
1501.6,337.72,0.66795
1501.6,351.47,0.66815
1501.6,365.21,0.66836
1501.6,378.95,0.66856
1501.6,392.7,0.66876
1501.6,406.44,0.66802
1501.6,420.18,0.66619
1501.6,433.93,0.66437
1501.6,447.67,0.66254
1501.6,461.42,0.66072
1501.6,475.16,0.6589
1501.6,488.9,0.65707
1501.6,502.65,0.65566
1501.6,516.39,0.6546
1501.6,530.13,0.65354
1501.6,543.88,0.65248
1501.6,557.62,0.65141
1501.6,571.37,0.65035
1501.6,585.11,0.64929
1501.6,598.85,0.64847
1501.6,612.6,0.64803
1501.6,626.34,0.64785
1501.6,640.08,0.64766
1501.6,653.83,0.64747
1501.6,667.57,0.64729
1501.6,681.32,0.6471
1501.6,695.06,0.64691
1501.6,708.8,0.64514
1501.6,722.55,0.64248
1501.6,736.29,0.63982
1501.6,750.03,0.63716
1501.6,763.78,0.6345
1501.6,777.52,0.63184
1501.6,791.27,0.62918
1501.6,805.01,0.62695
1501.6,818.75,0.62497
1501.6,832.5,0.62299
1501.6,846.24,0.62101
1501.6,859.98,0.61766
1501.6,873.73,0.61364
1501.6,887.47,0.60962
1501.6,901.22,0.60579
1501.6,914.96,0.60249
1501.6,928.7,0.5992
1501.6,942.45,0.5959
1501.6,956.19,0.59167
1501.6,969.93,0.58663
1501.6,983.68,0.58158
1501.6,997.42,0.57654
1501.6,1011.2,0.57028
1501.6,1024.9,0.56334
1501.6,1038.7,0.5564
1501.6,1052.4,0.54955
1501.6,1066.1,0.54116
1501.6,1079.9,0.53277
1501.6,1093.6,0.52438
1501.6,1107.4,0.51424
1501.6,1121.1,0.50261
1501.6,1134.9,0.49097
1501.6,1148.6,0.4794
1501.6,1162.3,0.465
1501.6,1176.1,0.44941
1501.6,1189.8,0.43383
1501.6,1203.6,0.4173
1501.6,1217.3,0.39805
1501.6,1231.1,0.37881
1501.6,1244.8,0.35957
1501.6,1258.6,0.33628
1501.6,1272.3,0.30828
1501.6,1286.0,0.28027
1501.6,1299.8,0.25226
1501.6,1313.5,0.22546
1501.6,1327.3,0.19899
1501.6,1341.0,0.17251
1501.6,1354.8,0.15132
1501.6,1368.5,0.14011
1501.6,1382.2,0.1289
1501.6,1396.0,0.11769
1501.6,1409.7,0.10935
1501.6,1423.5,0.10471
1501.6,1437.2,0.10006
1501.6,1451.0,0.095041
1501.6,1464.7,0.095879
1501.6,1478.5,0.0
1501.6,1492.2,0.0
1501.6,1505.9,0.0
1501.6,1519.7,0.0
1501.6,1533.4,0.0
1501.6,1547.2,0.0
1501.6,1560.9,0.0
1501.6,1574.7,0.0
1501.6,1588.4,0.0
1501.6,1602.1,0.0
1501.6,1615.9,0.0
1501.6,1629.6,0.0
1501.6,1643.4,0.0
1501.6,1657.1,0.0
1501.6,1670.9,0.0
1501.6,1684.6,0.0
1501.6,1698.4,0.0
1501.6,1712.1,0.0
1501.6,1725.8,0.0
1501.6,1739.6,0.0
1501.6,1753.3,0.0
1501.6,1767.1,0.0
1501.6,1780.8,0.0
1501.6,1794.6,0.0
1501.6,1808.3,0.0
1501.6,1822.0,0.0
1501.6,1835.8,0.0
1501.6,1849.5,0.0
1501.6,1863.3,0.0
1501.6,1877.0,0.0
1501.6,1890.8,0.0
1501.6,1904.5,0.0
1501.6,1918.3,0.0
1501.6,1932.0,0.0
1501.6,1945.7,0.0
1501.6,1959.5,0.0
1501.6,1973.2,0.0
1501.6,1987.0,0.0
1501.6,2000.7,0.0
1501.6,2014.5,0.0
1501.6,2028.2,0.0
1501.6,2041.9,0.0
1501.6,2055.7,0.0
1501.6,2069.4,0.0
1501.6,2083.2,0.0
1501.6,2096.9,0.0
1501.6,2110.7,0.0
1501.6,2124.4,0.0
1501.6,2138.2,0.0
1501.6,2151.9,0.0
1501.6,2165.6,0.0
1501.6,2179.4,0.0
1501.6,2193.1,0.0
1515.5,7.8719,0.67419
1515.5,21.616,0.67388
1515.5,35.359,0.67378
1515.5,49.103,0.67421
1515.5,62.847,0.67464
1515.5,76.591,0.67507
1515.5,90.334,0.6755
1515.5,104.08,0.67584
1515.5,117.82,0.67596
1515.5,131.57,0.67606
1515.5,145.31,0.67559
1515.5,159.05,0.67512
1515.5,172.8,0.67465
1515.5,186.54,0.67417
1515.5,200.28,0.67371
1515.5,214.03,0.67348
1515.5,227.77,0.67326
1515.5,241.52,0.67272
1515.5,255.26,0.67208
1515.5,269.0,0.67144
1515.5,282.75,0.67081
1515.5,296.49,0.67017
1515.5,310.23,0.66897
1515.5,323.98,0.66757
1515.5,337.72,0.66696
1515.5,351.47,0.66716
1515.5,365.21,0.66737
1515.5,378.95,0.66757
1515.5,392.7,0.66777
1515.5,406.44,0.66703
1515.5,420.18,0.6652
1515.5,433.93,0.66338
1515.5,447.67,0.66156
1515.5,461.42,0.65973
1515.5,475.16,0.65841
1515.5,488.9,0.65771
1515.5,502.65,0.65695
1515.5,516.39,0.65588
1515.5,530.13,0.65482
1515.5,543.88,0.65376
1515.5,557.62,0.6527
1515.5,571.37,0.6519
1515.5,585.11,0.65243
1515.5,598.85,0.65297
1515.5,612.6,0.65163
1515.5,626.34,0.65012
1515.5,640.08,0.64949
1515.5,653.83,0.6493
1515.5,667.57,0.64912
1515.5,681.32,0.64893
1515.5,695.06,0.64875
1515.5,708.8,0.64698
1515.5,722.55,0.64432
1515.5,736.29,0.64166
1515.5,750.03,0.639
1515.5,763.78,0.63634
1515.5,777.52,0.63412
1515.5,791.27,0.63219
1515.5,805.01,0.63025
1515.5,818.75,0.62827
1515.5,832.5,0.62629
1515.5,846.24,0.62509
1515.5,859.98,0.62188
1515.5,873.73,0.61786
1515.5,887.47,0.61406
1515.5,901.22,0.61105
1515.5,914.96,0.60776
1515.5,928.7,0.60447
1515.5,942.45,0.60045
1515.5,956.19,0.59569
1515.5,969.93,0.59064
1515.5,983.68,0.5856
1515.5,997.42,0.5831
1515.5,1011.2,0.57702
1515.5,1024.9,0.57008
1515.5,1038.7,0.56353
1515.5,1052.4,0.55765
1515.5,1066.1,0.55068
1515.5,1079.9,0.54229
1515.5,1093.6,0.5339
1515.5,1107.4,0.52377
1515.5,1121.1,0.51213
1515.5,1134.9,0.50058
1515.5,1148.6,0.49241
1515.5,1162.3,0.4808
1515.5,1176.1,0.46602
1515.5,1189.8,0.45044
1515.5,1203.6,0.43391
1515.5,1217.3,0.41466
1515.5,1231.1,0.39542
1515.5,1244.8,0.37874
1515.5,1258.6,0.36052
1515.5,1272.3,0.33671
1515.5,1286.0,0.3087
1515.5,1299.8,0.2807
1515.5,1313.5,0.2517
1515.5,1327.3,0.22487
1515.5,1341.0,0.1984
1515.5,1354.8,0.17721
1515.5,1368.5,0.16599
1515.5,1382.2,0.15478
1515.5,1396.0,0.13123
1515.5,1409.7,0.12035
1515.5,1423.5,0.1157
1515.5,1437.2,0.10982
1515.5,1451.0,0.099646
1515.5,1464.7,0.10048
1515.5,1478.5,0.097998
1515.5,1492.2,0.0
1515.5,1505.9,0.0
1515.5,1519.7,0.0
1515.5,1533.4,0.0
1515.5,1547.2,0.0
1515.5,1560.9,0.0
1515.5,1574.7,0.0
1515.5,1588.4,0.0
1515.5,1602.1,0.0
1515.5,1615.9,0.0
1515.5,1629.6,0.0
1515.5,1643.4,0.0
1515.5,1657.1,0.0
1515.5,1670.9,0.0
1515.5,1684.6,0.0
1515.5,1698.4,0.0
1515.5,1712.1,0.0
1515.5,1725.8,0.0
1515.5,1739.6,0.0
1515.5,1753.3,0.0
1515.5,1767.1,0.0
1515.5,1780.8,0.0
1515.5,1794.6,0.0
1515.5,1808.3,0.0
1515.5,1822.0,0.0
1515.5,1835.8,0.0
1515.5,1849.5,0.0
1515.5,1863.3,0.0
1515.5,1877.0,0.0
1515.5,1890.8,0.0
1515.5,1904.5,0.0
1515.5,1918.3,0.0
1515.5,1932.0,0.0
1515.5,1945.7,0.0
1515.5,1959.5,0.0
1515.5,1973.2,0.0
1515.5,1987.0,0.0
1515.5,2000.7,0.0
1515.5,2014.5,0.0
1515.5,2028.2,0.0
1515.5,2041.9,0.0
1515.5,2055.7,0.0
1515.5,2069.4,0.0
1515.5,2083.2,0.0
1515.5,2096.9,0.0
1515.5,2110.7,0.0
1515.5,2124.4,0.0
1515.5,2138.2,0.0
1515.5,2151.9,0.0
1515.5,2165.6,0.0
1515.5,2179.4,0.0
1515.5,2193.1,0.0
1529.3,7.8719,0.67586
1529.3,21.616,0.67556
1529.3,35.359,0.67525
1529.3,49.103,0.67494
1529.3,62.847,0.67484
1529.3,76.591,0.67527
1529.3,90.334,0.6757
1529.3,104.08,0.67604
1529.3,117.82,0.67617
1529.3,131.57,0.67629
1529.3,145.31,0.67642
1529.3,159.05,0.67652
1529.3,172.8,0.67605
1529.3,186.54,0.67558
1529.3,200.28,0.67511
1529.3,214.03,0.67489
1529.3,227.77,0.67466
1529.3,241.52,0.67444
1529.3,255.26,0.67421
1529.3,269.0,0.67368
1529.3,282.75,0.67304
1529.3,296.49,0.6724
1529.3,310.23,0.6712
1529.3,323.98,0.6698
1529.3,337.72,0.6684
1529.3,351.47,0.667
1529.3,365.21,0.66638
1529.3,378.95,0.66658
1529.3,392.7,0.66679
1529.3,406.44,0.66604
1529.3,420.18,0.66422
1529.3,433.93,0.66239
1529.3,447.67,0.66108
1529.3,461.42,0.66038
1529.3,475.16,0.65969
1529.3,488.9,0.65899
1529.3,502.65,0.65823
1529.3,516.39,0.65717
1529.3,530.13,0.6561
1529.3,543.88,0.65532
1529.3,557.62,0.65586
1529.3,571.37,0.65639
1529.3,585.11,0.65693
1529.3,598.85,0.65746
1529.3,612.6,0.65612
1529.3,626.34,0.65461
1529.3,640.08,0.6531
1529.3,653.83,0.65159
1529.3,667.57,0.65095
1529.3,681.32,0.65076
1529.3,695.06,0.65058
1529.3,708.8,0.64881
1529.3,722.55,0.64615
1529.3,736.29,0.64349
1529.3,750.03,0.64128
1529.3,763.78,0.63935
1529.3,777.52,0.63742
1529.3,791.27,0.6355
1529.3,805.01,0.63355
1529.3,818.75,0.63157
1529.3,832.5,0.63037
1529.3,846.24,0.62931
1529.3,859.98,0.6261
1529.3,873.73,0.62231
1529.3,887.47,0.61933
1529.3,901.22,0.61632
1529.3,914.96,0.61303
1529.3,928.7,0.60901
1529.3,942.45,0.60447
1529.3,956.19,0.5997
1529.3,969.93,0.59465
1529.3,983.68,0.59217
1529.3,997.42,0.58984
1529.3,1011.2,0.58376
1529.3,1024.9,0.57721
1529.3,1038.7,0.57155
1529.3,1052.4,0.56567
1529.3,1066.1,0.55878
1529.3,1079.9,0.55182
1529.3,1093.6,0.54343
1529.3,1107.4,0.53329
1529.3,1121.1,0.52176
1529.3,1134.9,0.51359
1529.3,1148.6,0.50543
1529.3,1162.3,0.49381
1529.3,1176.1,0.4818
1529.3,1189.8,0.46705
1529.3,1203.6,0.45052
1529.3,1217.3,0.43127
1529.3,1231.1,0.4146
1529.3,1244.8,0.39878
1529.3,1258.6,0.38057
1529.3,1272.3,0.36091
1529.3,1286.0,0.33714
1529.3,1299.8,0.30913
1529.3,1313.5,0.28013
1529.3,1327.3,0.25112
1529.3,1341.0,0.22428
1529.3,1354.8,0.20309
1529.3,1368.5,0.19188
1529.3,1382.2,0.16825
1529.3,1396.0,0.14223
1529.3,1409.7,0.13135
1529.3,1423.5,0.12543
1529.3,1437.2,0.11442
1529.3,1451.0,0.10425
1529.3,1464.7,0.1038
1529.3,1478.5,0.10055
1529.3,1492.2,0.097278
1529.3,1505.9,0.0
1529.3,1519.7,0.0
1529.3,1533.4,0.0
1529.3,1547.2,0.0
1529.3,1560.9,0.0
1529.3,1574.7,0.0
1529.3,1588.4,0.0
1529.3,1602.1,0.0
1529.3,1615.9,0.0
1529.3,1629.6,0.0
1529.3,1643.4,0.0
1529.3,1657.1,0.0
1529.3,1670.9,0.0
1529.3,1684.6,0.0
1529.3,1698.4,0.0
1529.3,1712.1,0.0
1529.3,1725.8,0.0
1529.3,1739.6,0.0
1529.3,1753.3,0.0
1529.3,1767.1,0.0
1529.3,1780.8,0.0
1529.3,1794.6,0.0
1529.3,1808.3,0.0
1529.3,1822.0,0.0
1529.3,1835.8,0.0
1529.3,1849.5,0.0
1529.3,1863.3,0.0
1529.3,1877.0,0.0
1529.3,1890.8,0.0
1529.3,1904.5,0.0
1529.3,1918.3,0.0
1529.3,1932.0,0.0
1529.3,1945.7,0.0
1529.3,1959.5,0.0
1529.3,1973.2,0.0
1529.3,1987.0,0.0
1529.3,2000.7,0.0
1529.3,2014.5,0.0
1529.3,2028.2,0.0
1529.3,2041.9,0.0
1529.3,2055.7,0.0
1529.3,2069.4,0.0
1529.3,2083.2,0.0
1529.3,2096.9,0.0
1529.3,2110.7,0.0
1529.3,2124.4,0.0
1529.3,2138.2,0.0
1529.3,2151.9,0.0
1529.3,2165.6,0.0
1529.3,2179.4,0.0
1529.3,2193.1,0.0
1543.1,7.8719,0.67754
1543.1,21.616,0.67723
1543.1,35.359,0.67692
1543.1,49.103,0.67661
1543.1,62.847,0.67631
1543.1,76.591,0.676
1543.1,90.334,0.67591
1543.1,104.08,0.67625
1543.1,117.82,0.67637
1543.1,131.57,0.6765
1543.1,145.31,0.67662
1543.1,159.05,0.67675
1543.1,172.8,0.67688
1543.1,186.54,0.67699
1543.1,200.28,0.67652
1543.1,214.03,0.67629
1543.1,227.77,0.67607
1543.1,241.52,0.67584
1543.1,255.26,0.67562
1543.1,269.0,0.67539
1543.1,282.75,0.67517
1543.1,296.49,0.67463
1543.1,310.23,0.67343
1543.1,323.98,0.67203
1543.1,337.72,0.67063
1543.1,351.47,0.66923
1543.1,365.21,0.66784
1543.1,378.95,0.66644
1543.1,392.7,0.6658
1543.1,406.44,0.66505
1543.1,420.18,0.66375
1543.1,433.93,0.66306
1543.1,447.67,0.66236
1543.1,461.42,0.66167
1543.1,475.16,0.66097
1543.1,488.9,0.66028
1543.1,502.65,0.65951
1543.1,516.39,0.65875
1543.1,530.13,0.65928
1543.1,543.88,0.65982
1543.1,557.62,0.66035
1543.1,571.37,0.66089
1543.1,585.11,0.66142
1543.1,598.85,0.66195
1543.1,612.6,0.66061
1543.1,626.34,0.6591
1543.1,640.08,0.65759
1543.1,653.83,0.65608
1543.1,667.57,0.65457
1543.1,681.32,0.65306
1543.1,695.06,0.65241
1543.1,708.8,0.65064
1543.1,722.55,0.64844
1543.1,736.29,0.64651
1543.1,750.03,0.64458
1543.1,763.78,0.64265
1543.1,777.52,0.64072
1543.1,791.27,0.6388
1543.1,805.01,0.63685
1543.1,818.75,0.63566
1543.1,832.5,0.63459
1543.1,846.24,0.63353
1543.1,859.98,0.63055
1543.1,873.73,0.62757
1543.1,887.47,0.62459
1543.1,901.22,0.62159
1543.1,914.96,0.61756
1543.1,928.7,0.61302
1543.1,942.45,0.60848
1543.1,956.19,0.60371
1543.1,969.93,0.60124
1543.1,983.68,0.59891
1543.1,997.42,0.59658
1543.1,1011.2,0.5909
1543.1,1024.9,0.58524
1543.1,1038.7,0.57957
1543.1,1052.4,0.57369
1543.1,1066.1,0.5668
1543.1,1079.9,0.5599
1543.1,1093.6,0.55295
1543.1,1107.4,0.54294
1543.1,1121.1,0.53477
1543.1,1134.9,0.52661
1543.1,1148.6,0.51844
1543.1,1162.3,0.50682
1543.1,1176.1,0.49482
1543.1,1189.8,0.48281
1543.1,1203.6,0.46712
1543.1,1217.3,0.45047
1543.1,1231.1,0.43465
1543.1,1244.8,0.41883
1543.1,1258.6,0.40062
1543.1,1272.3,0.38095
1543.1,1286.0,0.36129
1543.1,1299.8,0.33756
1543.1,1313.5,0.30857
1543.1,1327.3,0.27956
1543.1,1341.0,0.25054
1543.1,1354.8,0.22897
1543.1,1368.5,0.20527
1543.1,1382.2,0.17925
1543.1,1396.0,0.15322
1543.1,1409.7,0.14104
1543.1,1423.5,0.13003
1543.1,1437.2,0.11903
1543.1,1451.0,0.10885
1543.1,1464.7,0.10635
1543.1,1478.5,0.1031
1543.1,1492.2,0.099855
1543.1,1505.9,0.096515
1543.1,1519.7,0.0
1543.1,1533.4,0.0
1543.1,1547.2,0.0
1543.1,1560.9,0.0
1543.1,1574.7,0.0
1543.1,1588.4,0.0
1543.1,1602.1,0.0
1543.1,1615.9,0.0
1543.1,1629.6,0.0
1543.1,1643.4,0.0
1543.1,1657.1,0.0
1543.1,1670.9,0.0
1543.1,1684.6,0.0
1543.1,1698.4,0.0
1543.1,1712.1,0.0
1543.1,1725.8,0.0
1543.1,1739.6,0.0
1543.1,1753.3,0.0
1543.1,1767.1,0.0
1543.1,1780.8,0.0
1543.1,1794.6,0.0
1543.1,1808.3,0.0
1543.1,1822.0,0.0
1543.1,1835.8,0.0
1543.1,1849.5,0.0
1543.1,1863.3,0.0
1543.1,1877.0,0.0
1543.1,1890.8,0.0
1543.1,1904.5,0.0
1543.1,1918.3,0.0
1543.1,1932.0,0.0
1543.1,1945.7,0.0
1543.1,1959.5,0.0
1543.1,1973.2,0.0
1543.1,1987.0,0.0
1543.1,2000.7,0.0
1543.1,2014.5,0.0
1543.1,2028.2,0.0
1543.1,2041.9,0.0
1543.1,2055.7,0.0
1543.1,2069.4,0.0
1543.1,2083.2,0.0
1543.1,2096.9,0.0
1543.1,2110.7,0.0
1543.1,2124.4,0.0
1543.1,2138.2,0.0
1543.1,2151.9,0.0
1543.1,2165.6,0.0
1543.1,2179.4,0.0
1543.1,2193.1,0.0
