#: table_doi: 10.17182/hepdata.90835.v1/t30
#: name: T1bbbb expected + 1 s.d. mass limit curve
#: description: Exclusion limits assuming the approximate-NNLO+NNLL cross sections
#: data_file: t1bbbb_expected_+_1_s.d._mass_limit_curve.yaml
#: keyword observables: CLS
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> GLUINO GLUINO | GLUINO --> BQ BQBAR NEUTRALINO1
#: LUMINOSITY [fb$^{-1}$],137
#: Limit boundary,Expected + 1 s.d.
M(GLUINO) [GeV],M(NEUTRALINO1) [GeV]
719.05,694.37
1042.7,1016.9
1077.4,1051.4
1133.7,1106.9
1163.4,1134.5
1165.7,1136.9
1200.0,1166.4
1209.6,1174.1
1217.1,1180.5
1250.0,1206.8
1271.7,1223.8
1288.0,1236.8
1300.0,1246.1
1330.6,1269.9
1350.0,1285.3
1359.6,1292.6
1361.3,1293.9
1388.1,1314.6
1400.0,1324.0
1418.3,1337.7
1425.4,1343.4
1444.3,1358.2
1450.0,1362.3
1494.7,1396.3
1498.5,1399.0
1500.0,1400.3
1542.0,1431.2
1550.0,1439.2
1552.6,1439.8
1555.9,1442.8
1597.8,1457.3
1600.0,1459.1
1633.7,1465.7
1650.0,1467.6
1677.0,1468.9
1700.0,1468.4
1739.0,1465.1
1750.0,1464.2
1790.2,1461.1
1800.0,1460.8
1838.9,1460.0
1850.0,1460.4
1858.8,1460.5
1900.0,1462.4
1936.8,1464.3
1950.0,1465.0
1983.5,1466.8
2039.7,1460.3
2050.0,1458.8
2084.9,1450.0
2100.0,1445.2
2106.9,1443.1
2150.0,1434.0
2172.4,1422.4
2200.0,1409.5
2206.2,1406.2
2214.6,1400.0
2250.0,1358.1
2254.4,1350.0
2267.2,1317.2
2273.7,1300.0
2279.6,1279.6
2300.0,1217.1
2304.3,1200.0
2310.6,1178.9
2330.9,1100.0
2336.9,1073.8
2350.0,1027.3
2356.9,1000.0
2357.9,984.21
2368.8,900.0
2374.7,850.61
2378.2,800.0
2378.3,743.33
2379.0,700.0
2381.3,637.44
2382.4,600.0
2378.9,542.15
2376.7,500.0
2375.0,449.99
2373.5,400.0
2368.0,363.93
2362.5,300.0
2362.0,276.06
2361.2,200.0
2358.9,182.14
2355.9,100.0
2355.5,89.195
2350.0,35.711
2346.2,8.5459
2345.7,1.0
2345.7,1.0

