#: table_doi: 10.17182/hepdata.90835.v1/t81
#: name: T1bbbb efficiency
#: description: The efficiency times acceptance of the SMS models for T1bbbb as function of the gluino and LSP masses. The efficiency times acceptance is given for the total signal across the set of 174 search regions.
#: data_file: t1bbbb_efficiency.yaml
#: keyword observables: EFF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> GLUINO GLUINO | GLUINO --> BQ BQBAR NEUTRALINO1
#: Efficiency,
M(GLUINO) [GeV],M(NEUTRALINO1) [GeV],Efficiency $\times$ Acceptance
998.03,66.278,0.40572
998.03,78.147,0.40711
998.03,90.016,0.4085
998.03,101.88,0.40977
998.03,113.75,0.41078
998.03,125.62,0.4118
998.03,137.49,0.41281
998.03,149.36,0.41383
998.03,161.23,0.41485
998.03,173.1,0.41586
998.03,184.97,0.41688
998.03,196.83,0.4179
998.03,208.7,0.41769
998.03,220.57,0.41731
998.03,232.44,0.41692
998.03,244.31,0.41653
998.03,256.18,0.41615
998.03,268.05,0.41576
998.03,279.92,0.41537
998.03,291.78,0.41499
998.03,303.65,0.41399
998.03,315.52,0.41162
998.03,327.39,0.40926
998.03,339.26,0.40689
998.03,351.13,0.40453
998.03,363.0,0.40216
998.03,374.87,0.3998
998.03,386.73,0.39743
998.03,398.6,0.395
998.03,410.47,0.39044
998.03,422.34,0.38613
998.03,434.21,0.38181
998.03,446.08,0.3775
998.03,457.95,0.37318
998.03,469.82,0.36887
998.03,481.68,0.36455
998.03,493.55,0.36024
998.03,505.42,0.35484
998.03,517.29,0.34815
998.03,529.16,0.34146
998.03,541.03,0.33477
998.03,552.9,0.32715
998.03,564.77,0.31872
998.03,576.63,0.31029
998.03,588.5,0.30186
998.03,600.37,0.29332
998.03,612.24,0.28276
998.03,624.11,0.27243
998.03,635.98,0.2621
998.03,647.85,0.25177
998.03,659.72,0.2398
998.03,671.58,0.22747
998.03,683.45,0.21515
998.03,695.32,0.20283
998.03,707.19,0.19063
998.03,719.06,0.17773
998.03,730.93,0.16483
998.03,742.8,0.15193
998.03,754.67,0.14088
998.03,766.53,0.13051
998.03,778.4,0.12015
998.03,790.27,0.10978
998.03,802.14,0.10037
998.03,814.01,0.095305
998.03,825.88,0.09024
998.03,837.75,0.085175
998.03,849.62,0.080548
998.03,861.48,0.078686
998.03,873.35,0.076532
998.03,885.22,0.074378
998.03,897.09,0.072223
998.03,908.96,0.071386
998.03,920.83,0.070857
998.03,932.7,0.070328
998.03,944.57,0.069799
998.03,956.43,0.070125
998.03,968.3,0.070963
998.03,980.17,0.0
998.03,992.04,0.0
998.03,1003.9,0.0
998.03,1015.8,0.0
998.03,1027.6,0.0
998.03,1039.5,0.0
998.03,1051.4,0.0
998.03,1063.3,0.0
998.03,1075.1,0.0
998.03,1087.0,0.0
998.03,1098.9,0.0
998.03,1110.7,0.0
998.03,1122.6,0.0
998.03,1134.5,0.0
998.03,1146.3,0.0
998.03,1158.2,0.0
998.03,1170.1,0.0
998.03,1181.9,0.0
998.03,1193.8,0.0
998.03,1205.7,0.0
998.03,1217.5,0.0
998.03,1229.4,0.0
998.03,1241.3,0.0
998.03,1253.2,0.0
998.03,1265.0,0.0
998.03,1276.9,0.0
998.03,1288.8,0.0
998.03,1300.6,0.0
998.03,1312.5,0.0
998.03,1324.4,0.0
998.03,1336.2,0.0
998.03,1348.1,0.0
998.03,1360.0,0.0
998.03,1371.8,0.0
998.03,1383.7,0.0
998.03,1395.6,0.0
998.03,1407.4,0.0
998.03,1419.3,0.0
998.03,1431.2,0.0
998.03,1443.1,0.0
998.03,1454.9,0.0
998.03,1466.8,0.0
998.03,1478.7,0.0
998.03,1490.5,0.0
998.03,1502.4,0.0
998.03,1514.3,0.0
998.03,1526.1,0.0
998.03,1538.0,0.0
998.03,1549.9,0.0
998.03,1561.7,0.0
998.03,1573.6,0.0
998.03,1585.5,0.0
998.03,1597.3,0.0
998.03,1609.2,0.0
998.03,1621.1,0.0
998.03,1633.0,0.0
998.03,1644.8,0.0
998.03,1656.7,0.0
998.03,1668.6,0.0
998.03,1680.4,0.0
998.03,1692.3,0.0
998.03,1704.2,0.0
998.03,1716.0,0.0
998.03,1727.9,0.0
998.03,1739.8,0.0
998.03,1751.6,0.0
998.03,1763.5,0.0
998.03,1775.4,0.0
998.03,1787.2,0.0
998.03,1799.1,0.0
998.03,1811.0,0.0
998.03,1822.9,0.0
998.03,1834.7,0.0
998.03,1846.6,0.0
998.03,1858.5,0.0
998.03,1870.3,0.0
998.03,1882.2,0.0
998.03,1894.1,0.0
1012.5,6.9344,0.40324
1012.5,18.803,0.40463
1012.5,30.672,0.40602
1012.5,42.541,0.4074
1012.5,54.409,0.40879
1012.5,66.278,0.41018
1012.5,78.147,0.41157
1012.5,90.016,0.41295
1012.5,101.88,0.41426
1012.5,113.75,0.41527
1012.5,125.62,0.41629
1012.5,137.49,0.41731
1012.5,149.36,0.41832
1012.5,161.23,0.41934
1012.5,173.1,0.42036
1012.5,184.97,0.42137
1012.5,196.83,0.42247
1012.5,208.7,0.42249
1012.5,220.57,0.4221
1012.5,232.44,0.42171
1012.5,244.31,0.42133
1012.5,256.18,0.42094
1012.5,268.05,0.42055
1012.5,279.92,0.42017
1012.5,291.78,0.41997
1012.5,303.65,0.41968
1012.5,315.52,0.41812
1012.5,327.39,0.41576
1012.5,339.26,0.41339
1012.5,351.13,0.41103
1012.5,363.0,0.40866
1012.5,374.87,0.40629
1012.5,386.73,0.40393
1012.5,398.6,0.40156
1012.5,410.47,0.39844
1012.5,422.34,0.39522
1012.5,434.21,0.39115
1012.5,446.08,0.38684
1012.5,457.95,0.38252
1012.5,469.82,0.37821
1012.5,481.68,0.37389
1012.5,493.55,0.36958
1012.5,505.42,0.3648
1012.5,517.29,0.35891
1012.5,529.16,0.35222
1012.5,541.03,0.34553
1012.5,552.9,0.33878
1012.5,564.77,0.33157
1012.5,576.63,0.32314
1012.5,588.5,0.31471
1012.5,600.37,0.30622
1012.5,612.24,0.29589
1012.5,624.11,0.28556
1012.5,635.98,0.27523
1012.5,647.85,0.2667
1012.5,659.72,0.25633
1012.5,671.58,0.24435
1012.5,683.45,0.23203
1012.5,695.32,0.21971
1012.5,707.19,0.20703
1012.5,719.06,0.19413
1012.5,730.93,0.18123
1012.5,742.8,0.16855
1012.5,754.67,0.15694
1012.5,766.53,0.14658
1012.5,778.4,0.13621
1012.5,790.27,0.12517
1012.5,802.14,0.11234
1012.5,814.01,0.10219
1012.5,825.88,0.097121
1012.5,837.75,0.092056
1012.5,849.62,0.086991
1012.5,861.48,0.084743
1012.5,873.35,0.082588
1012.5,885.22,0.080434
1012.5,897.09,0.075803
1012.5,908.96,0.074124
1012.5,920.83,0.073595
1012.5,932.7,0.073066
1012.5,944.57,0.071544
1012.5,956.43,0.070993
1012.5,968.3,0.071831
1012.5,980.17,0.071473
1012.5,992.04,0.0
1012.5,1003.9,0.0
1012.5,1015.8,0.0
1012.5,1027.6,0.0
1012.5,1039.5,0.0
1012.5,1051.4,0.0
1012.5,1063.3,0.0
1012.5,1075.1,0.0
1012.5,1087.0,0.0
1012.5,1098.9,0.0
1012.5,1110.7,0.0
1012.5,1122.6,0.0
1012.5,1134.5,0.0
1012.5,1146.3,0.0
1012.5,1158.2,0.0
1012.5,1170.1,0.0
1012.5,1181.9,0.0
1012.5,1193.8,0.0
1012.5,1205.7,0.0
1012.5,1217.5,0.0
1012.5,1229.4,0.0
1012.5,1241.3,0.0
1012.5,1253.2,0.0
1012.5,1265.0,0.0
1012.5,1276.9,0.0
1012.5,1288.8,0.0
1012.5,1300.6,0.0
1012.5,1312.5,0.0
1012.5,1324.4,0.0
1012.5,1336.2,0.0
1012.5,1348.1,0.0
1012.5,1360.0,0.0
1012.5,1371.8,0.0
1012.5,1383.7,0.0
1012.5,1395.6,0.0
1012.5,1407.4,0.0
1012.5,1419.3,0.0
1012.5,1431.2,0.0
1012.5,1443.1,0.0
1012.5,1454.9,0.0
1012.5,1466.8,0.0
1012.5,1478.7,0.0
1012.5,1490.5,0.0
1012.5,1502.4,0.0
1012.5,1514.3,0.0
1012.5,1526.1,0.0
1012.5,1538.0,0.0
1012.5,1549.9,0.0
1012.5,1561.7,0.0
1012.5,1573.6,0.0
1012.5,1585.5,0.0
1012.5,1597.3,0.0
1012.5,1609.2,0.0
1012.5,1621.1,0.0
1012.5,1633.0,0.0
1012.5,1644.8,0.0
1012.5,1656.7,0.0
1012.5,1668.6,0.0
1012.5,1680.4,0.0
1012.5,1692.3,0.0
1012.5,1704.2,0.0
1012.5,1716.0,0.0
1012.5,1727.9,0.0
1012.5,1739.8,0.0
1012.5,1751.6,0.0
1012.5,1763.5,0.0
1012.5,1775.4,0.0
1012.5,1787.2,0.0
1012.5,1799.1,0.0
1012.5,1811.0,0.0
1012.5,1822.9,0.0
1012.5,1834.7,0.0
1012.5,1846.6,0.0
1012.5,1858.5,0.0
1012.5,1870.3,0.0
1012.5,1882.2,0.0
1012.5,1894.1,0.0
1027.0,6.9344,0.40758
1027.0,18.803,0.40897
1027.0,30.672,0.41036
1027.0,42.541,0.41175
1027.0,54.409,0.41313
1027.0,66.278,0.41452
1027.0,78.147,0.4159
1027.0,90.016,0.41726
1027.0,101.88,0.41857
1027.0,113.75,0.41959
1027.0,125.62,0.4206
1027.0,137.49,0.42162
1027.0,149.36,0.42264
1027.0,161.23,0.42365
1027.0,173.1,0.42467
1027.0,184.97,0.42579
1027.0,196.83,0.42691
1027.0,208.7,0.42693
1027.0,220.57,0.42654
1027.0,232.44,0.42616
1027.0,244.31,0.42577
1027.0,256.18,0.42538
1027.0,268.05,0.425
1027.0,279.92,0.42492
1027.0,291.78,0.42507
1027.0,303.65,0.42478
1027.0,315.52,0.4235
1027.0,327.39,0.42217
1027.0,339.26,0.41981
1027.0,351.13,0.41744
1027.0,363.0,0.41508
1027.0,374.87,0.41271
1027.0,386.73,0.41034
1027.0,398.6,0.40798
1027.0,410.47,0.40486
1027.0,422.34,0.40164
1027.0,434.21,0.39841
1027.0,446.08,0.39519
1027.0,457.95,0.3916
1027.0,469.82,0.38729
1027.0,481.68,0.38297
1027.0,493.55,0.37866
1027.0,505.42,0.37388
1027.0,517.29,0.36854
1027.0,529.16,0.36295
1027.0,541.03,0.35626
1027.0,552.9,0.34951
1027.0,564.77,0.34258
1027.0,576.63,0.33565
1027.0,588.5,0.32726
1027.0,600.37,0.31877
1027.0,612.24,0.30844
1027.0,624.11,0.2983
1027.0,635.98,0.29004
1027.0,647.85,0.28178
1027.0,659.72,0.27141
1027.0,671.58,0.26057
1027.0,683.45,0.24892
1027.0,695.32,0.2366
1027.0,707.19,0.22393
1027.0,719.06,0.21103
1027.0,730.93,0.19845
1027.0,742.8,0.18604
1027.0,754.67,0.17443
1027.0,766.53,0.16406
1027.0,778.4,0.15239
1027.0,790.27,0.13913
1027.0,802.14,0.1263
1027.0,814.01,0.11541
1027.0,825.88,0.10451
1027.0,837.75,0.09891
1027.0,849.62,0.093845
1027.0,861.48,0.091597
1027.0,873.35,0.089358
1027.0,885.22,0.084138
1027.0,897.09,0.078919
1027.0,908.96,0.07724
1027.0,920.83,0.076711
1027.0,932.7,0.074823
1027.0,944.57,0.072626
1027.0,956.43,0.072075
1027.0,968.3,0.072202
1027.0,980.17,0.071798
1027.0,992.04,0.071594
1027.0,1003.9,0.0
1027.0,1015.8,0.0
1027.0,1027.6,0.0
1027.0,1039.5,0.0
1027.0,1051.4,0.0
1027.0,1063.3,0.0
1027.0,1075.1,0.0
1027.0,1087.0,0.0
1027.0,1098.9,0.0
1027.0,1110.7,0.0
1027.0,1122.6,0.0
1027.0,1134.5,0.0
1027.0,1146.3,0.0
1027.0,1158.2,0.0
1027.0,1170.1,0.0
1027.0,1181.9,0.0
1027.0,1193.8,0.0
1027.0,1205.7,0.0
1027.0,1217.5,0.0
1027.0,1229.4,0.0
1027.0,1241.3,0.0
1027.0,1253.2,0.0
1027.0,1265.0,0.0
1027.0,1276.9,0.0
1027.0,1288.8,0.0
1027.0,1300.6,0.0
1027.0,1312.5,0.0
1027.0,1324.4,0.0
1027.0,1336.2,0.0
1027.0,1348.1,0.0
1027.0,1360.0,0.0
1027.0,1371.8,0.0
1027.0,1383.7,0.0
1027.0,1395.6,0.0
1027.0,1407.4,0.0
1027.0,1419.3,0.0
1027.0,1431.2,0.0
1027.0,1443.1,0.0
1027.0,1454.9,0.0
1027.0,1466.8,0.0
1027.0,1478.7,0.0
1027.0,1490.5,0.0
1027.0,1502.4,0.0
1027.0,1514.3,0.0
1027.0,1526.1,0.0
1027.0,1538.0,0.0
1027.0,1549.9,0.0
1027.0,1561.7,0.0
1027.0,1573.6,0.0
1027.0,1585.5,0.0
1027.0,1597.3,0.0
1027.0,1609.2,0.0
1027.0,1621.1,0.0
1027.0,1633.0,0.0
1027.0,1644.8,0.0
1027.0,1656.7,0.0
1027.0,1668.6,0.0
1027.0,1680.4,0.0
1027.0,1692.3,0.0
1027.0,1704.2,0.0
1027.0,1716.0,0.0
1027.0,1727.9,0.0
1027.0,1739.8,0.0
1027.0,1751.6,0.0
1027.0,1763.5,0.0
1027.0,1775.4,0.0
1027.0,1787.2,0.0
1027.0,1799.1,0.0
1027.0,1811.0,0.0
1027.0,1822.9,0.0
1027.0,1834.7,0.0
1027.0,1846.6,0.0
1027.0,1858.5,0.0
1027.0,1870.3,0.0
1027.0,1882.2,0.0
1027.0,1894.1,0.0
1041.4,6.9344,0.41193
1041.4,18.803,0.41331
1041.4,30.672,0.4147
1041.4,42.541,0.41609
1041.4,54.409,0.41748
1041.4,66.278,0.41885
1041.4,78.147,0.42021
1041.4,90.016,0.42157
1041.4,101.88,0.42288
1041.4,113.75,0.4239
1041.4,125.62,0.42491
1041.4,137.49,0.42593
1041.4,149.36,0.42695
1041.4,161.23,0.42799
1041.4,173.1,0.42911
1041.4,184.97,0.43023
1041.4,196.83,0.43136
1041.4,208.7,0.43137
1041.4,220.57,0.43099
1041.4,232.44,0.4306
1041.4,244.31,0.43021
1041.4,256.18,0.42982
1041.4,268.05,0.42987
1041.4,279.92,0.43002
1041.4,291.78,0.43017
1041.4,303.65,0.42988
1041.4,315.52,0.4286
1041.4,327.39,0.42731
1041.4,339.26,0.42602
1041.4,351.13,0.42386
1041.4,363.0,0.42149
1041.4,374.87,0.41913
1041.4,386.73,0.41676
1041.4,398.6,0.41439
1041.4,410.47,0.41127
1041.4,422.34,0.40805
1041.4,434.21,0.40483
1041.4,446.08,0.40161
1041.4,457.95,0.39839
1041.4,469.82,0.39517
1041.4,481.68,0.39194
1041.4,493.55,0.38774
1041.4,505.42,0.38296
1041.4,517.29,0.37762
1041.4,529.16,0.37228
1041.4,541.03,0.36694
1041.4,552.9,0.36024
1041.4,564.77,0.35331
1041.4,576.63,0.34638
1041.4,588.5,0.33945
1041.4,600.37,0.33133
1041.4,612.24,0.32165
1041.4,624.11,0.31339
1041.4,635.98,0.30513
1041.4,647.85,0.29687
1041.4,659.72,0.2865
1041.4,671.58,0.27566
1041.4,683.45,0.26482
1041.4,695.32,0.25349
1041.4,707.19,0.24082
1041.4,719.06,0.22835
1041.4,730.93,0.21594
1041.4,742.8,0.20352
1041.4,754.67,0.19192
1041.4,766.53,0.17961
1041.4,778.4,0.16635
1041.4,790.27,0.15309
1041.4,802.14,0.14026
1041.4,814.01,0.12937
1041.4,825.88,0.11848
1041.4,837.75,0.10758
1041.4,849.62,0.1007
1041.4,861.48,0.097694
1041.4,873.35,0.092474
1041.4,885.22,0.087254
1041.4,897.09,0.082035
1041.4,908.96,0.080298
1041.4,920.83,0.078102
1041.4,932.7,0.075905
1041.4,944.57,0.073709
1041.4,956.43,0.072932
1041.4,968.3,0.072527
1041.4,980.17,0.072123
1041.4,992.04,0.071719
1041.4,1003.9,0.071776
1041.4,1015.8,0.07204
1041.4,1027.6,0.0
1041.4,1039.5,0.0
1041.4,1051.4,0.0
1041.4,1063.3,0.0
1041.4,1075.1,0.0
1041.4,1087.0,0.0
1041.4,1098.9,0.0
1041.4,1110.7,0.0
1041.4,1122.6,0.0
1041.4,1134.5,0.0
1041.4,1146.3,0.0
1041.4,1158.2,0.0
1041.4,1170.1,0.0
1041.4,1181.9,0.0
1041.4,1193.8,0.0
1041.4,1205.7,0.0
1041.4,1217.5,0.0
1041.4,1229.4,0.0
1041.4,1241.3,0.0
1041.4,1253.2,0.0
1041.4,1265.0,0.0
1041.4,1276.9,0.0
1041.4,1288.8,0.0
1041.4,1300.6,0.0
1041.4,1312.5,0.0
1041.4,1324.4,0.0
1041.4,1336.2,0.0
1041.4,1348.1,0.0
1041.4,1360.0,0.0
1041.4,1371.8,0.0
1041.4,1383.7,0.0
1041.4,1395.6,0.0
1041.4,1407.4,0.0
1041.4,1419.3,0.0
1041.4,1431.2,0.0
1041.4,1443.1,0.0
1041.4,1454.9,0.0
1041.4,1466.8,0.0
1041.4,1478.7,0.0
1041.4,1490.5,0.0
1041.4,1502.4,0.0
1041.4,1514.3,0.0
1041.4,1526.1,0.0
1041.4,1538.0,0.0
1041.4,1549.9,0.0
1041.4,1561.7,0.0
1041.4,1573.6,0.0
1041.4,1585.5,0.0
1041.4,1597.3,0.0
1041.4,1609.2,0.0
1041.4,1621.1,0.0
1041.4,1633.0,0.0
1041.4,1644.8,0.0
1041.4,1656.7,0.0
1041.4,1668.6,0.0
1041.4,1680.4,0.0
1041.4,1692.3,0.0
1041.4,1704.2,0.0
1041.4,1716.0,0.0
1041.4,1727.9,0.0
1041.4,1739.8,0.0
1041.4,1751.6,0.0
1041.4,1763.5,0.0
1041.4,1775.4,0.0
1041.4,1787.2,0.0
1041.4,1799.1,0.0
1041.4,1811.0,0.0
1041.4,1822.9,0.0
1041.4,1834.7,0.0
1041.4,1846.6,0.0
1041.4,1858.5,0.0
1041.4,1870.3,0.0
1041.4,1882.2,0.0
1041.4,1894.1,0.0
1055.9,6.9344,0.41627
1055.9,18.803,0.41766
1055.9,30.672,0.41904
1055.9,42.541,0.42043
1055.9,54.409,0.4218
1055.9,66.278,0.42316
1055.9,78.147,0.42452
1055.9,90.016,0.42589
1055.9,101.88,0.42719
1055.9,113.75,0.42821
1055.9,125.62,0.42923
1055.9,137.49,0.43024
1055.9,149.36,0.43131
1055.9,161.23,0.43243
1055.9,173.1,0.43355
1055.9,184.97,0.43468
1055.9,196.83,0.4358
1055.9,208.7,0.43581
1055.9,220.57,0.43543
1055.9,232.44,0.43504
1055.9,244.31,0.43466
1055.9,256.18,0.43482
1055.9,268.05,0.43497
1055.9,279.92,0.43512
1055.9,291.78,0.43527
1055.9,303.65,0.43498
1055.9,315.52,0.4337
1055.9,327.39,0.43241
1055.9,339.26,0.43112
1055.9,351.13,0.42984
1055.9,363.0,0.42791
1055.9,374.87,0.42554
1055.9,386.73,0.42318
1055.9,398.6,0.42081
1055.9,410.47,0.41769
1055.9,422.34,0.41447
1055.9,434.21,0.41125
1055.9,446.08,0.40803
1055.9,457.95,0.4048
1055.9,469.82,0.40158
1055.9,481.68,0.39836
1055.9,493.55,0.39532
1055.9,505.42,0.39193
1055.9,517.29,0.38664
1055.9,529.16,0.38131
1055.9,541.03,0.37597
1055.9,552.9,0.37024
1055.9,564.77,0.36331
1055.9,576.63,0.35638
1055.9,588.5,0.34945
1055.9,600.37,0.34324
1055.9,612.24,0.33498
1055.9,624.11,0.32672
1055.9,635.98,0.31846
1055.9,647.85,0.31068
1055.9,659.72,0.3016
1055.9,671.58,0.29076
1055.9,683.45,0.27992
1055.9,695.32,0.26908
1055.9,707.19,0.25729
1055.9,719.06,0.24487
1055.9,730.93,0.23246
1055.9,742.8,0.22005
1055.9,754.67,0.20796
1055.9,766.53,0.19471
1055.9,778.4,0.18145
1055.9,790.27,0.16819
1055.9,802.14,0.15522
1055.9,814.01,0.14346
1055.9,825.88,0.13257
1055.9,837.75,0.12168
1055.9,849.62,0.11078
1055.9,861.48,0.10252
1055.9,873.35,0.097297
1055.9,885.22,0.092077
1055.9,897.09,0.086858
1055.9,908.96,0.08392
1055.9,920.83,0.081723
1055.9,932.7,0.079527
1055.9,944.57,0.077192
1055.9,956.43,0.074425
1055.9,968.3,0.07402
1055.9,980.17,0.073616
1055.9,992.04,0.073212
1055.9,1003.9,0.072219
1055.9,1015.8,0.072484
1055.9,1027.6,0.072265
1055.9,1039.5,0.0
1055.9,1051.4,0.0
1055.9,1063.3,0.0
1055.9,1075.1,0.0
1055.9,1087.0,0.0
1055.9,1098.9,0.0
1055.9,1110.7,0.0
1055.9,1122.6,0.0
1055.9,1134.5,0.0
1055.9,1146.3,0.0
1055.9,1158.2,0.0
1055.9,1170.1,0.0
1055.9,1181.9,0.0
1055.9,1193.8,0.0
1055.9,1205.7,0.0
1055.9,1217.5,0.0
1055.9,1229.4,0.0
1055.9,1241.3,0.0
1055.9,1253.2,0.0
1055.9,1265.0,0.0
1055.9,1276.9,0.0
1055.9,1288.8,0.0
1055.9,1300.6,0.0
1055.9,1312.5,0.0
1055.9,1324.4,0.0
1055.9,1336.2,0.0
1055.9,1348.1,0.0
1055.9,1360.0,0.0
1055.9,1371.8,0.0
1055.9,1383.7,0.0
1055.9,1395.6,0.0
1055.9,1407.4,0.0
1055.9,1419.3,0.0
1055.9,1431.2,0.0
1055.9,1443.1,0.0
1055.9,1454.9,0.0
1055.9,1466.8,0.0
1055.9,1478.7,0.0
1055.9,1490.5,0.0
1055.9,1502.4,0.0
1055.9,1514.3,0.0
1055.9,1526.1,0.0
1055.9,1538.0,0.0
1055.9,1549.9,0.0
1055.9,1561.7,0.0
1055.9,1573.6,0.0
1055.9,1585.5,0.0
1055.9,1597.3,0.0
1055.9,1609.2,0.0
1055.9,1621.1,0.0
1055.9,1633.0,0.0
1055.9,1644.8,0.0
1055.9,1656.7,0.0
1055.9,1668.6,0.0
1055.9,1680.4,0.0
1055.9,1692.3,0.0
1055.9,1704.2,0.0
1055.9,1716.0,0.0
1055.9,1727.9,0.0
1055.9,1739.8,0.0
1055.9,1751.6,0.0
1055.9,1763.5,0.0
1055.9,1775.4,0.0
1055.9,1787.2,0.0
1055.9,1799.1,0.0
1055.9,1811.0,0.0
1055.9,1822.9,0.0
1055.9,1834.7,0.0
1055.9,1846.6,0.0
1055.9,1858.5,0.0
1055.9,1870.3,0.0
1055.9,1882.2,0.0
1055.9,1894.1,0.0
1070.4,6.9344,0.42061
1070.4,18.803,0.422
1070.4,30.672,0.42339
1070.4,42.541,0.42475
1070.4,54.409,0.42611
1070.4,66.278,0.42747
1070.4,78.147,0.42884
1070.4,90.016,0.4302
1070.4,101.88,0.43151
1070.4,113.75,0.43252
1070.4,125.62,0.43354
1070.4,137.49,0.43463
1070.4,149.36,0.43575
1070.4,161.23,0.43687
1070.4,173.1,0.438
1070.4,184.97,0.43912
1070.4,196.83,0.44024
1070.4,208.7,0.44026
1070.4,220.57,0.43987
1070.4,232.44,0.43961
1070.4,244.31,0.43976
1070.4,256.18,0.43992
1070.4,268.05,0.44007
1070.4,279.92,0.44022
1070.4,291.78,0.44037
1070.4,303.65,0.44008
1070.4,315.52,0.4388
1070.4,327.39,0.43751
1070.4,339.26,0.43622
1070.4,351.13,0.43494
1070.4,363.0,0.43365
1070.4,374.87,0.43196
1070.4,386.73,0.42959
1070.4,398.6,0.42723
1070.4,410.47,0.42411
1070.4,422.34,0.42088
1070.4,434.21,0.41766
1070.4,446.08,0.41444
1070.4,457.95,0.41122
1070.4,469.82,0.40836
1070.4,481.68,0.40555
1070.4,493.55,0.40274
1070.4,505.42,0.39934
1070.4,517.29,0.39526
1070.4,529.16,0.39025
1070.4,541.03,0.38491
1070.4,552.9,0.37918
1070.4,564.77,0.37225
1070.4,576.63,0.36532
1070.4,588.5,0.35953
1070.4,600.37,0.35404
1070.4,612.24,0.34578
1070.4,624.11,0.33752
1070.4,635.98,0.33008
1070.4,647.85,0.32333
1070.4,659.72,0.3149
1070.4,671.58,0.30589
1070.4,683.45,0.29505
1070.4,695.32,0.28421
1070.4,707.19,0.27242
1070.4,719.06,0.26
1070.4,730.93,0.24774
1070.4,742.8,0.23665
1070.4,754.67,0.22471
1070.4,766.53,0.21146
1070.4,778.4,0.1982
1070.4,790.27,0.18556
1070.4,802.14,0.17281
1070.4,814.01,0.15921
1070.4,825.88,0.14686
1070.4,837.75,0.13597
1070.4,849.62,0.12507
1070.4,861.48,0.11412
1070.4,873.35,0.10459
1070.4,885.22,0.099367
1070.4,897.09,0.094147
1070.4,908.96,0.091209
1070.4,920.83,0.089013
1070.4,932.7,0.085939
1070.4,944.57,0.080373
1070.4,956.43,0.077605
1070.4,968.3,0.077201
1070.4,980.17,0.076719
1070.4,992.04,0.074694
1070.4,1003.9,0.073424
1070.4,1015.8,0.073604
1070.4,1027.6,0.072846
1070.4,1039.5,0.072254
1070.4,1051.4,0.0
1070.4,1063.3,0.0
1070.4,1075.1,0.0
1070.4,1087.0,0.0
1070.4,1098.9,0.0
1070.4,1110.7,0.0
1070.4,1122.6,0.0
1070.4,1134.5,0.0
1070.4,1146.3,0.0
1070.4,1158.2,0.0
1070.4,1170.1,0.0
1070.4,1181.9,0.0
1070.4,1193.8,0.0
1070.4,1205.7,0.0
1070.4,1217.5,0.0
1070.4,1229.4,0.0
1070.4,1241.3,0.0
1070.4,1253.2,0.0
1070.4,1265.0,0.0
1070.4,1276.9,0.0
1070.4,1288.8,0.0
1070.4,1300.6,0.0
1070.4,1312.5,0.0
1070.4,1324.4,0.0
1070.4,1336.2,0.0
1070.4,1348.1,0.0
1070.4,1360.0,0.0
1070.4,1371.8,0.0
1070.4,1383.7,0.0
1070.4,1395.6,0.0
1070.4,1407.4,0.0
1070.4,1419.3,0.0
1070.4,1431.2,0.0
1070.4,1443.1,0.0
1070.4,1454.9,0.0
1070.4,1466.8,0.0
1070.4,1478.7,0.0
1070.4,1490.5,0.0
1070.4,1502.4,0.0
1070.4,1514.3,0.0
1070.4,1526.1,0.0
1070.4,1538.0,0.0
1070.4,1549.9,0.0
1070.4,1561.7,0.0
1070.4,1573.6,0.0
1070.4,1585.5,0.0
1070.4,1597.3,0.0
1070.4,1609.2,0.0
1070.4,1621.1,0.0
1070.4,1633.0,0.0
1070.4,1644.8,0.0
1070.4,1656.7,0.0
1070.4,1668.6,0.0
1070.4,1680.4,0.0
1070.4,1692.3,0.0
1070.4,1704.2,0.0
1070.4,1716.0,0.0
1070.4,1727.9,0.0
1070.4,1739.8,0.0
1070.4,1751.6,0.0
1070.4,1763.5,0.0
1070.4,1775.4,0.0
1070.4,1787.2,0.0
1070.4,1799.1,0.0
1070.4,1811.0,0.0
1070.4,1822.9,0.0
1070.4,1834.7,0.0
1070.4,1846.6,0.0
1070.4,1858.5,0.0
1070.4,1870.3,0.0
1070.4,1882.2,0.0
1070.4,1894.1,0.0
1084.9,6.9344,0.42495
1084.9,18.803,0.42634
1084.9,30.672,0.4277
1084.9,42.541,0.42906
1084.9,54.409,0.43042
1084.9,66.278,0.43179
1084.9,78.147,0.43315
1084.9,90.016,0.43451
1084.9,101.88,0.43582
1084.9,113.75,0.43684
1084.9,125.62,0.43795
1084.9,137.49,0.43907
1084.9,149.36,0.44019
1084.9,161.23,0.44131
1084.9,173.1,0.44244
1084.9,184.97,0.44356
1084.9,196.83,0.44468
1084.9,208.7,0.4447
1084.9,220.57,0.44456
1084.9,232.44,0.44471
1084.9,244.31,0.44486
1084.9,256.18,0.44502
1084.9,268.05,0.44517
1084.9,279.92,0.44532
1084.9,291.78,0.44547
1084.9,303.65,0.44518
1084.9,315.52,0.4439
1084.9,327.39,0.44261
1084.9,339.26,0.44132
1084.9,351.13,0.44004
1084.9,363.0,0.43875
1084.9,374.87,0.43747
1084.9,386.73,0.43601
1084.9,398.6,0.43364
1084.9,410.47,0.43052
