#: table_doi: 10.17182/hepdata.90835.v1/t74
#: name: T1bbbb significance
#: description: The observed significance of the SMS models for T1bbbb as function of the gluino and LSP masses. 
#: data_file: t1bbbb_significance.yaml
#: keyword observables: SIGNIF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> GLUINO GLUINO | GLUINO --> BQ BQBAR NEUTRALINO1
#: Significance,
M(GLUINO) [GeV],M(NEUTRALINO1) [GeV],Significance [s.d.]
1186.2,1063.3,-0.55424
1186.2,1075.1,-0.52904
1186.2,1087.0,-0.50024
1186.2,1098.9,-0.47144
1186.2,1110.7,-0.67789
1186.2,1122.6,-0.69507
1186.2,1134.5,-0.71225
1186.2,1146.3,-0.8417
1186.2,1158.2,-1.2698
1186.2,1170.1,0.0
1186.2,1181.9,0.0
1186.2,1193.8,0.0
1186.2,1205.7,0.0
1186.2,1217.5,0.0
1186.2,1229.4,0.0
1186.2,1241.3,0.0
1186.2,1253.2,0.0
1186.2,1265.0,0.0
1186.2,1276.9,0.0
1186.2,1288.8,0.0
1186.2,1300.6,0.0
1186.2,1312.5,0.0
1186.2,1324.4,0.0
1186.2,1336.2,0.0
1186.2,1348.1,0.0
1186.2,1360.0,0.0
1186.2,1371.8,0.0
1186.2,1383.7,0.0
1186.2,1395.6,0.0
1186.2,1407.4,0.0
1186.2,1419.3,0.0
1186.2,1431.2,0.0
1186.2,1443.1,0.0
1186.2,1454.9,0.0
1186.2,1466.8,0.0
1186.2,1478.7,0.0
1186.2,1490.5,0.0
1186.2,1502.4,0.0
1186.2,1514.3,0.0
1186.2,1526.1,0.0
1186.2,1538.0,0.0
1186.2,1549.9,0.0
1186.2,1561.7,0.0
1186.2,1573.6,0.0
1186.2,1585.5,0.0
1186.2,1597.3,0.0
1186.2,1609.2,0.0
1186.2,1621.1,0.0
1186.2,1633.0,0.0
1186.2,1644.8,0.0
1186.2,1656.7,0.0
1186.2,1668.6,0.0
1186.2,1680.4,0.0
1186.2,1692.3,0.0
1186.2,1704.2,0.0
1186.2,1716.0,0.0
1186.2,1727.9,0.0
1186.2,1739.8,0.0
1186.2,1751.6,0.0
1186.2,1763.5,0.0
1186.2,1775.4,0.0
1186.2,1787.2,0.0
1186.2,1799.1,0.0
1186.2,1811.0,0.0
1186.2,1822.9,0.0
1186.2,1834.7,0.0
1186.2,1846.6,0.0
1186.2,1858.5,0.0
1186.2,1870.3,0.0
1186.2,1882.2,0.0
1186.2,1894.1,0.0
1200.7,6.9344,-1.35
1200.7,18.803,-1.3524
1200.7,30.672,-1.3548
1200.7,42.541,-1.3572
1200.7,54.409,-1.3597
1200.7,66.278,-1.3621
1200.7,78.147,-1.3645
1200.7,90.016,-1.3669
1200.7,101.88,-1.3813
1200.7,113.75,-1.3768
1200.7,125.62,-1.3724
1200.7,137.49,-1.3679
1200.7,149.36,-1.3634
1200.7,161.23,-1.359
1200.7,173.1,-1.3545
1200.7,184.97,-1.3501
1200.7,196.83,-1.3456
1200.7,208.7,-1.3495
1200.7,220.57,-1.3569
1200.7,232.44,-1.3644
1200.7,244.31,-1.3719
1200.7,256.18,-1.3793
1200.7,268.05,-1.3868
1200.7,279.92,-1.3943
1200.7,291.78,-1.4017
1200.7,303.65,-1.4069
1200.7,315.52,-1.4071
1200.7,327.39,-1.4072
1200.7,339.26,-1.4073
1200.7,351.13,-1.4074
1200.7,363.0,-1.4076
1200.7,374.87,-1.4077
1200.7,386.73,-1.4078
1200.7,398.6,-1.4079
1200.7,410.47,-1.4063
1200.7,422.34,-1.4034
1200.7,434.21,-1.4005
1200.7,446.08,-1.3976
1200.7,457.95,-1.3947
1200.7,469.82,-1.3918
1200.7,481.68,-1.3888
1200.7,493.55,-1.3859
1200.7,505.42,-1.3813
1200.7,517.29,-1.3753
1200.7,529.16,-1.3694
1200.7,541.03,-1.3634
1200.7,552.9,-1.3577
1200.7,564.77,-1.351
1200.7,576.63,-1.3443
1200.7,588.5,-1.3376
1200.7,600.37,-1.331
1200.7,612.24,-1.3258
1200.7,624.11,-1.3205
1200.7,635.98,-1.3153
1200.7,647.85,-1.3101
1200.7,659.72,-1.3067
1200.7,671.58,-1.3046
1200.7,683.45,-1.3025
1200.7,695.32,-1.3005
1200.7,707.19,-1.283
1200.7,719.06,-1.2548
1200.7,730.93,-1.2267
1200.7,742.8,-1.1985
1200.7,754.67,-1.1752
1200.7,766.53,-1.1569
1200.7,778.4,-1.1385
1200.7,790.27,-1.1201
1200.7,802.14,-1.0994
1200.7,814.01,-1.064
1200.7,825.88,-1.0286
1200.7,837.75,-0.99326
1200.7,849.62,-0.95789
1200.7,861.48,-0.94842
1200.7,873.35,-0.93981
1200.7,885.22,-0.93121
1200.7,897.09,-0.92261
1200.7,908.96,-0.88411
1200.7,920.83,-0.83837
1200.7,932.7,-0.79264
1200.7,944.57,-0.74691
1200.7,956.43,-0.66014
1200.7,968.3,-0.53975
1200.7,980.17,-0.41937
1200.7,992.04,-0.29898
1200.7,1003.9,-0.24624
1200.7,1015.8,-0.32398
1200.7,1027.6,-0.40172
1200.7,1039.5,-0.47946
1200.7,1051.4,-0.54477
1200.7,1063.3,-0.51597
1200.7,1075.1,-0.48718
1200.7,1087.0,-0.45838
1200.7,1098.9,-0.42958
1200.7,1110.7,-0.43822
1200.7,1122.6,-0.45541
1200.7,1134.5,-0.47259
1200.7,1146.3,-0.48977
1200.7,1158.2,-0.79099
1200.7,1170.1,-1.2191
1200.7,1181.9,0.0
1200.7,1193.8,0.0
1200.7,1205.7,0.0
1200.7,1217.5,0.0
1200.7,1229.4,0.0
1200.7,1241.3,0.0
1200.7,1253.2,0.0
1200.7,1265.0,0.0
1200.7,1276.9,0.0
1200.7,1288.8,0.0
1200.7,1300.6,0.0
1200.7,1312.5,0.0
1200.7,1324.4,0.0
1200.7,1336.2,0.0
1200.7,1348.1,0.0
1200.7,1360.0,0.0
1200.7,1371.8,0.0
1200.7,1383.7,0.0
1200.7,1395.6,0.0
1200.7,1407.4,0.0
1200.7,1419.3,0.0
1200.7,1431.2,0.0
1200.7,1443.1,0.0
1200.7,1454.9,0.0
1200.7,1466.8,0.0
1200.7,1478.7,0.0
1200.7,1490.5,0.0
1200.7,1502.4,0.0
1200.7,1514.3,0.0
1200.7,1526.1,0.0
1200.7,1538.0,0.0
1200.7,1549.9,0.0
1200.7,1561.7,0.0
1200.7,1573.6,0.0
1200.7,1585.5,0.0
1200.7,1597.3,0.0
1200.7,1609.2,0.0
1200.7,1621.1,0.0
1200.7,1633.0,0.0
1200.7,1644.8,0.0
1200.7,1656.7,0.0
1200.7,1668.6,0.0
1200.7,1680.4,0.0
1200.7,1692.3,0.0
1200.7,1704.2,0.0
1200.7,1716.0,0.0
1200.7,1727.9,0.0
1200.7,1739.8,0.0
1200.7,1751.6,0.0
1200.7,1763.5,0.0
1200.7,1775.4,0.0
1200.7,1787.2,0.0
1200.7,1799.1,0.0
1200.7,1811.0,0.0
1200.7,1822.9,0.0
1200.7,1834.7,0.0
1200.7,1846.6,0.0
1200.7,1858.5,0.0
1200.7,1870.3,0.0
1200.7,1882.2,0.0
1200.7,1894.1,0.0
1215.1,6.9344,-1.0583
1215.1,18.803,-1.0607
1215.1,30.672,-1.0631
1215.1,42.541,-1.0656
1215.1,54.409,-1.068
1215.1,66.278,-1.0704
1215.1,78.147,-1.1483
1215.1,90.016,-1.2613
1215.1,101.88,-1.3568
1215.1,113.75,-1.3602
1215.1,125.62,-1.3635
1215.1,137.49,-1.3621
1215.1,149.36,-1.3577
1215.1,161.23,-1.3532
1215.1,173.1,-1.3488
1215.1,184.97,-1.3443
1215.1,196.83,-1.3398
1215.1,208.7,-1.3414
1215.1,220.57,-1.3451
1215.1,232.44,-1.3495
1215.1,244.31,-1.3569
1215.1,256.18,-1.3644
1215.1,268.05,-1.3718
1215.1,279.92,-1.3793
1215.1,291.78,-1.3868
1215.1,303.65,-1.392
1215.1,315.52,-1.3921
1215.1,327.39,-1.3922
1215.1,339.26,-1.3924
1215.1,351.13,-1.3925
1215.1,363.0,-1.3926
1215.1,374.87,-1.3942
1215.1,386.73,-1.3976
1215.1,398.6,-1.401
1215.1,410.47,-1.4035
1215.1,422.34,-1.4059
1215.1,434.21,-1.4066
1215.1,446.08,-1.4037
1215.1,457.95,-1.4007
1215.1,469.82,-1.3978
1215.1,481.68,-1.3949
1215.1,493.55,-1.392
1215.1,505.42,-1.3853
1215.1,517.29,-1.3749
1215.1,529.16,-1.3689
1215.1,541.03,-1.363
1215.1,552.9,-1.3589
1215.1,564.77,-1.3606
1215.1,576.63,-1.3542
1215.1,588.5,-1.3475
1215.1,600.37,-1.3408
1215.1,612.24,-1.3356
1215.1,624.11,-1.3304
1215.1,635.98,-1.3239
1215.1,647.85,-1.3054
1215.1,659.72,-1.3004
1215.1,671.58,-1.2983
1215.1,683.45,-1.2962
1215.1,695.32,-1.3006
1215.1,707.19,-1.2856
1215.1,719.06,-1.2574
1215.1,730.93,-1.2292
1215.1,742.8,-1.2128
1215.1,754.67,-1.1999
1215.1,766.53,-1.183
1215.1,778.4,-1.1646
1215.1,790.27,-1.1462
1215.1,802.14,-1.1272
1215.1,814.01,-1.105
1215.1,825.88,-1.0709
1215.1,837.75,-1.0356
1215.1,849.62,-1.0002
1215.1,861.48,-0.99071
1215.1,873.35,-0.9821
1215.1,885.22,-0.9725
1215.1,897.09,-0.93018
1215.1,908.96,-0.88528
1215.1,920.83,-0.83955
1215.1,932.7,-0.79382
1215.1,944.57,-0.7397
1215.1,956.43,-0.6488
1215.1,968.3,-0.52841
1215.1,980.17,-0.40803
1215.1,992.04,-0.3629
1215.1,1003.9,-0.36441
1215.1,1015.8,-0.36499
1215.1,1027.6,-0.44274
1215.1,1039.5,-0.52048
1215.1,1051.4,-0.58579
1215.1,1063.3,-0.55699
1215.1,1075.1,-0.52819
1215.1,1087.0,-0.50083
1215.1,1098.9,-0.48008
1215.1,1110.7,-0.4192
1215.1,1122.6,-0.40584
1215.1,1134.5,-0.42302
1215.1,1146.3,-0.4402
1215.1,1158.2,-0.74142
1215.1,1170.1,-1.0759
1215.1,1181.9,-1.0826
1215.1,1193.8,0.0
1215.1,1205.7,0.0
1215.1,1217.5,0.0
1215.1,1229.4,0.0
1215.1,1241.3,0.0
1215.1,1253.2,0.0
1215.1,1265.0,0.0
1215.1,1276.9,0.0
1215.1,1288.8,0.0
1215.1,1300.6,0.0
1215.1,1312.5,0.0
1215.1,1324.4,0.0
1215.1,1336.2,0.0
1215.1,1348.1,0.0
1215.1,1360.0,0.0
1215.1,1371.8,0.0
1215.1,1383.7,0.0
1215.1,1395.6,0.0
1215.1,1407.4,0.0
1215.1,1419.3,0.0
1215.1,1431.2,0.0
1215.1,1443.1,0.0
1215.1,1454.9,0.0
1215.1,1466.8,0.0
1215.1,1478.7,0.0
1215.1,1490.5,0.0
1215.1,1502.4,0.0
1215.1,1514.3,0.0
1215.1,1526.1,0.0
1215.1,1538.0,0.0
1215.1,1549.9,0.0
1215.1,1561.7,0.0
1215.1,1573.6,0.0
1215.1,1585.5,0.0
1215.1,1597.3,0.0
1215.1,1609.2,0.0
1215.1,1621.1,0.0
1215.1,1633.0,0.0
1215.1,1644.8,0.0
1215.1,1656.7,0.0
1215.1,1668.6,0.0
1215.1,1680.4,0.0
1215.1,1692.3,0.0
1215.1,1704.2,0.0
1215.1,1716.0,0.0
1215.1,1727.9,0.0
1215.1,1739.8,0.0
1215.1,1751.6,0.0
1215.1,1763.5,0.0
1215.1,1775.4,0.0
1215.1,1787.2,0.0
1215.1,1799.1,0.0
1215.1,1811.0,0.0
1215.1,1822.9,0.0
1215.1,1834.7,0.0
1215.1,1846.6,0.0
1215.1,1858.5,0.0
1215.1,1870.3,0.0
1215.1,1882.2,0.0
1215.1,1894.1,0.0
1229.6,6.9344,-0.76663
1229.6,18.803,-0.76905
1229.6,30.672,-0.77148
1229.6,42.541,-0.7847
1229.6,54.409,-0.89764
1229.6,66.278,-1.0106
1229.6,78.147,-1.1235
1229.6,90.016,-1.2364
1229.6,101.88,-1.332
1229.6,113.75,-1.3353
1229.6,125.62,-1.3387
1229.6,137.49,-1.3421
1229.6,149.36,-1.3454
1229.6,161.23,-1.3475
1229.6,173.1,-1.343
1229.6,184.97,-1.3385
1229.6,196.83,-1.3341
1229.6,208.7,-1.3356
1229.6,220.57,-1.3393
1229.6,232.44,-1.343
1229.6,244.31,-1.3467
1229.6,256.18,-1.3504
1229.6,268.05,-1.3569
1229.6,279.92,-1.3644
1229.6,291.78,-1.3718
1229.6,303.65,-1.377
1229.6,315.52,-1.3772
1229.6,327.39,-1.3773
1229.6,339.26,-1.3774
1229.6,351.13,-1.3804
1229.6,363.0,-1.3838
1229.6,374.87,-1.3872
1229.6,386.73,-1.3906
1229.6,398.6,-1.3941
1229.6,410.47,-1.3966
1229.6,422.34,-1.399
1229.6,434.21,-1.4014
1229.6,446.08,-1.4038
1229.6,457.95,-1.4062
1229.6,469.82,-1.4039
1229.6,481.68,-1.401
1229.6,493.55,-1.3981
1229.6,505.42,-1.3913
1229.6,517.29,-1.38
1229.6,529.16,-1.3687
1229.6,541.03,-1.3625
1229.6,552.9,-1.3584
1229.6,564.77,-1.3602
1229.6,576.63,-1.3619
1229.6,588.5,-1.3573
1229.6,600.37,-1.3507
1229.6,612.24,-1.3454
1229.6,624.11,-1.3361
1229.6,635.98,-1.3176
1229.6,647.85,-1.2991
1229.6,659.72,-1.294
1229.6,671.58,-1.2927
1229.6,683.45,-1.2979
1229.6,695.32,-1.3031
1229.6,707.19,-1.2881
1229.6,719.06,-1.26
1229.6,730.93,-1.2475
1229.6,742.8,-1.2369
1229.6,754.67,-1.224
1229.6,766.53,-1.2073
1229.6,778.4,-1.1906
1229.6,790.27,-1.1723
1229.6,802.14,-1.1533
1229.6,814.01,-1.1312
1229.6,825.88,-1.1091
1229.6,837.75,-1.0778
1229.6,849.62,-1.0425
1229.6,861.48,-1.033
1229.6,873.35,-1.016
1229.6,885.22,-0.97367
1229.6,897.09,-0.93135
1229.6,908.96,-0.88646
1229.6,920.83,-0.84035
1229.6,932.7,-0.78436
1229.6,944.57,-0.72836
1229.6,956.43,-0.63746
1229.6,968.3,-0.51708
1229.6,980.17,-0.49928
1229.6,992.04,-0.50342
1229.6,1003.9,-0.50493
1229.6,1015.8,-0.50107
1229.6,1027.6,-0.49722
1229.6,1039.5,-0.56149
1229.6,1051.4,-0.62681
1229.6,1063.3,-0.59801
1229.6,1075.1,-0.57241
1229.6,1087.0,-0.55166
1229.6,1098.9,-0.5309
1229.6,1110.7,-0.47002
1229.6,1122.6,-0.40488
1229.6,1134.5,-0.37345
1229.6,1146.3,-0.39064
1229.6,1158.2,-0.69185
1229.6,1170.1,-0.76933
1229.6,1181.9,-0.77599
1229.6,1193.8,-0.92037
1229.6,1205.7,0.0
1229.6,1217.5,0.0
1229.6,1229.4,0.0
1229.6,1241.3,0.0
1229.6,1253.2,0.0
1229.6,1265.0,0.0
1229.6,1276.9,0.0
1229.6,1288.8,0.0
1229.6,1300.6,0.0
1229.6,1312.5,0.0
1229.6,1324.4,0.0
1229.6,1336.2,0.0
1229.6,1348.1,0.0
1229.6,1360.0,0.0
1229.6,1371.8,0.0
1229.6,1383.7,0.0
1229.6,1395.6,0.0
1229.6,1407.4,0.0
1229.6,1419.3,0.0
1229.6,1431.2,0.0
1229.6,1443.1,0.0
1229.6,1454.9,0.0
1229.6,1466.8,0.0
1229.6,1478.7,0.0
1229.6,1490.5,0.0
1229.6,1502.4,0.0
1229.6,1514.3,0.0
1229.6,1526.1,0.0
1229.6,1538.0,0.0
1229.6,1549.9,0.0
1229.6,1561.7,0.0
1229.6,1573.6,0.0
1229.6,1585.5,0.0
1229.6,1597.3,0.0
1229.6,1609.2,0.0
1229.6,1621.1,0.0
1229.6,1633.0,0.0
1229.6,1644.8,0.0
1229.6,1656.7,0.0
1229.6,1668.6,0.0
1229.6,1680.4,0.0
1229.6,1692.3,0.0
1229.6,1704.2,0.0
1229.6,1716.0,0.0
1229.6,1727.9,0.0
1229.6,1739.8,0.0
1229.6,1751.6,0.0
1229.6,1763.5,0.0
1229.6,1775.4,0.0
1229.6,1787.2,0.0
1229.6,1799.1,0.0
1229.6,1811.0,0.0
1229.6,1822.9,0.0
1229.6,1834.7,0.0
1229.6,1846.6,0.0
1229.6,1858.5,0.0
1229.6,1870.3,0.0
1229.6,1882.2,0.0
1229.6,1894.1,0.0
1244.1,6.9344,-0.47496
1244.1,18.803,-0.534
1244.1,30.672,-0.64693
1244.1,42.541,-0.75987
1244.1,54.409,-0.87281
1244.1,66.278,-0.98574
1244.1,78.147,-1.0987
1244.1,90.016,-1.2116
1244.1,101.88,-1.3072
1244.1,113.75,-1.3105
1244.1,125.62,-1.3139
1244.1,137.49,-1.3172
1244.1,149.36,-1.3206
1244.1,161.23,-1.324
1244.1,173.1,-1.3273
1244.1,184.97,-1.3307
1244.1,196.83,-1.3283
1244.1,208.7,-1.3298
1244.1,220.57,-1.3335
1244.1,232.44,-1.3372
1244.1,244.31,-1.3409
1244.1,256.18,-1.3446
1244.1,268.05,-1.3483
1244.1,279.92,-1.352
1244.1,291.78,-1.3569
1244.1,303.65,-1.3621
1244.1,315.52,-1.3632
1244.1,327.39,-1.3666
1244.1,339.26,-1.37
1244.1,351.13,-1.3735
1244.1,363.0,-1.3769
1244.1,374.87,-1.3803
1244.1,386.73,-1.3837
1244.1,398.6,-1.3871
1244.1,410.47,-1.3897
1244.1,422.34,-1.3921
1244.1,434.21,-1.3945
1244.1,446.08,-1.3969
1244.1,457.95,-1.3993
1244.1,469.82,-1.4017
1244.1,481.68,-1.4041
1244.1,493.55,-1.4041
1244.1,505.42,-1.3974
1244.1,517.29,-1.3861
1244.1,529.16,-1.3748
1244.1,541.03,-1.3635
1244.1,552.9,-1.358
1244.1,564.77,-1.3597
1244.1,576.63,-1.3615
1244.1,588.5,-1.3632
1244.1,600.37,-1.3605
1244.1,612.24,-1.3482
1244.1,624.11,-1.3297
1244.1,635.98,-1.3112
1244.1,647.85,-1.2927
1244.1,659.72,-1.29
1244.1,671.58,-1.2952
1244.1,683.45,-1.3005
1244.1,695.32,-1.3057
1244.1,707.19,-1.2926
1244.1,719.06,-1.2821
1244.1,730.93,-1.2715
1244.1,742.8,-1.261
1244.1,754.67,-1.248
1244.1,766.53,-1.2313
1244.1,778.4,-1.2146
1244.1,790.27,-1.1979
1244.1,802.14,-1.1794
1244.1,814.01,-1.1573
1244.1,825.88,-1.1352
1244.1,837.75,-1.1131
1244.1,849.62,-1.0848
1244.1,861.48,-1.0595
1244.1,873.35,-1.0172
1244.1,885.22,-0.97485
1244.1,897.09,-0.93253
1244.1,908.96,-0.88501
1244.1,920.83,-0.82901
1244.1,932.7,-0.77302
1244.1,944.57,-0.71703
1244.1,956.43,-0.63151
1244.1,968.3,-0.63566
1244.1,980.17,-0.6398
1244.1,992.04,-0.64395
1244.1,1003.9,-0.64546
1244.1,1015.8,-0.6416
1244.1,1027.6,-0.63774
1244.1,1039.5,-0.63388
1244.1,1051.4,-0.66782
1244.1,1063.3,-0.64399
1244.1,1075.1,-0.62324
1244.1,1087.0,-0.60248
1244.1,1098.9,-0.58173
1244.1,1110.7,-0.52085
1244.1,1122.6,-0.45571
1244.1,1134.5,-0.39057
1244.1,1146.3,-0.34107
1244.1,1158.2,-0.45611
1244.1,1170.1,-0.46277
1244.1,1181.9,-0.46943
1244.1,1193.8,-0.47608
1244.1,1205.7,-0.77968
1244.1,1217.5,-1.1943
1244.1,1229.4,0.0
1244.1,1241.3,0.0
1244.1,1253.2,0.0
1244.1,1265.0,0.0
1244.1,1276.9,0.0
1244.1,1288.8,0.0
1244.1,1300.6,0.0
1244.1,1312.5,0.0
1244.1,1324.4,0.0
1244.1,1336.2,0.0
1244.1,1348.1,0.0
1244.1,1360.0,0.0
1244.1,1371.8,0.0
1244.1,1383.7,0.0
1244.1,1395.6,0.0
1244.1,1407.4,0.0
1244.1,1419.3,0.0
1244.1,1431.2,0.0
1244.1,1443.1,0.0
1244.1,1454.9,0.0
1244.1,1466.8,0.0
1244.1,1478.7,0.0
1244.1,1490.5,0.0
1244.1,1502.4,0.0
1244.1,1514.3,0.0
1244.1,1526.1,0.0
1244.1,1538.0,0.0
1244.1,1549.9,0.0
1244.1,1561.7,0.0
1244.1,1573.6,0.0
1244.1,1585.5,0.0
1244.1,1597.3,0.0
1244.1,1609.2,0.0
1244.1,1621.1,0.0
1244.1,1633.0,0.0
1244.1,1644.8,0.0
1244.1,1656.7,0.0
1244.1,1668.6,0.0
1244.1,1680.4,0.0
1244.1,1692.3,0.0
1244.1,1704.2,0.0
1244.1,1716.0,0.0
1244.1,1727.9,0.0
1244.1,1739.8,0.0
1244.1,1751.6,0.0
1244.1,1763.5,0.0
1244.1,1775.4,0.0
1244.1,1787.2,0.0
1244.1,1799.1,0.0
1244.1,1811.0,0.0
1244.1,1822.9,0.0
1244.1,1834.7,0.0
1244.1,1846.6,0.0
1244.1,1858.5,0.0
1244.1,1870.3,0.0
1244.1,1882.2,0.0
1244.1,1894.1,0.0
1258.6,6.9344,-0.56055
1258.6,18.803,-0.67349
1258.6,30.672,-0.78642
1258.6,42.541,-0.89936
1258.6,54.409,-1.0123
1258.6,66.278,-1.1252
1258.6,78.147,-1.2382
1258.6,90.016,-1.2851
1258.6,101.88,-1.2858
1258.6,113.75,-1.2891
1258.6,125.62,-1.2925
1258.6,137.49,-1.2958
1258.6,149.36,-1.2992
1258.6,161.23,-1.3026
1258.6,173.1,-1.3059
1258.6,184.97,-1.3089
1258.6,196.83,-1.3104
1258.6,208.7,-1.3136
1258.6,220.57,-1.3173
1258.6,232.44,-1.321
1258.6,244.31,-1.3247
1258.6,256.18,-1.3284
1258.6,268.05,-1.332
1258.6,279.92,-1.3357
1258.6,291.78,-1.3332
1258.6,303.65,-1.3311
1258.6,315.52,-1.3345
1258.6,327.39,-1.3379
1258.6,339.26,-1.3414
1258.6,351.13,-1.3448
1258.6,363.0,-1.3482
1258.6,374.87,-1.3516
1258.6,386.73,-1.3574
1258.6,398.6,-1.3681
1258.6,410.47,-1.3715
1258.6,422.34,-1.3739
1258.6,434.21,-1.3763
1258.6,446.08,-1.3787
1258.6,457.95,-1.3811
1258.6,469.82,-1.3835
1258.6,481.68,-1.386
1258.6,493.55,-1.3992
1258.6,505.42,-1.402
1258.6,517.29,-1.3907
1258.6,529.16,-1.3794
1258.6,541.03,-1.3681
1258.6,552.9,-1.2117
1258.6,564.77,-1.2134
1258.6,576.63,-1.2151
1258.6,588.5,-1.2168
1258.6,600.37,-1.3624
1258.6,612.24,-1.3439
1258.6,624.11,-1.3254
1258.6,635.98,-1.307
1258.6,647.85,-1.29
1258.6,659.72,-1.2914
1258.6,671.58,-1.2966
1258.6,683.45,-1.3018
1258.6,695.32,-1.3028
1258.6,707.19,-1.304
1258.6,719.06,-1.2955
1258.6,730.93,-1.285
1258.6,742.8,-1.2745
1258.6,754.67,-1.2661
1258.6,766.53,-1.2533
1258.6,778.4,-1.2366
1258.6,790.27,-1.2199
1258.6,802.14,-1.2022
1258.6,814.01,-1.1801
1258.6,825.88,-1.158
1258.6,837.75,-1.1359
1258.6,849.62,-1.1171
1258.6,861.48,-1.0756
1258.6,873.35,-1.0333
1258.6,885.22,-0.99099
1258.6,897.09,-0.96033
1258.6,908.96,-0.90061
1258.6,920.83,-0.84461
1258.6,932.7,-0.78862
1258.6,944.57,-0.73263
1258.6,956.43,-0.69779
1258.6,968.3,-0.69817
1258.6,980.17,-0.70232
1258.6,992.04,-0.70646
1258.6,1003.9,-0.70064
1258.6,1015.8,-0.68807
1258.6,1027.6,-0.68422
1258.6,1039.5,-0.68036
1258.6,1051.4,-0.67451
1258.6,1063.3,-0.65362
1258.6,1075.1,-0.63287
1258.6,1087.0,-0.61211
1258.6,1098.9,-0.59136
1258.6,1110.7,-0.53669
1258.6,1122.6,-0.47155
1258.6,1134.5,-0.4064
1258.6,1146.3,-0.34126
1258.6,1158.2,-0.32575
1258.6,1170.1,-0.3324
1258.6,1181.9,-0.33906
1258.6,1193.8,-0.3447
1258.6,1205.7,-0.54385
1258.6,1217.5,-0.95847
1258.6,1229.4,-1.089
1258.6,1241.3,0.0
1258.6,1253.2,0.0
1258.6,1265.0,0.0
1258.6,1276.9,0.0
1258.6,1288.8,0.0
1258.6,1300.6,0.0
1258.6,1312.5,0.0
1258.6,1324.4,0.0
1258.6,1336.2,0.0
1258.6,1348.1,0.0
1258.6,1360.0,0.0
1258.6,1371.8,0.0
1258.6,1383.7,0.0
1258.6,1395.6,0.0
1258.6,1407.4,0.0
1258.6,1419.3,0.0
1258.6,1431.2,0.0
1258.6,1443.1,0.0
1258.6,1454.9,0.0
1258.6,1466.8,0.0
1258.6,1478.7,0.0
1258.6,1490.5,0.0
1258.6,1502.4,0.0
1258.6,1514.3,0.0
1258.6,1526.1,0.0
1258.6,1538.0,0.0
1258.6,1549.9,0.0
1258.6,1561.7,0.0
1258.6,1573.6,0.0
1258.6,1585.5,0.0
1258.6,1597.3,0.0
1258.6,1609.2,0.0
1258.6,1621.1,0.0
1258.6,1633.0,0.0
1258.6,1644.8,0.0
1258.6,1656.7,0.0
1258.6,1668.6,0.0
1258.6,1680.4,0.0
1258.6,1692.3,0.0
1258.6,1704.2,0.0
1258.6,1716.0,0.0
1258.6,1727.9,0.0
1258.6,1739.8,0.0
1258.6,1751.6,0.0
1258.6,1763.5,0.0
1258.6,1775.4,0.0
1258.6,1787.2,0.0
1258.6,1799.1,0.0
1258.6,1811.0,0.0
1258.6,1822.9,0.0
1258.6,1834.7,0.0
1258.6,1846.6,0.0
1258.6,1858.5,0.0
1258.6,1870.3,0.0
1258.6,1882.2,0.0
1258.6,1894.1,0.0
1273.0,6.9344,-0.8138
1273.0,18.803,-0.92674
1273.0,30.672,-1.0397
1273.0,42.541,-1.1526
1273.0,54.409,-1.2655
1273.0,66.278,-1.2657
1273.0,78.147,-1.2659
1273.0,90.016,-1.2661
1273.0,101.88,-1.2667
1273.0,113.75,-1.2701
1273.0,125.62,-1.2735
1273.0,137.49,-1.2768
1273.0,149.36,-1.2802
1273.0,161.23,-1.2824
1273.0,173.1,-1.2839
1273.0,184.97,-1.2854
1273.0,196.83,-1.2869
1273.0,208.7,-1.29
1273.0,220.57,-1.2937
1273.0,232.44,-1.2974
1273.0,244.31,-1.3011
1273.0,256.18,-1.3032
1273.0,268.05,-1.2987
1273.0,279.92,-1.2941
1273.0,291.78,-1.2895
1273.0,303.65,-1.2874
1273.0,315.52,-1.2908
1273.0,327.39,-1.2942
1273.0,339.26,-1.2976
1273.0,351.13,-1.301
1273.0,363.0,-1.31
1273.0,374.87,-1.3207
1273.0,386.73,-1.3314
1273.0,398.6,-1.3421
1273.0,410.47,-1.3455
1273.0,422.34,-1.3479
1273.0,434.21,-1.3503
1273.0,446.08,-1.3527
1273.0,457.95,-1.3592
1273.0,469.82,-1.3737
1273.0,481.68,-1.3883
1273.0,493.55,-1.4028
1273.0,505.42,-1.4055
1273.0,517.29,-1.3942
1273.0,529.16,-1.345
1273.0,541.03,-1.128
1273.0,552.9,-0.96431
1273.0,564.77,-0.96603
1273.0,576.63,-0.96775
1273.0,588.5,-1.1643
1273.0,600.37,-1.3596
1273.0,612.24,-1.3411
1273.0,624.11,-1.3226
1273.0,635.98,-1.3062
1273.0,647.85,-1.2905
1273.0,659.72,-1.292
1273.0,671.58,-1.2972
1273.0,683.45,-1.2953
1273.0,695.32,-1.2875
1273.0,707.19,-1.2887
1273.0,719.06,-1.2957
1273.0,730.93,-1.2911
1273.0,742.8,-1.2806
1273.0,754.67,-1.2723
1273.0,766.53,-1.2673
1273.0,778.4,-1.2571
