#: table_doi: 10.17182/hepdata.90835.v1/t60
#: name: T2qq cross section upper limits
#: description: The 95% CL observed and expected upper limits on the production cross sections of the T2qq signal model as a function of the LSP and light squark masses.
#: data_file: t2qq_cross_section_upper_limits.yaml
#: keyword observables: SIG | CLS
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> SQUARK SQUARK | SQUARK --> Q NEUTRALINO1
#: Upper Limit,Observed
#: LUMINOSITY [fb$^{-1}$],137
M(SQUARK) [GeV],M(NEUTRALINO1) [GeV],Cross section upper limit at 95% CL [pb]
986.33,194.56,0.0056344
986.33,205.02,0.0057852
986.33,215.48,0.0059873
986.33,225.94,0.0060954
986.33,236.41,0.0062034
986.33,246.87,0.0063114
986.33,257.33,0.0064195
986.33,267.79,0.0065275
986.33,278.26,0.0066356
986.33,288.72,0.0067543
986.33,299.18,0.006909
986.33,309.64,0.0071169
986.33,320.11,0.0073294
986.33,330.57,0.0075419
986.33,341.03,0.0077862
986.33,351.49,0.0080878
986.33,361.96,0.0084985
986.33,372.42,0.0087574
986.33,382.88,0.0089865
986.33,393.34,0.0092156
986.33,403.81,0.0095408
986.33,414.27,0.010034
986.33,424.73,0.010527
986.33,435.19,0.011021
986.33,445.66,0.011488
986.33,456.12,0.012133
986.33,466.58,0.012832
986.33,477.04,0.013336
986.33,487.51,0.013841
986.33,497.97,0.014345
986.33,508.43,0.01499
986.33,518.89,0.015669
986.33,529.36,0.016348
986.33,539.82,0.01722
986.33,550.28,0.018492
986.33,560.74,0.020214
986.33,571.21,0.02168
986.33,581.67,0.023045
986.33,592.13,0.02441
986.33,602.59,0.025735
986.33,613.06,0.02694
986.33,623.52,0.028145
986.33,633.98,0.029349
986.33,644.44,0.032089
986.33,654.91,0.035971
986.33,665.37,0.040446
986.33,675.83,0.043902
986.33,686.29,0.047358
986.33,696.76,0.050814
986.33,707.22,0.054433
986.33,717.68,0.058125
986.33,728.14,0.061817
986.33,738.61,0.065947
986.33,749.07,0.071652
986.33,759.53,0.076371
986.33,769.99,0.080993
986.33,780.46,0.085616
986.33,790.92,0.088993
986.33,801.38,0.090391
986.33,811.84,0.089239
986.33,822.31,0.090499
986.33,832.77,0.092269
986.33,843.23,0.094039
986.33,853.69,0.096006
986.33,864.16,0.098247
986.33,874.62,0.09869
986.33,885.08,0.099134
986.33,895.54,0.099577
986.33,906.01,0.096631
986.33,916.47,0.0941
986.33,926.93,0.091821
986.33,937.39,0.089543
986.33,947.86,0.090203
986.33,958.32,0.094478
986.33,968.78,0.0
986.33,979.24,0.0
986.33,989.71,0.0
986.33,1000.2,0.0
986.33,1010.6,0.0
986.33,1021.1,0.0
986.33,1031.6,0.0
986.33,1042.0,0.0
986.33,1052.5,0.0
986.33,1062.9,0.0
986.33,1073.4,0.0
986.33,1083.9,0.0
986.33,1094.3,0.0
986.33,1104.8,0.0
986.33,1115.3,0.0
986.33,1125.7,0.0
986.33,1136.2,0.0
986.33,1146.6,0.0
986.33,1157.1,0.0
986.33,1167.6,0.0
986.33,1178.0,0.0
986.33,1188.5,0.0
986.33,1199.0,0.0
986.33,1209.4,0.0
986.33,1219.9,0.0
986.33,1230.3,0.0
986.33,1240.8,0.0
986.33,1251.3,0.0
986.33,1261.7,0.0
986.33,1272.2,0.0
986.33,1282.7,0.0
986.33,1293.1,0.0
986.33,1303.6,0.0
986.33,1314.0,0.0
986.33,1324.5,0.0
986.33,1335.0,0.0
986.33,1345.4,0.0
986.33,1355.9,0.0
986.33,1366.4,0.0
986.33,1376.8,0.0
986.33,1387.3,0.0
986.33,1397.7,0.0
986.33,1408.2,0.0
986.33,1418.7,0.0
986.33,1429.1,0.0
986.33,1439.6,0.0
986.33,1450.1,0.0
986.33,1460.5,0.0
986.33,1471.0,0.0
986.33,1481.4,0.0
986.33,1491.9,0.0
986.33,1502.4,0.0
986.33,1512.8,0.0
986.33,1523.3,0.0
986.33,1533.8,0.0
986.33,1544.2,0.0
986.33,1554.7,0.0
986.33,1565.1,0.0
986.33,1575.6,0.0
986.33,1586.1,0.0
986.33,1596.5,0.0
986.33,1607.0,0.0
986.33,1617.5,0.0
986.33,1627.9,0.0
986.33,1638.4,0.0
986.33,1648.8,0.0
986.33,1659.3,0.0
986.33,1669.8,0.0
998.05,6.2313,0.0047908
998.05,16.694,0.0047996
998.05,27.156,0.0048084
998.05,37.619,0.0048172
998.05,48.081,0.0048261
998.05,58.544,0.0048349
998.05,69.006,0.0048437
998.05,79.469,0.0048525
998.05,89.931,0.0048613
998.05,100.39,0.0048719
998.05,110.86,0.0049268
998.05,121.32,0.0049818
998.05,131.78,0.0050368
998.05,142.24,0.0050917
998.05,152.71,0.0051467
998.05,163.17,0.0052016
998.05,173.63,0.0052566
998.05,184.09,0.0053115
998.05,194.56,0.0053665
998.05,205.02,0.0054795
998.05,215.48,0.0055875
998.05,225.94,0.0056955
998.05,236.41,0.0058036
998.05,246.87,0.0059116
998.05,257.33,0.0060197
998.05,267.79,0.0061277
998.05,278.26,0.0062358
998.05,288.72,0.0063438
998.05,299.18,0.0064569
998.05,309.64,0.0066649
998.05,320.11,0.0068773
998.05,330.57,0.0070898
998.05,341.03,0.0073023
998.05,351.49,0.0075563
998.05,361.96,0.0077934
998.05,372.42,0.0080225
998.05,382.88,0.0082516
998.05,393.34,0.0084807
998.05,403.81,0.0088059
998.05,414.27,0.0092991
998.05,424.73,0.0097924
998.05,435.19,0.010286
998.05,445.66,0.010779
998.05,456.12,0.011324
998.05,466.58,0.011828
998.05,477.04,0.012332
998.05,487.51,0.012837
998.05,497.97,0.013341
998.05,508.43,0.013986
998.05,518.89,0.014665
998.05,529.36,0.015344
998.05,539.82,0.016023
998.05,550.28,0.016838
998.05,560.74,0.01826
998.05,571.21,0.019625
998.05,581.67,0.02099
998.05,592.13,0.022355
998.05,602.59,0.023681
998.05,613.06,0.024886
998.05,623.52,0.02609
998.05,633.98,0.027295
998.05,644.44,0.0285
998.05,654.91,0.031357
998.05,665.37,0.034813
998.05,675.83,0.038269
998.05,686.29,0.041725
998.05,696.76,0.045182
998.05,707.22,0.048801
998.05,717.68,0.052492
998.05,728.14,0.056184
998.05,738.61,0.059876
998.05,749.07,0.063765
998.05,759.53,0.068484
998.05,769.99,0.073106
998.05,780.46,0.077728
998.05,790.92,0.082351
998.05,801.38,0.085681
998.05,811.84,0.087291
998.05,822.31,0.089062
998.05,832.77,0.090832
998.05,843.23,0.092602
998.05,853.69,0.094255
998.05,864.16,0.094699
998.05,874.62,0.095142
998.05,885.08,0.095586
998.05,895.54,0.096029
998.05,906.01,0.094613
998.05,916.47,0.092335
998.05,926.93,0.090056
998.05,937.39,0.087778
998.05,947.86,0.0855
998.05,958.32,0.089043
998.05,968.78,0.093318
998.05,979.24,0.0
998.05,989.71,0.0
998.05,1000.2,0.0
998.05,1010.6,0.0
998.05,1021.1,0.0
998.05,1031.6,0.0
998.05,1042.0,0.0
998.05,1052.5,0.0
998.05,1062.9,0.0
998.05,1073.4,0.0
998.05,1083.9,0.0
998.05,1094.3,0.0
998.05,1104.8,0.0
998.05,1115.3,0.0
998.05,1125.7,0.0
998.05,1136.2,0.0
998.05,1146.6,0.0
998.05,1157.1,0.0
998.05,1167.6,0.0
998.05,1178.0,0.0
998.05,1188.5,0.0
998.05,1199.0,0.0
998.05,1209.4,0.0
998.05,1219.9,0.0
998.05,1230.3,0.0
998.05,1240.8,0.0
998.05,1251.3,0.0
998.05,1261.7,0.0
998.05,1272.2,0.0
998.05,1282.7,0.0
998.05,1293.1,0.0
998.05,1303.6,0.0
998.05,1314.0,0.0
998.05,1324.5,0.0
998.05,1335.0,0.0
998.05,1345.4,0.0
998.05,1355.9,0.0
998.05,1366.4,0.0
998.05,1376.8,0.0
998.05,1387.3,0.0
998.05,1397.7,0.0
998.05,1408.2,0.0
998.05,1418.7,0.0
998.05,1429.1,0.0
998.05,1439.6,0.0
998.05,1450.1,0.0
998.05,1460.5,0.0
998.05,1471.0,0.0
998.05,1481.4,0.0
998.05,1491.9,0.0
998.05,1502.4,0.0
998.05,1512.8,0.0
998.05,1523.3,0.0
998.05,1533.8,0.0
998.05,1544.2,0.0
998.05,1554.7,0.0
998.05,1565.1,0.0
998.05,1575.6,0.0
998.05,1586.1,0.0
998.05,1596.5,0.0
998.05,1607.0,0.0
998.05,1617.5,0.0
998.05,1627.9,0.0
998.05,1638.4,0.0
998.05,1648.8,0.0
998.05,1659.3,0.0
998.05,1669.8,0.0
1009.8,6.2313,0.004624
1009.8,16.694,0.0046466
1009.8,27.156,0.0046603
1009.8,37.619,0.0046691
1009.8,48.081,0.0046779
1009.8,58.544,0.0046867
1009.8,69.006,0.0046955
1009.8,79.469,0.0047044
1009.8,89.931,0.0047132
1009.8,100.39,0.0047224
1009.8,110.86,0.0047421
1009.8,121.32,0.0047677
1009.8,131.78,0.0048227
1009.8,142.24,0.0048777
1009.8,152.71,0.0049326
1009.8,163.17,0.0049876
1009.8,173.63,0.0050425
1009.8,184.09,0.0050975
1009.8,194.56,0.0051524
1009.8,205.02,0.0052159
1009.8,215.48,0.0052885
1009.8,225.94,0.0053829
1009.8,236.41,0.0054909
1009.8,246.87,0.005599
1009.8,257.33,0.005707
1009.8,267.79,0.005815
1009.8,278.26,0.0059231
1009.8,288.72,0.0060311
1009.8,299.18,0.0061392
1009.8,309.64,0.0062742
1009.8,320.11,0.0064858
1009.8,330.57,0.0066983
1009.8,341.03,0.0069107
1009.8,351.49,0.0071256
1009.8,361.96,0.0073547
1009.8,372.42,0.0075838
1009.8,382.88,0.0078129
1009.8,393.34,0.0080455
1009.8,403.81,0.0082955
1009.8,414.27,0.0086595
1009.8,424.73,0.0091528
1009.8,435.19,0.009646
1009.8,445.66,0.010139
1009.8,456.12,0.010606
1009.8,466.58,0.011091
1009.8,477.04,0.011596
1009.8,487.51,0.0121
1009.8,497.97,0.012604
1009.8,508.43,0.013022
1009.8,518.89,0.013665
1009.8,529.36,0.014344
1009.8,539.82,0.015023
1009.8,550.28,0.015705
1009.8,560.74,0.01657
1009.8,571.21,0.017935
1009.8,581.67,0.0193
1009.8,592.13,0.020665
1009.8,602.59,0.021898
1009.8,613.06,0.022845
1009.8,623.52,0.02405
1009.8,633.98,0.025254
1009.8,644.44,0.026459
1009.8,654.91,0.02872
1009.8,665.37,0.032176
1009.8,675.83,0.035632
1009.8,686.29,0.039088
1009.8,696.76,0.04163
1009.8,707.22,0.044793
1009.8,717.68,0.048485
1009.8,728.14,0.052177
1009.8,738.61,0.055869
1009.8,749.07,0.058348
1009.8,759.53,0.062759
1009.8,769.99,0.067382
1009.8,780.46,0.072004
1009.8,790.92,0.076649
1009.8,801.38,0.081202
1009.8,811.84,0.082972
1009.8,822.31,0.084742
1009.8,832.77,0.086512
1009.8,843.23,0.088675
1009.8,853.69,0.090864
1009.8,864.16,0.091307
1009.8,874.62,0.091751
1009.8,885.08,0.092194
1009.8,895.54,0.092214
1009.8,906.01,0.090739
1009.8,916.47,0.088461
1009.8,926.93,0.086182
1009.8,937.39,0.083904
1009.8,947.86,0.085667
1009.8,958.32,0.089735
1009.8,968.78,0.09401
1009.8,979.24,0.094461
1009.8,989.71,0.0
1009.8,1000.2,0.0
1009.8,1010.6,0.0
1009.8,1021.1,0.0
1009.8,1031.6,0.0
1009.8,1042.0,0.0
1009.8,1052.5,0.0
1009.8,1062.9,0.0
1009.8,1073.4,0.0
1009.8,1083.9,0.0
1009.8,1094.3,0.0
1009.8,1104.8,0.0
1009.8,1115.3,0.0
1009.8,1125.7,0.0
1009.8,1136.2,0.0
1009.8,1146.6,0.0
1009.8,1157.1,0.0
1009.8,1167.6,0.0
1009.8,1178.0,0.0
1009.8,1188.5,0.0
1009.8,1199.0,0.0
1009.8,1209.4,0.0
1009.8,1219.9,0.0
1009.8,1230.3,0.0
1009.8,1240.8,0.0
1009.8,1251.3,0.0
1009.8,1261.7,0.0
1009.8,1272.2,0.0
1009.8,1282.7,0.0
1009.8,1293.1,0.0
1009.8,1303.6,0.0
1009.8,1314.0,0.0
1009.8,1324.5,0.0
1009.8,1335.0,0.0
1009.8,1345.4,0.0
1009.8,1355.9,0.0
1009.8,1366.4,0.0
1009.8,1376.8,0.0
1009.8,1387.3,0.0
1009.8,1397.7,0.0
1009.8,1408.2,0.0
1009.8,1418.7,0.0
1009.8,1429.1,0.0
1009.8,1439.6,0.0
1009.8,1450.1,0.0
1009.8,1460.5,0.0
1009.8,1471.0,0.0
1009.8,1481.4,0.0
1009.8,1491.9,0.0
1009.8,1502.4,0.0
1009.8,1512.8,0.0
1009.8,1523.3,0.0
1009.8,1533.8,0.0
1009.8,1544.2,0.0
1009.8,1554.7,0.0
1009.8,1565.1,0.0
1009.8,1575.6,0.0
1009.8,1586.1,0.0
1009.8,1596.5,0.0
1009.8,1607.0,0.0
1009.8,1617.5,0.0
1009.8,1627.9,0.0
1009.8,1638.4,0.0
1009.8,1648.8,0.0
1009.8,1659.3,0.0
1009.8,1669.8,0.0
1021.5,6.2313,0.0044564
1021.5,16.694,0.004479
1021.5,27.156,0.0045017
1021.5,37.619,0.0045244
1021.5,48.081,0.004541
1021.5,58.544,0.0045498
1021.5,69.006,0.0045587
1021.5,79.469,0.0045675
1021.5,89.931,0.0045763
1021.5,100.39,0.0045855
1021.5,110.86,0.0046052
1021.5,121.32,0.0046248
1021.5,131.78,0.0046445
1021.5,142.24,0.0046641
1021.5,152.71,0.0047166
1021.5,163.17,0.0047716
1021.5,173.63,0.0048265
1021.5,184.09,0.0048815
1021.5,194.56,0.0049364
1021.5,205.02,0.0049999
1021.5,215.48,0.0050725
1021.5,225.94,0.0051452
1021.5,236.41,0.0052179
1021.5,246.87,0.0053037
1021.5,257.33,0.0054117
1021.5,267.79,0.0055198
1021.5,278.26,0.0056278
1021.5,288.72,0.0057359
1021.5,299.18,0.0058439
1021.5,309.64,0.005979
1021.5,320.11,0.0061163
1021.5,330.57,0.0063189
1021.5,341.03,0.0065314
1021.5,351.49,0.0067462
1021.5,361.96,0.0069753
1021.5,372.42,0.0072044
1021.5,382.88,0.0074384
1021.5,393.34,0.0076791
1021.5,403.81,0.0079292
1021.5,414.27,0.0081955
1021.5,424.73,0.0085322
1021.5,435.19,0.0090255
1021.5,445.66,0.0095187
1021.5,456.12,0.0099857
1021.5,466.58,0.010434
1021.5,477.04,0.010912
1021.5,487.51,0.011417
1021.5,497.97,0.011921
1021.5,508.43,0.012339
1021.5,518.89,0.012736
1021.5,529.36,0.013345
1021.5,539.82,0.014024
1021.5,550.28,0.014706
1021.5,560.74,0.015519
1021.5,571.21,0.016333
1021.5,581.67,0.017683
1021.5,592.13,0.019048
1021.5,602.59,0.020281
1021.5,613.06,0.02111
1021.5,623.52,0.022012
1021.5,633.98,0.023216
1021.5,644.44,0.024421
1021.5,654.91,0.026682
1021.5,665.37,0.030138
1021.5,675.83,0.033594
1021.5,686.29,0.035959
1021.5,696.76,0.037947
1021.5,707.22,0.041111
1021.5,717.68,0.044803
1021.5,728.14,0.048495
1021.5,738.61,0.050801
1021.5,749.07,0.053056
1021.5,759.53,0.057468
1021.5,769.99,0.06209
1021.5,780.46,0.066778
1021.5,790.92,0.071753
1021.5,801.38,0.076305
1021.5,811.84,0.078075
1021.5,822.31,0.079845
1021.5,832.77,0.082173
1021.5,843.23,0.085315
1021.5,853.69,0.087504
1021.5,864.16,0.087947
1021.5,874.62,0.088391
1021.5,885.08,0.08831
1021.5,895.54,0.087918
1021.5,906.01,0.086443
1021.5,916.47,0.084164
1021.5,926.93,0.081886
1021.5,937.39,0.084315
1021.5,947.86,0.087585
1021.5,958.32,0.091653
1021.5,968.78,0.094033
1021.5,979.24,0.093924
1021.5,989.71,0.09299
1021.5,1000.2,0.0
1021.5,1010.6,0.0
1021.5,1021.1,0.0
1021.5,1031.6,0.0
1021.5,1042.0,0.0
1021.5,1052.5,0.0
1021.5,1062.9,0.0
1021.5,1073.4,0.0
1021.5,1083.9,0.0
1021.5,1094.3,0.0
1021.5,1104.8,0.0
1021.5,1115.3,0.0
1021.5,1125.7,0.0
1021.5,1136.2,0.0
1021.5,1146.6,0.0
1021.5,1157.1,0.0
1021.5,1167.6,0.0
1021.5,1178.0,0.0
1021.5,1188.5,0.0
1021.5,1199.0,0.0
1021.5,1209.4,0.0
1021.5,1219.9,0.0
1021.5,1230.3,0.0
1021.5,1240.8,0.0
1021.5,1251.3,0.0
1021.5,1261.7,0.0
1021.5,1272.2,0.0
1021.5,1282.7,0.0
1021.5,1293.1,0.0
1021.5,1303.6,0.0
1021.5,1314.0,0.0
1021.5,1324.5,0.0
1021.5,1335.0,0.0
1021.5,1345.4,0.0
1021.5,1355.9,0.0
1021.5,1366.4,0.0
1021.5,1376.8,0.0
1021.5,1387.3,0.0
1021.5,1397.7,0.0
1021.5,1408.2,0.0
1021.5,1418.7,0.0
1021.5,1429.1,0.0
1021.5,1439.6,0.0
1021.5,1450.1,0.0
1021.5,1460.5,0.0
1021.5,1471.0,0.0
1021.5,1481.4,0.0
1021.5,1491.9,0.0
1021.5,1502.4,0.0
1021.5,1512.8,0.0
1021.5,1523.3,0.0
1021.5,1533.8,0.0
1021.5,1544.2,0.0
1021.5,1554.7,0.0
1021.5,1565.1,0.0
1021.5,1575.6,0.0
1021.5,1586.1,0.0
1021.5,1596.5,0.0
1021.5,1607.0,0.0
1021.5,1617.5,0.0
1021.5,1627.9,0.0
1021.5,1638.4,0.0
1021.5,1648.8,0.0
1021.5,1659.3,0.0
1021.5,1669.8,0.0
1033.2,6.2313,0.0042888
1033.2,16.694,0.0043114
1033.2,27.156,0.0043341
1033.2,37.619,0.0043568
1033.2,48.081,0.0043794
1033.2,58.544,0.0044021
1033.2,69.006,0.0044218
1033.2,79.469,0.0044306
1033.2,89.931,0.0044394
1033.2,100.39,0.0044486
1033.2,110.86,0.0044683
1033.2,121.32,0.0044879
1033.2,131.78,0.0045076
1033.2,142.24,0.0045272
1033.2,152.71,0.0045469
1033.2,163.17,0.0045665
1033.2,173.63,0.0046106
1033.2,184.09,0.0046655
1033.2,194.56,0.0047205
1033.2,205.02,0.0047839
1033.2,215.48,0.0048566
1033.2,225.94,0.0049292
1033.2,236.41,0.0050019
1033.2,246.87,0.0050745
1033.2,257.33,0.0051472
1033.2,267.79,0.0052245
1033.2,278.26,0.0053326
1033.2,288.72,0.0054406
1033.2,299.18,0.0055487
1033.2,309.64,0.0056837
1033.2,320.11,0.0058211
1033.2,330.57,0.0059584
1033.2,341.03,0.006152
1033.2,351.49,0.0063668
1033.2,361.96,0.0065959
1033.2,372.42,0.0068313
1033.2,382.88,0.007072
1033.2,393.34,0.0073128
1033.2,403.81,0.0075628
1033.2,414.27,0.0078291
1033.2,424.73,0.0080954
1033.2,435.19,0.0084049
1033.2,445.66,0.0088982
1033.2,456.12,0.0093651
1033.2,466.58,0.0098134
1033.2,477.04,0.010262
1033.2,487.51,0.010733
1033.2,497.97,0.011238
1033.2,508.43,0.011655
1033.2,518.89,0.012052
1033.2,529.36,0.012449
1033.2,539.82,0.013025
1033.2,550.28,0.013707
1033.2,560.74,0.01452
1033.2,571.21,0.015334
1033.2,581.67,0.016147
1033.2,592.13,0.017431
1033.2,602.59,0.018663
1033.2,613.06,0.019493
1033.2,623.52,0.020322
1033.2,633.98,0.021179
1033.2,644.44,0.022383
1033.2,654.91,0.024644
1033.2,665.37,0.0281
1033.2,675.83,0.030289
1033.2,686.29,0.032277
1033.2,696.76,0.034265
1033.2,707.22,0.037429
1033.2,717.68,0.041
1033.2,728.14,0.043254
1033.2,738.61,0.045509
1033.2,749.07,0.047764
1033.2,759.53,0.052176
1033.2,769.99,0.056906
1033.2,780.46,0.061881
1033.2,790.92,0.066857
1033.2,801.38,0.071409
1033.2,811.84,0.073179
1033.2,822.31,0.075671
1033.2,832.77,0.078813
1033.2,843.23,0.081954
1033.2,853.69,0.084143
1033.2,864.16,0.084587
1033.2,874.62,0.084406
1033.2,885.08,0.084014
1033.2,895.54,0.083622
1033.2,906.01,0.082147
1033.2,916.47,0.079868
1033.2,926.93,0.082964
1033.2,937.39,0.086233
1033.2,947.86,0.089502
1033.2,958.32,0.093571
1033.2,968.78,0.093496
1033.2,979.24,0.093387
1033.2,989.71,0.093279
1033.2,1000.2,0.091387
1033.2,1010.6,0.0
1033.2,1021.1,0.0
1033.2,1031.6,0.0
1033.2,1042.0,0.0
1033.2,1052.5,0.0
1033.2,1062.9,0.0
1033.2,1073.4,0.0
1033.2,1083.9,0.0
1033.2,1094.3,0.0
1033.2,1104.8,0.0
1033.2,1115.3,0.0
1033.2,1125.7,0.0
1033.2,1136.2,0.0
1033.2,1146.6,0.0
1033.2,1157.1,0.0
1033.2,1167.6,0.0
1033.2,1178.0,0.0
1033.2,1188.5,0.0
1033.2,1199.0,0.0
1033.2,1209.4,0.0
1033.2,1219.9,0.0
1033.2,1230.3,0.0
1033.2,1240.8,0.0
1033.2,1251.3,0.0
1033.2,1261.7,0.0
1033.2,1272.2,0.0
1033.2,1282.7,0.0
1033.2,1293.1,0.0
1033.2,1303.6,0.0
1033.2,1314.0,0.0
1033.2,1324.5,0.0
1033.2,1335.0,0.0
1033.2,1345.4,0.0
1033.2,1355.9,0.0
1033.2,1366.4,0.0
1033.2,1376.8,0.0
1033.2,1387.3,0.0
1033.2,1397.7,0.0
1033.2,1408.2,0.0
1033.2,1418.7,0.0
1033.2,1429.1,0.0
1033.2,1439.6,0.0
1033.2,1450.1,0.0
1033.2,1460.5,0.0
1033.2,1471.0,0.0
1033.2,1481.4,0.0
1033.2,1491.9,0.0
1033.2,1502.4,0.0
1033.2,1512.8,0.0
1033.2,1523.3,0.0
1033.2,1533.8,0.0
1033.2,1544.2,0.0
1033.2,1554.7,0.0
1033.2,1565.1,0.0
1033.2,1575.6,0.0
1033.2,1586.1,0.0
1033.2,1596.5,0.0
1033.2,1607.0,0.0
1033.2,1617.5,0.0
1033.2,1627.9,0.0
1033.2,1638.4,0.0
1033.2,1648.8,0.0
1033.2,1659.3,0.0
1033.2,1669.8,0.0
1044.9,6.2313,0.0041212
1044.9,16.694,0.0041438
1044.9,27.156,0.0041665
1044.9,37.619,0.0041892
1044.9,48.081,0.0042118
1044.9,58.544,0.0042345
1044.9,69.006,0.0042572
1044.9,79.469,0.0042798
1044.9,89.931,0.0043025
1044.9,100.39,0.0043117
1044.9,110.86,0.0043314
1044.9,121.32,0.004351
1044.9,131.78,0.0043707
1044.9,142.24,0.0043903
1044.9,152.71,0.00441
1044.9,163.17,0.0044296
1044.9,173.63,0.0044493
1044.9,184.09,0.0044689
1044.9,194.56,0.0045045
1044.9,205.02,0.0045679
1044.9,215.48,0.0046406
1044.9,225.94,0.0047132
1044.9,236.41,0.0047859
1044.9,246.87,0.0048585
1044.9,257.33,0.0049312
1044.9,267.79,0.0050039
1044.9,278.26,0.0050765
1044.9,288.72,0.0051492
1044.9,299.18,0.0052534
1044.9,309.64,0.0053884
1044.9,320.11,0.0055258
1044.9,330.57,0.0056631
1044.9,341.03,0.0058005
1044.9,351.49,0.0059874
1044.9,361.96,0.0062242
1044.9,372.42,0.0064649
1044.9,382.88,0.0067057
1044.9,393.34,0.0069465
1044.9,403.81,0.0071965
1044.9,414.27,0.0074628
1044.9,424.73,0.0077291
1044.9,435.19,0.0079954
1044.9,445.66,0.0082776
1044.9,456.12,0.0087446
1044.9,466.58,0.0091929
1044.9,477.04,0.0096411
1044.9,487.51,0.010089
1044.9,497.97,0.010554
1044.9,508.43,0.010972
1044.9,518.89,0.011369
1044.9,529.36,0.011766
1044.9,539.82,0.012163
1044.9,550.28,0.012708
1044.9,560.74,0.013521
1044.9,571.21,0.014335
1044.9,581.67,0.015148
1044.9,592.13,0.015961
1044.9,602.59,0.017046
1044.9,613.06,0.017875
1044.9,623.52,0.018704
1044.9,633.98,0.019533
1044.9,644.44,0.020363
1044.9,654.91,0.022606
1044.9,665.37,0.024618
1044.9,675.83,0.026607
1044.9,686.29,0.028595
1044.9,696.76,0.030583
1044.9,707.22,0.033453
1044.9,717.68,0.035708
1044.9,728.14,0.037963
1044.9,738.61,0.040218
1044.9,749.07,0.042472
1044.9,759.53,0.047034
1044.9,769.99,0.05201
1044.9,780.46,0.056985
1044.9,790.92,0.06196
1044.9,801.38,0.066512
1044.9,811.84,0.069169
1044.9,822.31,0.072311
1044.9,832.77,0.075452
1044.9,843.23,0.078594
1044.9,853.69,0.080783
1044.9,864.16,0.080502
1044.9,874.62,0.08011
1044.9,885.08,0.079718
1044.9,895.54,0.079326
1044.9,906.01,0.078343
1044.9,916.47,0.081612
1044.9,926.93,0.084881
1044.9,937.39,0.088151
1044.9,947.86,0.09142
1044.9,958.32,0.093067
1044.9,968.78,0.092959
1044.9,979.24,0.09285
1044.9,989.71,0.092742
1044.9,1000.2,0.09207
1044.9,1010.6,0.089783
1044.9,1021.1,0.0
1044.9,1031.6,0.0
1044.9,1042.0,0.0
1044.9,1052.5,0.0
1044.9,1062.9,0.0
1044.9,1073.4,0.0
1044.9,1083.9,0.0
1044.9,1094.3,0.0
1044.9,1104.8,0.0
1044.9,1115.3,0.0
1044.9,1125.7,0.0
1044.9,1136.2,0.0
1044.9,1146.6,0.0
1044.9,1157.1,0.0
1044.9,1167.6,0.0
1044.9,1178.0,0.0
1044.9,1188.5,0.0
1044.9,1199.0,0.0
1044.9,1209.4,0.0
1044.9,1219.9,0.0
1044.9,1230.3,0.0
1044.9,1240.8,0.0
1044.9,1251.3,0.0
1044.9,1261.7,0.0
1044.9,1272.2,0.0
1044.9,1282.7,0.0
1044.9,1293.1,0.0
1044.9,1303.6,0.0
1044.9,1314.0,0.0
1044.9,1324.5,0.0
1044.9,1335.0,0.0
1044.9,1345.4,0.0
1044.9,1355.9,0.0
1044.9,1366.4,0.0
1044.9,1376.8,0.0
1044.9,1387.3,0.0
1044.9,1397.7,0.0
1044.9,1408.2,0.0
1044.9,1418.7,0.0
1044.9,1429.1,0.0
1044.9,1439.6,0.0
1044.9,1450.1,0.0
1044.9,1460.5,0.0
1044.9,1471.0,0.0
1044.9,1481.4,0.0
1044.9,1491.9,0.0
1044.9,1502.4,0.0
1044.9,1512.8,0.0
1044.9,1523.3,0.0
1044.9,1533.8,0.0
1044.9,1544.2,0.0
1044.9,1554.7,0.0
1044.9,1565.1,0.0
1044.9,1575.6,0.0
1044.9,1586.1,0.0
1044.9,1596.5,0.0
1044.9,1607.0,0.0
1044.9,1617.5,0.0
1044.9,1627.9,0.0
1044.9,1638.4,0.0
1044.9,1648.8,0.0
1044.9,1659.3,0.0
1044.9,1669.8,0.0
1056.6,6.2313,0.0039751
1056.6,16.694,0.0039977
1056.6,27.156,0.0040204
1056.6,37.619,0.0040431
1056.6,48.081,0.0040657
1056.6,58.544,0.0040884
1056.6,69.006,0.0041111
1056.6,79.469,0.0041337
1056.6,89.931,0.0041544
1056.6,100.39,0.0041705
1056.6,110.86,0.0041901
1056.6,121.32,0.0042098
1056.6,131.78,0.0042295
1056.6,142.24,0.0042491
1056.6,152.71,0.0042688
1056.6,163.17,0.0042884
1056.6,173.63,0.0043081
1056.6,184.09,0.0043277
1056.6,194.56,0.0043517
1056.6,205.02,0.0043998
1056.6,215.48,0.0044724
1056.6,225.94,0.0045451
1056.6,236.41,0.0046177
1056.6,246.87,0.0046904
1056.6,257.33,0.004763
1056.6,267.79,0.0048357
1056.6,278.26,0.0049083
1056.6,288.72,0.0049763
1056.6,299.18,0.0050243
1056.6,309.64,0.0051547
1056.6,320.11,0.0052921
1056.6,330.57,0.0054294
1056.6,341.03,0.0055667
1056.6,351.49,0.0056663
1056.6,361.96,0.0058323
1056.6,372.42,0.0060731
1056.6,382.88,0.0063138
1056.6,393.34,0.0065546
1056.6,403.81,0.0068047
