#: table_doi: 10.17182/hepdata.77891.v5/t34
#: name: Exclusion contour(obs.) 2  : Meff+RJR
#: description: Observed 95% CL exclusion contours from searches on the gluino and lightest neutralino masses in a SUSY scenario where gluinos are produced in pairs and decay directly into the lightest neutralino, $\tilde{g} \rightarrow qq \tilde{\chi}_{1}^{0}$.
#: data_file: data34.yaml
#: data_license:   
#: keyword reactions: P P --> GLUINO GLUINO X
#: keyword observables: CLS
#: keyword phrases: 
#: keyword cmenergies: 13000.0
#: SQRT(S) [GEV],13000.0
M(GLUINO) [GEV],M(NEUTRALINO1) [GEV]
2039.0,0.0
2034.0,20.2
2030.0,40.4
2027.0,60.61
2026.0,80.81
2026.0,101.0
2026.0,121.2
2027.0,141.4
2028.0,161.6
2029.0,181.8
2028.0,202.0
2026.0,222.2
2022.0,242.0
2022.0,242.4
2018.0,262.6
2013.0,282.8
2009.0,303.0
2005.0,323.2
2001.0,343.4
1997.0,363.6
1996.0,366.6
1993.0,383.8
1989.0,404.0
1990.0,424.2
1989.0,444.4
1986.0,464.6
1981.0,484.8
1976.0,505.1
1971.0,525.3
1970.0,534.8
1968.0,545.5
1965.0,565.7
1962.0,585.9
1964.0,606.1
1970.0,620.4
1971.0,626.3
1973.0,646.5
1970.0,651.2
1943.0,659.2
1926.0,646.5
1917.0,635.3
1897.0,626.3
1891.0,624.0
1865.0,619.1
1838.0,613.6
1819.0,606.1
1812.0,603.8
1786.0,606.0
1786.0,606.1
1760.0,623.0
1755.0,626.3
1736.0,646.5
1733.0,655.1
1730.0,666.7
1729.0,686.9
1726.0,707.1
1719.0,727.3
1711.0,747.5
1708.0,767.7
1711.0,787.9
1724.0,808.1
1733.0,813.6
1746.0,828.3
1760.0,840.6
1763.0,848.5
1760.0,855.4
1733.0,866.4
1707.0,855.5
1681.0,855.8
1658.0,868.7
1655.0,870.6
1632.0,888.9
1628.0,891.5
1605.0,909.1
1602.0,911.5
1576.0,927.9
1573.0,929.3
1549.0,941.3
1531.0,949.5
1523.0,953.0
1497.0,964.9
1486.0,969.7
1471.0,975.9
1444.0,984.8
1425.0,989.9
1418.0,991.4
1392.0,990.2
1391.0,989.9
1366.0,979.4
1339.0,971.6
1332.0,969.7
1313.0,965.1
1287.0,957.6
1266.0,949.5
1261.0,947.3
1234.0,934.7
1223.0,929.3
1208.0,921.2
1185.0,909.1
1182.0,906.7
1156.0,889.7
1139.0,909.1
1129.0,915.3
1114.0,929.3
1103.0,936.1
1077.0,948.1
1066.0,949.5
1062.0,969.7
1051.0,977.1
1024.0,979.7
1013.0,969.7
1012.0,949.5
1003.0,929.3
998.0,925.8
981.3,909.1
971.7,904.1
956.6,888.9
945.5,882.7
932.7,868.7
919.2,857.2
899.8,848.5
892.9,843.6
866.8,828.3
866.7,828.2
840.4,812.3
835.8,808.1
814.1,790.8
810.8,787.9
792.3,767.7
787.9,760.7
776.0,747.5
761.6,731.2
757.5,727.3
735.4,712.9
725.6,707.1
709.1,699.1
698.3,686.9
689.4,666.7
682.8,656.0
675.3,646.5
656.6,628.4
654.0,626.3
630.3,612.2
620.3,606.1
604.0,599.4
588.9,585.9
584.1,565.7
577.8,551.9
572.6,545.5
557.6,525.3
551.5,518.0
538.7,505.1
525.3,491.6
518.8,484.8
499.8,464.6
499.0,463.7
480.0,444.4
472.7,437.8
456.2,424.2
446.5,418.3
422.0,404.0
420.2,403.4

