#: table_doi: 10.17182/hepdata.77891.v5/t50
#: name: Exclusion contour(exp.) 5  : Meff+RJR
#: description: Expected 95% CL exclusion contours from searches on the gluino and lightest neutralino masses in a SUSY scenario where gluinos are produced in pairs and decay via an intermediate lightest chargino to lightest neutralino, $\tilde{g} \rightarrow qq \tilde{\chi}_{1}^{\pm} \rightarrow qq W^{\pm} \tilde{\chi}_{1}^{0}$.
#: data_file: data50.yaml
#: data_license:   
#: keyword reactions: P P --> GLUINO GLUINO X
#: keyword observables: CLS
#: keyword phrases: 
#: keyword cmenergies: 13000.0
#: SQRT(S) [GEV],13000.0
M(GLUINO) [GEV],M(NEUTRALINO1) [GEV]
1968.0,31.04
1965.0,40.4
1962.0,60.61
1959.0,80.81
1957.0,101.0
1955.0,121.2
1953.0,141.4
1952.0,161.6
1950.0,181.8
1948.0,202.0
1945.0,222.2
1945.0,226.7
1943.0,242.4
1939.0,262.6
1935.0,282.8
1930.0,303.0
1924.0,323.2
1922.0,330.4
1918.0,343.4
1912.0,363.6
1906.0,383.8
1900.0,404.0
1899.0,406.8
1894.0,424.2
1888.0,444.4
1882.0,464.6
1876.0,482.2
1875.0,484.8
1869.0,505.1
1863.0,525.3
1856.0,545.5
1853.0,553.7
1849.0,565.7
1843.0,585.9
1836.0,606.1
1830.0,626.3
1830.0,627.0
1825.0,646.5
1820.0,666.7
1814.0,686.9
1808.0,707.1
1807.0,709.6
1801.0,727.3
1793.0,747.5
1785.0,761.8
1781.0,767.7
1765.0,787.9
1762.0,791.4
1744.0,808.1
1739.0,811.7
1716.0,826.0
1711.0,828.3
1693.0,836.3
1670.0,843.9
1657.0,848.5
1647.0,851.8
1624.0,859.6
1602.0,865.2
1581.0,868.7
1579.0,869.2
1556.0,871.8
1533.0,873.4
1510.0,874.2
1487.0,874.7
1464.0,874.6
1441.0,874.0
1418.0,872.7
1396.0,870.8
1378.0,868.7
1373.0,868.1
1350.0,865.0
1327.0,862.5
1304.0,859.5
1281.0,855.5
1258.0,850.3
1252.0,848.5
1235.0,844.5
1213.0,838.5
1190.0,833.9
1167.0,833.4
1144.0,837.5
1121.0,845.7
1115.0,848.5
1098.0,858.4
1084.0,868.7
1075.0,874.4
1053.0,888.9
1052.0,889.2
1030.0,896.6
1007.0,896.5
983.8,888.9
983.8,888.9
960.9,874.5
948.2,868.7
938.0,865.3
915.2,863.3
892.3,866.0
869.4,848.5
869.4,848.3
867.2,828.3
854.8,808.1
846.5,802.7
823.6,795.3
800.8,793.1
795.3,795.3
785.6,785.6
777.9,777.9
776.4,776.4
756.1,756.1
755.0,755.0
732.1,732.1
709.2,709.2
705.5,705.5
698.0,698.0
690.9,690.9
686.4,686.4
672.5,672.5
663.5,663.5
640.6,640.6
624.2,624.2
619.5,619.5
617.7,617.7
610.5,610.5
594.8,594.8
588.2,588.2
572.0,572.0
549.1,549.1
537.4,537.4
534.6,534.6
528.2,528.2
526.2,526.2
507.7,507.7
503.3,503.3
480.5,480.5
458.2,458.2
457.6,457.6
454.7,454.7
447.7,447.7
434.7,434.7
426.6,426.6
411.8,411.8

