1000.0,190.0,6.3945
1000.0,290.0,3.874
1000.0,390.0,3.2902
1000.0,490.0,2.8147
1000.0,590.0,2.6132
1000.0,690.0,2.545
1000.0,790.0,2.2618
1000.0,890.0,2.547
1000.0,90.0,7.0799
1000.0,990.0,26.3377
1050.0,1040.0,36.9861
1050.0,190.0,5.3842
1050.0,290.0,4.1015
1050.0,390.0,3.4237
1050.0,490.0,2.784
1050.0,590.0,2.6568
1050.0,690.0,2.2676
1050.0,790.0,2.1712
1050.0,890.0,2.3343
1050.0,90.0,7.7054
1050.0,990.0,3.412
1100.0,1090.0,42.1601
1100.0,190.0,4.7291
1100.0,290.0,3.4853
1100.0,390.0,3.4374
1100.0,490.0,2.7703
1100.0,590.0,2.5856
1100.0,690.0,2.3047
1100.0,790.0,2.0885
1100.0,890.0,2.1061
1100.0,90.0,7.2742
1100.0,990.0,2.3944
1150.0,1090.0,3.3477
1150.0,1140.0,34.9293
1150.0,190.0,4.7384
1150.0,290.0,3.7538
1150.0,390.0,3.2638
1150.0,490.0,2.8122
1150.0,590.0,2.4494
1150.0,690.0,2.2466
1150.0,790.0,2.0091
1150.0,890.0,2.3037
1150.0,90.0,7.483
1150.0,990.0,2.1482
1200.0,1090.0,2.232
1200.0,1190.0,32.3301
1200.0,190.0,4.7726
1200.0,290.0,3.5162
1200.0,390.0,2.9191
1200.0,490.0,2.8895
1200.0,590.0,2.4184
1200.0,690.0,2.16
1200.0,790.0,2.0915
1200.0,890.0,2.0181
1200.0,90.0,6.8067
1200.0,990.0,1.9708
1250.0,1090.0,2.2271
1250.0,1190.0,3.2217
1250.0,1240.0,29.052
1250.0,190.0,4.3681
1250.0,290.0,3.3187
1250.0,390.0,2.9965
1250.0,490.0,2.8121
1250.0,590.0,2.2216
1250.0,690.0,2.2529
1250.0,790.0,2.0856
1250.0,890.0,2.0443
1250.0,90.0,6.6674
1250.0,990.0,1.9398
500.0,140.0,25.2359
500.0,490.0,73.3851
500.0,90.0,33.0453
550.0,140.0,18.5418
550.0,190.0,12.6944
550.0,490.0,6.4884
550.0,540.0,65.7354
550.0,90.0,26.0579
600.0,140.0,14.3859
600.0,190.0,10.8428
600.0,240.0,8.0638
600.0,390.0,5.0987
600.0,540.0,5.3842
600.0,590.0,56.6679
600.0,90.0,23.1846
650.0,140.0,12.0762
650.0,190.0,8.7345
650.0,240.0,7.1651
650.0,290.0,5.9331
650.0,340.0,5.011
650.0,390.0,4.5887
650.0,440.0,4.1353
650.0,490.0,3.8399
650.0,540.0,3.9627
650.0,590.0,5.1127
650.0,640.0,48.5762
650.0,90.0,17.8143
700.0,140.0,10.4371
700.0,190.0,8.3635
700.0,240.0,6.3863
700.0,290.0,5.693
700.0,340.0,4.8289
700.0,390.0,4.5435
700.0,440.0,4.0529
700.0,490.0,3.7556
700.0,540.0,3.4893
700.0,590.0,3.7355
700.0,640.0,4.5552
700.0,690.0,45.5266
700.0,90.0,13.9862
750.0,140.0,10.0358
750.0,190.0,7.6915
750.0,240.0,6.0915
750.0,290.0,5.2103
750.0,340.0,4.5164
750.0,390.0,3.9793
750.0,440.0,3.621
750.0,490.0,3.5628
750.0,540.0,3.2045
750.0,590.0,3.1307
750.0,640.0,3.2338
750.0,690.0,3.9456
750.0,740.0,45.6382
750.0,90.0,11.335
800.0,140.0,8.698
800.0,190.0,6.4081
800.0,240.0,5.0295
800.0,290.0,5.1322
800.0,340.0,3.9393
800.0,390.0,3.9053
800.0,440.0,3.527
800.0,490.0,3.4276
800.0,540.0,3.0309
800.0,590.0,2.9342
800.0,640.0,2.9695
800.0,690.0,3.0665
800.0,740.0,4.2657
800.0,790.0,43.9249
800.0,90.0,12.9725
850.0,190.0,6.4492
850.0,290.0,4.4636
850.0,390.0,3.6462
850.0,490.0,3.0938
850.0,590.0,2.9874
850.0,690.0,2.788
850.0,790.0,4.0486
850.0,840.0,40.7283
850.0,90.0,10.9725
900.0,190.0,5.383
900.0,290.0,4.1329
900.0,390.0,3.8449
900.0,490.0,2.9324
900.0,590.0,2.7139
900.0,690.0,2.3914
900.0,790.0,2.4392
900.0,840.0,3.6092
900.0,890.0,37.8869
900.0,90.0,8.9456
950.0,190.0,6.1543
950.0,290.0,4.1204
950.0,390.0,3.5176
950.0,490.0,2.8576
950.0,590.0,2.8055
950.0,690.0,2.441
950.0,790.0,2.4345
950.0,890.0,3.6256
950.0,90.0,7.6179
950.0,940.0,38.1404
