#: table_doi: 10.17182/hepdata.79165.v2/t39
#: name: Contour 10
#: description: Observed exclusion limit for b0L-SRA550 for sbottom pair production with symmetric decay into a bottom quark and a neutralino.
#: data_file: data38.yaml
#: data_license:   
#: keyword reactions: P P --> SBOTTOM SBOTTOMBAR X
#: keyword observables: EXCLUSION LIMIT
#: keyword phrases: Proton-Proton Scattering | Supersymmetry | SUSY
#: keyword cmenergies: 13000.0
#: RE,P P --> SBOTTOM SBOTTOMBAR X
#: SQRT(S) [GEV],13000.0
M(SBOTTOM) [GEV],M(NEUTRALINO1) [GEV]
574.4,-6.487
574.4,8.488
576.8,23.46
578.1,32.98
579.0,38.44
581.5,53.41
584.8,68.39
588.0,83.36
590.9,98.34
596.9,113.3
603.9,128.3
604.4,129.4
613.0,143.3
621.9,158.2
630.6,172.2
631.4,173.2
646.2,188.2
656.9,200.2
660.2,203.2
672.9,218.1
681.5,233.1
683.1,235.2
694.9,248.1
709.4,261.4
711.6,263.1
732.5,278.0
735.6,280.3
760.5,293.0
761.9,294.2
788.1,305.5
795.3,308.0
813.4,323.0
814.4,323.7
840.6,327.2
866.9,334.6
875.3,337.9
893.1,346.8
909.7,337.9
919.4,330.7
923.7,323.0
926.1,308.0
926.0,293.0
924.3,278.0
920.1,263.1
919.4,258.9
917.2,248.1
919.4,245.3
928.0,233.1
936.8,218.1
944.2,203.2
945.6,199.4
953.1,188.2
962.4,173.2
963.5,158.2
963.2,143.3
962.3,128.3
953.4,113.3
946.0,98.34
951.1,83.36
955.4,68.39
957.2,53.41
956.9,38.44
953.5,23.46
946.8,8.488
946.8,-6.487

