#: table_doi: 10.17182/hepdata.79165.v2/t56
#: name: Contour 27
#: description: Expected exclusion limit for b1L-SRA750 for sbottom pair production with asymmetric decay into a bottom quark and a neutralino or a top quark and a chargino.
#: data_file: data55.yaml
#: data_license:   
#: keyword reactions: P P --> SBOTTOM SBOTTOMBAR X
#: keyword observables: EXCLUSION LIMIT
#: keyword phrases: Proton-Proton Scattering | Supersymmetry | SUSY
#: keyword cmenergies: 13000.0
#: RE,P P --> SBOTTOM SBOTTOMBAR X
#: SQRT(S) [GEV],13000.0
M(SBOTTOM) [GEV],M(NEUTRALINO1) [GEV]
749.5,281.2
757.6,268.8
762.2,256.2
762.5,255.1
765.0,243.8
769.4,231.2
773.2,218.8
776.3,206.2
779.3,193.8
783.5,181.2
787.5,172.8
789.7,168.8
796.6,156.2
801.5,143.8
804.4,131.2
807.3,118.8
807.5,106.2
807.5,100.0
378.5,100.0
378.5,106.2
387.5,113.4
395.3,118.8
412.5,130.4
414.0,131.2
436.3,143.8
437.5,144.7
453.2,156.2
459.7,168.8
462.5,172.9
468.7,181.2
476.1,193.8
486.7,206.2
487.5,207.0
499.5,218.8
512.3,231.2
512.5,231.5
524.8,243.8
537.5,255.7
538.4,256.2
555.4,268.8
562.5,273.9
581.0,281.2
587.5,285.1
611.8,293.8
612.5,294.0
637.5,304.2
642.9,306.2
662.5,313.8
687.5,315.4
712.5,307.2
714.2,306.2
737.3,293.8
737.5,293.6
749.5,281.2

