#: table_doi: 10.17182/hepdata.79165.v2/t32
#: name: Contour 3
#: description: Expected exclusion limit for b0L-SRA350 for sbottom pair production with asymmetric decay into a bottom quark and a neutralino or a top quark and a chargino.
#: data_file: data31.yaml
#: data_license:   
#: keyword reactions: P P --> SBOTTOM SBOTTOMBAR X
#: keyword observables: EXCLUSION LIMIT
#: keyword phrases: Proton-Proton Scattering | Supersymmetry | SUSY
#: keyword cmenergies: 13000.0
#: RE,P P --> SBOTTOM SBOTTOMBAR X
#: SQRT(S) [GEV],13000.0
M(SBOTTOM) [GEV],M(NEUTRALINO1) [GEV]
739.4,293.8
745.9,281.2
749.7,268.8
753.5,256.2
756.6,243.8
758.5,231.2
759.9,218.8
761.3,206.2
762.5,200.1
763.7,193.8
767.2,181.2
770.4,168.8
773.5,156.2
774.2,143.8
772.6,131.2
770.6,118.8
768.3,106.2
768.3,100.0
379.4,100.0
379.4,106.2
387.5,111.8
395.7,118.8
410.5,131.2
412.5,132.9
423.3,143.8
434.8,156.2
437.5,159.5
446.2,168.8
458.0,181.2
462.5,186.0
470.9,193.8
484.3,206.2
487.5,209.2
499.4,218.8
512.5,229.3
515.8,231.2
533.8,243.8
537.5,246.5
552.6,256.2
562.5,265.1
568.3,268.8
584.3,281.2
587.5,284.1
606.5,293.8
612.5,297.7
637.5,306.0
638.7,306.2
662.5,313.3
687.5,311.9
712.5,307.8
716.6,306.2
737.5,295.9
739.4,293.8

