#: table_doi: 10.17182/hepdata.85726.v1/t44
#: name: Efficiency 1lbb SR1Lbb-High
#: description: Efficiency for $1lb\bar{b}$ SR1Lbb-High signal region. Note that the acceptance is relative to the total chargino-neutralino production cross section.
#: data_file: 1Lbb_Eff_SR3.yaml
#: data_license:   
#: keyword reactions: P P --> CHARGINO1 NEUTRALINO2 X
#: keyword observables: 
#: keyword cmenergies: 13000.0
#: keyword phrases: Electroweak | Efficiency | Leptonic | Chargino | Neutralino | Proton-Proton | Scattering
#: SQRT(S) [GEV],13000.0
M(CHARGINO1/NEUTRALINO2) [GEV],M(NEUTRALINO1) [GEV],Efficiency
550.0,175.0,0.430093372912
550.0,200.0,0.447674281812
550.0,225.0,0.501812365351
550.0,250.0,0.467650956806
575.0,150.0,0.493937428582
575.0,175.0,0.460990736557
575.0,200.0,0.506333089733
575.0,225.0,0.494680854938
575.0,250.0,0.453808761665
600.0,150.0,0.548340718851
600.0,175.0,0.484202367016
600.0,200.0,0.48726633699
600.0,225.0,0.486206670594
600.0,250.0,0.470153056338
625.0,125.0,0.460537749039
625.0,150.0,0.441112888158
625.0,175.0,0.456512911708
625.0,200.0,0.512887092266
625.0,225.0,0.533122309828
625.0,250.0,0.584625619192
650.0,125.0,0.452796218066
650.0,150.0,0.498416260387
650.0,175.0,0.458121409018
650.0,200.0,0.475217298036
650.0,225.0,0.449859605458
650.0,250.0,0.488979363089
675.0,125.0,0.497956454975
675.0,150.0,0.471560237158
675.0,175.0,0.494691336736
675.0,200.0,0.460780545944
675.0,225.0,0.407327889497
675.0,250.0,0.469522411026
700.0,100.0,0.478346236022
700.0,125.0,0.451168375907
700.0,150.0,0.486114465022
700.0,175.0,0.433603085289
700.0,200.0,0.409259150436
700.0,225.0,0.500456346149
700.0,250.0,0.501038202298
750.0,100.0,0.472475261235
750.0,125.0,0.499809610675
750.0,150.0,0.448741500362
750.0,175.0,0.508582084562
750.0,200.0,0.486466257664
750.0,225.0,0.464914167208
750.0,250.0,0.484672425211
800.0,100.0,0.475682247284
800.0,125.0,0.458632063791
800.0,150.0,0.491941529695
800.0,175.0,0.479382808003
800.0,200.0,0.480162305747
800.0,225.0,0.487417191668
800.0,250.0,0.51608132792

