#: table_doi: 10.17182/hepdata.85726.v1/t42
#: name: Efficiency 1lbb SR1Lbb-Medium
#: description: Efficiency for $1lb\bar{b}$ SR1Lbb-Medium signal region. Note that the acceptance is relative to the total chargino-neutralino production cross section.
#: data_file: 1Lbb_Eff_SR2.yaml
#: data_license:   
#: keyword reactions: P P --> CHARGINO1 NEUTRALINO2 X
#: keyword observables: 
#: keyword cmenergies: 13000.0
#: keyword phrases: Electroweak | Efficiency | Leptonic | Chargino | Neutralino | Proton-Proton | Scattering
#: SQRT(S) [GEV],13000.0
M(CHARGINO1/NEUTRALINO2) [GEV],M(NEUTRALINO1) [GEV],Efficiency
150.0,0.0,0.813493730424
152.5,22.5,0.0857997106536
162.5,12.5,0.573664156031
165.0,35.0,0.0
175.0,0.0,0.860051331638
175.0,25.0,0.470198422262
177.5,47.5,0.10705210876
187.5,12.5,0.472294160939
187.5,37.5,0.440873571548
190.0,60.0,0.12670728879
200.0,0.0,0.573008401428
200.0,25.0,0.467847113649
200.0,50.0,0.498410366965
202.5,72.5,0.057581671171
212.5,12.5,0.501440510146
212.5,37.5,0.709724733806
212.5,62.5,0.435243802112
215.0,85.0,0.104553625117
225.0,0.0,0.396785196375
225.0,25.0,0.419170140574
225.0,50.0,0.367204269535
225.0,75.0,0.406421358604
237.5,12.5,0.516292659027
227.5,97.5,0.0548193867125
237.5,37.5,0.63798269571
237.5,62.5,0.475544694274
237.5,87.5,0.402113407924
240.0,110.0,0.0838122192978
250.0,0.0,0.517854563139
250.0,25.0,0.518476307501
250.0,50.0,0.533215281847
250.0,75.0,0.58482851692
250.0,100.0,0.424558958631
262.5,12.5,0.53614400356
262.5,37.5,0.582855127702
262.5,62.5,0.510725066474
262.5,87.5,0.396815082706
275.0,0.0,0.555852065387
275.0,25.0,0.453385974632
275.0,50.0,0.418744292899
275.0,75.0,0.559622226904
287.5,12.5,0.383764355308
287.5,37.5,0.504565137975
287.5,62.5,0.468828023552
300.0,0.0,0.49028931304
300.0,25.0,0.420558277901
300.0,50.0,0.436466302932
300.0,100.0,0.479455107289
300.0,75.0,0.458275456554
312.5,12.5,0.486904855212
312.5,37.5,0.452511338856
325.0,0.0,0.42408700447
325.0,25.0,0.494738476601
325.0,50.0,0.364120144984
325.0,75.0,0.517791946878
325.0,100.0,0.409759791232
337.5,12.5,0.477501729656
350.0,0.0,0.448233984981
350.0,25.0,0.423198626819
350.0,50.0,0.466893648191
350.0,75.0,0.402495378584
350.0,100.0,0.410062013325
375.0,0.0,0.515484008824
375.0,25.0,0.514364330629
375.0,50.0,0.46460929087
375.0,75.0,0.498498569855
400.0,0.0,0.506785007706
400.0,25.0,0.472475186401
400.0,50.0,0.520854663502
425.0,0.0,0.498562757215
425.0,25.0,0.483524163986
450.0,0.0,0.432130067639
400.0,75.0,0.560070056229
425.0,50.0,0.464286173952
425.0,75.0,0.577572689589
450.0,25.0,0.432316623926
450.0,50.0,0.379183263678
475.0,0.0,0.400065676483
475.0,25.0,0.47436643563
500.0,0.0,0.424844792504
275.0,100.0,0.48475376658
375.0,100.0,0.593595296868
400.0,100.0,0.429783477361
425.0,100.0,0.49268919087
450.0,100.0,0.411793419871
475.0,100.0,0.426785654096
450.0,75.0,0.403680480074
475.0,75.0,0.492456977527
500.0,75.0,0.453675265986
475.0,50.0,0.468623858564
500.0,50.0,0.440558296892
525.0,50.0,0.430333899732
500.0,25.0,0.415451769257
525.0,25.0,0.437502261023
550.0,25.0,0.447721081921
575.0,25.0,0.489236474136
525.0,0.0,0.418639242691
550.0,0.0,0.444200812126
575.0,0.0,0.459198967919
600.0,0.0,0.389871995905
275.0,145.0,0.448532352635
275.0,125.0,0.377661663133
300.0,125.0,0.503691222126
325.0,125.0,0.487957072654
350.0,125.0,0.460962209161
375.0,125.0,0.516692152655
400.0,125.0,0.468160897433
425.0,125.0,0.511829385719
450.0,125.0,0.471911893513
300.0,170.0,0.828471792491
300.0,150.0,0.475117679928
325.0,150.0,0.507080604046
350.0,150.0,0.44923579995
375.0,150.0,0.548681085168
400.0,150.0,0.337225448572
425.0,150.0,0.563464083301
450.0,150.0,0.479842798312
325.0,190.0,0.297824481546
325.0,175.0,0.484244773752
350.0,175.0,0.375725466325
375.0,175.0,0.499515271723
400.0,175.0,0.465681557344
425.0,175.0,0.480766052273
450.0,175.0,0.528653918573
350.0,200.0,0.458310079096
375.0,200.0,0.496798493932
400.0,200.0,0.516906986614
425.0,200.0,0.496176666536
450.0,200.0,0.499273817559
500.0,100.0,0.534061370252
500.0,125.0,0.456722198097
500.0,150.0,0.454685865043
475.0,150.0,0.506580763584
475.0,125.0,0.505761961806
525.0,75.0,0.501105956817
525.0,100.0,0.535550388569
525.0,125.0,0.34579678695
550.0,50.0,0.383115525312
550.0,75.0,0.544701074211
550.0,100.0,0.485520921756
550.0,125.0,0.479377814697
575.0,50.0,0.455672915201
575.0,75.0,0.558212079773
575.0,100.0,0.38388906651
575.0,125.0,0.544770064766
600.0,15.0,0.432025316033
600.0,50.0,0.48060775285
600.0,75.0,0.476824845642
600.0,100.0,0.502125559633
600.0,125.0,0.470203328102
625.0,0.0,0.443903401601
625.0,25.0,0.423063105581
625.0,50.0,0.445212870583
625.0,75.0,0.404101654939
625.0,100.0,0.462812403169
650.0,0.0,0.506130353344
650.0,25.0,0.494535119484
650.0,50.0,0.451711822219
650.0,75.0,0.451894717512
650.0,100.0,0.525376771029
675.0,0.0,0.422237688066
675.0,25.0,0.40757785608
675.0,50.0,0.517601782824
675.0,75.0,0.311932690558
675.0,100.0,0.448807604502
700.0,0.0,0.382315330767
700.0,25.0,0.505538576794
700.0,50.0,0.37573590945
750.0,0.0,0.386888526058
750.0,25.0,0.41352925635
750.0,50.0,0.397883910485
800.0,0.0,0.413734945948
800.0,25.0,0.431727514223
800.0,50.0,0.415474469181
375.0,225.0,0.682243288279
400.0,225.0,0.548700557407
400.0,250.0,0.356215519921
425.0,225.0,0.684139560932
