#: table_doi: 10.17182/hepdata.85726.v1/t42
#: name: Efficiency 1lbb SR1Lbb-Medium
#: description: Efficiency for $1lb\bar{b}$ SR1Lbb-Medium signal region. Note that the acceptance is relative to the total chargino-neutralino production cross section.
#: data_file: 1Lbb_Eff_SR2.yaml
#: data_license:   
#: keyword reactions: P P --> CHARGINO1 NEUTRALINO2 X
#: keyword observables: 
#: keyword cmenergies: 13000.0
#: keyword phrases: Electroweak | Efficiency | Leptonic | Chargino | Neutralino | Proton-Proton | Scattering
#: SQRT(S) [GEV],13000.0
M(CHARGINO1/NEUTRALINO2) [GEV],M(NEUTRALINO1) [GEV],Efficiency
425.0,250.0,0.380162091981
450.0,225.0,0.575614430625
450.0,250.0,0.492970874869
475.0,175.0,0.59517094658
475.0,200.0,0.478873051353
475.0,225.0,0.400857772123
475.0,250.0,0.541912713365
500.0,175.0,0.478200975874
500.0,200.0,0.388348775066
500.0,225.0,0.521909250894
500.0,250.0,0.582935671606
525.0,150.0,0.510604350831
525.0,175.0,0.478871676674
525.0,200.0,0.461162101056
525.0,225.0,0.478472011179
525.0,250.0,0.48853345101
550.0,150.0,0.461651724808
550.0,175.0,0.389065602932
550.0,200.0,0.447196938068
550.0,225.0,0.488967372969
550.0,250.0,0.343354394118
575.0,150.0,0.546230901642
575.0,175.0,0.367237029502
575.0,200.0,0.348297807303
575.0,225.0,0.449389952382
575.0,250.0,0.514538037461
600.0,150.0,0.373501311517
600.0,175.0,0.39345421988
600.0,200.0,0.464267098554
600.0,225.0,0.410495419139
600.0,250.0,0.424797649029
625.0,125.0,0.445371418522
625.0,150.0,0.393122410283
625.0,175.0,0.404307108272
625.0,200.0,0.453596419122
625.0,225.0,0.425433358025
625.0,250.0,0.567536551582
650.0,125.0,0.400608349208
650.0,150.0,0.527907421554
650.0,175.0,0.369579595653
650.0,200.0,0.405735105806
650.0,225.0,0.467385160037
650.0,250.0,0.414136395741
675.0,125.0,0.421719635714
675.0,150.0,0.330876794296
675.0,175.0,0.446321972864
675.0,200.0,0.512204572726
675.0,225.0,0.441699142081
675.0,250.0,0.363974874928
700.0,100.0,0.449893851665
700.0,125.0,0.484606896519
700.0,150.0,0.542336918817
700.0,175.0,0.462069590478
700.0,200.0,0.425160685665
700.0,225.0,0.504922554088
700.0,250.0,0.535829458203
750.0,100.0,0.448082328899
750.0,125.0,0.475591272218
750.0,150.0,0.363192277142
750.0,175.0,0.465753740199
750.0,200.0,0.522471567917
750.0,225.0,0.446435795097
750.0,250.0,0.489410607951
800.0,100.0,0.379481212239
800.0,125.0,0.495453389422
800.0,150.0,0.394686117149
800.0,175.0,0.460939109125
800.0,200.0,0.423258259728
800.0,225.0,0.435369850059
800.0,250.0,0.37197170277

