#: table_doi: 10.17182/hepdata.85726.v1/t43
#: name: Acceptance 1lbb SR1Lbb-High
#: description: Acceptance for $1lb\bar{b}$ SR1Lbb-High signal region. Note that the acceptance is relative to the total chargino-neutralino production cross section.
#: data_file: 1Lbb_Acc_SR3.yaml
#: data_license:   
#: keyword reactions: P P --> CHARGINO1 NEUTRALINO2 X
#: keyword observables: 
#: keyword cmenergies: 13000.0
#: keyword phrases: Electroweak | Acceptance | Leptonic | Chargino | Neutralino | Proton-Proton | Scattering
#: SQRT(S) [GEV],13000.0
M(CHARGINO1/NEUTRALINO2) [GEV],M(NEUTRALINO1) [GEV],Acceptance
150.0,0.0,1.89457506439e-06
152.5,22.5,0.0
152.5,22.5,0.0
162.5,12.5,0.0
165.0,35.0,1.54132442341e-06
165.0,35.0,8.24620460488e-06
175.0,0.0,3.49054524878e-06
175.0,25.0,2.24841467415e-05
177.5,47.5,0.0
177.5,47.5,0.0
187.5,12.5,1.83061122146e-05
187.5,37.5,1.17671608098e-05
190.0,60.0,5.09036320976e-06
190.0,60.0,8.16814905366e-06
200.0,0.0,5.61220788293e-05
200.0,25.0,2.04858467122e-05
200.0,50.0,6.15307372683e-06
202.5,72.5,5.80565089756e-06
202.5,72.5,1.82261545463e-05
212.5,12.5,0.000130523502732
212.5,37.5,9.24809320976e-05
212.5,62.5,2.44536629268e-05
215.0,85.0,2.16389192488e-05
215.0,85.0,2.50540902439e-05
225.0,0.0,0.000195517697268
225.0,25.0,0.000158743586634
225.0,50.0,5.52837722927e-05
225.0,75.0,7.27761450732e-06
237.5,12.5,0.000319606085854
227.5,97.5,1.52341702244e-05
227.5,97.5,7.27940203902e-06
237.5,37.5,0.000255330570732
237.5,62.5,8.42640155122e-05
237.5,87.5,4.50923206829e-05
240.0,110.0,3.31016496585e-05
240.0,110.0,0.0
250.0,0.0,0.000475433016585
250.0,25.0,0.000442505765854
250.0,50.0,0.000216368337951
250.0,75.0,0.00014001277522
