#: table_doi: 10.17182/hepdata.85726.v1/t40
#: name: Efficiency 1lbb SR1Lbb-Low
#: description: Efficiency for $1lb\bar{b}$ SR1Lbb-Low signal region. Note that the acceptance is relative to the total chargino-neutralino production cross section.
#: data_file: 1Lbb_Eff_SR1.yaml
#: data_license:   
#: keyword reactions: P P --> CHARGINO1 NEUTRALINO2 X
#: keyword observables: 
#: keyword cmenergies: 13000.0
#: keyword phrases: Electroweak | Efficiency | Leptonic | Chargino | Neutralino | Proton-Proton | Scattering
#: SQRT(S) [GEV],13000.0
M(CHARGINO1/NEUTRALINO2) [GEV],M(NEUTRALINO1) [GEV],Efficiency
150.0,0.0,0.38071572668
152.5,22.5,0.259007886996
162.5,12.5,0.388545187009
165.0,35.0,0.138990476907
175.0,0.0,0.483063597222
175.0,25.0,0.586818745909
177.5,47.5,0.125308412513
187.5,12.5,0.472026699787
187.5,37.5,0.507305748964
190.0,60.0,0.168547489522
200.0,0.0,0.564582050546
200.0,25.0,0.317497153539
200.0,50.0,0.376317168134
202.5,72.5,0.05654107597
212.5,12.5,0.463263137739
212.5,37.5,0.516323194172
212.5,62.5,0.500886913288
215.0,85.0,0.112015477927
225.0,0.0,0.460459530223
225.0,25.0,0.395105932728
225.0,50.0,0.500206309679
225.0,75.0,0.453641487439
237.5,12.5,0.777938117524
227.5,97.5,0.0920175110103
237.5,37.5,0.441602571766
237.5,62.5,0.615294884611
237.5,87.5,0.343795315038
240.0,110.0,0.0515171757652
250.0,0.0,0.484207356585
250.0,25.0,0.366087682321
250.0,50.0,0.487511824884
250.0,75.0,0.642389543675
250.0,100.0,0.480284780327
262.5,12.5,0.526393008329
262.5,37.5,0.317391818531
262.5,62.5,0.535434933505
262.5,87.5,0.499580546849
275.0,0.0,0.466944591208
275.0,25.0,0.546488781176
275.0,50.0,0.437238357998
275.0,75.0,0.619477119846
287.5,12.5,0.467692140065
287.5,37.5,0.44584447746
287.5,62.5,0.533567823912
300.0,0.0,0.388502398645
300.0,25.0,0.497829238045
300.0,50.0,0.474751273984
300.0,100.0,0.409345250698
300.0,75.0,0.383199127219
312.5,12.5,0.520512642354
312.5,37.5,0.525810095452
325.0,0.0,0.476666462629
325.0,25.0,0.534482238846
325.0,50.0,0.390102176875
325.0,75.0,0.487154150639
325.0,100.0,0.384275291159
337.5,12.5,0.448661647711
350.0,0.0,0.47239405556
350.0,25.0,0.468145328397
350.0,50.0,0.441422447745
350.0,75.0,0.374061248097
350.0,100.0,0.602143358246
375.0,0.0,0.509434193112
375.0,25.0,0.417487230101
375.0,50.0,0.561081235764
375.0,75.0,0.516491816242
400.0,0.0,0.476096344666
400.0,25.0,0.476279707384
400.0,50.0,0.385157933256
425.0,0.0,0.407892440745
425.0,25.0,0.408798413756
450.0,0.0,0.468913339112
400.0,75.0,0.382265262125
425.0,50.0,0.49231750339
425.0,75.0,0.491317635594
450.0,25.0,0.556727656117
450.0,50.0,0.444055289348
475.0,0.0,0.480603808023
475.0,25.0,0.472619238239
500.0,0.0,0.360117209748
275.0,100.0,0.362404407094
375.0,100.0,0.461018680172
400.0,100.0,0.505137035263
425.0,100.0,0.498726953067
450.0,100.0,0.396383092352
475.0,100.0,0.513150198443
450.0,75.0,0.423034362716
475.0,75.0,0.451235563548
500.0,75.0,0.478874534883
475.0,50.0,0.430397600139
500.0,50.0,0.418283215293
525.0,50.0,0.432439411126
500.0,25.0,0.35883689991
525.0,25.0,0.472309898155
550.0,25.0,0.390252913324
575.0,25.0,0.369713486118
525.0,0.0,0.527092008549
550.0,0.0,0.433891547098
575.0,0.0,0.412439145715
600.0,0.0,0.489026685666
275.0,145.0,0.740411804895
275.0,125.0,0.460671691538
300.0,125.0,0.573679343009
325.0,125.0,0.412251637567
350.0,125.0,0.527709390839
375.0,125.0,0.444051467338
400.0,125.0,0.468864569959
425.0,125.0,0.447976877589
450.0,125.0,0.497697553424
300.0,170.0,0.537498159508
300.0,150.0,0.320194762251
325.0,150.0,0.526972229546
350.0,150.0,0.386629431346
375.0,150.0,0.511534199968
400.0,150.0,0.469870723875
425.0,150.0,0.566711583152
450.0,150.0,0.65170108928
325.0,190.0,0.411103788996
325.0,175.0,0.519506522542
350.0,175.0,0.544774920286
375.0,175.0,0.517429852705
400.0,175.0,0.367256848127
425.0,175.0,0.47711373001
450.0,175.0,0.49020372339
350.0,200.0,0.43109449009
375.0,200.0,0.523345707185
400.0,200.0,0.480229272945
425.0,200.0,0.578163413295
450.0,200.0,0.618319779445
500.0,100.0,0.472974302756
500.0,125.0,0.490755825419
500.0,150.0,0.467621086002
475.0,150.0,0.355393466486
475.0,125.0,0.563154615144
525.0,75.0,0.415663977871
525.0,100.0,0.448405330089
525.0,125.0,0.620690316181
550.0,50.0,0.498447519241
550.0,75.0,0.297156781902
550.0,100.0,0.46484608601
550.0,125.0,0.546711124214
575.0,50.0,0.478719531292
575.0,75.0,0.412319397873
575.0,100.0,0.367864096342
575.0,125.0,0.568246217741
600.0,15.0,0.616830219436
600.0,50.0,0.41330692369
600.0,75.0,0.431155249877
600.0,100.0,0.371653779599
600.0,125.0,0.448111958887
625.0,0.0,0.361072707882
625.0,25.0,0.506478966697
625.0,50.0,0.479889077722
625.0,75.0,0.574884028997
625.0,100.0,0.350769503302
650.0,0.0,0.322080792633
650.0,25.0,0.476606481653
650.0,50.0,0.39845721905
650.0,75.0,0.39731885629
650.0,100.0,0.323623517165
675.0,0.0,0.482101672759
675.0,25.0,0.387325737818
675.0,50.0,0.461240477079
675.0,75.0,0.315526361927
675.0,100.0,0.646676628847
700.0,0.0,0.362463400092
700.0,25.0,0.393263999889
700.0,50.0,0.418159498895
750.0,0.0,0.34137265061
750.0,25.0,0.47419823026
750.0,50.0,0.461052402954
800.0,0.0,0.399278003074
800.0,25.0,0.446253938739
800.0,50.0,0.2887022256
375.0,225.0,0.483101154618
400.0,225.0,0.434223545779
400.0,250.0,0.32786118382
425.0,225.0,0.398502813813
425.0,250.0,0.380022646745
450.0,225.0,0.402630002218
450.0,250.0,0.560342129256
475.0,175.0,0.387037282739
475.0,200.0,0.550999410424
475.0,225.0,0.557795948756
475.0,250.0,0.565785259049
500.0,175.0,0.342133778927
500.0,200.0,0.471592315557
500.0,225.0,0.431703174631
500.0,250.0,0.538775603171
525.0,150.0,0.369640464764
525.0,175.0,0.42790516716
