# produced by converting X-sectionU.L.&bestSR9:Meff.csv
800.0,190.00024,92.64
800.0,359.9997,50.2463
800.0,600.0002,26.2689
800.0,749.99968,109.682
1000.0,190.00012,34.2196
1000.0,460.00008,26.0796
1000.0,699.99994,15.2287
1000.0,950.00046,28.9877
1200.0,189.9999,23.9743
1200.0,500.0001,8.77218
1200.0,859.99956,11.6714
1200.0,1149.9996,13.3861
1400.0,190.0001,8.17587
1400.0,559.99956,5.18455
1400.0,960.00028,5.56458
1400.0,1350.00058,4.9415
1600.0,190.00064,5.1255
1600.0,659.9994,1.79135
1600.0,1160.00044,4.39715
1600.0,1549.99928,2.9949
1800.0,190.00062,5.0064
1800.0,760.00026,1.03621
1800.0,1259.9997,1.36438
1800.0,1700.00046,3.90401
2000.0,189.9994,5.24396
2000.0,859.99974,1.07095
2000.0,1459.9990599999999,1.34877
2000.0,1900.0007600000001,2.83409
2200.0,190.00072,8.07375
2200.0,560.0002999999999,1.38979
2200.0,960.00054,0.87142
2200.0,1360.00078,0.821215
2200.0,1760.00102,1.65664
2200.0,2099.9999399999997,2.19307
