#: table_doi: 10.17182/hepdata.77891.v5/t60
#: name: Exclusion contour(exp.) 7  : Meff
#: description: Expected 95% CL exclusion contours from Meff-based searches on the gluino and second lightest neutralino masses in a SUSY scenario where gluinos are produced in pairs and decay via an intermediate the second lightest neutralino to the lightest neutralino, $\tilde{g} \rightarrow qq \tilde{\chi}_{2}^{0} \rightarrow qq Z \tilde{\chi}_{1}^{0}$.
#: data_file: data60.yaml
#: data_license:   
#: keyword reactions: P P --> GLUINO GLUINO X
#: keyword observables: CLS
#: keyword phrases: 
#: keyword cmenergies: 13000.0
#: SQRT(S) [GEV],13000.0
M(GLUINO) [GEV],M(NEUTRALINO2) [GEV]
1846.0,1534.0
1862.0,1480.0
1878.0,1426.0
1882.0,1417.0
1910.0,1372.0
1925.0,1353.0
1953.0,1318.0
1968.0,1293.0
1982.0,1264.0
1998.0,1210.0
2007.0,1155.0
2012.0,1104.0
2012.0,1101.0
2012.0,1090.0
2011.0,1047.0
2007.0,993.1
2001.0,938.9
1997.0,884.8
1995.0,830.7
1992.0,776.6
1986.0,722.4
1980.0,668.3
1969.0,614.2
1968.0,610.6
1954.0,560.1
1928.0,505.9
1925.0,500.7
1897.0,451.8
1882.0,427.2
1866.0,397.7
1839.0,349.4
1836.0,343.6
1810.0,289.4
1796.0,258.6
1786.0,235.3
1763.0,181.2
1753.0,149.0
1746.0,127.1
717.8,701.4
734.6,722.4
760.9,755.5
777.7,776.6
804.1,803.0
840.8,830.7
847.2,835.5
890.3,870.8
907.1,884.8
933.4,917.9
950.2,938.9
976.6,965.4
1013.0,993.1
1020.0,997.9
1063.0,1033.0
1080.0,1047.0
1106.0,1080.0
1124.0,1101.0
1149.0,1133.0
1169.0,1155.0
1192.0,1179.0
1235.0,1209.0
1235.0,1210.0
1278.0,1244.0
1305.0,1264.0
1322.0,1282.0
1357.0,1318.0
1365.0,1327.0
1408.0,1371.0
1410.0,1372.0
1451.0,1409.0
1488.0,1426.0
1494.0,1430.0
1537.0,1464.0
1555.0,1480.0
1580.0,1508.0
1609.0,1534.0
1623.0,1550.0
1667.0,1579.0
1690.0,1588.0
1710.0,1595.0
1753.0,1607.0
1796.0,1613.0
1828.0,1588.0
1839.0,1554.0
1846.0,1534.0

