#: table_doi: 10.17182/hepdata.79538.v7/t8
#: name: Observed exclusion contour directTT
#: description: Observed (red solid line) exclusion limits at 95% CL as a function of stop and LSP masses in the scenario where both top squarks decay via $\tilde{t}\to t^{(*)} \tilde{\chi^{0}_{1}}$.
#: data_file: Figure8Obs.yaml
#: data_license:   
#: keyword phrases: Proton-Proton Scattering | Supersymmetry | SUSY
#: keyword reactions: P P -->  STOP STOP X
#: keyword observables: SIG
#: keyword phrases: 
#: keyword cmenergies: 13000.0
#: RE,P P -->  STOP STOP X
#: SQRT(S) [GEV],13000.0
#: M(STOP1) [GEV],M(NEUTRALINO1) [GEV]
680.6,371.5
683.9,374.4
695,377.9
695,377.9
695.1,377.9
706.1,375.6
709.6,377.9
717.2,383.1
719.2,384.4
728.3,390.5
731.6,390.8
739.4,391.5
750.3,397.3
750.5,397.4
751.2,397.3
761.6,393.4
767.2,390.8
772.7,387.7
775.1,384.4
783,377.9
783.8,377.5
790.2,371.5
792.8,365
794.2,358.5
794.9,355.3
806,352.1
817.1,356.7
819,358.5
825.4,365
828.2,367.7
833.3,371.5
839.1,377.9
839.3,378.1
850.4,382.6
861,377.9
861.5,377.7
872.6,377.7
883.7,375.9
889.1,371.5
894.8,366.8
905.9,366.2
910.1,365
917,362.3
923.9,358.5
928.1,355.9
930.9,352.1
935.5,345.6
939.2,340.3
940,339.2
942.7,332.7
944.6,326.2
946,319.8
947.3,313.3
948.6,306.9
949.9,300.4
950.3,299
952.8,293.9
956.1,287.5
959.3,281
961.4,276.7
962.2,274.6
964.5,268.1
966.8,261.6
969.3,255.2
971.8,248.7
972.5,246.7
974.5,242.3
977.3,235.8
979.7,229.3
981.3,222.9
982.5,216.4
983.6,210.2
983.7,210
984.9,203.5
985.8,197
986.4,190.6
986.6,184.1
987.3,177.7
987.9,171.2
988.2,164.7
987.7,158.3
987.3,151.8
986.8,145.4
986.7,138.9
986.5,132.4
987.6,126
988.6,119.5
989.6,113.1
990.4,106.6
991.2,100.1
991.6,93.67
991.6,87.21
992.1,80.75
992.4,74.29
992.8,67.83
993.7,61.37
994.7,55.28
994.8,54.91
995.7,48.45
996.6,41.99
997.5,35.53
998.5,29.07
999.4,22.61
1000,16.15
1000,9.69
1001,3.23
270.5,3.23
270.5,9.69
262.2,15.5
261.6,16.15
260,22.61
261,29.07
262.1,35.53
256.7,41.99
251.1,48.07
250.3,48.45
240,53.6
237.7,54.91
231.6,61.37
228.9,66.24
228.3,67.83
225.9,74.29
225.9,80.75
226,87.21
227.4,93.67
228.9,99.83
229,100.1
230.8,106.6
233.1,113.1
235.5,119.5
237.1,126
238.2,132.4
239.6,138.9
240,139.7
243,145.4
245.4,151.8
247.7,158.3
248.7,164.7
251,171.2
251.1,171.3
262.2,177
263.1,177.7
269.1,184.1
273.2,188.9
275.5,190.6
281.6,197
284.3,200.5
288.4,203.5
294.2,210
295.4,211.6
306.4,216.4
306.6,216.5
315,222.9
317.7,227.1
321.2,229.3
327.9,235.8
328.8,237.7
336.1,242.3
339.8,247.8
345.2,248.7
350.9,249.7
354,255.2
360.1,261.6
362.1,264.5
365.5,268.1
372.5,274.6
373.1,275.2
384.2,277.8
388.1,281
395.3,286.9
396.1,287.5
401.8,293.9
406.4,298.9
410,300.4
415,306.9
417.6,312.4
424.2,306.9
428.6,304.6
434.5,306.9
439.8,309.7
450.8,311.9
461.9,313.2
462,313.3
471.3,319.8
473,320.3
477,326.2
484.1,330.6
486.6,332.7
491.9,339.2
495.2,341.2
504.4,345.6
506.3,346.6
513.7,352.1
516.4,358.5
517.4,359.4
528.5,364.9
528.8,365
539.6,369.4
544.1,371.5
545.2,377.9
550.7,380.6
558.5,384.4
558.1,390.8
561.8,393.3
572.6,397.3
571.5,403.8
572.9,404.7
576.2,403.8
573.5,397.3
572.9,396.5
569.8,390.8
568.4,384.4
564.4,377.9
562.6,371.5
561.8,370.6
557.5,365
553.7,358.5
550.7,355.4
548.5,352.1
544.3,345.6
539.6,340.9
537.3,339.2
528.5,335.6
525.8,332.7
522.2,326.2
517.4,323.2
513.8,319.8
509.8,313.3
506.3,311.1
499.3,306.9
495.2,304.4
491.7,300.4
488.8,293.9
484.1,289.5
482.3,287.5
479.4,281
474.2,274.6
473,273.4
470.7,268.1
471.2,261.6
473,258.4
484.1,257.2
495.2,256
497.7,255.2
506.3,254.2
507.4,255.2
507.2,261.6
517.4,264
521.6,268.1
528.5,274
530.4,274.6
539.6,277.7
543.7,281
550.7,287.2
551,287.5
556.8,293.9
561.8,299.5
562.7,300.4
568.5,306.9
572.9,311.8
576.3,313.3
584,317.3
587.5,319.8
595,326.2
595.1,326.4
604.8,332.7
606.2,333.6
617.3,333.6
627.8,339.2
628.4,339.5
639.5,345.3
640,345.6
650.6,351.5
652.5,352.1
661.7,354.8
665.9,358.5
672.8,364.6
673.4,365
680.6,371.5

