#: table_doi: 10.17182/hepdata.90835.v1/t77
#: name: T2tt significance
#: description: The observed significance of the SMS models for T2tt as function of the top squark and LSP masses. 
#: data_file: t2tt_significance.yaml
#: keyword observables: SIGNIF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> STOP STOP | STOP --> TQ NEUTRALINO1
#: Significance,
M(STOP) [GeV],M(NEUTRALINO1) [GeV],Significance [s.d.]
1754.7,1091.7,-0.24306
1754.7,1100.6,-0.27414
1754.7,1109.6,-0.2971
1754.7,1118.6,-0.31703
1754.7,1127.6,-0.33696
1754.7,1136.5,-0.35689
1754.7,1145.5,-0.37682
1768.8,5.4883,-0.090622
1768.8,14.465,-0.09621
1768.8,23.441,-0.1018
1768.8,32.418,-0.10727
1768.8,41.395,-0.11154
1768.8,50.371,-0.11536
1768.8,59.348,-0.10876
1768.8,68.324,-0.10216
1768.8,77.301,-0.095559
1768.8,86.277,-0.094605
1768.8,95.254,-0.098084
1768.8,104.23,-0.10134
1768.8,113.21,-0.10436
1768.8,122.18,-0.10737
1768.8,131.16,-0.11039
1768.8,140.14,-0.10813
1768.8,149.11,-0.10582
1768.8,158.09,-0.10439
1768.8,167.07,-0.10305
1768.8,176.04,-0.10172
1768.8,185.02,-0.10098
1768.8,194.0,-0.10108
1768.8,202.97,-0.10098
1768.8,211.95,-0.10047
1768.8,220.93,-0.097944
1768.8,229.9,-0.089138
1768.8,238.88,-0.080331
1768.8,247.86,-0.071525
1768.8,256.83,-0.066322
1768.8,265.81,-0.062251
1768.8,274.79,-0.05818
1768.8,283.76,-0.055054
1768.8,292.74,-0.054364
1768.8,301.71,-0.054097
1768.8,310.69,-0.055626
1768.8,319.67,-0.057155
1768.8,328.64,-0.058684
1768.8,337.62,-0.060127
1768.8,346.6,-0.061535
1768.8,355.57,-0.066258
1768.8,364.55,-0.073006
1768.8,373.53,-0.079753
1768.8,382.5,-0.084562
1768.8,391.48,-0.077432
1768.8,400.46,-0.070599
1768.8,409.43,-0.069324
1768.8,418.41,-0.068048
1768.8,427.39,-0.066773
1768.8,436.36,-0.072095
1768.8,445.34,-0.082401
1768.8,454.32,-0.080477
1768.8,463.29,-0.065347
1768.8,472.27,-0.050217
1768.8,481.25,-0.035088
1768.8,490.22,-0.022549
1768.8,499.2,-0.010011
1768.8,508.18,-0.004655
1768.8,517.15,-1.8907e-06
1768.8,526.13,0.0046512
1768.8,535.11,0.0079706
1768.8,544.08,0.0095185
1768.8,553.06,0.0048232
1768.8,562.04,-0.011952
1768.8,571.01,-0.028727
1768.8,579.99,-0.045502
1768.8,588.96,-0.03626
1768.8,597.94,-0.022765
1768.8,606.92,-0.028875
1768.8,615.89,-0.040819
1768.8,624.87,-0.032469
1768.8,633.85,-0.014652
1768.8,642.82,0.0031655
1768.8,651.8,0.013589
1768.8,660.78,-0.0054509
1768.8,669.75,-0.024491
1768.8,678.73,-0.043531
1768.8,687.71,-0.036977
1768.8,696.68,-0.020436
1768.8,705.66,-0.0023979
1768.8,714.64,0.016517
1768.8,723.61,0.035432
1768.8,732.59,0.051585
1768.8,741.57,0.051995
1768.8,750.54,0.052234
1768.8,759.52,0.049822
1768.8,768.5,0.04741
1768.8,777.47,0.036774
1768.8,786.45,0.025898
1768.8,795.43,0.015023
1768.8,804.4,0.0036043
1768.8,813.38,-0.0083785
1768.8,822.36,-0.011136
1768.8,831.33,-0.0001497
1768.8,840.31,0.010836
1768.8,849.29,0.021822
1768.8,858.26,0.011228
1768.8,867.24,-0.0012344
1768.8,876.21,-0.013696
1768.8,885.19,-0.019861
1768.8,894.17,-0.017982
1768.8,903.14,-0.019106
1768.8,912.12,-0.025803
1768.8,921.1,-0.032499
1768.8,930.07,-0.039195
1768.8,939.05,-0.042357
1768.8,948.03,-0.044986
1768.8,957.0,-0.037235
1768.8,965.98,-0.02656
1768.8,974.96,-0.015884
1768.8,983.93,-0.0041065
1768.8,992.91,0.010256
1768.8,1001.9,0.017632
1768.8,1010.9,-0.0012496
1768.8,1019.8,-0.020131
1768.8,1028.8,-0.039013
1768.8,1037.8,-0.045728
1768.8,1046.8,-0.047917
1768.8,1055.7,-0.070317
1768.8,1064.7,-0.10408
1768.8,1073.7,-0.13784
1768.8,1082.7,-0.17095
1768.8,1091.7,-0.20057
1768.8,1100.6,-0.22999
1768.8,1109.6,-0.25655
1768.8,1118.6,-0.28311
1768.8,1127.6,-0.30317
1768.8,1136.5,-0.3231
1768.8,1145.5,-0.34302
1782.8,5.4883,-0.087295
1782.8,14.465,-0.092883
1782.8,23.441,-0.097655
1782.8,32.418,-0.10192
1782.8,41.395,-0.10619
1782.8,50.371,-0.11001
1782.8,59.348,-0.10341
1782.8,68.324,-0.098035
1782.8,77.301,-0.10152
1782.8,86.277,-0.10499
1782.8,95.254,-0.10847
1782.8,104.23,-0.11173
1782.8,113.21,-0.11475
1782.8,122.18,-0.11483
1782.8,131.16,-0.11252
1782.8,140.14,-0.11021
1782.8,149.11,-0.10791
1782.8,158.09,-0.10647
1782.8,167.07,-0.10514
1782.8,176.04,-0.10521
1782.8,185.02,-0.10531
1782.8,194.0,-0.10541
1782.8,202.97,-0.10531
1782.8,211.95,-0.10479
1782.8,220.93,-0.10428
1782.8,229.9,-0.10377
1782.8,238.88,-0.097605
1782.8,247.86,-0.088799
1782.8,256.83,-0.083596
1782.8,265.81,-0.079525
1782.8,274.79,-0.078297
1782.8,283.76,-0.077606
1782.8,292.74,-0.076915
1782.8,301.71,-0.076649
1782.8,310.69,-0.078178
1782.8,319.67,-0.079674
1782.8,328.64,-0.081082
1782.8,337.62,-0.082489
1782.8,346.6,-0.083897
1782.8,355.57,-0.088621
1782.8,364.55,-0.095368
1782.8,373.53,-0.092387
1782.8,382.5,-0.085257
1782.8,391.48,-0.078127
1782.8,400.46,-0.071294
1782.8,409.43,-0.070019
1782.8,418.41,-0.07026
1782.8,427.39,-0.080566
1782.8,436.36,-0.090873
1782.8,445.34,-0.10118
1782.8,454.32,-0.099255
1782.8,463.29,-0.084125
1782.8,472.27,-0.070449
1782.8,481.25,-0.057912
1782.8,490.22,-0.045374
1782.8,499.2,-0.032837
1782.8,508.18,-0.027481
1782.8,517.15,-0.022827
1782.8,526.13,-0.021251
1782.8,535.11,-0.019703
1782.8,544.08,-0.018155
1782.8,553.06,-0.022851
1782.8,562.04,-0.039626
1782.8,571.01,-0.043664
1782.8,579.99,-0.030168
1782.8,588.96,-0.016672
1782.8,597.94,-0.0031762
1782.8,606.92,-0.0092866
1782.8,615.89,-0.021231
1782.8,624.87,-0.033176
1782.8,633.85,-0.041531
1782.8,642.82,-0.023714
1782.8,651.8,-0.01329
1782.8,660.78,-0.03233
1782.8,669.75,-0.041385
1782.8,678.73,-0.024844
1782.8,687.71,-0.0083036
1782.8,696.68,0.0082373
1782.8,705.66,0.026275
1782.8,714.64,0.04519
1782.8,723.61,0.050956
1782.8,732.59,0.051366
1782.8,741.57,0.051776
1782.8,750.54,0.052015
1782.8,759.52,0.049603
1782.8,768.5,0.047191
1782.8,777.47,0.044778
1782.8,786.45,0.038893
1782.8,795.43,0.028017
1782.8,804.4,0.016599
1782.8,813.38,0.0046161
1782.8,822.36,-0.0073667
1782.8,831.33,-0.019349
1782.8,840.31,-0.01203
1782.8,849.29,-0.0010443
1782.8,858.26,-0.011639
1782.8,867.24,-0.024096
1782.8,876.21,-0.022216
1782.8,885.19,-0.020336
1782.8,894.17,-0.018457
1782.8,903.14,-0.019581
1782.8,912.12,-0.026278
1782.8,921.1,-0.031224
1782.8,930.07,-0.033853
1782.8,939.05,-0.036482
1782.8,948.03,-0.039111
1782.8,957.0,-0.03136
1782.8,965.98,-0.020685
1782.8,974.96,-0.0068369
1782.8,983.93,0.0075261
1782.8,992.91,0.021889
1782.8,1001.9,0.029265
1782.8,1010.9,0.010383
1782.8,1019.8,-0.0036546
1782.8,1028.8,-0.0058439
1782.8,1037.8,-0.0080333
1782.8,1046.8,-0.010223
1782.8,1055.7,-0.032622
1782.8,1064.7,-0.066384
1782.8,1073.7,-0.09717
1782.8,1082.7,-0.1268
1782.8,1091.7,-0.15643
1782.8,1100.6,-0.18584
1782.8,1109.6,-0.2124
1782.8,1118.6,-0.23896
1782.8,1127.6,-0.26553
1782.8,1136.5,-0.2893
1782.8,1145.5,-0.30923
1796.8,5.4883,-0.083772
1796.8,14.465,-0.08804
1796.8,23.441,-0.092309
1796.8,32.418,-0.096577
1796.8,41.395,-0.10085
1796.8,50.371,-0.10466
1796.8,59.348,-0.10495
1796.8,68.324,-0.10843
1796.8,77.301,-0.11191
1796.8,86.277,-0.11539
1796.8,95.254,-0.11887
1796.8,104.23,-0.12153
1796.8,113.21,-0.11922
1796.8,122.18,-0.11691
1796.8,131.16,-0.1146
1796.8,140.14,-0.1123
1796.8,149.11,-0.10999
1796.8,158.09,-0.10934
1796.8,167.07,-0.10944
1796.8,176.04,-0.10954
1796.8,185.02,-0.10964
1796.8,194.0,-0.10974
1796.8,202.97,-0.10963
1796.8,211.95,-0.10912
1796.8,220.93,-0.10861
1796.8,229.9,-0.10809
1796.8,238.88,-0.10758
1796.8,247.86,-0.10607
1796.8,256.83,-0.10223
1796.8,265.81,-0.10154
1796.8,274.79,-0.10085
1796.8,283.76,-0.10016
1796.8,292.74,-0.099467
1796.8,301.71,-0.0992
1796.8,310.69,-0.10063
1796.8,319.67,-0.10204
1796.8,328.64,-0.10344
1796.8,337.62,-0.10485
1796.8,346.6,-0.10626
1796.8,355.57,-0.10734
1796.8,364.55,-0.10021
1796.8,373.53,-0.093082
1796.8,382.5,-0.085952
1796.8,391.48,-0.078822
1796.8,400.46,-0.071989
1796.8,409.43,-0.078731
1796.8,418.41,-0.089038
1796.8,427.39,-0.099345
1796.8,436.36,-0.10965
1796.8,445.34,-0.11996
1796.8,454.32,-0.11835
1796.8,463.29,-0.10581
1796.8,472.27,-0.093275
1796.8,481.25,-0.080738
1796.8,490.22,-0.0682
1796.8,499.2,-0.055663
1796.8,508.18,-0.052021
1796.8,517.15,-0.050473
1796.8,526.13,-0.048925
1796.8,535.11,-0.047377
1796.8,544.08,-0.045829
1796.8,553.06,-0.050524
1796.8,562.04,-0.037572
1796.8,571.01,-0.024076
1796.8,579.99,-0.01058
1796.8,588.96,0.0029161
1796.8,597.94,0.016412
1796.8,606.92,0.010302
1796.8,615.89,-0.0016429
1796.8,624.87,-0.013587
1796.8,633.85,-0.025532
1796.8,642.82,-0.037477
1796.8,651.8,-0.04017
1796.8,660.78,-0.029253
1796.8,669.75,-0.012712
1796.8,678.73,0.0038286
1796.8,687.71,0.020369
1796.8,696.68,0.03691
1796.8,705.66,0.049917
1796.8,714.64,0.050327
1796.8,723.61,0.050737
1796.8,732.59,0.051147
1796.8,741.57,0.051557
1796.8,750.54,0.051796
1796.8,759.52,0.049384
1796.8,768.5,0.046972
1796.8,777.47,0.04456
1796.8,786.45,0.042147
1796.8,795.43,0.039735
1796.8,804.4,0.029594
1796.8,813.38,0.017611
1796.8,822.36,0.005628
1796.8,831.33,-0.0063548
1796.8,840.31,-0.018338
1796.8,849.29,-0.023911
1796.8,858.26,-0.02645
1796.8,867.24,-0.024571
1796.8,876.21,-0.022691
1796.8,885.19,-0.020812
1796.8,894.17,-0.018932
1796.8,903.14,-0.020057
1796.8,912.12,-0.02272
1796.8,921.1,-0.025349
1796.8,930.07,-0.027978
1796.8,939.05,-0.030607
1796.8,948.03,-0.033237
1796.8,957.0,-0.02393
1796.8,965.98,-0.0095673
1796.8,974.96,0.0047957
1796.8,983.93,0.019159
1796.8,992.91,0.033522
1796.8,1001.9,0.040897
1796.8,1010.9,0.036229
1796.8,1019.8,0.03404
1796.8,1028.8,0.031851
1796.8,1037.8,0.029661
1796.8,1046.8,0.027472
1796.8,1055.7,0.0062355
1796.8,1064.7,-0.023393
1796.8,1073.7,-0.053022
1796.8,1082.7,-0.08265
1796.8,1091.7,-0.11228
1796.8,1100.6,-0.14169
1796.8,1109.6,-0.16825
1796.8,1118.6,-0.19482
1796.8,1127.6,-0.22138
1796.8,1136.5,-0.24794
1796.8,1145.5,-0.2745
1810.8,5.4883,-0.091953
1810.8,14.465,-0.096221
1810.8,23.441,-0.10049
1810.8,32.418,-0.10476
1810.8,41.395,-0.10803
1810.8,50.371,-0.10791
1810.8,59.348,-0.11139
1810.8,68.324,-0.11486
1810.8,77.301,-0.11834
1810.8,86.277,-0.12182
1810.8,95.254,-0.11822
1810.8,104.23,-0.11342
1810.8,113.21,-0.11111
1810.8,122.18,-0.1088
1810.8,131.16,-0.1065
1810.8,140.14,-0.10417
1810.8,149.11,-0.10171
1810.8,158.09,-0.10156
1810.8,167.07,-0.10166
1810.8,176.04,-0.10176
1810.8,185.02,-0.10186
1810.8,194.0,-0.10228
1810.8,202.97,-0.10415
1810.8,211.95,-0.10778
1810.8,220.93,-0.10726
1810.8,229.9,-0.10675
1810.8,238.88,-0.10624
1810.8,247.86,-0.10572
1810.8,256.83,-0.10282
1810.8,265.81,-0.10082
1810.8,274.79,-0.10013
1810.8,283.76,-0.09944
1810.8,292.74,-0.098749
1810.8,301.71,-0.098459
1810.8,310.69,-0.099867
1810.8,319.67,-0.10127
1810.8,328.64,-0.10268
1810.8,337.62,-0.10409
1810.8,346.6,-0.094827
1810.8,355.57,-0.086022
1810.8,364.55,-0.078892
1810.8,373.53,-0.071762
1810.8,382.5,-0.064631
1810.8,391.48,-0.062835
1810.8,400.46,-0.076562
1810.8,409.43,-0.086868
1810.8,418.41,-0.097175
1810.8,427.39,-0.10748
1810.8,436.36,-0.11779
1810.8,445.34,-0.12226
1810.8,454.32,-0.11824
1810.8,463.29,-0.10733
1810.8,472.27,-0.094794
1810.8,481.25,-0.082257
1810.8,490.22,-0.069719
1810.8,499.2,-0.057182
1810.8,508.18,-0.054653
1810.8,517.15,-0.053105
1810.8,526.13,-0.051558
1810.8,535.11,-0.05001
1810.8,544.08,-0.040519
1810.8,553.06,-0.025262
1810.8,562.04,-0.011766
1810.8,571.01,0.0017297
1810.8,579.99,0.015226
1810.8,588.96,0.028722
1810.8,597.94,0.028348
1810.8,606.92,0.01507
1810.8,615.89,0.00093947
1810.8,624.87,-0.011005
1810.8,633.85,-0.02295
1810.8,642.82,-0.034894
1810.8,651.8,-0.041166
1810.8,660.78,-0.024833
1810.8,669.75,-0.0082928
1810.8,678.73,0.0082481
1810.8,687.71,0.024789
1810.8,696.68,0.04133
1810.8,705.66,0.047699
1810.8,714.64,0.048109
1810.8,723.61,0.048519
1810.8,732.59,0.048929
1810.8,741.57,0.049887
1810.8,750.54,0.051308
1810.8,759.52,0.03605
1810.8,768.5,0.031811
1810.8,777.47,0.029399
1810.8,786.45,0.026987
1810.8,795.43,0.024575
1810.8,804.4,0.017469
1810.8,813.38,0.0054859
1810.8,822.36,-0.0064969
1810.8,831.33,-0.01848
1810.8,840.31,-0.027687
1810.8,849.29,-0.017105
1810.8,858.26,-0.012019
1810.8,867.24,-0.0093681
1810.8,876.21,-0.0074885
1810.8,885.19,-0.0056089
1810.8,894.17,-0.0037293
1810.8,903.14,-0.0034291
1810.8,912.12,-0.0060583
1810.8,921.1,-0.0086875
1810.8,930.07,-0.011317
1810.8,939.05,-0.013946
1810.8,948.03,-0.0074007
1810.8,957.0,0.0052794
1810.8,965.98,0.019642
1810.8,974.96,0.034005
1810.8,983.93,0.048368
1810.8,992.91,0.051891
1810.8,1001.9,0.043871
1810.8,1010.9,0.050352
1810.8,1019.8,0.048162
1810.8,1028.8,0.045973
1810.8,1037.8,0.043784
1810.8,1046.8,0.041594
1810.8,1055.7,0.021841
1810.8,1064.7,-0.0077881
1810.8,1073.7,-0.037417
1810.8,1082.7,-0.067045
1810.8,1091.7,-0.089336
1810.8,1100.6,-0.093726
1810.8,1109.6,-0.12029
1810.8,1118.6,-0.14685
1810.8,1127.6,-0.17341
1810.8,1136.5,-0.19997
1810.8,1145.5,-0.22764
1824.8,5.4883,-0.10417
1824.8,14.465,-0.10844
1824.8,23.441,-0.1127
1824.8,32.418,-0.11356
1824.8,41.395,-0.11329
1824.8,50.371,-0.11317
1824.8,59.348,-0.11665
1824.8,68.324,-0.12013
1824.8,77.301,-0.12113
1824.8,86.277,-0.1141
1824.8,95.254,-0.10707
1824.8,104.23,-0.10227
1824.8,113.21,-0.099963
1824.8,122.18,-0.097656
1824.8,131.16,-0.095247
1824.8,140.14,-0.092787
1824.8,149.11,-0.090328
1824.8,158.09,-0.090175
1824.8,167.07,-0.090274
1824.8,176.04,-0.090431
1824.8,185.02,-0.091126
1824.8,194.0,-0.091821
1824.8,202.97,-0.093691
1824.8,211.95,-0.097932
1824.8,220.93,-0.10217
1824.8,229.9,-0.10372
1824.8,238.88,-0.1032
1824.8,247.86,-0.10269
1824.8,256.83,-0.099788
1824.8,265.81,-0.096134
1824.8,274.79,-0.092481
1824.8,283.76,-0.091782
1824.8,292.74,-0.091091
1824.8,301.71,-0.090801
1824.8,310.69,-0.092209
1824.8,319.67,-0.093616
1824.8,328.64,-0.090037
1824.8,337.62,-0.078489
1824.8,346.6,-0.06694
1824.8,355.57,-0.058136
1824.8,364.55,-0.051005
1824.8,373.53,-0.043875
1824.8,382.5,-0.053889
1824.8,391.48,-0.067799
1824.8,400.46,-0.081525
1824.8,409.43,-0.091831
1824.8,418.41,-0.10214
1824.8,427.39,-0.11035
1824.8,436.36,-0.11212
1824.8,445.34,-0.11389
1824.8,454.32,-0.10987
1824.8,463.29,-0.099593
1824.8,472.27,-0.089318
1824.8,481.25,-0.077421
1824.8,490.22,-0.064883
1824.8,499.2,-0.052346
1824.8,508.18,-0.049818
1824.8,517.15,-0.04827
1824.8,526.13,-0.045192
1824.8,535.11,-0.029025
1824.8,544.08,-0.012859
1824.8,553.06,0.0023976
1824.8,562.04,0.015894
1824.8,571.01,0.029389
1824.8,579.99,0.035268
1824.8,588.96,0.034514
1824.8,597.94,0.03376
1824.8,606.92,0.020482
1824.8,615.89,0.0034765
1824.8,624.87,-0.013495
1824.8,633.85,-0.025439
1824.8,642.82,-0.037384
1824.8,651.8,-0.043656
1824.8,660.78,-0.027323
1824.8,669.75,-0.01099
1824.8,678.73,0.005434
1824.8,687.71,0.021975
1824.8,696.68,0.038516
1824.8,705.66,0.044885
1824.8,714.64,0.045295
1824.8,723.61,0.045705
1824.8,732.59,0.047833
1824.8,741.57,0.050327
1824.8,750.54,0.051747
1824.8,759.52,0.036489
1824.8,768.5,0.021231
1824.8,777.47,0.0097824
1824.8,786.45,0.0073701
1824.8,795.43,0.0049579
1824.8,804.4,-0.002148
1824.8,813.38,-0.014131
1824.8,822.36,-0.026114
1824.8,831.33,-0.022655
1824.8,840.31,-0.012073
1824.8,849.29,-0.0014911
1824.8,858.26,0.0035954
1824.8,867.24,0.0082063
1824.8,876.21,0.01239
1824.8,885.19,0.01427
1824.8,894.17,0.016149
1824.8,903.14,0.016449
1824.8,912.12,0.01382
1824.8,921.1,0.011191
1824.8,930.07,0.013641
1824.8,939.05,0.020346
1824.8,948.03,0.027051
1824.8,957.0,0.039731
1824.8,965.98,0.054095
1824.8,974.96,0.068458
1824.8,983.93,0.05724
1824.8,992.91,0.045343
1824.8,1001.9,0.037322
1824.8,1010.9,0.04387
1824.8,1019.8,0.050417
1824.8,1028.8,0.053066
1824.8,1037.8,0.050876
1824.8,1046.8,0.048687
1824.8,1055.7,0.028933
1824.8,1064.7,-0.00069566
1824.8,1073.7,-0.030324
1824.8,1082.7,-0.037511
1824.8,1091.7,-0.04023
1824.8,1100.6,-0.04462
1824.8,1109.6,-0.071182
1824.8,1118.6,-0.097744
1824.8,1127.6,-0.12472
1824.8,1136.5,-0.15286
1824.8,1145.5,-0.18099
1838.8,5.4883,-0.11638
1838.8,14.465,-0.11938
1838.8,23.441,-0.1191
1838.8,32.418,-0.11882
1838.8,41.395,-0.11855
1838.8,50.371,-0.11843
1838.8,59.348,-0.12191
1838.8,68.324,-0.11702
1838.8,77.301,-0.10999
1838.8,86.277,-0.10296
1838.8,95.254,-0.095927
1838.8,104.23,-0.091123
1838.8,113.21,-0.088781
1838.8,122.18,-0.086322
1838.8,131.16,-0.083862
1838.8,140.14,-0.081402
1838.8,149.11,-0.078942
1838.8,158.09,-0.078789
1838.8,167.07,-0.079279
1838.8,176.04,-0.079975
1838.8,185.02,-0.08067
1838.8,194.0,-0.081365
1838.8,202.97,-0.083234
1838.8,211.95,-0.087476
1838.8,220.93,-0.091717
1838.8,229.9,-0.095958
1838.8,238.88,-0.10017
1838.8,247.86,-0.099658
1838.8,256.83,-0.096755
1838.8,265.81,-0.093102
1838.8,274.79,-0.089448
1838.8,283.76,-0.085795
1838.8,292.74,-0.083433
1838.8,301.71,-0.083143
1838.8,310.69,-0.08455
1838.8,319.67,-0.073699
1838.8,328.64,-0.062151
1838.8,337.62,-0.050602
1838.8,346.6,-0.039054
1838.8,355.57,-0.030249
1838.8,364.55,-0.031033
1838.8,373.53,-0.044942
1838.8,382.5,-0.058852
1838.8,391.48,-0.072762
1838.8,400.46,-0.086488
1838.8,409.43,-0.096794
1838.8,418.41,-0.10022
1838.8,427.39,-0.10199
1838.8,436.36,-0.10375
1838.8,445.34,-0.10552
1838.8,454.32,-0.1015
1838.8,463.29,-0.091225
1838.8,472.27,-0.08095
1838.8,481.25,-0.070675
1838.8,490.22,-0.060048
1838.8,499.2,-0.04751
1838.8,508.18,-0.044982
1838.8,517.15,-0.033699
1838.8,526.13,-0.017532
1838.8,535.11,-0.0013657
1838.8,544.08,0.014801
1838.8,553.06,0.030057
1838.8,562.04,0.042187
1838.8,571.01,0.041433
1838.8,579.99,0.040679
1838.8,588.96,0.039926
1838.8,597.94,0.039172
1838.8,606.92,0.025894
1838.8,615.89,0.0088884
1838.8,624.87,-0.008117
1838.8,633.85,-0.025122
1838.8,642.82,-0.039874
1838.8,651.8,-0.046145
1838.8,660.78,-0.029812
1838.8,669.75,-0.013479
1838.8,678.73,0.0028537
1838.8,687.71,0.019187
1838.8,696.68,0.035702
1838.8,705.66,0.042071
1838.8,714.64,0.043285
1838.8,723.61,0.045779
1838.8,732.59,0.048273
1838.8,741.57,0.050767
1838.8,750.54,0.052187
1838.8,759.52,0.036929
1838.8,768.5,0.021671
1838.8,777.47,0.0064126
1838.8,786.45,-0.0088456
1838.8,795.43,-0.014659
1838.8,804.4,-0.021765
1838.8,813.38,-0.028206
1838.8,822.36,-0.017623
1838.8,831.33,-0.0070413
1838.8,840.31,0.0035408
1838.8,849.29,0.014123
1838.8,858.26,0.019209
1838.8,867.24,0.02382
1838.8,876.21,0.028431
1838.8,885.19,0.033042
1838.8,894.17,0.036028
1838.8,903.14,0.036328
1838.8,912.12,0.034683
1838.8,921.1,0.041388
1838.8,930.07,0.048093
1838.8,939.05,0.054798
1838.8,948.03,0.061503
1838.8,957.0,0.074184
1838.8,965.98,0.074486
1838.8,974.96,0.062589
1838.8,983.93,0.050692
1838.8,992.91,0.038795
1838.8,1001.9,0.030774
1838.8,1010.9,0.037322
1838.8,1019.8,0.043869
1838.8,1028.8,0.050416
1838.8,1037.8,0.056963
1838.8,1046.8,0.055779
1838.8,1055.7,0.036025
1838.8,1064.7,0.017034
1838.8,1073.7,0.014315
1838.8,1082.7,0.011595
1838.8,1091.7,0.0088759
1838.8,1100.6,0.0044861
1838.8,1109.6,-0.022076
1838.8,1118.6,-0.049937
1838.8,1127.6,-0.078073
1838.8,1136.5,-0.10621
1838.8,1145.5,-0.13434
1852.8,5.4883,-0.12384
1852.8,14.465,-0.12356
1852.8,23.441,-0.12329
1852.8,32.418,-0.12301
1852.8,41.395,-0.12273
1852.8,50.371,-0.1259
1852.8,59.348,-0.11887
1852.8,68.324,-0.11184
1852.8,77.301,-0.10482
1852.8,86.277,-0.097786
1852.8,95.254,-0.090756
1852.8,104.23,-0.088263
1852.8,113.21,-0.085803
1852.8,122.18,-0.083343
1852.8,131.16,-0.080884
1852.8,140.14,-0.078424
1852.8,149.11,-0.075964
1852.8,158.09,-0.076347
1852.8,167.07,-0.077042
1852.8,176.04,-0.077737
1852.8,185.02,-0.078433
1852.8,194.0,-0.079128
1852.8,202.97,-0.076866
1852.8,211.95,-0.081107
1852.8,220.93,-0.085348
1852.8,229.9,-0.08959
1852.8,238.88,-0.093831
1852.8,247.86,-0.097503
1852.8,256.83,-0.097779
1852.8,265.81,-0.094126
1852.8,274.79,-0.090473
1852.8,283.76,-0.086819
1852.8,292.74,-0.083166
1852.8,301.71,-0.078004
1852.8,310.69,-0.066456
1852.8,319.67,-0.054907
1852.8,328.64,-0.043359
1852.8,337.62,-0.031811
1852.8,346.6,-0.020262
1852.8,355.57,-0.025996
1852.8,364.55,-0.039906
1852.8,373.53,-0.053815
1852.8,382.5,-0.067725
1852.8,391.48,-0.081634
1852.8,400.46,-0.091745
1852.8,409.43,-0.093513
1852.8,418.41,-0.095282
1852.8,427.39,-0.09705
1852.8,436.36,-0.098818
1852.8,445.34,-0.10059
1852.8,454.32,-0.101
1852.8,463.29,-0.090723
1852.8,472.27,-0.080448
1852.8,481.25,-0.070173
1852.8,490.22,-0.059897
1852.8,499.2,-0.049622
1852.8,508.18,-0.034515
1852.8,517.15,-0.018349
1852.8,526.13,-0.0021821
1852.8,535.11,0.013984
1852.8,544.08,0.030151
1852.8,553.06,0.040552
1852.8,562.04,0.039799
1852.8,571.01,0.039045
1852.8,579.99,0.038291
1852.8,588.96,0.037538
1852.8,597.94,0.038476
1852.8,606.92,0.036052
1852.8,615.89,0.019046
1852.8,624.87,0.002041
1852.8,633.85,-0.014964
1852.8,642.82,-0.03197
1852.8,651.8,-0.042287
1852.8,660.78,-0.025954
1852.8,669.75,-0.0096211
1852.8,678.73,0.0067119
1852.8,687.71,0.023045
1852.8,696.68,0.039378
1852.8,705.66,0.042349
1852.8,714.64,0.044843
1852.8,723.61,0.047337
1852.8,732.59,0.049831
1852.8,741.57,0.052325
1852.8,750.54,0.052323
1852.8,759.52,0.037567
1852.8,768.5,0.022309
1852.8,777.47,0.007051
1852.8,786.45,-0.0082071
1852.8,795.43,-0.023465
1852.8,804.4,-0.026051
1852.8,813.38,-0.015469
1852.8,822.36,-0.0048865
1852.8,831.33,0.0056956
1852.8,840.31,0.016278
1852.8,849.29,0.027705
1852.8,858.26,0.033553
1852.8,867.24,0.038164
1852.8,876.21,0.042775
1852.8,885.19,0.047386
1852.8,894.17,0.051997
1852.8,903.14,0.057341
1852.8,912.12,0.064046
1852.8,921.1,0.070751
1852.8,930.07,0.077456
1852.8,939.05,0.084161
1852.8,948.03,0.090199
1852.8,957.0,0.080874
1852.8,965.98,0.068977
1852.8,974.96,0.057079
1852.8,983.93,0.045182
1852.8,992.91,0.033285
1852.8,1001.9,0.02212
1852.8,1010.9,0.026159
1852.8,1019.8,0.032707
1852.8,1028.8,0.039254
1852.8,1037.8,0.045801
1852.8,1046.8,0.052348
1852.8,1055.7,0.052964
1852.8,1064.7,0.050244
1852.8,1073.7,0.047525
1852.8,1082.7,0.044806
1852.8,1091.7,0.042086
1852.8,1100.6,0.037924
1852.8,1109.6,0.0097884
1852.8,1118.6,-0.018348
1852.8,1127.6,-0.046483
1852.8,1136.5,-0.074619
1852.8,1145.5,-0.10276
1866.9,5.4883,-0.1238
1866.9,14.465,-0.12352
1866.9,23.441,-0.12325
1866.9,32.418,-0.12297
1866.9,41.395,-0.13328
1866.9,50.371,-0.14424
1866.9,59.348,-0.13721
1866.9,68.324,-0.13018
1866.9,77.301,-0.12315
1866.9,86.277,-0.11448
1866.9,95.254,-0.10274
1866.9,104.23,-0.10114
1866.9,113.21,-0.11092
1866.9,122.18,-0.11344
1866.9,131.16,-0.11098
1866.9,140.14,-0.10852
1866.9,149.11,-0.10606
1866.9,158.09,-0.10644
