#: table_doi: 10.17182/hepdata.90835.v1/t38
#: name: T1qqqq expected - 1 s.d. mass limit curve
#: description: Exclusion limits assuming the approximate-NNLO+NNLL cross sections
#: data_file: t1qqqq_expected_-_1_s.d._mass_limit_curve.yaml
#: keyword observables: CLS
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> GLUINO GLUINO | GLUINO --> Q QBAR NEUTRALINO1
#: LUMINOSITY [fb$^{-1}$],137
#: Limit boundary,Expected - 1 s.d.
M(GLUINO) [GeV],M(NEUTRALINO1) [GeV]
744.3,719.45
1022.3,996.7
1035.8,1010.2
1048.1,1022.0
1060.3,1031.2
1063.7,1034.5
1100.0,1056.2
1120.0,1067.1
1150.0,1081.9
1181.3,1096.3
1194.3,1098.8
1200.0,1101.9
1243.0,1105.0
1250.0,1105.0
1295.5,1101.4
1300.0,1098.2
1310.4,1096.9
1350.0,1079.2
1387.6,1063.3
1400.0,1058.4
1420.0,1050.6
1450.0,1040.7
1464.9,1036.1
1500.0,1025.4
1532.5,1015.8
1550.0,1010.9
1585.0,1000.4
1600.0,995.95
1607.4,993.66
1650.0,979.53
1675.8,968.21
1700.0,955.88
1723.1,941.67
1750.0,922.94
1770.9,908.38
1813.0,850.0
1839.9,810.13
1846.0,800.0
1850.0,794.3
1859.2,781.63
1900.0,720.62
1916.6,700.0
1930.4,660.88
1950.0,618.08
1953.5,606.9
1955.8,600.0
1960.2,579.6
1978.1,500.0
1991.6,416.83
1994.0,400.0
1994.6,389.22
2000.0,352.56
2004.6,309.12
2005.4,300.0
2005.1,289.85
2007.9,200.0
2008.3,183.4
2006.9,100.0
2006.3,87.462
2003.4,1.0
2003.4,1.0

