#: table_doi: 10.17182/hepdata.90835.v1/t78
#: name: T2bb significance
#: description: The observed significance of the SMS models for T2bb as function of the bottom squark and LSP masses. 
#: data_file: t2bb_significance.yaml
#: keyword observables: SIGNIF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> SBOTTOM SBOTTOM | SBOTTOM --> BQ NEUTRALINO1
#: Significance,
M(SBOTTOM) [GeV],M(NEUTRALINO1) [GeV],Significance [s.d.]
393.75,1321.1,0.0
393.75,1337.5,0.0
393.75,1353.9,0.0
393.75,1370.3,0.0
393.75,1386.7,0.0
393.75,1403.1,0.0
393.75,1419.5,0.0
393.75,1435.9,0.0
393.75,1452.3,0.0
393.75,1468.7,0.0
393.75,1485.1,0.0
393.75,1501.5,0.0
393.75,1517.9,0.0
393.75,1534.3,0.0
393.75,1550.7,0.0
393.75,1567.1,0.0
393.75,1583.4,0.0
393.75,1599.8,0.0
393.75,1616.2,0.0
393.75,1632.6,0.0
393.75,1649.0,0.0
393.75,1665.4,0.0
393.75,1681.8,0.0
393.75,1698.2,0.0
393.75,1714.6,0.0
393.75,1731.0,0.0
393.75,1747.4,0.0
393.75,1763.8,0.0
393.75,1780.2,0.0
393.75,1796.6,0.0
393.75,1813.0,0.0
393.75,1829.4,0.0
393.75,1845.8,0.0
393.75,1862.2,0.0
393.75,1878.6,0.0
393.75,1895.0,0.0
393.75,1911.4,0.0
393.75,1927.8,0.0
393.75,1944.2,0.0
393.75,1960.6,0.0
393.75,1977.0,0.0
393.75,1993.4,0.0
393.75,2009.8,0.0
393.75,2026.2,0.0
393.75,2042.6,0.0
393.75,2059.0,0.0
393.75,2075.4,0.0
393.75,2091.8,0.0
406.25,9.1992,-1.2384
406.25,25.598,-1.2276
406.25,41.996,-1.2167
406.25,58.395,-1.2059
406.25,74.793,-1.195
406.25,91.191,-1.1842
406.25,107.59,-1.1626
406.25,123.99,-1.1188
406.25,140.39,-1.075
406.25,156.79,-1.0313
406.25,173.18,-0.98749
406.25,189.58,-0.94371
406.25,205.98,-0.91591
406.25,222.38,-0.96518
406.25,238.78,-1.0154
406.25,255.18,-1.0641
406.25,271.57,-1.1013
406.25,287.97,-1.0889
406.25,304.37,-1.1234
406.25,320.77,-1.1332
406.25,337.17,-1.1842
406.25,353.57,-1.1489
406.25,369.96,-1.2609
406.25,386.36,0.0
406.25,402.76,0.0
406.25,419.16,0.0
406.25,435.56,0.0
406.25,451.96,0.0
406.25,468.36,0.0
406.25,484.75,0.0
406.25,501.15,0.0
406.25,517.55,0.0
406.25,533.95,0.0
406.25,550.35,0.0
406.25,566.75,0.0
406.25,583.14,0.0
406.25,599.54,0.0
406.25,615.94,0.0
406.25,632.34,0.0
406.25,648.74,0.0
406.25,665.14,0.0
406.25,681.54,0.0
406.25,697.93,0.0
406.25,714.33,0.0
406.25,730.73,0.0
406.25,747.13,0.0
406.25,763.53,0.0
406.25,779.93,0.0
406.25,796.32,0.0
406.25,812.72,0.0
406.25,829.12,0.0
406.25,845.52,0.0
406.25,861.92,0.0
406.25,878.32,0.0
406.25,894.71,0.0
406.25,911.11,0.0
406.25,927.51,0.0
406.25,943.91,0.0
406.25,960.31,0.0
406.25,976.71,0.0
406.25,993.11,0.0
406.25,1009.5,0.0
406.25,1025.9,0.0
406.25,1042.3,0.0
406.25,1058.7,0.0
406.25,1075.1,0.0
406.25,1091.5,0.0
406.25,1107.9,0.0
406.25,1124.3,0.0
406.25,1140.7,0.0
406.25,1157.1,0.0
406.25,1173.5,0.0
406.25,1189.9,0.0
406.25,1206.3,0.0
406.25,1222.7,0.0
406.25,1239.1,0.0
406.25,1255.5,0.0
406.25,1271.9,0.0
406.25,1288.3,0.0
406.25,1304.7,0.0
406.25,1321.1,0.0
406.25,1337.5,0.0
406.25,1353.9,0.0
406.25,1370.3,0.0
406.25,1386.7,0.0
406.25,1403.1,0.0
406.25,1419.5,0.0
406.25,1435.9,0.0
406.25,1452.3,0.0
406.25,1468.7,0.0
406.25,1485.1,0.0
406.25,1501.5,0.0
406.25,1517.9,0.0
406.25,1534.3,0.0
406.25,1550.7,0.0
406.25,1567.1,0.0
406.25,1583.4,0.0
406.25,1599.8,0.0
406.25,1616.2,0.0
406.25,1632.6,0.0
406.25,1649.0,0.0
406.25,1665.4,0.0
406.25,1681.8,0.0
406.25,1698.2,0.0
406.25,1714.6,0.0
406.25,1731.0,0.0
406.25,1747.4,0.0
406.25,1763.8,0.0
406.25,1780.2,0.0
406.25,1796.6,0.0
406.25,1813.0,0.0
406.25,1829.4,0.0
406.25,1845.8,0.0
406.25,1862.2,0.0
406.25,1878.6,0.0
406.25,1895.0,0.0
406.25,1911.4,0.0
406.25,1927.8,0.0
406.25,1944.2,0.0
406.25,1960.6,0.0
406.25,1977.0,0.0
406.25,1993.4,0.0
406.25,2009.8,0.0
406.25,2026.2,0.0
406.25,2042.6,0.0
406.25,2059.0,0.0
406.25,2075.4,0.0
406.25,2091.8,0.0
418.75,9.1992,-1.2873
418.75,25.598,-1.2765
418.75,41.996,-1.2656
418.75,58.395,-1.2548
418.75,74.793,-1.244
418.75,91.191,-1.2402
418.75,107.59,-1.2205
418.75,123.99,-1.1768
418.75,140.39,-1.133
418.75,156.79,-1.0892
418.75,173.18,-1.0454
418.75,189.58,-1.0048
418.75,205.98,-0.97863
418.75,222.38,-0.98466
418.75,238.78,-1.0349
418.75,255.18,-1.0836
418.75,271.57,-1.1275
418.75,287.97,-1.0473
418.75,304.37,-1.0234
418.75,320.77,-1.2219
418.75,337.17,-1.2239
418.75,353.57,-1.1342
418.75,369.96,-1.2452
418.75,386.36,-1.2049
418.75,402.76,0.0
418.75,419.16,0.0
418.75,435.56,0.0
418.75,451.96,0.0
418.75,468.36,0.0
418.75,484.75,0.0
418.75,501.15,0.0
418.75,517.55,0.0
418.75,533.95,0.0
418.75,550.35,0.0
418.75,566.75,0.0
418.75,583.14,0.0
418.75,599.54,0.0
418.75,615.94,0.0
418.75,632.34,0.0
418.75,648.74,0.0
418.75,665.14,0.0
418.75,681.54,0.0
418.75,697.93,0.0
418.75,714.33,0.0
418.75,730.73,0.0
418.75,747.13,0.0
418.75,763.53,0.0
418.75,779.93,0.0
418.75,796.32,0.0
418.75,812.72,0.0
418.75,829.12,0.0
418.75,845.52,0.0
418.75,861.92,0.0
418.75,878.32,0.0
418.75,894.71,0.0
418.75,911.11,0.0
418.75,927.51,0.0
418.75,943.91,0.0
418.75,960.31,0.0
418.75,976.71,0.0
418.75,993.11,0.0
418.75,1009.5,0.0
418.75,1025.9,0.0
418.75,1042.3,0.0
418.75,1058.7,0.0
418.75,1075.1,0.0
418.75,1091.5,0.0
418.75,1107.9,0.0
418.75,1124.3,0.0
418.75,1140.7,0.0
418.75,1157.1,0.0
418.75,1173.5,0.0
418.75,1189.9,0.0
418.75,1206.3,0.0
418.75,1222.7,0.0
418.75,1239.1,0.0
418.75,1255.5,0.0
418.75,1271.9,0.0
418.75,1288.3,0.0
418.75,1304.7,0.0
418.75,1321.1,0.0
418.75,1337.5,0.0
418.75,1353.9,0.0
418.75,1370.3,0.0
418.75,1386.7,0.0
418.75,1403.1,0.0
418.75,1419.5,0.0
418.75,1435.9,0.0
418.75,1452.3,0.0
418.75,1468.7,0.0
418.75,1485.1,0.0
418.75,1501.5,0.0
418.75,1517.9,0.0
418.75,1534.3,0.0
418.75,1550.7,0.0
418.75,1567.1,0.0
418.75,1583.4,0.0
418.75,1599.8,0.0
418.75,1616.2,0.0
418.75,1632.6,0.0
418.75,1649.0,0.0
418.75,1665.4,0.0
418.75,1681.8,0.0
418.75,1698.2,0.0
418.75,1714.6,0.0
418.75,1731.0,0.0
418.75,1747.4,0.0
418.75,1763.8,0.0
418.75,1780.2,0.0
418.75,1796.6,0.0
418.75,1813.0,0.0
418.75,1829.4,0.0
418.75,1845.8,0.0
418.75,1862.2,0.0
418.75,1878.6,0.0
418.75,1895.0,0.0
418.75,1911.4,0.0
418.75,1927.8,0.0
418.75,1944.2,0.0
418.75,1960.6,0.0
418.75,1977.0,0.0
418.75,1993.4,0.0
418.75,2009.8,0.0
418.75,2026.2,0.0
418.75,2042.6,0.0
418.75,2059.0,0.0
418.75,2075.4,0.0
418.75,2091.8,0.0
431.25,9.1992,-1.3363
431.25,25.598,-1.3254
431.25,41.996,-1.3146
431.25,58.395,-1.3037
431.25,74.793,-1.2971
431.25,91.191,-1.2981
431.25,107.59,-1.2785
431.25,123.99,-1.2347
431.25,140.39,-1.1909
431.25,156.79,-1.1471
431.25,173.18,-1.1051
431.25,189.58,-1.0676
431.25,205.98,-1.0413
431.25,222.38,-1.0348
431.25,238.78,-1.0543
431.25,255.18,-1.1031
431.25,271.57,-1.1402
431.25,287.97,-1.0928
431.25,304.37,-1.0717
431.25,320.77,-1.2724
431.25,337.17,-1.2658
431.25,353.57,-1.1759
431.25,369.96,-1.2782
431.25,386.36,-1.1829
431.25,402.76,-1.1392
431.25,419.16,0.0
431.25,435.56,0.0
431.25,451.96,0.0
431.25,468.36,0.0
431.25,484.75,0.0
431.25,501.15,0.0
431.25,517.55,0.0
431.25,533.95,0.0
431.25,550.35,0.0
431.25,566.75,0.0
431.25,583.14,0.0
431.25,599.54,0.0
431.25,615.94,0.0
431.25,632.34,0.0
431.25,648.74,0.0
431.25,665.14,0.0
431.25,681.54,0.0
431.25,697.93,0.0
431.25,714.33,0.0
431.25,730.73,0.0
431.25,747.13,0.0
431.25,763.53,0.0
431.25,779.93,0.0
431.25,796.32,0.0
431.25,812.72,0.0
431.25,829.12,0.0
431.25,845.52,0.0
431.25,861.92,0.0
431.25,878.32,0.0
431.25,894.71,0.0
431.25,911.11,0.0
431.25,927.51,0.0
431.25,943.91,0.0
431.25,960.31,0.0
431.25,976.71,0.0
431.25,993.11,0.0
431.25,1009.5,0.0
431.25,1025.9,0.0
431.25,1042.3,0.0
431.25,1058.7,0.0
431.25,1075.1,0.0
431.25,1091.5,0.0
431.25,1107.9,0.0
431.25,1124.3,0.0
431.25,1140.7,0.0
431.25,1157.1,0.0
431.25,1173.5,0.0
431.25,1189.9,0.0
431.25,1206.3,0.0
431.25,1222.7,0.0
431.25,1239.1,0.0
431.25,1255.5,0.0
431.25,1271.9,0.0
431.25,1288.3,0.0
431.25,1304.7,0.0
431.25,1321.1,0.0
431.25,1337.5,0.0
431.25,1353.9,0.0
431.25,1370.3,0.0
431.25,1386.7,0.0
431.25,1403.1,0.0
431.25,1419.5,0.0
431.25,1435.9,0.0
431.25,1452.3,0.0
431.25,1468.7,0.0
431.25,1485.1,0.0
431.25,1501.5,0.0
431.25,1517.9,0.0
431.25,1534.3,0.0
431.25,1550.7,0.0
431.25,1567.1,0.0
431.25,1583.4,0.0
431.25,1599.8,0.0
431.25,1616.2,0.0
431.25,1632.6,0.0
431.25,1649.0,0.0
431.25,1665.4,0.0
431.25,1681.8,0.0
431.25,1698.2,0.0
431.25,1714.6,0.0
431.25,1731.0,0.0
431.25,1747.4,0.0
431.25,1763.8,0.0
431.25,1780.2,0.0
431.25,1796.6,0.0
431.25,1813.0,0.0
431.25,1829.4,0.0
431.25,1845.8,0.0
431.25,1862.2,0.0
431.25,1878.6,0.0
431.25,1895.0,0.0
431.25,1911.4,0.0
431.25,1927.8,0.0
431.25,1944.2,0.0
431.25,1960.6,0.0
431.25,1977.0,0.0
431.25,1993.4,0.0
431.25,2009.8,0.0
431.25,2026.2,0.0
431.25,2042.6,0.0
431.25,2059.0,0.0
431.25,2075.4,0.0
431.25,2091.8,0.0
443.75,9.1992,-1.3852
443.75,25.598,-1.3744
443.75,41.996,-1.3635
443.75,58.395,-1.3539
443.75,74.793,-1.355
443.75,91.191,-1.3561
443.75,107.59,-1.3364
443.75,123.99,-1.2926
443.75,140.39,-1.2488
443.75,156.79,-1.2053
443.75,173.18,-1.1678
443.75,189.58,-1.1303
443.75,205.98,-1.1041
443.75,222.38,-1.0975
443.75,238.78,-1.091
443.75,255.18,-1.1225
443.75,271.57,-1.1225
443.75,287.97,-1.1194
443.75,304.37,-1.1364
443.75,320.77,-1.1752
443.75,337.17,-1.2613
443.75,353.57,-1.2744
443.75,369.96,-1.2896
443.75,386.36,-1.178
443.75,402.76,-1.1107
443.75,419.16,0.0
443.75,435.56,0.0
443.75,451.96,0.0
443.75,468.36,0.0
443.75,484.75,0.0
443.75,501.15,0.0
443.75,517.55,0.0
443.75,533.95,0.0
443.75,550.35,0.0
443.75,566.75,0.0
443.75,583.14,0.0
443.75,599.54,0.0
443.75,615.94,0.0
443.75,632.34,0.0
443.75,648.74,0.0
443.75,665.14,0.0
443.75,681.54,0.0
443.75,697.93,0.0
443.75,714.33,0.0
443.75,730.73,0.0
443.75,747.13,0.0
443.75,763.53,0.0
443.75,779.93,0.0
443.75,796.32,0.0
443.75,812.72,0.0
443.75,829.12,0.0
443.75,845.52,0.0
443.75,861.92,0.0
443.75,878.32,0.0
443.75,894.71,0.0
443.75,911.11,0.0
443.75,927.51,0.0
443.75,943.91,0.0
443.75,960.31,0.0
443.75,976.71,0.0
443.75,993.11,0.0
443.75,1009.5,0.0
443.75,1025.9,0.0
443.75,1042.3,0.0
443.75,1058.7,0.0
443.75,1075.1,0.0
443.75,1091.5,0.0
443.75,1107.9,0.0
443.75,1124.3,0.0
443.75,1140.7,0.0
443.75,1157.1,0.0
443.75,1173.5,0.0
443.75,1189.9,0.0
443.75,1206.3,0.0
443.75,1222.7,0.0
443.75,1239.1,0.0
443.75,1255.5,0.0
443.75,1271.9,0.0
443.75,1288.3,0.0
443.75,1304.7,0.0
443.75,1321.1,0.0
443.75,1337.5,0.0
443.75,1353.9,0.0
443.75,1370.3,0.0
443.75,1386.7,0.0
443.75,1403.1,0.0
443.75,1419.5,0.0
443.75,1435.9,0.0
443.75,1452.3,0.0
443.75,1468.7,0.0
443.75,1485.1,0.0
443.75,1501.5,0.0
443.75,1517.9,0.0
443.75,1534.3,0.0
443.75,1550.7,0.0
443.75,1567.1,0.0
443.75,1583.4,0.0
443.75,1599.8,0.0
443.75,1616.2,0.0
443.75,1632.6,0.0
443.75,1649.0,0.0
443.75,1665.4,0.0
443.75,1681.8,0.0
443.75,1698.2,0.0
443.75,1714.6,0.0
443.75,1731.0,0.0
443.75,1747.4,0.0
443.75,1763.8,0.0
443.75,1780.2,0.0
443.75,1796.6,0.0
443.75,1813.0,0.0
443.75,1829.4,0.0
443.75,1845.8,0.0
443.75,1862.2,0.0
443.75,1878.6,0.0
443.75,1895.0,0.0
443.75,1911.4,0.0
443.75,1927.8,0.0
443.75,1944.2,0.0
443.75,1960.6,0.0
443.75,1977.0,0.0
443.75,1993.4,0.0
443.75,2009.8,0.0
443.75,2026.2,0.0
443.75,2042.6,0.0
443.75,2059.0,0.0
443.75,2075.4,0.0
443.75,2091.8,0.0
456.25,9.1992,-1.4341
456.25,25.598,-1.4233
456.25,41.996,-1.4124
456.25,58.395,-1.4118
456.25,74.793,-1.4129
456.25,91.191,-1.414
456.25,107.59,-1.3943
456.25,123.99,-1.3506
456.25,140.39,-1.3068
456.25,156.79,-1.268
456.25,173.18,-1.2305
456.25,189.58,-1.193
456.25,205.98,-1.1668
456.25,222.38,-1.1603
456.25,238.78,-1.1537
456.25,255.18,-1.1269
456.25,271.57,-1.1238
456.25,287.97,-1.1206
456.25,304.37,-1.1326
456.25,320.77,-1.1576
456.25,337.17,-1.2437
456.25,353.57,-1.2782
456.25,369.96,-1.28
456.25,386.36,-1.2414
456.25,402.76,-1.0766
456.25,419.16,-1.2488
456.25,435.56,0.0
456.25,451.96,0.0
456.25,468.36,0.0
456.25,484.75,0.0
456.25,501.15,0.0
456.25,517.55,0.0
456.25,533.95,0.0
456.25,550.35,0.0
456.25,566.75,0.0
456.25,583.14,0.0
456.25,599.54,0.0
456.25,615.94,0.0
456.25,632.34,0.0
456.25,648.74,0.0
456.25,665.14,0.0
456.25,681.54,0.0
456.25,697.93,0.0
456.25,714.33,0.0
456.25,730.73,0.0
456.25,747.13,0.0
456.25,763.53,0.0
456.25,779.93,0.0
456.25,796.32,0.0
456.25,812.72,0.0
456.25,829.12,0.0
456.25,845.52,0.0
456.25,861.92,0.0
456.25,878.32,0.0
456.25,894.71,0.0
456.25,911.11,0.0
456.25,927.51,0.0
456.25,943.91,0.0
456.25,960.31,0.0
456.25,976.71,0.0
456.25,993.11,0.0
456.25,1009.5,0.0
456.25,1025.9,0.0
456.25,1042.3,0.0
456.25,1058.7,0.0
456.25,1075.1,0.0
456.25,1091.5,0.0
456.25,1107.9,0.0
456.25,1124.3,0.0
456.25,1140.7,0.0
456.25,1157.1,0.0
456.25,1173.5,0.0
456.25,1189.9,0.0
456.25,1206.3,0.0
456.25,1222.7,0.0
456.25,1239.1,0.0
456.25,1255.5,0.0
456.25,1271.9,0.0
456.25,1288.3,0.0
456.25,1304.7,0.0
456.25,1321.1,0.0
456.25,1337.5,0.0
456.25,1353.9,0.0
456.25,1370.3,0.0
456.25,1386.7,0.0
456.25,1403.1,0.0
456.25,1419.5,0.0
456.25,1435.9,0.0
456.25,1452.3,0.0
456.25,1468.7,0.0
456.25,1485.1,0.0
456.25,1501.5,0.0
456.25,1517.9,0.0
456.25,1534.3,0.0
456.25,1550.7,0.0
456.25,1567.1,0.0
456.25,1583.4,0.0
456.25,1599.8,0.0
456.25,1616.2,0.0
456.25,1632.6,0.0
456.25,1649.0,0.0
456.25,1665.4,0.0
456.25,1681.8,0.0
456.25,1698.2,0.0
456.25,1714.6,0.0
456.25,1731.0,0.0
456.25,1747.4,0.0
456.25,1763.8,0.0
456.25,1780.2,0.0
456.25,1796.6,0.0
456.25,1813.0,0.0
456.25,1829.4,0.0
456.25,1845.8,0.0
456.25,1862.2,0.0
456.25,1878.6,0.0
456.25,1895.0,0.0
456.25,1911.4,0.0
456.25,1927.8,0.0
456.25,1944.2,0.0
456.25,1960.6,0.0
456.25,1977.0,0.0
456.25,1993.4,0.0
456.25,2009.8,0.0
456.25,2026.2,0.0
456.25,2042.6,0.0
456.25,2059.0,0.0
456.25,2075.4,0.0
456.25,2091.8,0.0
468.75,9.1992,-1.4831
468.75,25.598,-1.4722
468.75,41.996,-1.4687
468.75,58.395,-1.4698
468.75,74.793,-1.4709
468.75,91.191,-1.472
468.75,107.59,-1.4523
468.75,123.99,-1.4085
468.75,140.39,-1.3682
468.75,156.79,-1.3307
468.75,173.18,-1.2932
468.75,189.58,-1.2557
468.75,205.98,-1.2295
468.75,222.38,-1.223
468.75,238.78,-1.1908
468.75,255.18,-1.147
468.75,271.57,-1.1438
468.75,287.97,-1.1256
468.75,304.37,-1.1247
468.75,320.77,-1.2196
468.75,337.17,-1.2568
468.75,353.57,-1.2369
468.75,369.96,-1.2936
468.75,386.36,-1.2967
468.75,402.76,-1.1921
468.75,419.16,-1.0128
468.75,435.56,-1.091
468.75,451.96,0.0
468.75,468.36,0.0
468.75,484.75,0.0
468.75,501.15,0.0
468.75,517.55,0.0
468.75,533.95,0.0
468.75,550.35,0.0
468.75,566.75,0.0
468.75,583.14,0.0
468.75,599.54,0.0
468.75,615.94,0.0
468.75,632.34,0.0
468.75,648.74,0.0
468.75,665.14,0.0
468.75,681.54,0.0
468.75,697.93,0.0
468.75,714.33,0.0
468.75,730.73,0.0
468.75,747.13,0.0
468.75,763.53,0.0
468.75,779.93,0.0
468.75,796.32,0.0
468.75,812.72,0.0
468.75,829.12,0.0
468.75,845.52,0.0
468.75,861.92,0.0
468.75,878.32,0.0
468.75,894.71,0.0
468.75,911.11,0.0
468.75,927.51,0.0
468.75,943.91,0.0
468.75,960.31,0.0
468.75,976.71,0.0
468.75,993.11,0.0
468.75,1009.5,0.0
468.75,1025.9,0.0
468.75,1042.3,0.0
468.75,1058.7,0.0
468.75,1075.1,0.0
468.75,1091.5,0.0
468.75,1107.9,0.0
468.75,1124.3,0.0
468.75,1140.7,0.0
468.75,1157.1,0.0
468.75,1173.5,0.0
468.75,1189.9,0.0
468.75,1206.3,0.0
468.75,1222.7,0.0
468.75,1239.1,0.0
468.75,1255.5,0.0
468.75,1271.9,0.0
468.75,1288.3,0.0
468.75,1304.7,0.0
468.75,1321.1,0.0
468.75,1337.5,0.0
468.75,1353.9,0.0
468.75,1370.3,0.0
468.75,1386.7,0.0
468.75,1403.1,0.0
468.75,1419.5,0.0
468.75,1435.9,0.0
468.75,1452.3,0.0
468.75,1468.7,0.0
468.75,1485.1,0.0
468.75,1501.5,0.0
468.75,1517.9,0.0
468.75,1534.3,0.0
468.75,1550.7,0.0
468.75,1567.1,0.0
468.75,1583.4,0.0
468.75,1599.8,0.0
468.75,1616.2,0.0
468.75,1632.6,0.0
468.75,1649.0,0.0
468.75,1665.4,0.0
468.75,1681.8,0.0
468.75,1698.2,0.0
468.75,1714.6,0.0
468.75,1731.0,0.0
468.75,1747.4,0.0
468.75,1763.8,0.0
468.75,1780.2,0.0
468.75,1796.6,0.0
468.75,1813.0,0.0
468.75,1829.4,0.0
468.75,1845.8,0.0
468.75,1862.2,0.0
468.75,1878.6,0.0
468.75,1895.0,0.0
468.75,1911.4,0.0
468.75,1927.8,0.0
468.75,1944.2,0.0
468.75,1960.6,0.0
468.75,1977.0,0.0
468.75,1993.4,0.0
468.75,2009.8,0.0
468.75,2026.2,0.0
468.75,2042.6,0.0
468.75,2059.0,0.0
468.75,2075.4,0.0
468.75,2091.8,0.0
481.25,9.1992,-1.532
481.25,25.598,-1.5255
481.25,41.996,-1.5266
481.25,58.395,-1.5277
481.25,74.793,-1.5288
481.25,91.191,-1.5299
481.25,107.59,-1.5102
481.25,123.99,-1.4684
481.25,140.39,-1.4309
481.25,156.79,-1.3934
481.25,173.18,-1.3559
481.25,189.58,-1.3184
481.25,205.98,-1.2922
481.25,222.38,-1.2733
481.25,238.78,-1.2108
481.25,255.18,-1.1671
481.25,271.57,-1.1576
481.25,287.97,-1.1178
481.25,304.37,-1.1169
481.25,320.77,-1.2124
481.25,337.17,-1.216
481.25,353.57,-1.2118
481.25,369.96,-1.2774
481.25,386.36,-1.2683
481.25,402.76,-1.2223
481.25,419.16,-1.0352
481.25,435.56,-1.0035
481.25,451.96,-0.97804
481.25,468.36,0.0
481.25,484.75,0.0
481.25,501.15,0.0
481.25,517.55,0.0
481.25,533.95,0.0
481.25,550.35,0.0
481.25,566.75,0.0
481.25,583.14,0.0
481.25,599.54,0.0
481.25,615.94,0.0
481.25,632.34,0.0
481.25,648.74,0.0
481.25,665.14,0.0
481.25,681.54,0.0
481.25,697.93,0.0
481.25,714.33,0.0
481.25,730.73,0.0
481.25,747.13,0.0
481.25,763.53,0.0
481.25,779.93,0.0
481.25,796.32,0.0
481.25,812.72,0.0
481.25,829.12,0.0
481.25,845.52,0.0
481.25,861.92,0.0
481.25,878.32,0.0
481.25,894.71,0.0
481.25,911.11,0.0
481.25,927.51,0.0
481.25,943.91,0.0
481.25,960.31,0.0
481.25,976.71,0.0
481.25,993.11,0.0
481.25,1009.5,0.0
481.25,1025.9,0.0
481.25,1042.3,0.0
481.25,1058.7,0.0
481.25,1075.1,0.0
481.25,1091.5,0.0
481.25,1107.9,0.0
481.25,1124.3,0.0
481.25,1140.7,0.0
481.25,1157.1,0.0
481.25,1173.5,0.0
481.25,1189.9,0.0
481.25,1206.3,0.0
481.25,1222.7,0.0
481.25,1239.1,0.0
481.25,1255.5,0.0
481.25,1271.9,0.0
481.25,1288.3,0.0
481.25,1304.7,0.0
481.25,1321.1,0.0
481.25,1337.5,0.0
481.25,1353.9,0.0
481.25,1370.3,0.0
481.25,1386.7,0.0
481.25,1403.1,0.0
481.25,1419.5,0.0
481.25,1435.9,0.0
481.25,1452.3,0.0
481.25,1468.7,0.0
481.25,1485.1,0.0
481.25,1501.5,0.0
481.25,1517.9,0.0
481.25,1534.3,0.0
481.25,1550.7,0.0
481.25,1567.1,0.0
481.25,1583.4,0.0
481.25,1599.8,0.0
481.25,1616.2,0.0
481.25,1632.6,0.0
481.25,1649.0,0.0
481.25,1665.4,0.0
481.25,1681.8,0.0
481.25,1698.2,0.0
481.25,1714.6,0.0
481.25,1731.0,0.0
481.25,1747.4,0.0
481.25,1763.8,0.0
481.25,1780.2,0.0
481.25,1796.6,0.0
481.25,1813.0,0.0
481.25,1829.4,0.0
481.25,1845.8,0.0
481.25,1862.2,0.0
481.25,1878.6,0.0
481.25,1895.0,0.0
481.25,1911.4,0.0
481.25,1927.8,0.0
481.25,1944.2,0.0
481.25,1960.6,0.0
481.25,1977.0,0.0
481.25,1993.4,0.0
481.25,2009.8,0.0
481.25,2026.2,0.0
481.25,2042.6,0.0
481.25,2059.0,0.0
481.25,2075.4,0.0
481.25,2091.8,0.0
493.75,9.1992,-1.5824
493.75,25.598,-1.5835
493.75,41.996,-1.5846
493.75,58.395,-1.5857
493.75,74.793,-1.5867
493.75,91.191,-1.5878
493.75,107.59,-1.5687
493.75,123.99,-1.5312
493.75,140.39,-1.4936
493.75,156.79,-1.4561
493.75,173.18,-1.4186
493.75,189.58,-1.3811
493.75,205.98,-1.3549
493.75,222.38,-1.2934
493.75,238.78,-1.2309
493.75,255.18,-1.1871
493.75,271.57,-1.1497
493.75,287.97,-1.1099
493.75,304.37,-1.109
493.75,320.77,-1.1385
493.75,337.17,-1.1581
493.75,353.57,-1.1715
493.75,369.96,-1.2068
493.75,386.36,-1.204
493.75,402.76,-1.1671
493.75,419.16,-1.0962
493.75,435.56,-1.0448
493.75,451.96,-0.98201
493.75,468.36,-1.2144
493.75,484.75,0.0
493.75,501.15,0.0
493.75,517.55,0.0
493.75,533.95,0.0
493.75,550.35,0.0
493.75,566.75,0.0
493.75,583.14,0.0
493.75,599.54,0.0
493.75,615.94,0.0
493.75,632.34,0.0
493.75,648.74,0.0
493.75,665.14,0.0
493.75,681.54,0.0
493.75,697.93,0.0
493.75,714.33,0.0
493.75,730.73,0.0
493.75,747.13,0.0
493.75,763.53,0.0
493.75,779.93,0.0
493.75,796.32,0.0
493.75,812.72,0.0
493.75,829.12,0.0
493.75,845.52,0.0
493.75,861.92,0.0
493.75,878.32,0.0
493.75,894.71,0.0
493.75,911.11,0.0
493.75,927.51,0.0
493.75,943.91,0.0
493.75,960.31,0.0
493.75,976.71,0.0
493.75,993.11,0.0
493.75,1009.5,0.0
493.75,1025.9,0.0
493.75,1042.3,0.0
493.75,1058.7,0.0
493.75,1075.1,0.0
493.75,1091.5,0.0
493.75,1107.9,0.0
493.75,1124.3,0.0
493.75,1140.7,0.0
493.75,1157.1,0.0
493.75,1173.5,0.0
493.75,1189.9,0.0
493.75,1206.3,0.0
493.75,1222.7,0.0
493.75,1239.1,0.0
493.75,1255.5,0.0
493.75,1271.9,0.0
493.75,1288.3,0.0
493.75,1304.7,0.0
493.75,1321.1,0.0
493.75,1337.5,0.0
493.75,1353.9,0.0
493.75,1370.3,0.0
493.75,1386.7,0.0
493.75,1403.1,0.0
493.75,1419.5,0.0
493.75,1435.9,0.0
493.75,1452.3,0.0
493.75,1468.7,0.0
493.75,1485.1,0.0
493.75,1501.5,0.0
493.75,1517.9,0.0
493.75,1534.3,0.0
493.75,1550.7,0.0
493.75,1567.1,0.0
493.75,1583.4,0.0
493.75,1599.8,0.0
493.75,1616.2,0.0
493.75,1632.6,0.0
493.75,1649.0,0.0
493.75,1665.4,0.0
493.75,1681.8,0.0
493.75,1698.2,0.0
493.75,1714.6,0.0
493.75,1731.0,0.0
493.75,1747.4,0.0
493.75,1763.8,0.0
493.75,1780.2,0.0
493.75,1796.6,0.0
493.75,1813.0,0.0
493.75,1829.4,0.0
493.75,1845.8,0.0
493.75,1862.2,0.0
493.75,1878.6,0.0
493.75,1895.0,0.0
493.75,1911.4,0.0
493.75,1927.8,0.0
493.75,1944.2,0.0
493.75,1960.6,0.0
