#: table_doi: 10.17182/hepdata.90835.v1/t53
#: name: T2bb cross section upper limits
#: description: The 95% CL observed and expected upper limits on the production cross sections of the T2bb signal model as a function of the bottom squark and LSP masses.
#: data_file: t2bb_cross_section_upper_limits.yaml
#: keyword observables: SIG | CLS
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> SBOTTOM SBOTTOM | SBOTTOM --> BQ NEUTRALINO1
#: Upper Limit,Expected
#: LUMINOSITY [fb$^{-1}$],137
M(SBOTTOM) [GeV],M(NEUTRALINO1) [GeV],Cross section upper limit at 95% CL [pb]
319.92,765.52,0.0
319.92,775.52,0.0
319.92,785.51,0.0
319.92,795.5,0.0
319.92,805.5,0.0
319.92,815.49,0.0
319.92,825.48,0.0
319.92,835.48,0.0
319.92,845.47,0.0
319.92,855.47,0.0
319.92,865.46,0.0
319.92,875.45,0.0
319.92,885.45,0.0
319.92,895.44,0.0
319.92,905.43,0.0
319.92,915.43,0.0
319.92,925.42,0.0
319.92,935.42,0.0
319.92,945.41,0.0
319.92,955.4,0.0
319.92,965.4,0.0
319.92,975.39,0.0
319.92,985.38,0.0
319.92,995.38,0.0
319.92,1005.4,0.0
319.92,1015.4,0.0
319.92,1025.4,0.0
319.92,1035.4,0.0
319.92,1045.3,0.0
319.92,1055.3,0.0
319.92,1065.3,0.0
319.92,1075.3,0.0
319.92,1085.3,0.0
319.92,1095.3,0.0
319.92,1105.3,0.0
319.92,1115.3,0.0
319.92,1125.3,0.0
319.92,1135.3,0.0
319.92,1145.3,0.0
319.92,1155.3,0.0
319.92,1165.3,0.0
319.92,1175.3,0.0
319.92,1185.3,0.0
319.92,1195.3,0.0
319.92,1205.2,0.0
319.92,1215.2,0.0
319.92,1225.2,0.0
319.92,1235.2,0.0
319.92,1245.2,0.0
319.92,1255.2,0.0
319.92,1265.2,0.0
319.92,1275.2,0.0
319.92,1285.2,0.0
319.92,1295.2,0.0
319.92,1305.2,0.0
319.92,1315.2,0.0
319.92,1325.2,0.0
319.92,1335.2,0.0
319.92,1345.2,0.0
319.92,1355.2,0.0
319.92,1365.1,0.0
319.92,1375.1,0.0
319.92,1385.1,0.0
319.92,1395.1,0.0
319.92,1405.1,0.0
319.92,1415.1,0.0
319.92,1425.1,0.0
319.92,1435.1,0.0
319.92,1445.1,0.0
319.92,1455.1,0.0
319.92,1465.1,0.0
319.92,1475.1,0.0
319.92,1485.1,0.0
319.92,1495.1,0.0
319.92,1505.1,0.0
319.92,1515.1,0.0
319.92,1525.0,0.0
319.92,1535.0,0.0
319.92,1545.0,0.0
319.92,1555.0,0.0
319.92,1565.0,0.0
319.92,1575.0,0.0
319.92,1585.0,0.0
319.92,1595.0,0.0
333.2,5.9969,0.17227
333.2,15.991,0.18212
333.2,25.984,0.19198
333.2,35.978,0.20184
333.2,45.972,0.2117
333.2,55.966,0.22156
333.2,65.959,0.23141
333.2,75.953,0.23388
333.2,85.947,0.23536
333.2,95.941,0.23684
333.2,105.93,0.25309
333.2,115.93,0.27945
333.2,125.92,0.3058
333.2,135.92,0.33215
333.2,145.91,0.3585
333.2,155.9,0.38485
333.2,165.9,0.4112
333.2,175.89,0.42025
333.2,185.88,0.4276
333.2,195.88,0.43494
333.2,205.87,0.43797
333.2,215.87,0.43796
333.2,225.86,0.43796
333.2,235.85,0.44185
333.2,245.85,0.45655
333.2,255.84,0.47579
333.2,265.83,0.51147
333.2,275.83,0.55108
333.2,285.82,0.61242
333.2,295.82,0.73938
333.2,305.81,0.84481
333.2,315.8,0.0
333.2,325.8,0.0
333.2,335.79,0.0
333.2,345.78,0.0
333.2,355.78,0.0
333.2,365.77,0.0
333.2,375.77,0.0
333.2,385.76,0.0
333.2,395.75,0.0
333.2,405.75,0.0
333.2,415.74,0.0
333.2,425.73,0.0
333.2,435.73,0.0
333.2,445.72,0.0
333.2,455.72,0.0
333.2,465.71,0.0
333.2,475.7,0.0
333.2,485.7,0.0
333.2,495.69,0.0
333.2,505.68,0.0
333.2,515.68,0.0
333.2,525.67,0.0
333.2,535.67,0.0
333.2,545.66,0.0
333.2,555.65,0.0
333.2,565.65,0.0
333.2,575.64,0.0
333.2,585.63,0.0
333.2,595.63,0.0
333.2,605.62,0.0
333.2,615.62,0.0
333.2,625.61,0.0
333.2,635.6,0.0
333.2,645.6,0.0
333.2,655.59,0.0
333.2,665.58,0.0
333.2,675.58,0.0
333.2,685.57,0.0
333.2,695.57,0.0
333.2,705.56,0.0
333.2,715.55,0.0
333.2,725.55,0.0
333.2,735.54,0.0
333.2,745.53,0.0
333.2,755.53,0.0
333.2,765.52,0.0
333.2,775.52,0.0
333.2,785.51,0.0
333.2,795.5,0.0
333.2,805.5,0.0
333.2,815.49,0.0
333.2,825.48,0.0
333.2,835.48,0.0
333.2,845.47,0.0
333.2,855.47,0.0
333.2,865.46,0.0
333.2,875.45,0.0
333.2,885.45,0.0
333.2,895.44,0.0
333.2,905.43,0.0
333.2,915.43,0.0
333.2,925.42,0.0
333.2,935.42,0.0
333.2,945.41,0.0
333.2,955.4,0.0
333.2,965.4,0.0
333.2,975.39,0.0
333.2,985.38,0.0
333.2,995.38,0.0
333.2,1005.4,0.0
333.2,1015.4,0.0
333.2,1025.4,0.0
333.2,1035.4,0.0
333.2,1045.3,0.0
333.2,1055.3,0.0
333.2,1065.3,0.0
333.2,1075.3,0.0
333.2,1085.3,0.0
333.2,1095.3,0.0
333.2,1105.3,0.0
333.2,1115.3,0.0
333.2,1125.3,0.0
333.2,1135.3,0.0
333.2,1145.3,0.0
333.2,1155.3,0.0
333.2,1165.3,0.0
333.2,1175.3,0.0
333.2,1185.3,0.0
333.2,1195.3,0.0
333.2,1205.2,0.0
333.2,1215.2,0.0
333.2,1225.2,0.0
333.2,1235.2,0.0
333.2,1245.2,0.0
333.2,1255.2,0.0
333.2,1265.2,0.0
333.2,1275.2,0.0
333.2,1285.2,0.0
333.2,1295.2,0.0
333.2,1305.2,0.0
333.2,1315.2,0.0
333.2,1325.2,0.0
333.2,1335.2,0.0
333.2,1345.2,0.0
333.2,1355.2,0.0
333.2,1365.1,0.0
333.2,1375.1,0.0
333.2,1385.1,0.0
333.2,1395.1,0.0
333.2,1405.1,0.0
333.2,1415.1,0.0
333.2,1425.1,0.0
333.2,1435.1,0.0
333.2,1445.1,0.0
333.2,1455.1,0.0
333.2,1465.1,0.0
333.2,1475.1,0.0
333.2,1485.1,0.0
333.2,1495.1,0.0
333.2,1505.1,0.0
333.2,1515.1,0.0
333.2,1525.0,0.0
333.2,1535.0,0.0
333.2,1545.0,0.0
333.2,1555.0,0.0
333.2,1565.0,0.0
333.2,1575.0,0.0
333.2,1585.0,0.0
333.2,1595.0,0.0
346.48,5.9969,0.15131
346.48,15.991,0.16117
346.48,25.984,0.17103
346.48,35.978,0.18088
346.48,45.972,0.19074
346.48,55.966,0.19894
346.48,65.959,0.20042
346.48,75.953,0.2019
346.48,85.947,0.20339
346.48,95.941,0.20487
346.48,105.93,0.22112
346.48,115.93,0.24747
346.48,125.92,0.27382
346.48,135.92,0.30017
346.48,145.91,0.32652
346.48,155.9,0.34833
346.48,165.9,0.35568
346.48,175.89,0.36302
346.48,185.88,0.37037
346.48,195.88,0.37771
346.48,205.87,0.38074
346.48,215.87,0.38073
346.48,225.86,0.38072
346.48,235.85,0.38072
346.48,245.85,0.38071
346.48,255.84,0.39902
346.48,265.83,0.4215
346.48,275.83,0.45135
346.48,285.82,0.4894
346.48,295.82,0.52745
346.48,305.81,0.62693
346.48,315.8,0.71686
346.48,325.8,0.0
346.48,335.79,0.0
346.48,345.78,0.0
346.48,355.78,0.0
346.48,365.77,0.0
346.48,375.77,0.0
346.48,385.76,0.0
346.48,395.75,0.0
346.48,405.75,0.0
346.48,415.74,0.0
346.48,425.73,0.0
346.48,435.73,0.0
346.48,445.72,0.0
346.48,455.72,0.0
346.48,465.71,0.0
346.48,475.7,0.0
346.48,485.7,0.0
346.48,495.69,0.0
346.48,505.68,0.0
346.48,515.68,0.0
346.48,525.67,0.0
346.48,535.67,0.0
346.48,545.66,0.0
346.48,555.65,0.0
346.48,565.65,0.0
346.48,575.64,0.0
346.48,585.63,0.0
346.48,595.63,0.0
346.48,605.62,0.0
346.48,615.62,0.0
346.48,625.61,0.0
346.48,635.6,0.0
346.48,645.6,0.0
346.48,655.59,0.0
346.48,665.58,0.0
346.48,675.58,0.0
346.48,685.57,0.0
346.48,695.57,0.0
346.48,705.56,0.0
346.48,715.55,0.0
346.48,725.55,0.0
346.48,735.54,0.0
346.48,745.53,0.0
346.48,755.53,0.0
346.48,765.52,0.0
346.48,775.52,0.0
346.48,785.51,0.0
346.48,795.5,0.0
346.48,805.5,0.0
346.48,815.49,0.0
346.48,825.48,0.0
346.48,835.48,0.0
346.48,845.47,0.0
346.48,855.47,0.0
346.48,865.46,0.0
346.48,875.45,0.0
346.48,885.45,0.0
346.48,895.44,0.0
346.48,905.43,0.0
346.48,915.43,0.0
346.48,925.42,0.0
346.48,935.42,0.0
346.48,945.41,0.0
346.48,955.4,0.0
346.48,965.4,0.0
346.48,975.39,0.0
346.48,985.38,0.0
346.48,995.38,0.0
346.48,1005.4,0.0
346.48,1015.4,0.0
346.48,1025.4,0.0
346.48,1035.4,0.0
346.48,1045.3,0.0
346.48,1055.3,0.0
346.48,1065.3,0.0
346.48,1075.3,0.0
346.48,1085.3,0.0
346.48,1095.3,0.0
346.48,1105.3,0.0
346.48,1115.3,0.0
346.48,1125.3,0.0
346.48,1135.3,0.0
346.48,1145.3,0.0
346.48,1155.3,0.0
346.48,1165.3,0.0
346.48,1175.3,0.0
346.48,1185.3,0.0
346.48,1195.3,0.0
346.48,1205.2,0.0
346.48,1215.2,0.0
346.48,1225.2,0.0
346.48,1235.2,0.0
346.48,1245.2,0.0
346.48,1255.2,0.0
346.48,1265.2,0.0
346.48,1275.2,0.0
346.48,1285.2,0.0
346.48,1295.2,0.0
346.48,1305.2,0.0
346.48,1315.2,0.0
346.48,1325.2,0.0
346.48,1335.2,0.0
346.48,1345.2,0.0
346.48,1355.2,0.0
346.48,1365.1,0.0
346.48,1375.1,0.0
346.48,1385.1,0.0
346.48,1395.1,0.0
346.48,1405.1,0.0
346.48,1415.1,0.0
346.48,1425.1,0.0
346.48,1435.1,0.0
346.48,1445.1,0.0
346.48,1455.1,0.0
346.48,1465.1,0.0
346.48,1475.1,0.0
346.48,1485.1,0.0
346.48,1495.1,0.0
346.48,1505.1,0.0
346.48,1515.1,0.0
346.48,1525.0,0.0
346.48,1535.0,0.0
346.48,1545.0,0.0
346.48,1555.0,0.0
346.48,1565.0,0.0
346.48,1575.0,0.0
346.48,1585.0,0.0
346.48,1595.0,0.0
359.77,5.9969,0.13035
359.77,15.991,0.14021
359.77,25.984,0.15007
359.77,35.978,0.15993
359.77,45.972,0.16548
359.77,55.966,0.16696
359.77,65.959,0.16845
359.77,75.953,0.16993
359.77,85.947,0.17141
359.77,95.941,0.1729
359.77,105.93,0.18915
359.77,115.93,0.2155
359.77,125.92,0.24185
359.77,135.92,0.2682
359.77,145.91,0.28376
359.77,155.9,0.2911
359.77,165.9,0.29844
359.77,175.89,0.30579
359.77,185.88,0.31313
359.77,195.88,0.32048
359.77,205.87,0.3235
359.77,215.87,0.3235
359.77,225.86,0.32349
359.77,235.85,0.32349
359.77,245.85,0.329
359.77,255.84,0.33936
359.77,265.83,0.35723
359.77,275.83,0.381
359.77,285.82,0.41905
359.77,295.82,0.44185
359.77,305.81,0.49863
359.77,315.8,0.58534
359.77,325.8,0.6237
359.77,335.79,0.0
359.77,345.78,0.0
359.77,355.78,0.0
359.77,365.77,0.0
359.77,375.77,0.0
359.77,385.76,0.0
359.77,395.75,0.0
359.77,405.75,0.0
359.77,415.74,0.0
359.77,425.73,0.0
359.77,435.73,0.0
359.77,445.72,0.0
359.77,455.72,0.0
359.77,465.71,0.0
359.77,475.7,0.0
359.77,485.7,0.0
359.77,495.69,0.0
359.77,505.68,0.0
359.77,515.68,0.0
359.77,525.67,0.0
359.77,535.67,0.0
359.77,545.66,0.0
359.77,555.65,0.0
359.77,565.65,0.0
359.77,575.64,0.0
359.77,585.63,0.0
359.77,595.63,0.0
359.77,605.62,0.0
359.77,615.62,0.0
359.77,625.61,0.0
359.77,635.6,0.0
359.77,645.6,0.0
359.77,655.59,0.0
359.77,665.58,0.0
359.77,675.58,0.0
359.77,685.57,0.0
359.77,695.57,0.0
359.77,705.56,0.0
359.77,715.55,0.0
359.77,725.55,0.0
359.77,735.54,0.0
359.77,745.53,0.0
359.77,755.53,0.0
359.77,765.52,0.0
359.77,775.52,0.0
359.77,785.51,0.0
359.77,795.5,0.0
359.77,805.5,0.0
359.77,815.49,0.0
359.77,825.48,0.0
359.77,835.48,0.0
359.77,845.47,0.0
359.77,855.47,0.0
359.77,865.46,0.0
359.77,875.45,0.0
359.77,885.45,0.0
359.77,895.44,0.0
359.77,905.43,0.0
359.77,915.43,0.0
359.77,925.42,0.0
359.77,935.42,0.0
359.77,945.41,0.0
359.77,955.4,0.0
359.77,965.4,0.0
359.77,975.39,0.0
359.77,985.38,0.0
359.77,995.38,0.0
359.77,1005.4,0.0
359.77,1015.4,0.0
359.77,1025.4,0.0
359.77,1035.4,0.0
359.77,1045.3,0.0
359.77,1055.3,0.0
359.77,1065.3,0.0
359.77,1075.3,0.0
359.77,1085.3,0.0
359.77,1095.3,0.0
359.77,1105.3,0.0
359.77,1115.3,0.0
359.77,1125.3,0.0
359.77,1135.3,0.0
359.77,1145.3,0.0
359.77,1155.3,0.0
359.77,1165.3,0.0
359.77,1175.3,0.0
359.77,1185.3,0.0
359.77,1195.3,0.0
359.77,1205.2,0.0
359.77,1215.2,0.0
359.77,1225.2,0.0
359.77,1235.2,0.0
359.77,1245.2,0.0
359.77,1255.2,0.0
359.77,1265.2,0.0
359.77,1275.2,0.0
359.77,1285.2,0.0
359.77,1295.2,0.0
359.77,1305.2,0.0
359.77,1315.2,0.0
359.77,1325.2,0.0
359.77,1335.2,0.0
359.77,1345.2,0.0
359.77,1355.2,0.0
359.77,1365.1,0.0
359.77,1375.1,0.0
359.77,1385.1,0.0
359.77,1395.1,0.0
359.77,1405.1,0.0
359.77,1415.1,0.0
359.77,1425.1,0.0
359.77,1435.1,0.0
359.77,1445.1,0.0
359.77,1455.1,0.0
359.77,1465.1,0.0
359.77,1475.1,0.0
359.77,1485.1,0.0
359.77,1495.1,0.0
359.77,1505.1,0.0
359.77,1515.1,0.0
359.77,1525.0,0.0
359.77,1535.0,0.0
359.77,1545.0,0.0
359.77,1555.0,0.0
359.77,1565.0,0.0
359.77,1575.0,0.0
359.77,1585.0,0.0
359.77,1595.0,0.0
373.05,5.9969,0.1094
373.05,15.991,0.11925
373.05,25.984,0.12911
373.05,35.978,0.13202
373.05,45.972,0.1335
373.05,55.966,0.13499
373.05,65.959,0.13647
373.05,75.953,0.13795
373.05,85.947,0.13944
373.05,95.941,0.14092
373.05,105.93,0.15717
373.05,115.93,0.18352
373.05,125.92,0.20987
373.05,135.92,0.21918
373.05,145.91,0.22652
373.05,155.9,0.23387
373.05,165.9,0.24121
373.05,175.89,0.24855
373.05,185.88,0.2559
373.05,195.88,0.26324
373.05,205.87,0.26627
373.05,215.87,0.26626
373.05,225.86,0.26626
373.05,235.85,0.275
373.05,245.85,0.28481
373.05,255.84,0.29517
373.05,265.83,0.30592
373.05,275.83,0.32123
373.05,285.82,0.33505
373.05,295.82,0.3458
373.05,305.81,0.38079
373.05,315.8,0.41424
373.05,325.8,0.45259
373.05,335.79,0.54756
373.05,345.78,0.64252
373.05,355.78,0.0
373.05,365.77,0.0
373.05,375.77,0.0
373.05,385.76,0.0
373.05,395.75,0.0
373.05,405.75,0.0
373.05,415.74,0.0
373.05,425.73,0.0
373.05,435.73,0.0
373.05,445.72,0.0
373.05,455.72,0.0
373.05,465.71,0.0
373.05,475.7,0.0
373.05,485.7,0.0
373.05,495.69,0.0
373.05,505.68,0.0
373.05,515.68,0.0
373.05,525.67,0.0
373.05,535.67,0.0
373.05,545.66,0.0
373.05,555.65,0.0
373.05,565.65,0.0
373.05,575.64,0.0
373.05,585.63,0.0
373.05,595.63,0.0
373.05,605.62,0.0
373.05,615.62,0.0
373.05,625.61,0.0
373.05,635.6,0.0
373.05,645.6,0.0
373.05,655.59,0.0
373.05,665.58,0.0
373.05,675.58,0.0
373.05,685.57,0.0
373.05,695.57,0.0
373.05,705.56,0.0
373.05,715.55,0.0
373.05,725.55,0.0
373.05,735.54,0.0
373.05,745.53,0.0
373.05,755.53,0.0
373.05,765.52,0.0
373.05,775.52,0.0
373.05,785.51,0.0
373.05,795.5,0.0
373.05,805.5,0.0
373.05,815.49,0.0
373.05,825.48,0.0
373.05,835.48,0.0
373.05,845.47,0.0
373.05,855.47,0.0
373.05,865.46,0.0
373.05,875.45,0.0
373.05,885.45,0.0
373.05,895.44,0.0
373.05,905.43,0.0
373.05,915.43,0.0
373.05,925.42,0.0
373.05,935.42,0.0
373.05,945.41,0.0
373.05,955.4,0.0
373.05,965.4,0.0
373.05,975.39,0.0
373.05,985.38,0.0
373.05,995.38,0.0
373.05,1005.4,0.0
373.05,1015.4,0.0
373.05,1025.4,0.0
373.05,1035.4,0.0
373.05,1045.3,0.0
373.05,1055.3,0.0
373.05,1065.3,0.0
373.05,1075.3,0.0
373.05,1085.3,0.0
373.05,1095.3,0.0
373.05,1105.3,0.0
373.05,1115.3,0.0
373.05,1125.3,0.0
373.05,1135.3,0.0
373.05,1145.3,0.0
373.05,1155.3,0.0
373.05,1165.3,0.0
373.05,1175.3,0.0
373.05,1185.3,0.0
373.05,1195.3,0.0
373.05,1205.2,0.0
373.05,1215.2,0.0
373.05,1225.2,0.0
373.05,1235.2,0.0
373.05,1245.2,0.0
373.05,1255.2,0.0
373.05,1265.2,0.0
373.05,1275.2,0.0
373.05,1285.2,0.0
373.05,1295.2,0.0
373.05,1305.2,0.0
373.05,1315.2,0.0
373.05,1325.2,0.0
373.05,1335.2,0.0
373.05,1345.2,0.0
373.05,1355.2,0.0
373.05,1365.1,0.0
373.05,1375.1,0.0
373.05,1385.1,0.0
373.05,1395.1,0.0
373.05,1405.1,0.0
373.05,1415.1,0.0
373.05,1425.1,0.0
373.05,1435.1,0.0
373.05,1445.1,0.0
373.05,1455.1,0.0
373.05,1465.1,0.0
373.05,1475.1,0.0
373.05,1485.1,0.0
373.05,1495.1,0.0
373.05,1505.1,0.0
373.05,1515.1,0.0
373.05,1525.0,0.0
373.05,1535.0,0.0
373.05,1545.0,0.0
373.05,1555.0,0.0
373.05,1565.0,0.0
373.05,1575.0,0.0
373.05,1585.0,0.0
373.05,1595.0,0.0
386.33,5.9969,0.08844
386.33,15.991,0.097079
386.33,25.984,0.098562
386.33,35.978,0.10005
386.33,45.972,0.10153
386.33,55.966,0.10301
386.33,65.959,0.1045
386.33,75.953,0.10598
386.33,85.947,0.10746
386.33,95.941,0.10895
386.33,105.93,0.1252
386.33,115.93,0.14726
386.33,125.92,0.1546
386.33,135.92,0.16195
386.33,145.91,0.16929
386.33,155.9,0.17663
386.33,165.9,0.18398
386.33,175.89,0.19132
386.33,185.88,0.19867
386.33,195.88,0.20601
386.33,205.87,0.20904
386.33,215.87,0.21119
386.33,225.86,0.221
386.33,235.85,0.23246
386.33,245.85,0.24421
386.33,255.84,0.25572
386.33,265.83,0.26679
386.33,275.83,0.27754
386.33,285.82,0.28829
386.33,295.82,0.29886
386.33,305.81,0.32269
386.33,315.8,0.35196
386.33,325.8,0.36721
386.33,335.79,0.39869
386.33,345.78,0.49024
386.33,355.78,0.57373
386.33,365.77,0.0
386.33,375.77,0.0
386.33,385.76,0.0
386.33,395.75,0.0
386.33,405.75,0.0
386.33,415.74,0.0
386.33,425.73,0.0
386.33,435.73,0.0
386.33,445.72,0.0
386.33,455.72,0.0
386.33,465.71,0.0
386.33,475.7,0.0
386.33,485.7,0.0
386.33,495.69,0.0
386.33,505.68,0.0
386.33,515.68,0.0
386.33,525.67,0.0
386.33,535.67,0.0
386.33,545.66,0.0
386.33,555.65,0.0
386.33,565.65,0.0
386.33,575.64,0.0
386.33,585.63,0.0
386.33,595.63,0.0
386.33,605.62,0.0
386.33,615.62,0.0
386.33,625.61,0.0
386.33,635.6,0.0
386.33,645.6,0.0
386.33,655.59,0.0
386.33,665.58,0.0
386.33,675.58,0.0
386.33,685.57,0.0
386.33,695.57,0.0
386.33,705.56,0.0
386.33,715.55,0.0
386.33,725.55,0.0
386.33,735.54,0.0
386.33,745.53,0.0
386.33,755.53,0.0
386.33,765.52,0.0
386.33,775.52,0.0
386.33,785.51,0.0
386.33,795.5,0.0
386.33,805.5,0.0
386.33,815.49,0.0
386.33,825.48,0.0
386.33,835.48,0.0
386.33,845.47,0.0
386.33,855.47,0.0
386.33,865.46,0.0
386.33,875.45,0.0
386.33,885.45,0.0
386.33,895.44,0.0
386.33,905.43,0.0
386.33,915.43,0.0
386.33,925.42,0.0
386.33,935.42,0.0
386.33,945.41,0.0
386.33,955.4,0.0
386.33,965.4,0.0
386.33,975.39,0.0
386.33,985.38,0.0
386.33,995.38,0.0
386.33,1005.4,0.0
386.33,1015.4,0.0
386.33,1025.4,0.0
386.33,1035.4,0.0
386.33,1045.3,0.0
