#: table_doi: 10.17182/hepdata.90835.v1/t37
#: name: T1qqqq expected + 1 s.d. mass limit curve
#: description: Exclusion limits assuming the approximate-NNLO+NNLL cross sections
#: data_file: t1qqqq_expected_+_1_s.d._mass_limit_curve.yaml
#: keyword observables: CLS
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> GLUINO GLUINO | GLUINO --> Q QBAR NEUTRALINO1
#: LUMINOSITY [fb$^{-1}$],137
#: Limit boundary,Expected + 1 s.d.
M(GLUINO) [GeV],M(NEUTRALINO1) [GeV]
805.17,780.98
1101.4,1074.1
1167.1,1139.2
1189.4,1156.5
1204.0,1169.2
1250.0,1198.2
1277.1,1213.5
1300.0,1226.1
1321.2,1236.0
1341.6,1246.5
1347.3,1246.7
1350.0,1249.3
1394.7,1251.2
1400.0,1251.1
1432.1,1246.6
1450.0,1239.6
1465.5,1234.3
1500.0,1216.9
1522.1,1204.0
1534.6,1196.7
1550.0,1188.7
1576.3,1175.7
1600.0,1166.0
1606.2,1163.0
1650.0,1150.3
1663.2,1146.5
1700.0,1136.1
1722.3,1129.7
1750.0,1121.9
1793.0,1109.7
1821.6,1100.0
1850.0,1092.6
1897.4,1050.0
1900.0,1047.6
1921.7,1021.7
1940.9,1000.0
1950.0,988.23
1963.9,963.86
2000.0,924.01
2007.9,915.88
2022.7,900.0
2050.0,859.67
2085.4,800.0
2100.0,755.33
2108.9,717.77
2115.0,700.0
2129.3,641.32
2139.4,600.0
2150.0,528.24
2153.5,500.0
2154.4,491.2
2157.2,400.0
2158.2,383.54
2166.8,300.0
2169.1,238.18
2167.7,200.0
2167.3,165.45
2166.4,100.0
2166.0,68.306
2166.0,1.0
2166.0,1.0

