#: table_doi: 10.17182/hepdata.90835.v1/t79
#: name: T2qq significance
#: description: The observed significance of the SMS models for T2qq as function of the LSP and light squark masses. 
#: data_file: t2qq_significance.yaml
#: keyword observables: SIGNIF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> SQUARK SQUARK | SQUARK --> Q NEUTRALINO1
#: Significance,
M(SQUARK) [GeV],M(NEUTRALINO1) [GeV],Significance [s.d.]
406.25,507.8,0.0
406.25,524.98,0.0
406.25,542.16,0.0
406.25,559.34,0.0
406.25,576.52,0.0
406.25,593.7,0.0
406.25,610.88,0.0
406.25,628.06,0.0
406.25,645.24,0.0
406.25,662.42,0.0
406.25,679.6,0.0
406.25,696.78,0.0
406.25,713.96,0.0
406.25,731.14,0.0
406.25,748.32,0.0
406.25,765.5,0.0
406.25,782.68,0.0
406.25,799.86,0.0
406.25,817.04,0.0
406.25,834.21,0.0
406.25,851.39,0.0
406.25,868.57,0.0
406.25,885.75,0.0
406.25,902.93,0.0
406.25,920.11,0.0
406.25,937.29,0.0
406.25,954.47,0.0
406.25,971.65,0.0
406.25,988.83,0.0
406.25,1006.0,0.0
406.25,1023.2,0.0
406.25,1040.4,0.0
406.25,1057.6,0.0
406.25,1074.7,0.0
406.25,1091.9,0.0
406.25,1109.1,0.0
406.25,1126.3,0.0
406.25,1143.4,0.0
406.25,1160.6,0.0
406.25,1177.8,0.0
406.25,1195.0,0.0
406.25,1212.2,0.0
406.25,1229.3,0.0
406.25,1246.5,0.0
406.25,1263.7,0.0
406.25,1280.9,0.0
406.25,1298.1,0.0
406.25,1315.2,0.0
406.25,1332.4,0.0
406.25,1349.6,0.0
406.25,1366.8,0.0
406.25,1384.0,0.0
406.25,1401.1,0.0
406.25,1418.3,0.0
406.25,1435.5,0.0
406.25,1452.7,0.0
406.25,1469.9,0.0
406.25,1487.0,0.0
406.25,1504.2,0.0
406.25,1521.4,0.0
406.25,1538.6,0.0
406.25,1555.8,0.0
406.25,1572.9,0.0
406.25,1590.1,0.0
406.25,1607.3,0.0
406.25,1624.5,0.0
406.25,1641.7,0.0
406.25,1658.8,0.0
406.25,1676.0,0.0
406.25,1693.2,0.0
406.25,1710.4,0.0
406.25,1727.6,0.0
406.25,1744.7,0.0
406.25,1761.9,0.0
406.25,1779.1,0.0
406.25,1796.3,0.0
406.25,1813.5,0.0
406.25,1830.6,0.0
406.25,1847.8,0.0
406.25,1865.0,0.0
406.25,1882.2,0.0
406.25,1899.4,0.0
406.25,1916.5,0.0
406.25,1933.7,0.0
406.25,1950.9,0.0
406.25,1968.1,0.0
406.25,1985.3,0.0
406.25,2002.4,0.0
406.25,2019.6,0.0
406.25,2036.8,0.0
406.25,2054.0,0.0
406.25,2071.2,0.0
406.25,2088.3,0.0
406.25,2105.5,0.0
406.25,2122.7,0.0
406.25,2139.9,0.0
406.25,2157.1,0.0
406.25,2174.2,0.0
406.25,2191.4,0.0
418.75,9.5898,-0.75126
418.75,26.77,-0.67067
418.75,43.949,-0.59009
418.75,61.129,-0.5095
418.75,78.309,-0.46787
418.75,95.488,-0.43064
418.75,112.67,-0.3348
418.75,129.85,-0.21809
418.75,147.03,-0.12407
418.75,164.21,-0.048283
418.75,181.39,0.027506
418.75,198.57,0.10329
418.75,215.75,0.068643
418.75,232.93,0.037601
418.75,250.11,0.1323
418.75,267.29,0.11863
418.75,284.46,0.11155
418.75,301.64,0.12643
418.75,318.82,0.079173
418.75,336.0,0.12376
418.75,353.18,0.021399
418.75,370.36,-0.51763
418.75,387.54,-0.63092
418.75,404.72,0.0
418.75,421.9,0.0
418.75,439.08,0.0
418.75,456.26,0.0
418.75,473.44,0.0
418.75,490.62,0.0
418.75,507.8,0.0
418.75,524.98,0.0
418.75,542.16,0.0
418.75,559.34,0.0
418.75,576.52,0.0
418.75,593.7,0.0
418.75,610.88,0.0
418.75,628.06,0.0
418.75,645.24,0.0
418.75,662.42,0.0
418.75,679.6,0.0
418.75,696.78,0.0
418.75,713.96,0.0
418.75,731.14,0.0
418.75,748.32,0.0
418.75,765.5,0.0
418.75,782.68,0.0
418.75,799.86,0.0
418.75,817.04,0.0
418.75,834.21,0.0
418.75,851.39,0.0
418.75,868.57,0.0
418.75,885.75,0.0
418.75,902.93,0.0
418.75,920.11,0.0
418.75,937.29,0.0
418.75,954.47,0.0
418.75,971.65,0.0
418.75,988.83,0.0
418.75,1006.0,0.0
418.75,1023.2,0.0
418.75,1040.4,0.0
418.75,1057.6,0.0
418.75,1074.7,0.0
418.75,1091.9,0.0
418.75,1109.1,0.0
418.75,1126.3,0.0
418.75,1143.4,0.0
418.75,1160.6,0.0
418.75,1177.8,0.0
418.75,1195.0,0.0
418.75,1212.2,0.0
418.75,1229.3,0.0
418.75,1246.5,0.0
418.75,1263.7,0.0
418.75,1280.9,0.0
418.75,1298.1,0.0
418.75,1315.2,0.0
418.75,1332.4,0.0
418.75,1349.6,0.0
418.75,1366.8,0.0
418.75,1384.0,0.0
418.75,1401.1,0.0
418.75,1418.3,0.0
418.75,1435.5,0.0
418.75,1452.7,0.0
418.75,1469.9,0.0
418.75,1487.0,0.0
418.75,1504.2,0.0
418.75,1521.4,0.0
418.75,1538.6,0.0
418.75,1555.8,0.0
418.75,1572.9,0.0
418.75,1590.1,0.0
418.75,1607.3,0.0
418.75,1624.5,0.0
418.75,1641.7,0.0
418.75,1658.8,0.0
418.75,1676.0,0.0
418.75,1693.2,0.0
418.75,1710.4,0.0
418.75,1727.6,0.0
418.75,1744.7,0.0
418.75,1761.9,0.0
418.75,1779.1,0.0
418.75,1796.3,0.0
418.75,1813.5,0.0
418.75,1830.6,0.0
418.75,1847.8,0.0
418.75,1865.0,0.0
418.75,1882.2,0.0
418.75,1899.4,0.0
418.75,1916.5,0.0
418.75,1933.7,0.0
418.75,1950.9,0.0
418.75,1968.1,0.0
418.75,1985.3,0.0
418.75,2002.4,0.0
418.75,2019.6,0.0
418.75,2036.8,0.0
418.75,2054.0,0.0
418.75,2071.2,0.0
418.75,2088.3,0.0
418.75,2105.5,0.0
418.75,2122.7,0.0
418.75,2139.9,0.0
418.75,2157.1,0.0
418.75,2174.2,0.0
418.75,2191.4,0.0
431.25,9.5898,-0.80539
431.25,26.77,-0.7248
431.25,43.949,-0.65892
431.25,61.129,-0.62169
431.25,78.309,-0.58447
431.25,95.488,-0.54724
431.25,112.67,-0.4514
431.25,129.85,-0.33469
431.25,147.03,-0.21797
431.25,164.21,-0.10533
431.25,181.39,-0.029538
431.25,198.57,0.046251
431.25,215.75,0.0116
431.25,232.93,0.082473
431.25,250.11,0.17717
431.25,267.29,0.1635
431.25,284.46,0.18201
431.25,301.64,0.19689
431.25,318.82,0.14923
431.25,336.0,0.1271
431.25,353.18,0.024742
431.25,370.36,-0.23812
431.25,387.54,-0.22741
431.25,404.72,-0.76853
431.25,421.9,0.0
431.25,439.08,0.0
431.25,456.26,0.0
431.25,473.44,0.0
431.25,490.62,0.0
431.25,507.8,0.0
431.25,524.98,0.0
431.25,542.16,0.0
431.25,559.34,0.0
431.25,576.52,0.0
431.25,593.7,0.0
431.25,610.88,0.0
431.25,628.06,0.0
431.25,645.24,0.0
431.25,662.42,0.0
431.25,679.6,0.0
431.25,696.78,0.0
431.25,713.96,0.0
431.25,731.14,0.0
431.25,748.32,0.0
431.25,765.5,0.0
431.25,782.68,0.0
431.25,799.86,0.0
431.25,817.04,0.0
431.25,834.21,0.0
431.25,851.39,0.0
431.25,868.57,0.0
431.25,885.75,0.0
431.25,902.93,0.0
431.25,920.11,0.0
431.25,937.29,0.0
431.25,954.47,0.0
431.25,971.65,0.0
431.25,988.83,0.0
431.25,1006.0,0.0
431.25,1023.2,0.0
431.25,1040.4,0.0
431.25,1057.6,0.0
431.25,1074.7,0.0
431.25,1091.9,0.0
431.25,1109.1,0.0
431.25,1126.3,0.0
431.25,1143.4,0.0
431.25,1160.6,0.0
431.25,1177.8,0.0
431.25,1195.0,0.0
431.25,1212.2,0.0
431.25,1229.3,0.0
431.25,1246.5,0.0
431.25,1263.7,0.0
431.25,1280.9,0.0
431.25,1298.1,0.0
431.25,1315.2,0.0
431.25,1332.4,0.0
431.25,1349.6,0.0
431.25,1366.8,0.0
431.25,1384.0,0.0
431.25,1401.1,0.0
431.25,1418.3,0.0
431.25,1435.5,0.0
431.25,1452.7,0.0
431.25,1469.9,0.0
431.25,1487.0,0.0
431.25,1504.2,0.0
431.25,1521.4,0.0
431.25,1538.6,0.0
431.25,1555.8,0.0
431.25,1572.9,0.0
431.25,1590.1,0.0
431.25,1607.3,0.0
431.25,1624.5,0.0
431.25,1641.7,0.0
431.25,1658.8,0.0
431.25,1676.0,0.0
431.25,1693.2,0.0
431.25,1710.4,0.0
431.25,1727.6,0.0
431.25,1744.7,0.0
431.25,1761.9,0.0
431.25,1779.1,0.0
431.25,1796.3,0.0
431.25,1813.5,0.0
431.25,1830.6,0.0
431.25,1847.8,0.0
431.25,1865.0,0.0
431.25,1882.2,0.0
431.25,1899.4,0.0
431.25,1916.5,0.0
431.25,1933.7,0.0
431.25,1950.9,0.0
431.25,1968.1,0.0
431.25,1985.3,0.0
431.25,2002.4,0.0
431.25,2019.6,0.0
431.25,2036.8,0.0
431.25,2054.0,0.0
431.25,2071.2,0.0
431.25,2088.3,0.0
431.25,2105.5,0.0
431.25,2122.7,0.0
431.25,2139.9,0.0
431.25,2157.1,0.0
431.25,2174.2,0.0
431.25,2191.4,0.0
443.75,9.5898,-0.85952
443.75,26.77,-0.81274
443.75,43.949,-0.77552
443.75,61.129,-0.73829
443.75,78.309,-0.70107
443.75,95.488,-0.66384
443.75,112.67,-0.568
443.75,129.85,-0.45129
443.75,147.03,-0.33457
443.75,164.21,-0.21786
443.75,181.39,-0.10114
443.75,198.57,-0.010793
443.75,215.75,0.03198
443.75,232.93,0.12734
443.75,250.11,0.22204
443.75,267.29,0.23096
443.75,284.46,0.25247
443.75,301.64,0.26735
443.75,318.82,0.21969
443.75,336.0,0.17204
443.75,353.18,0.030675
443.75,370.36,0.041384
443.75,387.54,0.052094
443.75,404.72,-0.24438
443.75,421.9,0.0
443.75,439.08,0.0
443.75,456.26,0.0
443.75,473.44,0.0
443.75,490.62,0.0
443.75,507.8,0.0
443.75,524.98,0.0
443.75,542.16,0.0
443.75,559.34,0.0
443.75,576.52,0.0
443.75,593.7,0.0
443.75,610.88,0.0
443.75,628.06,0.0
443.75,645.24,0.0
443.75,662.42,0.0
443.75,679.6,0.0
443.75,696.78,0.0
443.75,713.96,0.0
443.75,731.14,0.0
443.75,748.32,0.0
443.75,765.5,0.0
443.75,782.68,0.0
443.75,799.86,0.0
443.75,817.04,0.0
443.75,834.21,0.0
443.75,851.39,0.0
443.75,868.57,0.0
443.75,885.75,0.0
443.75,902.93,0.0
443.75,920.11,0.0
443.75,937.29,0.0
443.75,954.47,0.0
443.75,971.65,0.0
443.75,988.83,0.0
443.75,1006.0,0.0
443.75,1023.2,0.0
443.75,1040.4,0.0
443.75,1057.6,0.0
443.75,1074.7,0.0
443.75,1091.9,0.0
443.75,1109.1,0.0
443.75,1126.3,0.0
443.75,1143.4,0.0
443.75,1160.6,0.0
443.75,1177.8,0.0
443.75,1195.0,0.0
443.75,1212.2,0.0
443.75,1229.3,0.0
443.75,1246.5,0.0
443.75,1263.7,0.0
443.75,1280.9,0.0
443.75,1298.1,0.0
443.75,1315.2,0.0
443.75,1332.4,0.0
443.75,1349.6,0.0
443.75,1366.8,0.0
443.75,1384.0,0.0
443.75,1401.1,0.0
443.75,1418.3,0.0
443.75,1435.5,0.0
443.75,1452.7,0.0
443.75,1469.9,0.0
443.75,1487.0,0.0
443.75,1504.2,0.0
443.75,1521.4,0.0
443.75,1538.6,0.0
443.75,1555.8,0.0
443.75,1572.9,0.0
443.75,1590.1,0.0
443.75,1607.3,0.0
443.75,1624.5,0.0
443.75,1641.7,0.0
443.75,1658.8,0.0
443.75,1676.0,0.0
443.75,1693.2,0.0
443.75,1710.4,0.0
443.75,1727.6,0.0
443.75,1744.7,0.0
443.75,1761.9,0.0
443.75,1779.1,0.0
443.75,1796.3,0.0
443.75,1813.5,0.0
443.75,1830.6,0.0
443.75,1847.8,0.0
443.75,1865.0,0.0
443.75,1882.2,0.0
443.75,1899.4,0.0
443.75,1916.5,0.0
443.75,1933.7,0.0
443.75,1950.9,0.0
443.75,1968.1,0.0
443.75,1985.3,0.0
443.75,2002.4,0.0
443.75,2019.6,0.0
443.75,2036.8,0.0
443.75,2054.0,0.0
443.75,2071.2,0.0
443.75,2088.3,0.0
443.75,2105.5,0.0
443.75,2122.7,0.0
443.75,2139.9,0.0
443.75,2157.1,0.0
443.75,2174.2,0.0
443.75,2191.4,0.0
456.25,9.5898,-0.89759
456.25,26.77,-0.86174
456.25,43.949,-0.82451
456.25,61.129,-0.78729
456.25,78.309,-0.75006
456.25,95.488,-0.71284
456.25,112.67,-0.65811
456.25,129.85,-0.54139
456.25,147.03,-0.42468
456.25,164.21,-0.30796
456.25,181.39,-0.19125
456.25,198.57,-0.074532
456.25,215.75,0.022614
456.25,232.93,0.11798
456.25,250.11,0.20288
456.25,267.29,0.22438
456.25,284.46,0.24589
456.25,301.64,0.28973
456.25,318.82,0.26311
456.25,336.0,0.21546
456.25,353.18,0.17862
456.25,370.36,0.18933
456.25,387.54,0.20004
456.25,404.72,0.017916
456.25,421.9,-0.6431
456.25,439.08,0.0
456.25,456.26,0.0
456.25,473.44,0.0
456.25,490.62,0.0
456.25,507.8,0.0
456.25,524.98,0.0
456.25,542.16,0.0
456.25,559.34,0.0
456.25,576.52,0.0
456.25,593.7,0.0
456.25,610.88,0.0
456.25,628.06,0.0
456.25,645.24,0.0
456.25,662.42,0.0
456.25,679.6,0.0
456.25,696.78,0.0
456.25,713.96,0.0
456.25,731.14,0.0
456.25,748.32,0.0
456.25,765.5,0.0
456.25,782.68,0.0
456.25,799.86,0.0
456.25,817.04,0.0
456.25,834.21,0.0
456.25,851.39,0.0
456.25,868.57,0.0
456.25,885.75,0.0
456.25,902.93,0.0
456.25,920.11,0.0
456.25,937.29,0.0
456.25,954.47,0.0
456.25,971.65,0.0
456.25,988.83,0.0
456.25,1006.0,0.0
456.25,1023.2,0.0
456.25,1040.4,0.0
456.25,1057.6,0.0
456.25,1074.7,0.0
456.25,1091.9,0.0
456.25,1109.1,0.0
456.25,1126.3,0.0
456.25,1143.4,0.0
456.25,1160.6,0.0
456.25,1177.8,0.0
456.25,1195.0,0.0
456.25,1212.2,0.0
456.25,1229.3,0.0
456.25,1246.5,0.0
456.25,1263.7,0.0
456.25,1280.9,0.0
456.25,1298.1,0.0
456.25,1315.2,0.0
456.25,1332.4,0.0
456.25,1349.6,0.0
456.25,1366.8,0.0
456.25,1384.0,0.0
456.25,1401.1,0.0
456.25,1418.3,0.0
456.25,1435.5,0.0
456.25,1452.7,0.0
456.25,1469.9,0.0
456.25,1487.0,0.0
456.25,1504.2,0.0
456.25,1521.4,0.0
456.25,1538.6,0.0
456.25,1555.8,0.0
456.25,1572.9,0.0
456.25,1590.1,0.0
456.25,1607.3,0.0
456.25,1624.5,0.0
456.25,1641.7,0.0
456.25,1658.8,0.0
456.25,1676.0,0.0
456.25,1693.2,0.0
456.25,1710.4,0.0
456.25,1727.6,0.0
456.25,1744.7,0.0
456.25,1761.9,0.0
456.25,1779.1,0.0
456.25,1796.3,0.0
456.25,1813.5,0.0
456.25,1830.6,0.0
456.25,1847.8,0.0
456.25,1865.0,0.0
456.25,1882.2,0.0
456.25,1899.4,0.0
456.25,1916.5,0.0
456.25,1933.7,0.0
456.25,1950.9,0.0
456.25,1968.1,0.0
456.25,1985.3,0.0
456.25,2002.4,0.0
456.25,2019.6,0.0
456.25,2036.8,0.0
456.25,2054.0,0.0
456.25,2071.2,0.0
456.25,2088.3,0.0
456.25,2105.5,0.0
456.25,2122.7,0.0
456.25,2139.9,0.0
456.25,2157.1,0.0
456.25,2174.2,0.0
456.25,2191.4,0.0
468.75,9.5898,-0.87004
468.75,26.77,-0.83902
468.75,43.949,-0.8059
468.75,61.129,-0.76868
468.75,78.309,-0.73145
468.75,95.488,-0.69423
468.75,112.67,-0.64005
468.75,129.85,-0.57983
468.75,147.03,-0.48828
468.75,164.21,-0.37157
468.75,181.39,-0.25485
468.75,198.57,-0.13814
468.75,215.75,-0.040991
468.75,232.93,0.05169
468.75,250.11,0.11926
468.75,267.29,0.14076
468.75,284.46,0.1733
468.75,301.64,0.24902
468.75,318.82,0.27949
468.75,336.0,0.23184
468.75,353.18,0.195
468.75,370.36,0.20571
468.75,387.54,0.20839
468.75,404.72,0.018351
468.75,421.9,-0.47473
468.75,439.08,-0.69854
468.75,456.26,0.0
468.75,473.44,0.0
468.75,490.62,0.0
468.75,507.8,0.0
468.75,524.98,0.0
468.75,542.16,0.0
468.75,559.34,0.0
468.75,576.52,0.0
468.75,593.7,0.0
468.75,610.88,0.0
468.75,628.06,0.0
468.75,645.24,0.0
468.75,662.42,0.0
468.75,679.6,0.0
468.75,696.78,0.0
468.75,713.96,0.0
468.75,731.14,0.0
468.75,748.32,0.0
468.75,765.5,0.0
468.75,782.68,0.0
468.75,799.86,0.0
468.75,817.04,0.0
468.75,834.21,0.0
468.75,851.39,0.0
468.75,868.57,0.0
468.75,885.75,0.0
468.75,902.93,0.0
468.75,920.11,0.0
468.75,937.29,0.0
468.75,954.47,0.0
468.75,971.65,0.0
468.75,988.83,0.0
468.75,1006.0,0.0
468.75,1023.2,0.0
468.75,1040.4,0.0
468.75,1057.6,0.0
468.75,1074.7,0.0
468.75,1091.9,0.0
468.75,1109.1,0.0
468.75,1126.3,0.0
468.75,1143.4,0.0
468.75,1160.6,0.0
468.75,1177.8,0.0
468.75,1195.0,0.0
468.75,1212.2,0.0
468.75,1229.3,0.0
468.75,1246.5,0.0
468.75,1263.7,0.0
468.75,1280.9,0.0
468.75,1298.1,0.0
468.75,1315.2,0.0
468.75,1332.4,0.0
468.75,1349.6,0.0
468.75,1366.8,0.0
468.75,1384.0,0.0
468.75,1401.1,0.0
468.75,1418.3,0.0
468.75,1435.5,0.0
468.75,1452.7,0.0
468.75,1469.9,0.0
468.75,1487.0,0.0
468.75,1504.2,0.0
468.75,1521.4,0.0
468.75,1538.6,0.0
468.75,1555.8,0.0
468.75,1572.9,0.0
468.75,1590.1,0.0
468.75,1607.3,0.0
468.75,1624.5,0.0
468.75,1641.7,0.0
468.75,1658.8,0.0
468.75,1676.0,0.0
468.75,1693.2,0.0
468.75,1710.4,0.0
468.75,1727.6,0.0
468.75,1744.7,0.0
468.75,1761.9,0.0
468.75,1779.1,0.0
468.75,1796.3,0.0
468.75,1813.5,0.0
468.75,1830.6,0.0
468.75,1847.8,0.0
468.75,1865.0,0.0
468.75,1882.2,0.0
468.75,1899.4,0.0
468.75,1916.5,0.0
468.75,1933.7,0.0
468.75,1950.9,0.0
468.75,1968.1,0.0
468.75,1985.3,0.0
468.75,2002.4,0.0
468.75,2019.6,0.0
468.75,2036.8,0.0
468.75,2054.0,0.0
468.75,2071.2,0.0
468.75,2088.3,0.0
468.75,2105.5,0.0
468.75,2122.7,0.0
468.75,2139.9,0.0
468.75,2157.1,0.0
468.75,2174.2,0.0
468.75,2191.4,0.0
481.25,9.5898,-0.84249
481.25,26.77,-0.81147
481.25,43.949,-0.78045
481.25,61.129,-0.74943
481.25,78.309,-0.71284
481.25,95.488,-0.67562
481.25,112.67,-0.62144
481.25,129.85,-0.56122
481.25,147.03,-0.501
481.25,164.21,-0.43517
481.25,181.39,-0.31846
481.25,198.57,-0.20174
481.25,215.75,-0.1046
481.25,232.93,-0.031931
481.25,250.11,0.035637
481.25,267.29,0.05714
481.25,284.46,0.13258
481.25,301.64,0.2083
481.25,318.82,0.23912
481.25,336.0,0.24822
481.25,353.18,0.21138
481.25,370.36,0.22003
481.25,387.54,0.20883
481.25,404.72,0.018787
481.25,421.9,-0.30636
481.25,439.08,-0.50651
481.25,456.26,-0.78176
481.25,473.44,0.0
481.25,490.62,0.0
481.25,507.8,0.0
481.25,524.98,0.0
481.25,542.16,0.0
481.25,559.34,0.0
481.25,576.52,0.0
481.25,593.7,0.0
481.25,610.88,0.0
481.25,628.06,0.0
481.25,645.24,0.0
481.25,662.42,0.0
481.25,679.6,0.0
481.25,696.78,0.0
481.25,713.96,0.0
481.25,731.14,0.0
481.25,748.32,0.0
481.25,765.5,0.0
481.25,782.68,0.0
481.25,799.86,0.0
481.25,817.04,0.0
481.25,834.21,0.0
481.25,851.39,0.0
481.25,868.57,0.0
481.25,885.75,0.0
481.25,902.93,0.0
481.25,920.11,0.0
481.25,937.29,0.0
481.25,954.47,0.0
481.25,971.65,0.0
481.25,988.83,0.0
481.25,1006.0,0.0
481.25,1023.2,0.0
481.25,1040.4,0.0
481.25,1057.6,0.0
481.25,1074.7,0.0
481.25,1091.9,0.0
481.25,1109.1,0.0
481.25,1126.3,0.0
481.25,1143.4,0.0
481.25,1160.6,0.0
481.25,1177.8,0.0
481.25,1195.0,0.0
481.25,1212.2,0.0
481.25,1229.3,0.0
481.25,1246.5,0.0
481.25,1263.7,0.0
481.25,1280.9,0.0
481.25,1298.1,0.0
481.25,1315.2,0.0
481.25,1332.4,0.0
481.25,1349.6,0.0
481.25,1366.8,0.0
481.25,1384.0,0.0
481.25,1401.1,0.0
481.25,1418.3,0.0
481.25,1435.5,0.0
481.25,1452.7,0.0
481.25,1469.9,0.0
481.25,1487.0,0.0
481.25,1504.2,0.0
481.25,1521.4,0.0
481.25,1538.6,0.0
481.25,1555.8,0.0
481.25,1572.9,0.0
481.25,1590.1,0.0
481.25,1607.3,0.0
481.25,1624.5,0.0
481.25,1641.7,0.0
481.25,1658.8,0.0
481.25,1676.0,0.0
481.25,1693.2,0.0
481.25,1710.4,0.0
481.25,1727.6,0.0
481.25,1744.7,0.0
481.25,1761.9,0.0
481.25,1779.1,0.0
481.25,1796.3,0.0
481.25,1813.5,0.0
481.25,1830.6,0.0
481.25,1847.8,0.0
481.25,1865.0,0.0
481.25,1882.2,0.0
481.25,1899.4,0.0
481.25,1916.5,0.0
481.25,1933.7,0.0
481.25,1950.9,0.0
481.25,1968.1,0.0
481.25,1985.3,0.0
481.25,2002.4,0.0
481.25,2019.6,0.0
481.25,2036.8,0.0
481.25,2054.0,0.0
481.25,2071.2,0.0
481.25,2088.3,0.0
481.25,2105.5,0.0
481.25,2122.7,0.0
481.25,2139.9,0.0
481.25,2157.1,0.0
481.25,2174.2,0.0
481.25,2191.4,0.0
493.75,9.5898,-0.81494
493.75,26.77,-0.78392
493.75,43.949,-0.7529
493.75,61.129,-0.72188
493.75,78.309,-0.69086
493.75,95.488,-0.657
493.75,112.67,-0.60283
493.75,129.85,-0.54261
493.75,147.03,-0.48239
493.75,164.21,-0.42217
493.75,181.39,-0.36196
493.75,198.57,-0.26535
493.75,215.75,-0.18341
493.75,232.93,-0.11555
493.75,250.11,-0.047984
493.75,267.29,0.011396
493.75,284.46,0.091866
493.75,301.64,0.16758
493.75,318.82,0.1984
493.75,336.0,0.22922
493.75,353.18,0.22776
493.75,370.36,0.22047
493.75,387.54,0.20926
493.75,404.72,0.062151
493.75,421.9,-0.13799
493.75,439.08,-0.33814
493.75,456.26,-0.58548
493.75,473.44,0.0
493.75,490.62,0.0
493.75,507.8,0.0
493.75,524.98,0.0
493.75,542.16,0.0
493.75,559.34,0.0
493.75,576.52,0.0
493.75,593.7,0.0
493.75,610.88,0.0
493.75,628.06,0.0
493.75,645.24,0.0
493.75,662.42,0.0
493.75,679.6,0.0
493.75,696.78,0.0
493.75,713.96,0.0
493.75,731.14,0.0
493.75,748.32,0.0
493.75,765.5,0.0
493.75,782.68,0.0
493.75,799.86,0.0
493.75,817.04,0.0
493.75,834.21,0.0
493.75,851.39,0.0
493.75,868.57,0.0
493.75,885.75,0.0
493.75,902.93,0.0
493.75,920.11,0.0
493.75,937.29,0.0
493.75,954.47,0.0
493.75,971.65,0.0
493.75,988.83,0.0
493.75,1006.0,0.0
493.75,1023.2,0.0
493.75,1040.4,0.0
493.75,1057.6,0.0
493.75,1074.7,0.0
493.75,1091.9,0.0
493.75,1109.1,0.0
493.75,1126.3,0.0
493.75,1143.4,0.0
493.75,1160.6,0.0
493.75,1177.8,0.0
493.75,1195.0,0.0
493.75,1212.2,0.0
493.75,1229.3,0.0
493.75,1246.5,0.0
493.75,1263.7,0.0
493.75,1280.9,0.0
493.75,1298.1,0.0
493.75,1315.2,0.0
493.75,1332.4,0.0
493.75,1349.6,0.0
493.75,1366.8,0.0
493.75,1384.0,0.0
493.75,1401.1,0.0
493.75,1418.3,0.0
493.75,1435.5,0.0
493.75,1452.7,0.0
493.75,1469.9,0.0
493.75,1487.0,0.0
493.75,1504.2,0.0
493.75,1521.4,0.0
493.75,1538.6,0.0
493.75,1555.8,0.0
493.75,1572.9,0.0
493.75,1590.1,0.0
493.75,1607.3,0.0
493.75,1624.5,0.0
493.75,1641.7,0.0
493.75,1658.8,0.0
493.75,1676.0,0.0
493.75,1693.2,0.0
493.75,1710.4,0.0
493.75,1727.6,0.0
493.75,1744.7,0.0
493.75,1761.9,0.0
493.75,1779.1,0.0
493.75,1796.3,0.0
493.75,1813.5,0.0
493.75,1830.6,0.0
493.75,1847.8,0.0
493.75,1865.0,0.0
493.75,1882.2,0.0
493.75,1899.4,0.0
493.75,1916.5,0.0
493.75,1933.7,0.0
493.75,1950.9,0.0
493.75,1968.1,0.0
493.75,1985.3,0.0
493.75,2002.4,0.0
493.75,2019.6,0.0
493.75,2036.8,0.0
493.75,2054.0,0.0
493.75,2071.2,0.0
493.75,2088.3,0.0
493.75,2105.5,0.0
493.75,2122.7,0.0
493.75,2139.9,0.0
493.75,2157.1,0.0
493.75,2174.2,0.0
493.75,2191.4,0.0
506.25,9.5898,-0.7969
506.25,26.77,-0.77125
506.25,43.949,-0.74023
506.25,61.129,-0.70921
506.25,78.309,-0.67819
506.25,95.488,-0.64718
506.25,112.67,-0.62443
506.25,129.85,-0.56421
506.25,147.03,-0.504
506.25,164.21,-0.44378
506.25,181.39,-0.38356
506.25,198.57,-0.32334
506.25,215.75,-0.25209
506.25,232.93,-0.18423
506.25,250.11,-0.1163
506.25,267.29,-0.035832
506.25,284.46,0.044639
506.25,301.64,0.15188
506.25,318.82,0.213
506.25,336.0,0.24382
506.25,353.18,0.26685
506.25,370.36,0.25564
506.25,387.54,0.24444
506.25,404.72,0.20809
506.25,421.9,0.018172
506.25,439.08,-0.18197
506.25,456.26,-0.4136
506.25,473.44,-0.6841
506.25,490.62,0.0
506.25,507.8,0.0
506.25,524.98,0.0
506.25,542.16,0.0
506.25,559.34,0.0
506.25,576.52,0.0
506.25,593.7,0.0
506.25,610.88,0.0
506.25,628.06,0.0
506.25,645.24,0.0
506.25,662.42,0.0
506.25,679.6,0.0
506.25,696.78,0.0
506.25,713.96,0.0
506.25,731.14,0.0
506.25,748.32,0.0
506.25,765.5,0.0
506.25,782.68,0.0
506.25,799.86,0.0
506.25,817.04,0.0
506.25,834.21,0.0
506.25,851.39,0.0
506.25,868.57,0.0
506.25,885.75,0.0
506.25,902.93,0.0
506.25,920.11,0.0
506.25,937.29,0.0
506.25,954.47,0.0
506.25,971.65,0.0
506.25,988.83,0.0
506.25,1006.0,0.0
506.25,1023.2,0.0
506.25,1040.4,0.0
506.25,1057.6,0.0
506.25,1074.7,0.0
506.25,1091.9,0.0
506.25,1109.1,0.0
506.25,1126.3,0.0
506.25,1143.4,0.0
506.25,1160.6,0.0
506.25,1177.8,0.0
506.25,1195.0,0.0
506.25,1212.2,0.0
506.25,1229.3,0.0
506.25,1246.5,0.0
506.25,1263.7,0.0
506.25,1280.9,0.0
506.25,1298.1,0.0
