#: table_doi: 10.17182/hepdata.90835.v1/t35
#: name: T1qqqq observed - 1 s.d.(theory) mass limit curve
#: description: Exclusion limits assuming the approximate-NNLO+NNLL cross sections
#: data_file: t1qqqq_observed_-_1_s.d.(theory)_mass_limit_curve.yaml
#: keyword observables: CLS
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> GLUINO GLUINO | GLUINO --> Q QBAR NEUTRALINO1
#: LUMINOSITY [fb$^{-1}$],137
#: Limit boundary,Observed - 1 s.d.(theory)
M(GLUINO) [GeV],M(NEUTRALINO1) [GeV]
801.26,777.55
1081.3,1053.6
1134.4,1105.9
1170.3,1137.4
1187.2,1146.9
1200.0,1153.4
1224.6,1157.1
1250.0,1157.8
1295.6,1153.9
1300.0,1152.9
1303.9,1150.9
1305.8,1150.1
1350.0,1119.5
1378.6,1100.8
1400.0,1086.3
1434.3,1065.3
1450.0,1056.0
1459.6,1050.3
1500.0,1026.8
1546.3,1000.4
1550.0,1000.5
1553.1,997.3
1600.0,979.86
1630.3,967.23
1650.0,958.27
1674.7,944.6
1687.1,934.47
1700.0,924.32
1733.4,888.74
1750.0,867.34
1767.7,844.13
1791.8,808.05
1796.6,800.59
1797.7,798.82
1825.1,749.81
1850.0,704.84
1852.6,700.0
1872.8,645.58
1885.5,600.0
1900.0,550.56
1917.9,500.0
1932.3,435.31
1939.8,400.0
1944.4,311.23
1945.0,300.0
1949.4,201.17
1949.6,200.0
1950.0,187.0
1952.9,100.0
1952.8,94.373
1951.6,1.0
1951.6,1.0

