#: table_doi: 10.17182/hepdata.90835.v1/t27
#: name: T1bbbb observed + 1 s.d.(theory) mass limit curve
#: description: Exclusion limits assuming the approximate-NNLO+NNLL cross sections
#: data_file: t1bbbb_observed_+_1_s.d.(theory)_mass_limit_curve.yaml
#: keyword observables: CLS
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> GLUINO GLUINO | GLUINO --> BQ BQBAR NEUTRALINO1
#: LUMINOSITY [fb$^{-1}$],137
#: Limit boundary,Observed + 1 s.d.(theory)
M(GLUINO) [GeV],M(NEUTRALINO1) [GeV]
726.47,701.79
1057.3,1031.8
1112.2,1086.5
1195.1,1168.7
1208.2,1179.4
1212.9,1184.7
1250.0,1213.6
1261.2,1222.0
1282.0,1237.0
1300.0,1249.5
1326.0,1267.4
1350.0,1284.2
1362.2,1292.4
1365.4,1294.7
1385.2,1308.9
1400.0,1319.7
1425.8,1338.4
1434.1,1345.5
1443.1,1352.7
1450.0,1358.0
1497.8,1397.1
1498.9,1394.6
1500.0,1398.5
1544.1,1418.1
1550.0,1422.3
1572.4,1432.6
1600.0,1448.3
1600.0,1446.5
1600.1,1448.6
1638.1,1456.9
1650.0,1458.9
1685.3,1461.4
1700.0,1462.1
1746.6,1462.2
1750.0,1462.5
1785.5,1464.7
1800.0,1466.7
1829.0,1470.2
1850.0,1473.5
1875.4,1477.7
1900.0,1482.0
1917.4,1485.0
1950.0,1491.4
1956.4,1492.7
1994.2,1500.1
1999.5,1501.1
2000.7,1500.7
2015.2,1500.0
2050.0,1497.6
2053.6,1496.4
2100.0,1495.8
2106.9,1493.1
2150.0,1472.3
2193.0,1450.0
2197.3,1447.3
2200.0,1445.1
2223.8,1423.8
2247.9,1400.0
2250.0,1395.5
2263.4,1350.0
2270.4,1320.4
2275.6,1300.0
2280.4,1280.4
2300.0,1209.9
2302.1,1200.0
2304.3,1191.5
2322.9,1100.0
2330.4,1060.8
2344.7,1000.0
2345.7,991.48
2350.0,961.02
2355.8,900.0
2357.5,884.95
2361.6,800.0
2360.9,778.15
2359.3,700.0
2359.3,681.39
2362.1,600.0
2360.8,578.43
2354.4,500.0
2353.9,492.19
2350.0,406.54
2349.7,400.65
2349.6,400.0
2339.8,320.38
2338.4,300.0
2336.8,226.46
2335.3,200.0
2331.5,136.92
2328.8,100.0
2323.3,53.913
2318.7,1.0
2318.7,1.0

