#: table_doi: 10.17182/hepdata.90835.v1/t36
#: name: T1qqqq expected mass limit curve
#: description: Exclusion limits assuming the approximate-NNLO+NNLL cross sections
#: data_file: t1qqqq_expected_mass_limit_curve.yaml
#: keyword observables: CLS
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> GLUINO GLUINO | GLUINO --> Q QBAR NEUTRALINO1
#: LUMINOSITY [fb$^{-1}$],137
#: Limit boundary,Expected
M(GLUINO) [GeV],M(NEUTRALINO1) [GeV]
769.76,745.32
1056.1,1029.4
1091.5,1064.5
1121.6,1092.1
1130.0,1099.3
1150.0,1114.3
1162.3,1122.3
1187.8,1137.3
1200.0,1143.9
1233.8,1159.2
1250.0,1165.6
1278.9,1174.6
1300.0,1179.4
1344.8,1184.4
1350.0,1180.6
1366.7,1178.6
1400.0,1161.8
1420.0,1152.3
1450.0,1136.7
1482.1,1122.1
1500.0,1114.8
1533.3,1102.4
1550.0,1098.1
1554.9,1096.1
1600.0,1085.2
1616.3,1080.6
1650.0,1071.5
1691.3,1058.3
1700.0,1055.0
1719.4,1048.0
1750.0,1035.8
1780.6,1023.7
1810.0,1000.0
1850.0,963.16
1862.8,950.0
1883.3,916.67
1893.4,900.0
1895.7,895.69
1900.0,889.13
1925.0,850.0
1950.0,821.15
1967.7,800.0
2000.0,752.38
2022.0,700.0
2030.8,661.64
2046.9,600.0
2050.0,586.36
2067.9,500.0
2073.8,447.69
2079.8,400.0
2088.8,322.5
2090.6,300.0
2089.8,220.41
2089.1,200.0
2089.6,179.17
2085.8,100.0
2084.5,31.6
2083.7,1.0
2083.7,1.0

