#: table_doi: 10.17182/hepdata.90835.v1/t84
#: name: T2tt efficiency
#: description: The efficiency times acceptance of the SMS models for T2tt as function of the top squark and LSP masses. The efficiency times acceptance is given for the total signal across the set of 174 search regions.
#: data_file: t2tt_efficiency.yaml
#: keyword observables: EFF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> STOP STOP | STOP --> TQ NEUTRALINO1
#: Efficiency,
M(STOP) [GeV],M(NEUTRALINO1) [GeV],Efficiency $\times$ Acceptance
959.38,169.76,0.34386
959.38,176.94,0.34347
959.38,184.12,0.34308
959.38,191.3,0.34269
959.38,198.48,0.34231
959.38,205.67,0.34193
959.38,212.85,0.34113
959.38,220.03,0.33986
959.38,227.21,0.33859
959.38,234.39,0.33732
959.38,241.57,0.33606
959.38,248.75,0.33479
959.38,255.93,0.3339
959.38,263.12,0.33271
959.38,270.3,0.33116
959.38,277.48,0.32962
959.38,284.66,0.32807
959.38,291.84,0.32653
959.38,299.02,0.32498
959.38,306.2,0.32397
959.38,313.38,0.32319
959.38,320.57,0.32253
959.38,327.75,0.32186
959.38,334.93,0.3212
959.38,342.11,0.32054
959.38,349.29,0.31988
959.38,356.47,0.31837
959.38,363.65,0.31631
959.38,370.83,0.31392
959.38,378.02,0.31154
959.38,385.2,0.30915
959.38,392.38,0.30677
959.38,399.56,0.30438
959.38,406.74,0.30215
959.38,413.92,0.29993
959.38,421.1,0.29771
959.38,428.28,0.29549
959.38,435.47,0.29326
959.38,442.65,0.29102
959.38,449.83,0.2887
959.38,457.01,0.28566
959.38,464.19,0.2826
959.38,471.37,0.27954
959.38,478.55,0.27648
959.38,485.73,0.27341
959.38,492.92,0.27055
959.38,500.1,0.26809
959.38,507.28,0.26383
959.38,514.46,0.25957
959.38,521.64,0.25531
959.38,528.82,0.25105
959.38,536.0,0.24679
959.38,543.18,0.24298
959.38,550.37,0.23987
959.38,557.55,0.23469
959.38,564.73,0.22951
959.38,571.91,0.22434
959.38,579.09,0.21916
959.38,586.27,0.21398
959.38,593.45,0.20925
959.38,600.63,0.20506
959.38,607.82,0.19934
959.38,615.0,0.19177
959.38,622.18,0.18368
959.38,629.36,0.1756
959.38,636.54,0.16751
959.38,643.72,0.15943
959.38,650.9,0.15138
959.38,658.08,0.14358
959.38,665.27,0.13464
959.38,672.45,0.12545
959.38,679.63,0.11643
959.38,686.81,0.1075
959.38,693.99,0.098397
959.38,701.17,0.089412
959.38,708.35,0.082021
959.38,715.53,0.074631
959.38,722.72,0.065125
959.38,729.9,0.057628
959.38,737.08,0.051962
959.38,744.26,0.047756
959.38,751.44,0.043901
959.38,758.62,0.041441
959.38,765.8,0.038931
959.38,772.98,0.034471
959.38,780.17,0.035177
959.38,787.35,0.037899
959.38,794.53,0.037681
959.38,801.71,0.035575
959.38,808.89,0.035329
959.38,816.07,0.035274
959.38,823.25,0.038088
959.38,830.43,0.038694
959.38,837.62,0.03859
959.38,844.8,0.038491
959.38,851.98,0.038531
959.38,859.16,0.038763
959.38,866.34,0.038038
959.38,873.52,0.0
959.38,880.7,0.0
959.38,887.88,0.0
959.38,895.07,0.0
959.38,902.25,0.0
959.38,909.43,0.0
959.38,916.61,0.0
959.38,923.79,0.0
959.38,930.97,0.0
959.38,938.15,0.0
959.38,945.33,0.0
959.38,952.52,0.0
959.38,959.7,0.0
959.38,966.88,0.0
959.38,974.06,0.0
959.38,981.24,0.0
959.38,988.42,0.0
959.38,995.6,0.0
959.38,1002.8,0.0
959.38,1010.0,0.0
959.38,1017.1,0.0
959.38,1024.3,0.0
959.38,1031.5,0.0
959.38,1038.7,0.0
959.38,1045.9,0.0
959.38,1053.1,0.0
959.38,1060.2,0.0
959.38,1067.4,0.0
959.38,1074.6,0.0
959.38,1081.8,0.0
959.38,1089.0,0.0
959.38,1096.1,0.0
959.38,1103.3,0.0
959.38,1110.5,0.0
959.38,1117.7,0.0
959.38,1124.9,0.0
959.38,1132.0,0.0
959.38,1139.2,0.0
959.38,1146.4,0.0
971.55,4.5906,0.35151
971.55,11.772,0.35137
971.55,18.953,0.35123
971.55,26.134,0.35117
971.55,33.316,0.35118
971.55,40.497,0.35119
971.55,47.678,0.3512
971.55,54.859,0.35067
971.55,62.041,0.34988
971.55,69.222,0.34909
971.55,76.403,0.34875
971.55,83.584,0.34862
971.55,90.766,0.34849
971.55,97.947,0.34836
971.55,105.13,0.348
971.55,112.31,0.34756
971.55,119.49,0.34711
971.55,126.67,0.34685
971.55,133.85,0.34667
971.55,141.03,0.3465
971.55,148.22,0.34632
971.55,155.4,0.34607
971.55,162.58,0.3458
971.55,169.76,0.34553
971.55,176.94,0.34517
971.55,184.12,0.34478
971.55,191.3,0.34439
971.55,198.48,0.34401
971.55,205.67,0.34363
971.55,212.85,0.34326
971.55,220.03,0.34289
971.55,227.21,0.34181
971.55,234.39,0.34054
971.55,241.57,0.33928
971.55,248.75,0.33801
971.55,255.93,0.33712
971.55,263.12,0.33631
971.55,270.3,0.33551
971.55,277.48,0.33409
971.55,284.66,0.33254
971.55,291.84,0.331
971.55,299.02,0.32945
971.55,306.2,0.32844
971.55,313.38,0.32751
971.55,320.57,0.32658
971.55,327.75,0.32589
971.55,334.93,0.32522
971.55,342.11,0.32456
971.55,349.29,0.3239
971.55,356.47,0.32239
971.55,363.65,0.3208
971.55,370.83,0.3192
971.55,378.02,0.3169
971.55,385.2,0.31451
971.55,392.38,0.31213
971.55,399.56,0.30974
971.55,406.74,0.30751
971.55,413.92,0.30529
971.55,421.1,0.30307
971.55,428.28,0.30085
971.55,435.47,0.29853
971.55,442.65,0.29622
971.55,449.83,0.2939
971.55,457.01,0.29086
971.55,464.19,0.2878
971.55,471.37,0.28474
971.55,478.55,0.28169
971.55,485.73,0.27925
971.55,492.92,0.27682
971.55,500.1,0.27436
971.55,507.28,0.2701
971.55,514.46,0.26584
971.55,521.64,0.26158
971.55,528.82,0.25738
971.55,536.0,0.25438
971.55,543.18,0.25138
971.55,550.37,0.24827
971.55,557.55,0.24309
971.55,564.73,0.23791
971.55,571.91,0.23273
971.55,579.09,0.22766
971.55,586.27,0.22361
971.55,593.45,0.21957
971.55,600.63,0.21538
971.55,607.82,0.20966
971.55,615.0,0.20394
971.55,622.18,0.19801
971.55,629.36,0.18993
971.55,636.54,0.18184
971.55,643.72,0.17376
971.55,650.9,0.16571
971.55,658.08,0.15791
971.55,665.27,0.1501
971.55,672.45,0.14213
971.55,679.63,0.13305
971.55,686.81,0.12375
971.55,693.99,0.11446
971.55,701.17,0.10547
971.55,708.35,0.096619
971.55,715.53,0.087086
971.55,722.72,0.077554
971.55,729.9,0.070057
971.55,737.08,0.063509
971.55,744.26,0.056961
971.55,751.44,0.05236
971.55,758.62,0.04846
971.55,765.8,0.043999
971.55,772.98,0.039538
971.55,780.17,0.038955
971.55,787.35,0.036268
971.55,794.53,0.033582
971.55,801.71,0.031476
971.55,808.89,0.033547
971.55,816.07,0.036361
971.55,823.25,0.039175
971.55,830.43,0.039784
971.55,837.62,0.039689
971.55,844.8,0.039595
971.55,851.98,0.039606
971.55,859.16,0.03888
971.55,866.34,0.038155
971.55,873.52,0.03746
971.55,880.7,0.037933
971.55,887.88,0.0
971.55,895.07,0.0
971.55,902.25,0.0
971.55,909.43,0.0
971.55,916.61,0.0
971.55,923.79,0.0
971.55,930.97,0.0
971.55,938.15,0.0
971.55,945.33,0.0
971.55,952.52,0.0
971.55,959.7,0.0
971.55,966.88,0.0
971.55,974.06,0.0
971.55,981.24,0.0
971.55,988.42,0.0
971.55,995.6,0.0
971.55,1002.8,0.0
971.55,1010.0,0.0
971.55,1017.1,0.0
971.55,1024.3,0.0
971.55,1031.5,0.0
971.55,1038.7,0.0
971.55,1045.9,0.0
971.55,1053.1,0.0
971.55,1060.2,0.0
971.55,1067.4,0.0
971.55,1074.6,0.0
971.55,1081.8,0.0
971.55,1089.0,0.0
971.55,1096.1,0.0
971.55,1103.3,0.0
971.55,1110.5,0.0
971.55,1117.7,0.0
971.55,1124.9,0.0
971.55,1132.0,0.0
971.55,1139.2,0.0
971.55,1146.4,0.0
983.72,4.5906,0.35484
983.72,11.772,0.3547
983.72,18.953,0.35456
983.72,26.134,0.35442
983.72,33.316,0.35427
983.72,40.497,0.35427
983.72,47.678,0.35428
983.72,54.859,0.35375
983.72,62.041,0.35296
983.72,69.222,0.35217
983.72,76.403,0.35137
983.72,83.584,0.35058
983.72,90.766,0.35044
983.72,97.947,0.35032
983.72,105.13,0.34996
983.72,112.31,0.34951
983.72,119.49,0.34907
983.72,126.67,0.34862
983.72,133.85,0.34818
983.72,141.03,0.348
983.72,148.22,0.34782
983.72,155.4,0.34757
983.72,162.58,0.3473
983.72,169.76,0.34703
983.72,176.94,0.34676
983.72,184.12,0.34648
983.72,191.3,0.34609
983.72,198.48,0.34571
983.72,205.67,0.34533
983.72,212.85,0.34496
983.72,220.03,0.34459
983.72,227.21,0.34422
983.72,234.39,0.34376
983.72,241.57,0.3425
983.72,248.75,0.34123
983.72,255.93,0.34034
983.72,263.12,0.33953
983.72,270.3,0.33873
983.72,277.48,0.33792
983.72,284.66,0.33701
983.72,291.84,0.33547
983.72,299.02,0.33392
983.72,306.2,0.33291
983.72,313.38,0.33198
983.72,320.57,0.33106
983.72,327.75,0.33013
983.72,334.93,0.32925
983.72,342.11,0.32858
983.72,349.29,0.32792
983.72,356.47,0.32642
983.72,363.65,0.32482
983.72,370.83,0.32323
983.72,378.02,0.32163
983.72,385.2,0.31987
983.72,392.38,0.31749
983.72,399.56,0.3151
983.72,406.74,0.31287
983.72,413.92,0.31065
983.72,421.1,0.30837
983.72,428.28,0.30605
983.72,435.47,0.30374
983.72,442.65,0.30142
983.72,449.83,0.29911
983.72,457.01,0.29606
983.72,464.19,0.293
983.72,471.37,0.29039
983.72,478.55,0.28795
983.72,485.73,0.28552
983.72,492.92,0.28308
983.72,500.1,0.28062
983.72,507.28,0.27636
983.72,514.46,0.2721
983.72,521.64,0.26878
983.72,528.82,0.26578
983.72,536.0,0.26278
983.72,543.18,0.25978
983.72,550.37,0.25666
983.72,557.55,0.25149
983.72,564.73,0.24631
983.72,571.91,0.24202
983.72,579.09,0.23798
983.72,586.27,0.23394
983.72,593.45,0.22989
983.72,600.63,0.2257
983.72,607.82,0.21998
983.72,615.0,0.21426
983.72,622.18,0.20854
983.72,629.36,0.20282
983.72,636.54,0.19617
983.72,643.72,0.18809
983.72,650.9,0.18004
983.72,658.08,0.17224
983.72,665.27,0.16443
983.72,672.45,0.15681
983.72,679.63,0.14922
983.72,686.81,0.14089
983.72,693.99,0.13159
983.72,701.17,0.12224
983.72,708.35,0.11258
983.72,715.53,0.10304
983.72,722.72,0.093509
983.72,729.9,0.084157
983.72,737.08,0.076161
983.72,744.26,0.069613
983.72,751.44,0.062854
983.72,758.62,0.055255
983.72,765.8,0.050753
983.72,772.98,0.046292
983.72,780.17,0.041879
983.72,787.35,0.038349
983.72,794.53,0.035662
983.72,801.71,0.034285
983.72,808.89,0.037099
983.72,816.07,0.039913
983.72,823.25,0.037183
983.72,830.43,0.036406
983.72,837.62,0.036311
983.72,844.8,0.037771
983.72,851.98,0.039804
983.72,859.16,0.039079
983.72,866.34,0.038361
983.72,873.52,0.038499
983.72,880.7,0.038904
983.72,887.88,0.03914
983.72,895.07,0.038649
983.72,902.25,0.0
983.72,909.43,0.0
983.72,916.61,0.0
983.72,923.79,0.0
983.72,930.97,0.0
983.72,938.15,0.0
983.72,945.33,0.0
983.72,952.52,0.0
983.72,959.7,0.0
983.72,966.88,0.0
983.72,974.06,0.0
983.72,981.24,0.0
983.72,988.42,0.0
983.72,995.6,0.0
983.72,1002.8,0.0
983.72,1010.0,0.0
983.72,1017.1,0.0
983.72,1024.3,0.0
983.72,1031.5,0.0
983.72,1038.7,0.0
983.72,1045.9,0.0
983.72,1053.1,0.0
983.72,1060.2,0.0
983.72,1067.4,0.0
983.72,1074.6,0.0
983.72,1081.8,0.0
983.72,1089.0,0.0
983.72,1096.1,0.0
983.72,1103.3,0.0
983.72,1110.5,0.0
983.72,1117.7,0.0
983.72,1124.9,0.0
983.72,1132.0,0.0
983.72,1139.2,0.0
983.72,1146.4,0.0
995.89,4.5906,0.35817
995.89,11.772,0.35803
995.89,18.953,0.35789
995.89,26.134,0.35775
995.89,33.316,0.3576
995.89,40.497,0.35746
995.89,47.678,0.35735
995.89,54.859,0.35682
995.89,62.041,0.35603
995.89,69.222,0.35524
995.89,76.403,0.35445
995.89,83.584,0.35366
995.89,90.766,0.35287
995.89,97.947,0.35227
995.89,105.13,0.35191
995.89,112.31,0.35147
995.89,119.49,0.35102
995.89,126.67,0.35057
995.89,133.85,0.35013
995.89,141.03,0.34968
995.89,148.22,0.34932
995.89,155.4,0.34907
995.89,162.58,0.3488
995.89,169.76,0.34853
995.89,176.94,0.34826
995.89,184.12,0.34799
995.89,191.3,0.34772
995.89,198.48,0.34741
995.89,205.67,0.34703
995.89,212.85,0.34666
995.89,220.03,0.34629
995.89,227.21,0.34592
995.89,234.39,0.34555
995.89,241.57,0.34518
995.89,248.75,0.34445
995.89,255.93,0.34356
995.89,263.12,0.34275
995.89,270.3,0.34195
995.89,277.48,0.34114
995.89,284.66,0.34033
995.89,291.84,0.33952
995.89,299.02,0.33839
995.89,306.2,0.33738
995.89,313.38,0.33645
995.89,320.57,0.33553
995.89,327.75,0.3346
995.89,334.93,0.33367
995.89,342.11,0.33274
995.89,349.29,0.33194
995.89,356.47,0.33044
995.89,363.65,0.32884
995.89,370.83,0.32725
995.89,378.02,0.32565
995.89,385.2,0.32406
995.89,392.38,0.32246
995.89,399.56,0.32046
995.89,406.74,0.3182
995.89,413.92,0.31588
995.89,421.1,0.31357
995.89,428.28,0.31125
995.89,435.47,0.30894
995.89,442.65,0.30662
995.89,449.83,0.30431
995.89,457.01,0.30152
995.89,464.19,0.29908
995.89,471.37,0.29665
995.89,478.55,0.29421
995.89,485.73,0.29178
995.89,492.92,0.28934
995.89,500.1,0.28688
995.89,507.28,0.28318
995.89,514.46,0.28018
995.89,521.64,0.27718
995.89,528.82,0.27418
995.89,536.0,0.27117
995.89,543.18,0.26817
995.89,550.37,0.26506
995.89,557.55,0.26043
995.89,564.73,0.25638
995.89,571.91,0.25234
995.89,579.09,0.2483
995.89,586.27,0.24426
995.89,593.45,0.24022
995.89,600.63,0.23603
995.89,607.82,0.23031
995.89,615.0,0.22459
995.89,622.18,0.21887
995.89,629.36,0.21315
995.89,636.54,0.20743
995.89,643.72,0.2017
995.89,650.9,0.19437
995.89,658.08,0.18668
995.89,665.27,0.17909
995.89,672.45,0.17149
995.89,679.63,0.1639
995.89,686.81,0.1563
995.89,693.99,0.14871
995.89,701.17,0.1398
995.89,708.35,0.13014
995.89,715.53,0.12049
995.89,722.72,0.11086
995.89,729.9,0.10151
995.89,737.08,0.09224
995.89,744.26,0.082971
995.89,751.44,0.075595
995.89,758.62,0.067996
995.89,765.8,0.060397
995.89,772.98,0.053714
995.89,780.17,0.049301
995.89,787.35,0.044907
995.89,794.53,0.040514
995.89,801.71,0.038813
995.89,808.89,0.037826
995.89,816.07,0.034927
995.89,823.25,0.032029
995.89,830.43,0.031837
995.89,837.62,0.03492
995.89,844.8,0.038002
995.89,851.98,0.040035
995.89,859.16,0.039917
995.89,866.34,0.040055
995.89,873.52,0.040194
995.89,880.7,0.040407
995.89,887.88,0.040494
995.89,895.07,0.040581
995.89,902.25,0.039822
995.89,909.43,0.0
995.89,916.61,0.0
995.89,923.79,0.0
995.89,930.97,0.0
995.89,938.15,0.0
995.89,945.33,0.0
995.89,952.52,0.0
995.89,959.7,0.0
995.89,966.88,0.0
995.89,974.06,0.0
995.89,981.24,0.0
995.89,988.42,0.0
995.89,995.6,0.0
995.89,1002.8,0.0
995.89,1010.0,0.0
995.89,1017.1,0.0
995.89,1024.3,0.0
995.89,1031.5,0.0
995.89,1038.7,0.0
995.89,1045.9,0.0
995.89,1053.1,0.0
995.89,1060.2,0.0
995.89,1067.4,0.0
995.89,1074.6,0.0
995.89,1081.8,0.0
995.89,1089.0,0.0
995.89,1096.1,0.0
995.89,1103.3,0.0
995.89,1110.5,0.0
995.89,1117.7,0.0
995.89,1124.9,0.0
995.89,1132.0,0.0
995.89,1139.2,0.0
995.89,1146.4,0.0
1008.1,4.5906,0.36013
1008.1,11.772,0.3604
1008.1,18.953,0.36025
1008.1,26.134,0.36011
1008.1,33.316,0.35997
1008.1,40.497,0.35983
1008.1,47.678,0.35969
1008.1,54.859,0.35934
1008.1,62.041,0.3587
1008.1,69.222,0.35791
1008.1,76.403,0.35712
1008.1,83.584,0.35633
1008.1,90.766,0.35554
1008.1,97.947,0.35475
1008.1,105.13,0.35443
1008.1,112.31,0.35411
1008.1,119.49,0.35366
1008.1,126.67,0.35322
1008.1,133.85,0.35277
1008.1,141.03,0.35232
1008.1,148.22,0.35188
1008.1,155.4,0.3512
1008.1,162.58,0.35076
1008.1,169.76,0.35049
1008.1,176.94,0.35022
1008.1,184.12,0.34995
1008.1,191.3,0.34967
1008.1,198.48,0.3494
1008.1,205.67,0.34893
1008.1,212.85,0.34851
1008.1,220.03,0.34814
1008.1,227.21,0.34777
1008.1,234.39,0.34739
1008.1,241.57,0.34702
1008.1,248.75,0.34665
1008.1,255.93,0.34601
1008.1,263.12,0.34524
1008.1,270.3,0.34443
1008.1,277.48,0.34362
1008.1,284.66,0.34282
1008.1,291.84,0.34201
1008.1,299.02,0.3412
1008.1,306.2,0.34036
1008.1,313.38,0.33945
1008.1,320.57,0.33853
1008.1,327.75,0.3376
1008.1,334.93,0.33667
1008.1,342.11,0.33575
1008.1,349.29,0.33482
1008.1,356.47,0.33464
1008.1,363.65,0.33338
1008.1,370.83,0.33178
1008.1,378.02,0.33019
1008.1,385.2,0.32859
1008.1,392.38,0.327
1008.1,399.56,0.3254
1008.1,406.74,0.32313
1008.1,413.92,0.32082
1008.1,421.1,0.3185
1008.1,428.28,0.31619
1008.1,435.47,0.31387
1008.1,442.65,0.31155
1008.1,449.83,0.3092
1008.1,457.01,0.30676
1008.1,464.19,0.30433
1008.1,471.37,0.30189
1008.1,478.55,0.29946
1008.1,485.73,0.29702
1008.1,492.92,0.29471
1008.1,500.1,0.29317
1008.1,507.28,0.29122
1008.1,514.46,0.28833
1008.1,521.64,0.28533
1008.1,528.82,0.28233
1008.1,536.0,0.27933
1008.1,543.18,0.27633
1008.1,550.37,0.27327
1008.1,557.55,0.26923
1008.1,564.73,0.26519
1008.1,571.91,0.26115
1008.1,579.09,0.25711
1008.1,586.27,0.25306
1008.1,593.45,0.249
1008.1,600.63,0.24489
1008.1,607.82,0.24093
1008.1,615.0,0.23527
1008.1,622.18,0.22955
1008.1,629.36,0.22383
1008.1,636.54,0.21811
1008.1,643.72,0.21239
1008.1,650.9,0.20643
1008.1,658.08,0.19883
1008.1,665.27,0.19124
1008.1,672.45,0.18364
1008.1,679.63,0.17605
1008.1,686.81,0.16845
1008.1,693.99,0.16138
1008.1,701.17,0.15546
1008.1,708.35,0.14858
1008.1,715.53,0.13892
1008.1,722.72,0.12927
1008.1,729.9,0.11887
1008.1,737.08,0.10895
1008.1,744.26,0.099676
1008.1,751.44,0.090742
1008.1,758.62,0.083143
1008.1,765.8,0.075544
1008.1,772.98,0.066564
1008.1,780.17,0.06081
1008.1,787.35,0.056416
1008.1,794.53,0.050926
1008.1,801.71,0.04457
1008.1,808.89,0.041672
1008.1,816.07,0.038773
1008.1,823.25,0.034357
1008.1,830.43,0.035565
1008.1,837.62,0.038647
1008.1,844.8,0.039361
1008.1,851.98,0.037319
1008.1,859.16,0.037458
1008.1,866.34,0.037596
1008.1,873.52,0.040188
1008.1,880.7,0.040837
1008.1,887.88,0.040924
1008.1,895.07,0.041098
1008.1,902.25,0.040872
1008.1,909.43,0.039592
1008.1,916.61,0.039078
1008.1,923.79,0.0
1008.1,930.97,0.0
1008.1,938.15,0.0
1008.1,945.33,0.0
1008.1,952.52,0.0
1008.1,959.7,0.0
1008.1,966.88,0.0
1008.1,974.06,0.0
1008.1,981.24,0.0
1008.1,988.42,0.0
1008.1,995.6,0.0
1008.1,1002.8,0.0
1008.1,1010.0,0.0
1008.1,1017.1,0.0
1008.1,1024.3,0.0
1008.1,1031.5,0.0
1008.1,1038.7,0.0
1008.1,1045.9,0.0
1008.1,1053.1,0.0
1008.1,1060.2,0.0
1008.1,1067.4,0.0
1008.1,1074.6,0.0
1008.1,1081.8,0.0
1008.1,1089.0,0.0
1008.1,1096.1,0.0
1008.1,1103.3,0.0
1008.1,1110.5,0.0
1008.1,1117.7,0.0
1008.1,1124.9,0.0
1008.1,1132.0,0.0
1008.1,1139.2,0.0
1008.1,1146.4,0.0
1020.2,4.5906,0.36087
1020.2,11.772,0.36141
1020.2,18.953,0.36195
1020.2,26.134,0.36199
1020.2,33.316,0.36185
1020.2,40.497,0.3617
1020.2,47.678,0.36156
1020.2,54.859,0.36121
1020.2,62.041,0.36077
1020.2,69.222,0.36032
1020.2,76.403,0.35958
1020.2,83.584,0.35879
1020.2,90.766,0.358
1020.2,97.947,0.35721
1020.2,105.13,0.35689
1020.2,112.31,0.35676
1020.2,119.49,0.35663
1020.2,126.67,0.35621
1020.2,133.85,0.35577
1020.2,141.03,0.35532
1020.2,148.22,0.35487
1020.2,155.4,0.3542
1020.2,162.58,0.35345
1020.2,169.76,0.35271
1020.2,176.94,0.3524
1020.2,184.12,0.35213
1020.2,191.3,0.35186
1020.2,198.48,0.35159
1020.2,205.67,0.35112
1020.2,212.85,0.35059
1020.2,220.03,0.35006
1020.2,227.21,0.34969
1020.2,234.39,0.34932
1020.2,241.57,0.34894
1020.2,248.75,0.34857
1020.2,255.93,0.34793
1020.2,263.12,0.34724
1020.2,270.3,0.34654
1020.2,277.48,0.34573
1020.2,284.66,0.34493
1020.2,291.84,0.34412
1020.2,299.02,0.34331
1020.2,306.2,0.34247
1020.2,313.38,0.34163
1020.2,320.57,0.34078
1020.2,327.75,0.33985
1020.2,334.93,0.33892
1020.2,342.11,0.33799
1020.2,349.29,0.33707
1020.2,356.47,0.33689
1020.2,363.65,0.3368
1020.2,370.83,0.33658
1020.2,378.02,0.33498
1020.2,385.2,0.33339
1020.2,392.38,0.33179
1020.2,399.56,0.3302
1020.2,406.74,0.32793
1020.2,413.92,0.32561
1020.2,421.1,0.3233
1020.2,428.28,0.32098
1020.2,435.47,0.31863
1020.2,442.65,0.31628
1020.2,449.83,0.31392
1020.2,457.01,0.31149
1020.2,464.19,0.30905
1020.2,471.37,0.30662
1020.2,478.55,0.30418
1020.2,485.73,0.30249
1020.2,492.92,0.30095
1020.2,500.1,0.29941
1020.2,507.28,0.29746
1020.2,514.46,0.29552
1020.2,521.64,0.29336
1020.2,528.82,0.29036
1020.2,536.0,0.28736
1020.2,543.18,0.28436
1020.2,550.37,0.2813
1020.2,557.55,0.27726
1020.2,564.73,0.27322
1020.2,571.91,0.26918
1020.2,579.09,0.26514
1020.2,586.27,0.26101
1020.2,593.45,0.25688
1020.2,600.63,0.25277
1020.2,607.82,0.24881
1020.2,615.0,0.24485
1020.2,622.18,0.24041
1020.2,629.36,0.23469
1020.2,636.54,0.22897
1020.2,643.72,0.22325
1020.2,650.9,0.21729
1020.2,658.08,0.2097
1020.2,665.27,0.2021
1020.2,672.45,0.19451
1020.2,679.63,0.18691
1020.2,686.81,0.18112
1020.2,693.99,0.17536
1020.2,701.17,0.16944
1020.2,708.35,0.16268
1020.2,715.53,0.15591
1020.2,722.72,0.14815
1020.2,729.9,0.13775
1020.2,737.08,0.127
1020.2,744.26,0.11625
1020.2,751.44,0.10712
1020.2,758.62,0.098637
1020.2,765.8,0.089398
1020.2,772.98,0.080158
1020.2,780.17,0.074236
1020.2,787.35,0.0668
1020.2,794.53,0.059363
1020.2,801.71,0.053007
1020.2,808.89,0.049118
1020.2,816.07,0.044493
1020.2,823.25,0.039869
1020.2,830.43,0.040525
1020.2,837.62,0.037654
1020.2,844.8,0.034782
1020.2,851.98,0.03274
1020.2,859.16,0.034515
1020.2,866.34,0.037331
1020.2,873.52,0.040146
1020.2,880.7,0.040821
1020.2,887.88,0.041108
1020.2,895.07,0.041395
1020.2,902.25,0.041169
1020.2,909.43,0.040627
1020.2,916.61,0.040113
1020.2,923.79,0.039596
1020.2,930.97,0.039068
1020.2,938.15,0.0
1020.2,945.33,0.0
1020.2,952.52,0.0
1020.2,959.7,0.0
1020.2,966.88,0.0
1020.2,974.06,0.0
1020.2,981.24,0.0
1020.2,988.42,0.0
1020.2,995.6,0.0
1020.2,1002.8,0.0
1020.2,1010.0,0.0
1020.2,1017.1,0.0
1020.2,1024.3,0.0
1020.2,1031.5,0.0
1020.2,1038.7,0.0
1020.2,1045.9,0.0
1020.2,1053.1,0.0
1020.2,1060.2,0.0
1020.2,1067.4,0.0
1020.2,1074.6,0.0
1020.2,1081.8,0.0
1020.2,1089.0,0.0
1020.2,1096.1,0.0
1020.2,1103.3,0.0
1020.2,1110.5,0.0
1020.2,1117.7,0.0
1020.2,1124.9,0.0
1020.2,1132.0,0.0
1020.2,1139.2,0.0
1020.2,1146.4,0.0
1032.4,4.5906,0.3616
1032.4,11.772,0.36215
1032.4,18.953,0.36269
1032.4,26.134,0.36323
1032.4,33.316,0.36372
1032.4,40.497,0.36358
1032.4,47.678,0.36344
1032.4,54.859,0.36309
1032.4,62.041,0.36264
1032.4,69.222,0.36219
1032.4,76.403,0.36175
1032.4,83.584,0.36124
1032.4,90.766,0.36045
1032.4,97.947,0.35966
1032.4,105.13,0.35935
1032.4,112.31,0.35922
1032.4,119.49,0.35909
1032.4,126.67,0.35896
1032.4,133.85,0.35876
1032.4,141.03,0.35832
1032.4,148.22,0.35787
1032.4,155.4,0.3572
1032.4,162.58,0.35645
1032.4,169.76,0.3557
1032.4,176.94,0.35496
1032.4,184.12,0.35432
1032.4,191.3,0.35405
1032.4,198.48,0.35378
1032.4,205.67,0.35331
1032.4,212.85,0.35278
1032.4,220.03,0.35225
1032.4,227.21,0.35172
1032.4,234.39,0.35124
1032.4,241.57,0.35087
1032.4,248.75,0.35049
1032.4,255.93,0.34986
1032.4,263.12,0.34916
1032.4,270.3,0.34846
1032.4,277.48,0.34777
1032.4,284.66,0.34704
1032.4,291.84,0.34623
1032.4,299.02,0.34542
1032.4,306.2,0.34458
1032.4,313.38,0.34374
1032.4,320.57,0.34289
1032.4,327.75,0.34205
1032.4,334.93,0.34117
1032.4,342.11,0.34024
1032.4,349.29,0.33932
1032.4,356.47,0.33914
1032.4,363.65,0.33905
1032.4,370.83,0.33895
1032.4,378.02,0.33886
1032.4,385.2,0.33818
1032.4,392.38,0.33659
1032.4,399.56,0.33499
1032.4,406.74,0.33272
1032.4,413.92,0.33041
1032.4,421.1,0.32807
1032.4,428.28,0.32571
1032.4,435.47,0.32336
1032.4,442.65,0.321
1032.4,449.83,0.31864
1032.4,457.01,0.31621
1032.4,464.19,0.31378
1032.4,471.37,0.31181
1032.4,478.55,0.31027
1032.4,485.73,0.30874
1032.4,492.92,0.3072
1032.4,500.1,0.30566
1032.4,507.28,0.30371
1032.4,514.46,0.30176
1032.4,521.64,0.29981
1032.4,528.82,0.29787
1032.4,536.0,0.29539
1032.4,543.18,0.29239
1032.4,550.37,0.28933
1032.4,557.55,0.28529
1032.4,564.73,0.28125
1032.4,571.91,0.27716
1032.4,579.09,0.27303
1032.4,586.27,0.2689
1032.4,593.45,0.26476
1032.4,600.63,0.26065
1032.4,607.82,0.25669
1032.4,615.0,0.25273
1032.4,622.18,0.24877
1032.4,629.36,0.24481
1032.4,636.54,0.23983
1032.4,643.72,0.23411
1032.4,650.9,0.22816
1032.4,658.08,0.22056
1032.4,665.27,0.21297
