#: table_doi: 10.17182/hepdata.90835.v1/t26
#: name: T1bbbb observed mass limit curve
#: description: Exclusion limits assuming the approximate-NNLO+NNLL cross sections
#: data_file: t1bbbb_observed_mass_limit_curve.yaml
#: keyword observables: CLS
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> GLUINO GLUINO | GLUINO --> BQ BQBAR NEUTRALINO1
#: LUMINOSITY [fb$^{-1}$],137
#: Limit boundary,Observed
M(GLUINO) [GeV],M(NEUTRALINO1) [GeV]
0.0,-25.143
1093.5,1068.4
1163.8,1138.2
1184.6,1158.2
1189.7,1162.8
1200.0,1171.6
1203.1,1174.0
1209.8,1179.3
1250.0,1209.7
1267.7,1222.5
1300.0,1247.3
1300.4,1246.2
1300.6,1247.5
1330.9,1265.5
1350.0,1278.2
1369.0,1290.3
1374.0,1294.1
1388.9,1304.9
1400.0,1313.2
1431.0,1336.4
1441.0,1345.2
1446.1,1349.1
1450.0,1352.4
1486.0,1378.6
1500.0,1386.0
1514.3,1394.3
1546.8,1406.3
1550.0,1408.5
1586.3,1420.8
1600.0,1427.0
1621.9,1435.5
1644.7,1446.8
1648.8,1446.0
1650.0,1448.7
1675.3,1446.8
1700.0,1445.0
1704.5,1444.7
1750.0,1441.3
1790.1,1441.7
1800.0,1441.6
1844.7,1445.3
1850.0,1446.2
1854.5,1446.8
1864.8,1448.7
1900.0,1454.2
1939.9,1460.0
1950.0,1461.4
1986.8,1466.5
2039.9,1460.1
2050.0,1459.2
2074.8,1450.0
2100.0,1437.4
2123.9,1426.1
2150.0,1415.3
2159.2,1409.2
2170.0,1400.0
2200.0,1364.8
2208.5,1350.0
2211.8,1338.2
2224.3,1300.0
2232.9,1267.1
2236.8,1250.0
2238.1,1238.1
2250.0,1202.6
2250.6,1200.0
2251.1,1197.7
2270.3,1100.0
2287.4,1025.1
2292.6,1000.0
2300.0,951.1
2304.9,909.86
2306.3,900.0
2307.1,885.8
2311.1,800.0
2310.5,778.93
2313.3,700.0
2312.8,625.66
2314.0,600.0
2311.6,576.82
2309.1,500.0
2308.2,483.52
2305.0,400.0
2304.0,391.91
2300.0,330.87
2297.5,305.04
2297.4,300.0
2297.1,294.15
2291.0,200.0
2285.3,129.43
2283.4,100.0
2278.0,44.598
2273.9,1.0
2273.9,1.0

